solar_646,fossil_646,battery_646,battery_646_existing
0.0,44.125,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,40.505,0.05701270865040431,0.013337291349595689
0.0,0.0,0.24689298778032226,0.0577570122196777
6.845,0.0,0.0,0.0
20.755,0.0,0.0,0.0
29.298,0.0,-0.09412972437447706,-0.022020275625522945
90.028,0.0,-0.8077813411128713,-0.18896865888712866
20.645,0.0,0.08118334170652809,0.018991658293471898
48.245,0.0,-0.09034103335897399,-0.021133966641026
72.176,0.0,0.0,0.0
77.707,0.0,0.0,0.0
38.82600000000001,0.0,0.0,0.0
2.574,22.065,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.319,0.0,0.0
0.0,43.355,0.0,0.0
0.0,44.839,0.0,0.0
0.0,45.617,0.0,0.0
0.0,50.166999999999994,0.0,0.0
0.0,50.86200000000001,0.0,0.0
0.0,51.230000000000004,0.0,0.0
0.0,51.859,0.0,0.0
0.0,51.976000000000006,0.0,0.0
0.0,64.115,0.0,0.0
0.0,182.579,0.3426840632952874,0.08016593670471268
0.0,182.57999999999996,-0.07157992169931714,-0.016745078300682857
17.962,182.579,0.5320375725513922,0.12446242744860797
45.617,182.579,-0.18611184849417697,-0.04353815150582302
63.852,182.579,-0.6613595765725473,-0.15471542342745276
2.519,182.579,0.6192990281865347,0.14487597181346532
137.069,82.245,-0.22594375510636422,-0.05285624489363579
49.012,163.925,0.0,0.0
177.976,31.715,0.0,0.0
122.393,86.0,0.0,0.0
64.619,146.559,0.0,0.0
5.531,154.88,0.0,0.0
0.0,135.22,0.0,0.0
0.0,137.973,0.0,0.0
0.0,129.492,0.0,0.0
0.0,132.33,0.0,0.0
0.0,54.33,0.0,0.0
0.0,51.67700000000001,0.0,0.0
0.0,52.568000000000005,0.0,0.0
0.0,52.615,0.0,0.0
0.0,53.756,0.0,0.0
0.0,59.156,0.0,0.0
0.0,63.185,0.0,0.0
0.0,65.507,0.0,0.0
0.0,182.579,0.3452166107655434,0.08075838923445662
