solar_646,diesel_646,wind_646,battery_646
0.0,0.0,0.077,0.0
0.0,0.0,0.045,42.909
0.0,0.0,0.069,61.941
0.0,0.0,0.034,61.977
0.0,0.0,0.231,30.647
73.634,0.0,0.132,-32.422999999999995
183.872,0.0,0.023,-109.55499999999999
170.427,0.0,0.023,-77.78999999999999
237.76799999999997,0.0,0.0,0.0
305.108,0.0,0.018,0.0
399.396,0.0,0.046,0.0
386.625,0.0,0.036,0.0
352.527,0.0,0.066,0.0
294.475,0.0,0.056,0.0
209.414,0.0,0.248,0.0
60.985,0.0,0.259,0.0
8.738,0.0,0.181,0.0
0.0,0.0,0.273,0.0
0.0,0.0,0.364,0.0
0.0,0.0,0.351,0.0
0.0,0.0,0.345,0.0
0.0,0.0,0.347,0.0
0.0,0.0,0.276,0.0
0.0,0.0,0.201,0.0
0.0,0.0,0.078,0.0
0.0,0.0,0.098,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.007,0.0
12.527,0.0,0.0,53.937
63.613,0.0,0.0,23.064
111.093,0.0,0.0,0.0
121.05300000000001,0.0,0.0,0.0
178.311,0.0,0.0,0.0
257.261,0.0,0.0,0.0
281.948,0.0,0.0,0.0
273.699,0.0,0.015,0.0
310.302,0.0,0.066,-8.809
145.985,0.0,0.17,0.0
47.48,0.0,0.188,0.0
6.233,0.0,0.151,0.0
0.0,0.0,0.357,0.0
0.0,0.0,0.417,0.0
0.0,0.0,0.406,0.0
0.0,0.0,0.422,0.0
0.0,0.0,0.234,0.0
0.0,0.0,0.211,0.0
0.0,0.0,0.079,0.0
0.0,0.0,0.08,0.0
0.0,0.0,0.048,0.0
0.0,0.0,0.041,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.021,0.0
82.43400000000001,0.0,0.035,73.97
206.48099999999997,0.0,0.0,54.419
311.035,0.0,0.004,-46.749
383.753,0.0,0.045,-108.942
425.795,0.0,0.122,-64.077
442.0489999999999,0.0,0.089,0.0
430.4390000000001,0.0,0.11,0.0
392.186,0.0,0.163,0.0
327.901,0.0,0.272,0.0
233.61300000000003,0.0,0.571,0.0
116.287,0.0,0.527,0.0
17.354,0.0,0.362,0.0
0.0,0.0,0.395,0.0
0.0,0.0,0.399,0.0
0.0,0.0,0.26,0.0
0.0,0.0,0.285,0.0
0.0,0.0,0.317,0.0
0.0,0.0,0.27,0.0
0.0,0.0,0.216,0.0
0.0,0.0,0.22,0.0
0.0,0.0,0.349,0.0
0.0,0.0,0.213,0.0
0.0,0.0,0.133,0.0
0.856,0.0,0.266,29.956
84.206,0.0,0.227,109.554
200.79799999999997,0.0,0.16,57.964
301.686,0.0,0.051,-39.875
362.06,0.0,0.101,-92.716
404.102,0.0,0.058,-87.177
419.745,0.0,0.098,0.0
423.9,0.0,0.212,0.0
372.50899999999996,0.0,0.361,0.0
310.241,0.0,0.342,0.0
221.20799999999997,0.0,0.29,0.0
112.682,0.0,0.954,0.0
17.966,0.0,0.768,0.0
0.0,0.0,0.436,0.0
0.0,0.0,0.398,0.0
0.0,0.0,0.39,0.0
0.0,0.0,0.219,0.0
0.0,0.0,0.42,0.0
0.0,0.0,0.16,0.0
0.0,0.0,0.074,0.0
0.0,0.0,0.184,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.268,0.0
0.0,0.0,0.277,0.0
3.116,0.0,0.24,68.756
88.178,0.0,0.401,109.554
206.909,0.0,0.126,19.164
305.963,0.0,0.18,-79.812
375.076,0.0,0.137,-109.554
412.901,0.0,0.137,-30.401
424.45,0.0,0.163,0.0
414.30600000000004,0.0,0.199,0.0
379.84200000000004,0.0,0.208,0.0
319.652,0.0,0.647,0.0
229.09100000000004,0.0,0.499,0.0
117.69199999999998,0.0,0.859,0.0
19.127,0.0,0.513,0.0
0.0,0.0,0.593,0.0
0.0,0.0,0.589,0.0
0.0,0.0,0.427,0.0
0.0,0.0,0.649,0.0
0.0,0.0,0.562,0.0
0.0,0.0,0.539,0.0
0.0,0.0,0.655,0.0
0.0,0.0,0.635,0.0
0.0,0.0,0.559,0.0
0.0,0.0,0.533,0.0
0.0,0.0,0.72,0.0
2.261,0.0,0.583,1.666
76.078,0.0,0.464,109.554
146.84,0.0,0.21,79.688
221.636,0.0,0.163,6.566
249.195,0.0,0.262,-15.113
309.997,0.0,0.237,-83.626
266.244,0.0,0.197,-27.965
349.472,0.0,0.161,-93.06400000000001
189.677,0.0,0.162,4.357
198.29299999999998,0.0,0.153,44.084
216.564,0.0,0.07,-50.809
106.143,0.0,0.034,-3.101
17.293,0.0,0.044,0.0
0.0,0.0,0.181,0.0
0.0,0.0,0.164,0.0
0.0,0.0,0.394,0.0
0.0,0.0,0.192,0.0
0.0,0.0,0.617,0.0
0.0,0.0,0.239,0.0
0.0,0.0,0.444,0.0
0.0,0.0,0.557,0.0
0.0,0.0,0.168,0.0
0.0,0.0,0.43,0.0
0.0,0.0,0.536,0.0
0.0,0.0,0.446,74.594
70.395,0.0,0.313,42.573
108.649,0.0,0.0,23.833
101.071,0.0,0.0,31.676
111.704,0.0,0.0,24.799
177.39400000000003,0.0,0.0,-56.523
231.351,0.0,0.0,-109.554
137.858,0.0,0.002,-46.839
129.242,0.0,0.004,-6.851999999999999
132.786,0.0,0.003,0.0
82.43400000000001,0.0,0.0,0.0
24.993,0.0,0.066,0.0
10.205,0.0,0.0,0.0
0.0,0.0,0.356,0.0
0.0,0.0,0.539,0.0
0.0,0.0,0.518,0.0
0.0,0.0,0.456,0.0
0.0,0.0,0.597,0.0
0.0,0.0,0.608,0.0
0.0,0.0,0.576,0.0
0.0,0.0,0.446,0.0
0.0,0.0,0.48,38.126
0.0,0.0,0.421,61.59
0.0,0.0,0.31,61.701
0.0,0.0,0.247,24.405
28.232,0.0,0.167,11.652
84.389,0.0,0.026,-30.998
79.99,0.0,0.016,-31.391
381.55300000000005,0.0,0.015,-109.554
433.983,0.0,0.009,-47.824
452.987,0.0,0.002,0.0
429.95,0.0,0.0,0.0
394.813,0.0,0.0,0.0
331.01700000000005,0.0,0.0,0.0
236.668,0.0,0.0,0.0
117.02,0.0,0.324,0.0
19.188,0.0,0.273,0.0
0.0,0.0,0.413,0.0
0.0,0.0,0.429,0.0
0.0,0.0,0.593,0.0
0.0,0.0,0.634,0.0
0.0,0.0,0.561,0.0
0.0,0.0,0.265,0.0
0.0,0.0,0.354,0.0
0.0,0.0,0.253,0.0
0.0,0.0,0.127,0.0
0.0,0.0,0.164,0.0
0.0,0.0,0.258,0.0
6.905000000000001,0.0,0.298,83.437
97.344,0.0,0.263,109.554
224.324,0.0,0.045,4.482
335.417,0.0,0.031,-103.834
410.762,0.0,0.02,-109.554
455.188,0.0,0.004,-6.379
469.058,0.0,0.0,0.0
454.026,0.0,0.0,0.0
411.496,0.0,0.008,0.0
333.828,0.0,0.026,0.0
176.53899999999996,0.0,0.019,0.0
96.54899999999999,0.0,0.25,0.0
20.654,0.0,0.241,0.0
0.0,0.0,0.405,0.0
0.0,0.0,0.577,0.0
0.0,0.0,0.76,0.0
0.0,0.0,0.815,0.0
0.0,0.0,0.961,0.0
0.0,0.0,0.677,0.0
0.0,0.0,0.648,0.0
0.0,0.0,0.599,0.0
0.0,0.0,0.865,0.0
0.0,0.0,0.629,0.0
0.0,0.0,0.307,0.0
7.211,0.0,0.241,68.631
97.649,0.0,0.302,109.554
220.475,0.0,0.218,19.289
323.929,0.0,0.212,-80.024
393.9580000000001,0.0,0.12,-109.555
435.08299999999997,0.0,0.132,-30.189
448.282,0.0,0.085,0.0
434.6549999999999,0.0,0.035,0.0
395.8519999999999,0.0,0.038,0.0
330.03999999999996,0.0,0.126,0.0
229.88499999999996,0.0,0.146,0.0
119.403,0.0,0.173,0.0
21.204,0.0,0.224,0.0
0.0,0.0,0.184,0.0
0.0,0.0,0.383,0.0
0.0,0.0,0.449,0.0
0.0,0.0,0.615,0.0
0.0,0.0,0.934,0.0
0.0,0.0,0.887,0.0
0.0,0.0,0.589,0.0
0.0,0.0,0.582,0.0
0.0,0.0,0.528,0.0
0.0,0.0,0.695,0.0
0.0,0.0,0.402,0.0
8.494,0.0,0.747,64.135
100.39899999999999,0.0,0.62,109.554
221.575,0.0,0.194,23.785
318.124,0.0,0.102,-64.915
383.936,0.0,0.102,-109.554
421.0280000000001,0.0,0.138,-45.297999999999995
432.272,0.0,0.114,0.0
418.7060000000001,0.0,0.081,0.0
382.286,0.0,0.062,0.0
321.729,0.0,0.049,0.0
231.168,0.0,0.03,0.0
119.587,0.0,0.01,0.0
20.654,0.0,0.049,0.0
0.0,0.0,0.029,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.061,0.0
0.0,0.0,0.274,0.0
0.0,0.0,0.196,0.0
0.0,0.0,0.271,0.0
0.0,0.0,0.291,0.0
0.0,0.0,0.17,0.0
0.0,0.0,0.185,0.0
0.0,0.0,0.177,0.0
0.0,0.0,0.252,0.0
9.105,0.0,0.531,48.984
98.56599999999999,0.0,0.267,109.554
218.275,0.0,0.065,38.936
317.39,0.0,0.063,-51.85
384.364,0.0,0.066,-109.554
369.881,0.0,0.052,-58.363
439.05499999999995,0.0,0.026,0.0
427.01699999999994,0.0,0.019,0.0
390.90200000000004,0.0,0.024,0.0
327.96199999999993,0.0,0.03,0.0
229.03,0.0,0.015,0.0
118.79199999999999,0.0,0.0,0.0
20.899,0.0,0.069,0.0
0.0,0.0,0.314,0.0
0.0,0.0,0.421,0.0
0.0,0.0,0.578,0.0
0.0,0.0,0.482,0.0
0.0,0.0,0.547,0.0
0.0,0.0,0.553,0.0
0.0,0.0,0.553,0.0
0.0,0.0,0.521,0.0
0.0,0.0,0.539,0.0
0.0,0.0,0.498,0.0
0.0,0.0,0.523,0.0
9.655,0.0,0.591,0.0
95.44899999999998,0.0,0.404,0.0
210.453,0.0,0.146,0.0
215.647,0.0,0.192,0.0
193.526,0.0,0.235,0.0
217.725,0.0,0.183,43.935
97.894,0.0,0.137,109.554
305.413,0.0,0.092,-26.524
381.064,0.0,0.065,-97.461
314.335,0.0,0.076,-24.14
223.04099999999997,0.0,0.152,-22.692
112.00899999999999,0.0,0.129,0.0
21.264999999999997,0.0,0.074,0.0
0.0,0.0,0.046,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.022,0.0
0.0,0.0,0.226,0.0
0.0,0.0,0.617,0.0
0.0,0.0,0.701,0.0
0.0,0.0,0.619,0.0
0.0,0.0,0.536,0.0
0.0,0.0,0.604,84.361
9.349,0.0,0.538,78.008
92.638,0.0,0.327,27.051
133.58,0.0,0.094,8.054
238.685,0.0,0.172,-91.485
369.087,0.0,0.4,-109.554
317.391,0.0,0.617,-18.729
424.511,0.0,0.498,0.0
411.31199999999995,0.0,0.442,0.0
378.009,0.0,0.422,0.0
319.04,0.0,0.22,0.0
230.802,0.0,0.198,0.0
117.753,0.0,0.099,0.0
21.571,0.0,0.1,0.0
0.0,0.0,0.073,0.0
0.0,0.0,0.019,0.0
0.0,0.0,0.012,0.0
0.0,0.0,0.004,0.0
0.0,0.0,0.353,0.0
0.0,0.0,0.964,0.0
0.0,0.0,0.229,0.0
0.0,0.0,0.586,0.0
0.0,0.0,0.425,60.932
0.0,0.0,0.483,61.528
0.0,0.0,0.39,61.621
10.877000000000002,0.0,0.382,13.393
94.28800000000001,0.0,0.145,-41.215
202.814,0.0,0.02,-109.554
241.556,0.0,0.104,-68.999
293.803,0.0,0.317,0.0
128.997,0.0,0.215,0.0
277.671,0.0,0.184,0.0
351.244,0.0,0.157,0.0
294.231,0.0,0.125,0.0
171.222,0.0,0.12,0.0
111.093,0.0,0.142,0.0
51.941,0.0,0.114,0.0
19.86,0.0,0.068,0.0
0.0,0.0,0.143,0.0
0.0,0.0,0.106,0.0
0.0,0.0,0.07,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.023,0.0
0.0,0.0,0.021,0.0
0.0,0.0,0.035,0.0
0.0,0.0,0.1,0.0
0.0,0.0,0.017,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.105,0.0,0.0,0.0
16.01,0.0,0.002,41.411
64.346,0.0,0.0,10.186
83.717,0.0,0.007,0.0
103.51600000000002,0.0,0.202,0.0
196.94799999999998,0.0,0.174,0.0
291.908,0.0,0.184,-10.995
173.239,0.0,0.197,0.0
163.034,0.0,0.236,0.0
98.444,0.0,0.193,0.0
82.311,0.0,0.147,0.0
49.61900000000001,0.0,0.166,0.0
21.571,0.0,0.119,0.0
0.0,0.0,0.151,0.0
0.0,0.0,0.142,0.0
0.0,0.0,0.182,0.0
0.0,0.0,0.119,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.063,0.0
0.0,0.0,0.276,0.0
0.0,0.0,0.188,0.0
0.0,0.0,0.15,0.0
0.0,0.0,0.088,0.0
5.866,0.0,0.263,0.0
33.67,0.0,0.182,46.374
216.19700000000003,0.0,0.211,21.485
229.946,0.0,0.05,14.277
273.638,0.0,0.059,-19.41
290.381,0.0,0.0,-45.295
273.883,0.0,0.01,-13.4
308.225,0.0,0.091,-48.184
275.287,0.0,0.093,-11.547
257.689,0.0,0.211,0.0
178.433,0.0,0.333,1.661
115.003,0.0,0.227,-1.848
23.403999999999996,0.0,0.184,0.0
0.0,0.0,0.101,0.0
0.0,0.0,0.087,0.0
0.0,0.0,0.036,0.0
0.0,0.0,0.082,0.0
0.0,0.0,0.154,0.0
0.0,0.0,0.01,0.0
0.0,0.0,0.046,0.0
0.0,0.0,0.047,0.0
0.0,0.0,0.045,0.0
0.0,0.0,0.059,0.0
0.0,0.0,0.097,0.0
0.611,0.0,0.18,0.0
5.683,0.0,0.138,50.31
23.099,0.0,0.078,45.791
35.625,0.0,0.02,37.012
36.909,0.0,0.058,42.627
58.907,0.0,0.044,10.538
72.718,0.0,0.01,11.196
169.572,0.0,0.0,0.0
149.407,0.0,0.0,0.0
113.232,0.0,0.006,0.0
73.267,0.0,0.0,0.0
20.96,0.0,0.256,0.0
0.0,0.0,0.019,0.0
0.0,0.0,0.092,0.0
0.0,0.0,0.254,0.0
0.0,0.0,0.079,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.028,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
14.788,0.0,0.001,0.0
108.099,0.0,0.0,0.0
226.158,0.0,0.0,0.0
315.007,0.0,0.0,-71.805
377.092,0.0,0.0,-109.554
414.184,0.0,0.0,-38.408
425.856,0.0,0.0,0.0
413.512,0.0,0.003,0.0
380.392,0.0,0.037,0.0
319.407,0.0,0.187,0.0
232.207,0.0,0.204,0.0
123.07000000000001,0.0,0.164,0.0
23.832000000000004,0.0,0.233,0.0
0.0,0.0,0.147,0.0
0.0,0.0,0.159,0.0
0.0,0.0,0.176,0.0
0.0,0.0,0.123,0.0
0.0,0.0,0.132,0.0
0.0,0.0,0.081,0.0
0.0,0.0,0.058,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
16.071,0.0,0.0,64.992
108.16,0.0,0.0,109.554
219.314,0.0,0.0,22.928
308.591,0.0,0.003,-60.605
370.85999999999996,0.0,0.015,-109.555
337.983,0.0,0.0,-49.608
422.617,0.0,0.096,0.0
406.546,0.0,0.014,0.0
372.998,0.0,0.019,0.0
311.708,0.0,0.125,0.0
70.029,0.0,0.025,9.833
121.23700000000001,0.0,0.0,-10.943
24.81,0.0,0.093,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.156,0.0
0.0,0.0,0.367,0.0
0.0,0.0,0.025,0.0
0.0,0.0,0.051,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.115,0.0
0.0,0.0,0.096,0.0
0.0,0.0,0.018,0.0
0.0,0.0,0.095,20.432
0.0,0.0,0.216,103.465
16.499,0.0,0.222,68.271
111.765,0.0,0.154,5.306
233.062,0.0,0.542,-97.278
332.05699999999996,0.0,0.613,-109.55499999999999
400.558,0.0,0.648,-12.935
440.09400000000005,0.0,0.666,0.0
451.337,0.0,0.772,0.0
386.625,0.0,0.953,0.0
306.086,0.0,0.969,0.0
337.67799999999994,0.0,0.985,0.0
241.557,0.0,0.976,0.0
104.554,0.0,1.0,0.0
24.871,0.0,0.721,0.0
0.0,0.0,1.0,0.0
0.0,0.0,0.956,0.0
0.0,0.0,0.47,0.0
0.0,0.0,0.961,0.0
0.0,0.0,0.7,0.0
0.0,0.0,0.693,0.0
0.0,0.0,0.611,0.0
0.0,0.0,0.618,0.0
0.0,0.0,0.57,55.533
0.0,0.0,0.552,61.459
0.0,0.0,0.602,55.182
17.354,0.0,0.58,25.301
112.682,0.0,0.536,-59.887
232.758,0.0,0.523,-109.55499999999999
330.895,0.0,0.624,-50.326
399.152,0.0,0.577,0.0
439.36,0.0,0.665,0.0
451.154,0.0,0.719,0.0
439.483,0.0,0.852,0.0
401.413,0.0,0.899,0.0
336.578,0.0,0.712,0.0
243.206,0.0,0.955,0.0
77.484,0.0,0.751,0.0
25.359,0.0,0.966,0.0
0.0,0.0,0.825,0.0
0.0,0.0,0.59,0.0
0.0,0.0,0.517,0.0
0.0,0.0,0.603,0.0
0.0,0.0,0.953,0.0
0.0,0.0,0.907,0.0
0.0,0.0,0.456,0.0
0.0,0.0,0.419,0.0
0.0,0.0,0.324,0.0
0.0,0.0,0.357,0.0
0.0,0.0,0.379,0.0
18.088,0.0,0.364,62.211
113.109,0.0,0.168,109.554
224.569,0.0,0.026,25.709
324.846,0.0,0.059,-68.093
391.57400000000007,0.0,0.084,-109.554
430.134,0.0,0.127,-42.121
441.255,0.0,0.115,0.0
428.911,0.0,0.195,0.0
390.352,0.0,0.185,0.0
220.597,0.0,0.185,41.604
230.558,0.0,0.235,-43.167
121.90899999999999,0.0,0.321,-3.134
27.132,0.0,0.105,0.0
0.0,0.0,0.125,0.0
0.0,0.0,0.161,0.0
0.0,0.0,0.546,0.0
0.0,0.0,0.761,0.0
0.0,0.0,0.734,0.0
0.0,0.0,0.765,0.0
0.0,0.0,0.589,0.0
0.0,0.0,0.796,0.0
0.0,0.0,0.605,0.0
0.0,0.0,0.381,0.0
0.0,0.0,0.531,0.0
19.065,0.0,0.414,71.204
113.843,0.0,0.254,109.554
225.302,0.0,0.008,16.716
314.946,0.0,0.057,-69.715
376.542,0.0,0.089,-109.554
411.61799999999994,0.0,0.086,-40.498
421.517,0.0,0.126,0.0
367.376,0.0,0.28,0.0
377.703,0.0,0.429,0.0
316.168,0.0,0.573,0.0
231.291,0.0,0.776,0.0
125.81999999999998,0.0,0.793,0.0
27.743000000000002,0.0,0.664,0.0
0.0,0.0,0.677,0.0
0.0,0.0,0.799,0.0
0.0,0.0,0.753,0.0
0.0,0.0,0.742,0.0
0.0,0.0,0.677,0.0
0.0,0.0,0.759,0.0
0.0,0.0,0.821,0.0
0.0,0.0,0.901,0.0
0.0,0.0,0.793,0.0
0.0,0.0,0.948,0.0
0.0,0.0,0.473,0.0
19.493,0.0,0.376,88.168
116.348,0.0,0.284,104.593
227.807,0.0,0.142,4.713
325.151,0.0,0.253,-89.432
389.497,0.0,0.175,-109.554
425.734,0.0,0.246,-20.782
438.627,0.0,0.308,0.0
426.833,0.0,0.514,0.0
297.592,0.0,0.617,0.0
330.101,0.0,0.585,0.0
238.807,0.0,0.744,0.0
125.636,0.0,0.69,0.0
27.193,0.0,0.586,0.0
0.0,0.0,0.555,0.0
0.0,0.0,0.637,0.0
0.0,0.0,0.59,0.0
0.0,0.0,0.59,0.0
0.0,0.0,0.51,0.0
0.0,0.0,0.422,0.0
0.0,0.0,0.549,0.0
0.0,0.0,0.475,0.0
0.0,0.0,0.37,0.0
0.0,0.0,0.458,0.0
0.0,0.0,0.228,0.0
10.266,0.0,0.066,0.0
42.958000000000006,0.0,0.037,96.305
138.713,0.0,0.0,98.639
237.218,0.0,0.054,2.531
298.63,0.0,0.028,-53.01
318.735,0.0,0.021,-81.202
335.417,0.0,0.043,-80.936
400.068,0.0,0.07,-4.619000000000001
364.321,0.0,0.14,0.0
305.23,0.0,0.186,0.0
221.758,0.0,0.22,0.0
118.487,0.0,0.236,0.0
26.521,0.0,0.18,0.0
0.0,0.0,0.244,0.0
0.0,0.0,0.294,0.0
0.0,0.0,0.283,0.0
0.0,0.0,0.327,0.0
0.0,0.0,0.254,0.0
0.0,0.0,0.18,0.0
0.0,0.0,0.123,0.0
0.0,0.0,0.052,0.0
0.0,0.0,0.028,0.0
0.0,0.0,0.005,0.0
0.0,0.0,0.0,0.0
19.86,0.0,0.0,0.0
77.239,0.0,0.0,13.629
167.434,0.0,0.0,72.266
228.968,0.0,0.0,14.74
217.236,0.0,0.0,33.268
375.931,0.0,0.0,-109.554
192.549,0.0,0.0,62.98
364.687,0.0,0.0,-109.554
235.69,0.0,0.046,0.0
216.564,0.0,0.038,0.0
126.431,0.0,0.036,0.0
65.874,0.0,0.053,0.0
21.204,0.0,0.057,0.0
0.0,0.0,0.085,0.0
0.0,0.0,0.06,0.0
0.0,0.0,0.05,0.0
0.0,0.0,0.039,0.0
0.0,0.0,0.049,0.0
0.0,0.0,0.044,0.0
0.0,0.0,0.142,0.0
0.0,0.0,0.047,0.0
0.0,0.0,0.061,0.0
0.0,0.0,0.013,0.0
0.0,0.0,0.048,48.074
5.927,0.0,0.15,75.259
38.131,0.0,0.158,74.141
181.671,0.0,0.026,-51.244
134.313,0.0,0.035,-2.1830000000000003
261.783,0.0,0.031,-109.555
304.375,0.0,0.022,-56.786
310.363,0.0,0.008,0.0
149.224,0.0,0.0,0.0
146.413,0.0,0.004,0.0
146.657,0.0,0.018,0.0
105.96,0.0,0.026,0.0
60.313,0.0,0.018,0.0
17.966,0.0,0.015,0.0
0.0,0.0,0.048,0.0
0.0,0.0,0.053,0.0
0.0,0.0,0.028,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.288,0.0
0.0,0.0,0.503,0.0
0.0,0.0,0.221,0.0
0.0,0.0,0.146,21.22
0.0,0.0,0.214,61.797
0.0,0.0,0.21,61.801
0.0,0.0,0.221,49.337
21.143,0.0,0.189,3.32
55.852,0.0,0.07,-22.928
161.139,0.0,0.031,-109.554
223.652,0.0,0.005,-87.286
148.063,0.0,0.024,0.0
336.945,0.0,0.012,0.0
357.10999999999996,0.0,0.014,0.0
276.265,0.0,0.023,0.0
242.656,0.0,0.042,0.0
159.306,0.0,0.074,0.0
111.582,0.0,0.075,0.0
57.196,0.0,0.122,0.0
18.943,0.0,0.068,0.0
0.0,0.0,0.029,0.0
0.0,0.0,0.153,0.0
0.0,0.0,0.334,0.0
0.0,0.0,0.604,0.0
0.0,0.0,0.501,0.0
0.0,0.0,0.54,0.0
0.0,0.0,0.585,0.0
0.0,0.0,0.525,0.0
0.0,0.0,0.563,0.0
0.0,0.0,0.537,0.0
0.0,0.0,0.475,0.0
0.611,0.0,0.479,0.0
56.891,0.0,0.193,21.766
13.505,0.0,0.056,78.679
20.776,0.0,0.103,74.271
79.806,0.0,0.16,22.758
161.078,0.0,0.104,-64.982
207.825,0.0,0.08,-96.154
164.317,0.0,0.103,-13.978
147.818,0.0,0.063,0.0
168.167,0.0,0.071,0.0
136.391,0.0,0.018,0.0
77.362,0.0,0.0,0.0
22.243,0.0,0.077,0.0
0.0,0.0,0.061,0.0
0.0,0.0,0.129,0.0
0.0,0.0,0.458,0.0
0.0,0.0,0.619,0.0
0.0,0.0,0.517,0.0
0.0,0.0,0.419,0.0
0.0,0.0,0.381,0.0
0.0,0.0,0.266,0.0
0.0,0.0,0.333,0.0
0.0,0.0,0.283,0.0
0.0,0.0,0.283,0.0
0.0,0.0,0.282,0.0
68.379,0.0,0.218,12.418
72.29,0.0,0.103,21.383
69.296,0.0,0.136,22.968
272.538,0.0,0.077,-35.317
229.946,0.0,0.106,-0.383
134.986,0.0,0.148,0.0
172.078,0.0,0.15,0.0
112.376,0.0,0.15,0.0
98.321,0.0,0.161,2.773
92.02699999999999,0.0,0.118,0.0
23.403999999999996,0.0,0.095,0.0
12.833,0.0,0.038,0.0
0.0,0.0,0.008,0.0
0.0,0.0,0.008,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.353,0.0
0.0,0.0,0.326,0.0
0.0,0.0,0.45,0.0
0.0,0.0,0.251,0.0
0.0,0.0,0.366,0.0
0.0,0.0,0.311,0.0
0.0,0.0,0.411,0.0
6.049999999999999,0.0,0.389,0.0
18.577,0.0,0.161,72.661
45.95300000000001,0.0,0.026,57.228
172.75,0.0,0.1,0.0
391.147,0.0,0.084,-109.554
423.473,0.0,0.047,-109.55499999999999
435.572,0.0,0.108,-0.659
374.098,0.0,0.123,0.0
392.002,0.0,0.168,0.0
331.01700000000005,0.0,0.199,0.0
235.874,0.0,0.145,0.0
128.936,0.0,0.119,0.0
29.27,0.0,0.056,0.0
0.0,0.0,0.032,0.0
0.0,0.0,0.043,0.0
0.0,0.0,0.008,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.004,0.0
0.0,0.0,0.038,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
23.71,0.0,0.0,59.823
123.375,0.0,0.0,109.554
233.06299999999996,0.0,0.0,28.097
317.696,0.0,0.0,-50.149
376.542,0.0,0.0,-99.101
409.96799999999996,0.0,0.0,-70.517
418.584,0.0,0.0,0.0
404.774,0.0,0.0,0.0
370.004,0.0,0.0,0.0
311.219,0.0,0.105,0.0
228.05199999999996,0.0,0.174,0.0
124.414,0.0,0.242,0.0
27.743000000000002,0.0,0.159,0.0
0.0,0.0,0.132,0.0
0.0,0.0,0.234,0.0
0.0,0.0,0.232,0.0
0.0,0.0,0.252,0.0
0.0,0.0,0.305,0.0
0.0,0.0,0.314,0.0
0.0,0.0,0.281,0.0
0.0,0.0,0.244,0.0
0.0,0.0,0.096,0.0
0.0,0.0,0.002,0.0
0.0,0.0,0.003,0.0
23.587000000000003,0.0,0.0,73.447
121.97,0.0,0.0,108.022
229.88499999999996,0.0,0.0,16.006
312.379,0.0,0.0,-61.618
368.1089999999999,0.0,0.0,-107.539
400.069,0.0,0.0,-50.61
408.685,0.0,0.0,0.0
397.92999999999995,0.0,0.0,0.0
366.15400000000005,0.0,0.017,0.0
310.058,0.0,0.019,0.0
228.602,0.0,0.275,0.0
125.881,0.0,0.225,0.0
28.72,0.0,0.137,0.0
0.0,0.0,0.197,0.0
0.0,0.0,0.248,0.0
0.0,0.0,0.332,0.0
0.0,0.0,0.391,0.0
0.0,0.0,0.336,0.0
0.0,0.0,0.396,0.0
0.0,0.0,0.205,0.0
0.0,0.0,0.058,0.0
0.0,0.0,0.027,0.0
0.0,0.0,0.0,41.179
0.0,0.0,0.0,99.658
25.236999999999995,0.0,0.004,56.638
123.07000000000001,0.0,0.0,-9.948
232.207,0.0,0.0,-102.726
316.718,0.0,0.0,-107.093
375.32,0.0,0.0,0.0
408.074,0.0,0.0,0.0
416.812,0.0,0.0,0.0
422.434,0.0,0.0,0.0
371.776,0.0,0.05,0.0
315.985,0.0,0.145,0.0
233.61300000000003,0.0,0.313,0.0
128.753,0.0,0.359,0.0
29.820000000000004,0.0,0.011,0.0
0.0,0.0,0.056,0.0
0.0,0.0,0.072,0.0
0.0,0.0,0.06,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.01,0.0
0.0,0.0,0.036,0.0
0.0,0.0,0.119,13.383
0.0,0.0,0.073,61.938
0.0,0.0,0.265,61.746
