Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Fossil Generation (kW),New Fossil Generation (kW),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Power (kW),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Microgrid (kW),Renewable Generation (% of Yr 1 kWh),Emissions (Yr 1 Tons CO2),Emissions Reduction (Yr 1 % CO2),NPV over 25 years ($),CapEx ($),CapEx after Tax Incentives ($),O+M Costs (Yr 1 $ before tax),Average Outage Survived (h)
mg2,646,17,138.0,214.0,379,100,0,9,0,685,0,0,122,334,0,0,817,72,393,0,245000,1348316,798019,11283,
