hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2400.93, -1.67537, 0, 0, 1.12925, -1.67556, 1.12925, 178.324
2, 0.00000, 2400.16, -1.69238, 0, 0, 1.03313, -1.69185, 1.03313, 178.308
3, 0.00000, 2399.79, -1.70041, 0, 0, 1.01276, -1.70014, 1.01276, 178.3
4, 0.00000, 2399.66, -1.70312, 0, 0, 1.00567, -1.70303, 1.00567, 178.297
5, 0.00000, 2398.03, -1.73944, 0, 0, 1.12932, -1.73942, 1.12932, 178.261
6, 0.00000, 2398.08, -1.73868, 0, 0, 1.39077, -1.73874, 1.39077, 178.261
7, 0.00000, 2391.54, -1.8831, 0, 0, 1.69693, -1.8831, 1.69693, 178.117
8, 0.00000, 2392.7, -1.85794, 0, 0, 1.54226, -1.85851, 1.54226, 178.141
9, 0.00000, 2403.62, -1.948, 0, 0, 1.35844, -1.94851, 1.35844, 178.051
10, 0.00000, 2406.36, -1.88941, 0, 0, 1.20077, -1.88953, 1.20077, 178.11
11, 0.00000, 2400.73, -2.00583, 0, 0, 1.03201, -2.00542, 1.03201, 177.995
12, 0.00000, 2397.69, -2.0682, 0, 0, 1.03893, -2.06797, 1.03893, 177.932
13, 0.00000, 2394.41, -2.13455, 0, 0, 1.0318, -2.13426, 1.0318, 177.866
14, 0.00000, 2394.55, -2.13126, 0, 0, 1.00617, -2.1313, 1.00617, 177.869
15, 0.00000, 2395.28, -2.11659, 0, 0, 0.997104, -2.11737, 0.997104, 177.883
16, 0.00000, 2395.75, -2.10728, 0, 0, 1.07428, -2.10779, 1.07428, 177.892
17, 0.00000, 2396.2, -2.09735, 0, 0, 1.50319, -2.09766, 1.50319, 177.902
18, 0.00000, 2399.97, -2.02046, 0, 0, 2.10033, -2.02073, 2.10033, 177.979
19, 0.00000, 2399.65, -2.02773, 0, 0, 2.42385, -2.02773, 2.42385, 177.972
20, 0.00000, 2401.59, -1.98756, 0, 0, 2.36559, -1.98968, 2.36559, 178.01
21, 0.00000, 2404.18, -1.93221, 0, 0, 2.33895, -1.93232, 2.33895, 178.068
22, 0.00000, 2407.46, -1.863, 0, 0, 2.03795, -1.86316, 2.03795, 178.137
23, 0.00000, 2416.03, -1.67757, 0, 0, 1.67872, -1.67783, 1.67872, 178.322
24, 0.00000, 2412.49, -1.75243, 0, 0, 1.39121, -1.75221, 1.39121, 178.248
25, 0.00000, 2415.49, -1.68747, 0, 0, 1.21771, -1.68758, 1.21771, 178.312
26, 0.00000, 2416.72, -1.66079, 0, 0, 1.21638, -1.66237, 1.21638, 178.338
27, 0.00000, 2417.14, -1.65153, 0, 0, 1.2314, -1.65204, 1.2314, 178.348
28, 0.00000, 2417.38, -1.64609, 0, 0, 1.24481, -1.6464, 1.24481, 178.354
29, 0.00000, 2414.1, -1.72112, 0, 0, 1.38636, -1.72114, 1.38636, 178.279
30, 0.00000, 2413.71, -1.73042, 0, 0, 1.66907, -1.73044, 1.66907, 178.27
31, 0.00000, 2401.8, -1.99503, 0, 0, 1.99207, -1.99505, 1.99207, 178.005
32, 0.00000, 2399.16, -2.05531, 0, 0, 1.8318, -2.05525, 1.8318, 177.945
33, 0.00000, 2386.12, -2.32889, 0, 0, 1.72377, -2.32798, 1.72377, 177.672
34, 0.00000, 2378.41, -2.48852, 0, 0, 1.48434, -2.48789, 1.48434, 177.512
35, 0.00000, 2378.85, -2.48003, 0, 0, 1.27662, -2.48047, 1.27662, 177.52
36, 0.00000, 2373.95, -2.58002, 0, 0, 1.32004, -2.57953, 1.32004, 177.42
37, 0.00000, 2376.89, -2.51932, 0, 0, 1.29028, -2.51956, 1.29028, 177.48
38, 0.00000, 2375.64, -2.54664, 0, 0, 1.21261, -2.54618, 1.21261, 177.454
39, 0.00000, 2376.09, -2.53766, 0, 0, 1.17607, -2.53799, 1.17607, 177.462
40, 0.00000, 2376.4, -2.53164, 0, 0, 1.25452, -2.53196, 1.25452, 177.468
41, 0.00000, 2376.29, -2.53416, 0, 0, 1.68711, -2.53415, 1.68711, 177.466
42, 0.00000, 2378.94, -2.47759, 0, 0, 2.13492, -2.47767, 2.13492, 177.522
43, 0.00000, 2386.44, -2.31238, 0, 0, 2.45332, -2.31273, 2.45332, 177.687
