hour, t(sec), V1, VAngle1, I1, IAngle1
103, 0.00000, 0.000977082, 27.8379, 0.000155151, -46.8047
104, 0.00000, 0.0000419359, -144.999, 6.65901E-6, 140.359
105, 0.00000, 1.41619E-7, 135.749, 2.24878E-8, 61.1062
106, 0.00000, 6.54647E-10, 56.4963, 1.03952E-10, -18.1463
107, 0.00000, 1.78509E-11, -116.338, 2.83454E-12, 169.019
108, 0.00000, 7.9815E-14, 164.411, 1.26738E-14, 89.7683
109, 0.00000, 2.0666E-15, -8.42132, 3.28156E-16, -83.0639
110, 0.00000, 7.12861E-18, 178.746, 1.13195E-18, 104.103
111, 0.00000, 8.3426E-20, 5.91287, 1.32472E-20, -68.7297
112, 0.00000, 1.03989E-21, -166.919, 1.65124E-22, 118.438
113, 0.00000, 3.59148E-23, 20.2485, 5.70291E-24, -54.3941
114, 0.00000, 1.14426E-24, -152.596, 1.81698E-25, 132.762
115, 0.00000, 7.44039E-27, -51.8804, 1.18146E-27, -126.523
116, 0.00000, 2.5614E-28, 135.258, 4.06725E-29, 60.6157
117, 0.00000, 1.2625E-30, -124.048, 2.00472E-31, 161.309
118, 0.00000, 5.72103E-33, -23.3693, 9.08444E-34, -98.0119
119, 0.00000, 1.98595E-35, 77.2853, 3.1535E-36, 2.6427
120, 0.00000, 4.48127E-37, -95.6173, 7.11581E-38, -170.26
121, 0.00000, 3.10586E-39, 91.3541, 4.9318E-40, 16.7115
122, 0.00000, 2.04548E-41, -81.7295, 3.24821E-42, -156.372
123, 0.00000, 1.03696E-43, 105.907, 1.68156E-44, 31.2648
124, 0.00000, 2.8026E-45, -66.8617, 0, -141.504
125, 0.00000, 0, 120.337, 0, 45.6943
126, 0.00000, 0, -52.4818, 0, -127.124
127, 0.00000, 0, -131.732, 0, 153.626
128, 0.00000, 6.72766E8, 40.9333, 1.06816E8, -33.745
129, 0.00000, 1.69476E12, -175.33, 2.69111E11, 110.027
130, 0.00000, 4.70335E15, -31.5795, 7.46846E14, -106.222
131, 0.00000, 1.31056E19, 112.171, 2.08105E18, 37.5284
132, 0.00000, 3.66636E22, -104.079, 5.82181E21, -178.721
133, 0.00000, 9.52E25, 39.6725, 1.51168E25, -34.9701
134, 0.00000, 2.67405E29, -176.577, 4.24613E28, 108.78
135, 0.00000, 7.52551E32, -32.827, 1.19498E32, -107.47
136, 0.00000, 2.11556E36, 110.923, 3.3593E35, 36.2808
137, 0.00000, +Inf, -105.326, +Inf, -179.969
138, 0.00000, 4.4436E32, 38.421, 7.056E31, -36.2216
139, 0.00000, 6.04671E24, -177.842, 9.60158E23, 107.515
140, 0.00000, 7.05003E16, -34.1068, 1.11948E16, -108.749
141, 0.00000, 2.88225E8, 109.624, 4.57673E7, 34.9817
142, 0.00000, 0.315032, -20.2413, 0.0500239, -94.8839
143, 0.00000, 0.000691976, 80.4838, 0.000109879, 5.84118
144, 0.00000, 0.0000119038, -92.3699, 1.89021E-6, -167.013
145, 0.00000, 8.82536E-8, 94.7523, 1.40138E-8, 20.1098
146, 0.00000, 1.40746E-10, -78.3002, 2.23491E-11, -152.943
147, 0.00000, 3.0588E-13, 108.509, 4.85707E-14, 33.866
148, 0.00000, 3.57701E-16, -64.3065, 5.67994E-17, -138.949
149, 0.00000, 3.95257E-19, 122.359, 6.27629E-20, 47.7165
150, 0.00000, 4.51639E-22, -50.9717, 7.17158E-23, -125.614
151, 0.00000, 5.20893E-27, 49.1902, 8.27126E-28, -25.4524
152, 0.00000, 7.71227E-30, -124.177, 1.22463E-30, 161.18
153, 0.00000, 3.79958E-34, -24.159, 6.03335E-35, -98.8016
154, 0.00000, 3.85121E-37, 76.4815, 6.11535E-38, 1.83891
155, 0.00000, 6.13965E-40, 177.189, 9.74911E-41, 102.546
156, 0.00000, 1.00473E-42, -82.1044, 1.59748E-43, -156.747
157, 0.00000, 9.80909E-45, 105.002, 1.4013E-45, 30.3592
158, 0.00000, 0, -67.9117, 0, -142.554
159, 0.00000, 0, 119.204, 0, 44.5614
160, 0.00000, 0, -53.6877, 0, -128.33
161, 0.00000, 0, 133.395, 0, 58.7523
162, 0.00000, 0, -39.5401, 0, -114.183
163, 0.00000, 0, 61.0685, 0, -13.5741
164, 0.00000, 0, 161.628, 0, 86.9853
165, 0.00000, 0, -11.389, 0, -86.0316
166, 0.00000, 0, 89.0023, 0, 14.3597
167, 0.00000, 0, -84.1891, 0, -158.832
168, 0.00000, 0, 102.54, 0, 27.8978
169, 0.00000, 0, -71.2185, 0, -145.861
170, 0.00000, 0, 115.192, 0, 40.549
171, 0.00000, 0, -58.7407, 0, -133.383
172, 0.00000, 0, 127.478, 0, 52.8354
173, 0.00000, 0, -45.8496, 0, -120.492
174, 0.00000, 0, 141.648, 0, 67.0053
175, 0.00000, 0, -114.856, 0, 170.501
176, 0.00000, 0, 75.5066, 0, 0.863989
177, 0.00000, 0, -176.983, 0, 108.375
178, 0.00000, 0, 15.3681, 0, -59.2745
179, 0.00000, 0, 124.115, 0, 49.472
180, 0.00000, 2467.06, -120.065, 391.745, 165.293
181, 0.00000, 2411.95, -121.566, 382.993, 163.792
182, 0.00000, 2412.63, -121.55, 383.102, 163.807
183, 0.00000, 2410.72, -121.587, 382.799, 163.771
184, 0.00000, 2411.9, -121.564, 382.986, 163.793
185, 0.00000, 2411.67, -121.589, 382.95, 163.769
186, 0.00000, 2412.09, -121.601, 383.016, 163.757
187, 0.00000, 2411.2, -121.621, 382.875, 163.736
188, 0.00000, 2412.17, -121.604, 383.03, 163.754
189, 0.00000, 2413.52, -121.588, 383.243, 163.77
190, 0.00000, 2414.39, -121.574, 383.381, 163.783
191, 0.00000, 2416.83, -121.578, 383.769, 163.779
192, 0.00000, 2418.24, -121.597, 383.993, 163.761
193, 0.00000, 2418.09, -121.616, 383.969, 163.741
194, 0.00000, 2417.89, -121.628, 383.938, 163.729
195, 0.00000, 2417.69, -121.638, 383.906, 163.719
196, 0.00000, 2417.41, -121.643, 383.861, 163.714
197, 0.00000, 2412.65, -121.66, 383.104, 163.698
198, 0.00000, 2411.36, -121.675, 382.9, 163.682
199, 0.00000, 2385.97, -122.002, 378.869, 163.356
200, 0.00000, 2380.61, -122.034, 378.018, 163.323
201, 0.00000, 2367.39, -122.331, 375.919, 163.026
202, 0.00000, 2363.69, -122.4, 375.33, 162.958
203, 0.00000, 2362.83, -122.428, 375.194, 162.929
204, 0.00000, 2360.58, -122.471, 374.837, 162.887
205, 0.00000, 2362.37, -122.441, 375.121, 162.916
206, 0.00000, 2357.54, -122.529, 374.355, 162.829
207, 0.00000, 2356.34, -122.541, 374.164, 162.816
208, 0.00000, 2357.42, -122.517, 374.335, 162.84
209, 0.00000, 2357.48, -122.517, 374.345, 162.841
210, 0.00000, 2373.82, -122.125, 376.939, 163.232
211, 0.00000, 2388.49, -121.947, 379.269, 163.41
212, 0.00000, 2388.71, -121.928, 379.304, 163.429
213, 0.00000, 2396.05, -121.854, 380.469, 163.504
214, 0.00000, 2397.5, -121.846, 380.699, 163.511
215, 0.00000, 2412.73, -121.623, 383.117, 163.735
216, 0.00000, 2414.58, -121.623, 383.412, 163.734
217, 0.00000, 2416.02, -121.615, 383.641, 163.742
218, 0.00000, 2416.55, -121.615, 383.724, 163.742
219, 0.00000, 2416.99, -121.617, 383.794, 163.74
220, 0.00000, 2417.15, -121.617, 383.82, 163.74
221, 0.00000, 2412.34, -121.63, 383.055, 163.727
222, 0.00000, 2410.6, -121.645, 382.78, 163.712
223, 0.00000, 2389.73, -121.88, 379.465, 163.478
224, 0.00000, 2381.69, -121.973, 378.189, 163.385
225, 0.00000, 2364.03, -122.366, 375.385, 162.991
226, 0.00000, 2359.02, -122.452, 374.589, 162.906
227, 0.00000, 2357, -122.499, 374.268, 162.858
228, 0.00000, 2354.84, -122.532, 373.925, 162.825
229, 0.00000, 2359, -122.457, 374.587, 162.901
230, 0.00000, 2355.31, -122.526, 374, 162.831
231, 0.00000, 2355.59, -122.518, 374.044, 162.839
232, 0.00000, 2355.99, -122.511, 374.108, 162.847
233, 0.00000, 2355.01, -122.528, 373.952, 162.83
234, 0.00000, 2370.23, -122.155, 376.369, 163.202
235, 0.00000, 2385.21, -121.963, 378.748, 163.395
236, 0.00000, 2386.21, -121.943, 378.907, 163.414
237, 0.00000, 2394.89, -121.867, 380.285, 163.491
238, 0.00000, 2397.9, -121.849, 380.763, 163.508
239, 0.00000, 2413.73, -121.623, 383.276, 163.734
240, 0.00000, 2415.62, -121.618, 383.576, 163.74
241, 0.00000, 2416.59, -121.614, 383.732, 163.743
242, 0.00000, 2417.08, -121.615, 383.809, 163.742
243, 0.00000, 2417.49, -121.618, 383.874, 163.739
244, 0.00000, 2417.79, -121.618, 383.922, 163.739
245, 0.00000, 2413.48, -121.632, 383.236, 163.725
246, 0.00000, 2411.89, -121.647, 382.985, 163.71
247, 0.00000, 2390.34, -121.889, 379.563, 163.469
248, 0.00000, 2382.61, -121.974, 378.335, 163.384
249, 0.00000, 2366.24, -122.34, 375.736, 163.017
250, 0.00000, 2361.99, -122.403, 375.06, 162.954
251, 0.00000, 2361.59, -122.411, 374.997, 162.946
252, 0.00000, 2360.49, -122.427, 374.822, 162.931
253, 0.00000, 2361.45, -122.406, 374.976, 162.951
254, 0.00000, 2354.51, -122.532, 373.873, 162.825
255, 0.00000, 2352.96, -122.561, 373.627, 162.796
256, 0.00000, 2352.46, -122.576, 373.548, 162.782
257, 0.00000, 2352.51, -122.574, 373.555, 162.783
258, 0.00000, 2369.56, -122.168, 376.262, 163.189
259, 0.00000, 2384.87, -121.969, 378.694, 163.388
260, 0.00000, 2386.71, -121.94, 378.987, 163.417
261, 0.00000, 2396.24, -121.855, 380.499, 163.502
262, 0.00000, 2399.3, -121.838, 380.986, 163.52
263, 0.00000, 2414.58, -121.619, 383.411, 163.738
264, 0.00000, 2416.72, -121.616, 383.751, 163.741
265, 0.00000, 2417.82, -121.614, 383.927, 163.743
266, 0.00000, 2417.99, -121.616, 383.953, 163.741
267, 0.00000, 2418.32, -121.62, 384.006, 163.737
268, 0.00000, 2418.49, -121.621, 384.032, 163.736
269, 0.00000, 2413.84, -121.637, 383.294, 163.721
270, 0.00000, 2411.77, -121.655, 382.965, 163.702
271, 0.00000, 2388.27, -121.932, 379.233, 163.425
272, 0.00000, 2379.79, -122.034, 377.887, 163.323
273, 0.00000, 2362.58, -122.426, 375.154, 162.932
274, 0.00000, 2358.81, -122.503, 374.555, 162.854
275, 0.00000, 2359.16, -122.513, 374.611, 162.845
276, 0.00000, 2360.15, -122.493, 374.768, 162.864
277, 0.00000, 2365.77, -122.389, 375.662, 162.969
278, 0.00000, 2363.14, -122.432, 375.244, 162.925
279, 0.00000, 2363.96, -122.416, 375.374, 162.942
280, 0.00000, 2363.84, -122.419, 375.354, 162.938
281, 0.00000, 2361.93, -122.455, 375.051, 162.903
282, 0.00000, 2374.82, -122.131, 377.098, 163.226
283, 0.00000, 2387.13, -122.003, 379.052, 163.354
284, 0.00000, 2386.95, -122.003, 379.025, 163.355
285, 0.00000, 2394.42, -121.94, 380.21, 163.418
286, 0.00000, 2395.11, -121.949, 380.32, 163.408
287, 0.00000, 2412.95, -121.662, 383.152, 163.696
288, 0.00000, 2414.75, -121.668, 383.439, 163.689
289, 0.00000, 2415.79, -121.66, 383.603, 163.697
290, 0.00000, 2415.35, -121.673, 383.534, 163.684
291, 0.00000, 2415.75, -121.667, 383.598, 163.69
292, 0.00000, 2414.17, -121.699, 383.346, 163.658
293, 0.00000, 2409.36, -121.712, 382.583, 163.646
294, 0.00000, 2407.44, -121.734, 382.278, 163.623
295, 0.00000, 2375.82, -122.205, 377.257, 163.152
296, 0.00000, 2373.42, -122.179, 376.875, 163.178
297, 0.00000, 2362.25, -122.437, 375.102, 162.92
298, 0.00000, 2362.62, -122.431, 375.16, 162.926
299, 0.00000, 2364.15, -122.414, 375.404, 162.943
300, 0.00000, 2363.65, -122.42, 375.324, 162.937
