hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
1, 0.00000, 2364.55, 116.349, 0, 0, 8.0267, 116.347, 8.0267, -63.6535
2, 0.00000, 2363.19, 116.324, 0, 0, 7.34474, 116.326, 7.34474, -63.6741
3, 0.00000, 2363.8, 116.335, 0, 0, 7.19744, 116.334, 7.19744, -63.6659
4, 0.00000, 2363.91, 116.337, 0, 0, 7.14621, 116.337, 7.14621, -63.663
5, 0.00000, 2358.71, 116.237, 0, 0, 8.0369, 116.237, 8.0369, -63.7625
6, 0.00000, 2357.21, 116.206, 0, 0, 9.90365, 116.208, 9.90365, -63.7918
7, 0.00000, 2335.51, 115.796, 0, 0, 12.1633, 115.796, 12.1633, -64.2036
8, 0.00000, 2335.66, 115.804, 0, 0, 11.0593, 115.804, 11.0593, -64.196
9, 0.00000, 2317.87, 115.482, 0, 0, 9.86071, 115.481, 9.86071, -64.5185
10, 0.00000, 2323.9, 115.592, 0, 0, 8.70399, 115.59, 8.70399, -64.4096
11, 0.00000, 2330.69, 115.717, 0, 0, 7.44154, 115.715, 7.44154, -64.2852
12, 0.00000, 2331.25, 115.727, 0, 0, 7.47984, 115.727, 7.47984, -64.2734
13, 0.00000, 2332.08, 115.742, 0, 0, 7.41572, 115.742, 7.41572, -64.2582
14, 0.00000, 2333.43, 115.767, 0, 0, 7.22814, 115.764, 7.22814, -64.2356
15, 0.00000, 2333.18, 115.763, 0, 0, 7.16526, 115.763, 7.16526, -64.2367
16, 0.00000, 2332.85, 115.756, 0, 0, 7.7225, 115.756, 7.7225, -64.2435
17, 0.00000, 2334, 115.773, 0, 0, 10.8035, 115.77, 10.8035, -64.2302
18, 0.00000, 2333.91, 115.764, 0, 0, 15.1184, 115.764, 15.1184, -64.2358
19, 0.00000, 2330.14, 115.691, 0, 0, 17.4727, 115.692, 17.4727, -64.3079
20, 0.00000, 2329.87, 115.687, 0, 0, 17.0678, 115.688, 17.0678, -64.3122
