Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Diesel (kW),New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),New Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Grid (kW),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
mg0,634,56,178,247.0,306,170,0.0,0.0,0.0,440.0,627.3,79.0,112.7,307.0,944.9,0.0,1.0,1260.0,-249101,1500259,1077946,233
