Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Diesel (kW),New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),New Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Grid (kW),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
mg2,646,17,138,214.0,379,100,0.0,0.0,0.0,0.0,709.9,0.0,145.0,0.0,502.6,0.0,1.0,855.9,239345,1473674,881750,
