Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Diesel (kW),New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),New Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Grid (kW),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
mg1,675,211,402,497.0,708,550,0.0,0.0,0.0,800.0,3713.1,0.0,978.4,0.0,6697.9,0.0,1.0,5492.5,-2736682,9580951,6039042,
