solar_646,fossil_646,battery_646
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
66.914,0.0,0.0
396.372,0.0,0.0
539.922,0.0,0.0
580.294,0.0,0.0
374.944,0.0,0.0
381.754,0.0,0.0
421.9359999999999,0.0,0.0
255.786,0.0,0.0
170.229,0.0,0.0
8.829,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.896,0.0,0.0
11.769,0.0,0.0
41.663,0.0,0.0
156.448,0.0,0.0
203.958,0.0,0.0
145.656,0.0,0.0
62.285999999999994,0.0,0.15526978328479044
31.142,0.0,0.18811768771288936
71.206,0.0,0.012830132793602213
1.45,0.0,-0.18540257688700204
0.0,0.0,-0.2110282865182406
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.956,0.0,0.0
103.696,0.0,0.0
114.14299999999999,0.0,0.0
117.569,0.0,0.09575455398133978
135.136,0.0,-0.1065656316335094
214.58599999999998,0.0,0.0
317.857,0.0,0.0
236.36400000000003,0.0,0.0
90.064,0.0,0.18045613861874907
3.818,0.0,0.257733129288641
0.0,0.0,-0.4876536505899196
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
214.112,0.0,0.0
526.592,0.0,0.0
746.095,0.0,0.0
877.202,0.0,0.0
927.401,0.0,0.0
902.2700000000001,0.0,0.0
805.5669999999999,0.0,0.0
639.379,0.0,0.0
369.55,0.0,0.0
44.957,0.0,0.1155156242286617
0.0,0.0,-0.12855802932319693
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
222.647,0.0,0.0
529.75,0.0,0.0
740.158,0.0,0.0
867.311,0.0,0.0
804.1030000000001,0.0,0.0
758.924,0.0,0.0
799.384,0.0,0.0
630.297,0.0,0.0
366.125,0.0,0.0
49.57000000000001,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
95.811,0.0,0.0
311.68,0.0,0.0
590.589,0.0,0.0
623.617,0.0,0.0
682.108,0.0,0.0
745.603,0.0,0.0
631.576,0.0,0.0
513.558,0.0,0.0
331.406,0.0,0.0
46.476,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
99.379,0.0,0.0
407.894,0.0,0.0
426.017,0.0,0.0
810.347,0.0,0.0
867.547,0.0,0.0
849.2780000000001,0.0,0.0
759.791,0.0,0.0
596.278,0.0,0.0
326.03,0.0,0.0
48.763,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
115.37299999999999,0.0,0.0
291.856,0.0,0.0
477.421,0.0,0.0
515.286,0.0,0.0
559.972,0.0,0.0
538.782,0.0,0.0
432.38,0.0,0.0
278.61,0.0,0.0
254.636,0.0,0.0
43.384,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
88.827,0.0,0.0
421.26699999999994,0.0,0.0
732.224,0.0,0.0
854.4719999999999,0.0,0.0
904.95,0.0,0.0
884.009,0.0,0.0
791.9500000000002,0.0,0.0
469.29,0.0,0.0
377.409,0.0,0.0
70.639,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.713,0.0,0.0
277.97,0.0,0.0
260.548,0.0,0.0
266.848,0.0,0.0
388.53,0.0,0.0
626.166,0.0,0.0
316.708,0.0,0.0
230.856,0.0,0.0
30.072,0.0,0.14104753912227871
0.474,0.0,-0.15176482203682679
0.0,0.0,-0.0052080762205657305
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
151.701,0.0,0.0
168.537,0.0,0.0
89.133,0.0,0.0
110.296,0.0,0.0
877.6389999999999,0.0,0.0
857.9330000000001,0.0,0.0
423.96000000000004,0.0,0.0
608.981,0.0,0.0
359.144,0.0,0.0
71.455,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
77.525,0.0,0.0
291.895,0.0,0.0
775.41,0.0,0.0
839.547,0.0,0.0
315.557,0.0,0.0
207.773,0.0,0.0
241.182,0.0,0.0
90.266,0.0,0.11011502196771487
74.559,0.0,-0.12254529298514096
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
235.667,0.0,0.0
557.496,0.0,0.0
771.948,0.0,0.0
894.9489999999998,0.0,0.0
939.6590000000001,0.0,0.0
919.152,0.0,0.0
834.6460000000001,0.0,0.0
672.413,0.0,0.0
406.41600000000005,0.0,0.0
91.314,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
68.9,0.0,0.0
184.358,0.0,0.0
482.349,0.0,0.0
852.052,0.0,0.0
911.5669999999999,0.0,0.0
900.665,0.0,0.0
817.431,0.0,0.0
656.022,0.0,0.0
402.05499999999995,0.0,0.0
93.349,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
229.744,0.0,0.0
534.603,0.0,0.0
748.696,0.0,0.0
884.8330000000001,0.0,0.0
942.0040000000001,0.0,0.0
922.07,0.0,0.0
830.686,0.0,0.0
663.088,0.0,0.0
401.754,0.0,0.0
94.702,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
227.16099999999997,0.0,0.0
541.592,0.0,0.0
768.826,0.0,0.0
909.61,0.0,0.0
968.582,0.0,0.0
947.9090000000001,0.0,0.0
857.162,0.0,0.0
690.782,0.0,0.0
430.127,0.0,0.0
108.398,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
62.189,0.0,0.0
213.843,0.0,0.0
713.344,0.0,0.0
592.045,0.0,0.0
896.052,0.0,0.0
740.252,0.0,0.0
781.014,0.0,0.0
538.51,0.0,0.0
335.193,0.0,0.0
71.786,0.0,0.040089845485511186
0.0,0.0,-0.04461667571703609
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
64.566,0.0,0.0
383.326,0.0,0.0
416.519,0.0,0.0
630.906,0.0,0.0
901.53,0.0,0.0
891.9310000000002,0.0,0.0
669.749,0.0,0.0
626.496,0.0,0.0
364.825,0.0,0.0
82.799,0.0,0.12925902157278965
0.0,0.0,-0.14385150812064965
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
128.608,0.0,0.0
256.719,0.0,0.0
410.50899999999996,0.0,0.0
316.576,0.0,0.0
168.126,0.0,0.0
50.218,0.0,0.9112306856888976
145.458,0.0,0.28458310707409784
278.763,0.0,-0.4650441822579849
113.875,0.0,0.5855654835365552
37.508,0.0,0.29529051685836993
0.0,0.0,-0.7827960704941502
0.0,0.0,-0.905810337167399
0.0,0.0,-0.15745668164091425
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
191.214,0.0,0.0
344.828,0.0,0.0
236.519,0.0,0.0
699.15,0.0,0.0
955.4600000000002,0.0,0.0
955.258,0.0,0.0
875.266,0.0,0.0
711.14,0.0,0.0
443.99299999999994,0.0,0.0
123.09400000000001,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
267.215,0.0,0.0
608.46,0.0,0.0
839.9739999999999,0.0,0.0
976.999,0.0,0.0
1026.919,0.0,0.0
1002.968,0.0,0.0
902.5680000000001,0.0,0.0
733.822,0.0,0.0
470.363,0.0,0.0
136.857,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
135.993,0.0,0.0
569.704,0.0,0.0
631.02,0.0,0.0
705.177,0.0,0.0
708.921,0.0,0.0
742.09,0.0,0.0
636.445,0.0,0.0
460.427,0.0,0.0
277.836,0.0,0.0
118.431,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
26.966000000000005,0.0,0.0
130.134,0.0,0.0
159.989,0.0,0.0
449.183,0.0,0.0
479.227,0.0,0.0
252.964,0.0,0.0
199.685,0.0,0.0
111.301,0.0,0.0
235.902,0.0,0.0
54.599,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
42.817,0.0,0.0
277.741,0.0,0.0
553.103,0.0,0.0
520.097,0.0,0.0
444.832,0.0,0.0
542.001,0.0,0.0
502.404,0.0,0.0
423.298,0.0,0.0
130.33,0.0,0.0
10.207,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
216.73,0.0,0.0
506.39400000000006,0.0,0.0
158.109,0.0,0.0
232.799,0.0,0.0
347.968,0.0,0.0
471.634,0.0,0.0
366.302,0.0,0.0
644.538,0.0,0.0
412.805,0.0,0.0
123.334,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
66.813,0.0,0.0
193.09900000000002,0.0,0.0
217.297,0.0,0.0
297.884,0.0,0.0
654.234,0.0,0.0
574.535,0.0,0.0
535.086,0.0,0.0
278.433,0.0,0.0
172.664,0.0,0.0
119.389,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
229.98199999999997,0.0,0.0
518.537,0.0,0.0
102.499,0.0,0.0
176.379,0.0,0.0
182.993,0.0,0.0
202.54,0.0,0.0
224.425,0.0,0.0
160.276,0.0,0.0
43.112,0.0,0.4217702522584786
36.679,0.0,-0.22252061015945107
0.0,0.0,-0.24686281285481562
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
230.22200000000004,0.0,0.0
132.987,0.0,0.0
341.095,0.0,0.0
539.747,0.0,0.0
911.504,0.0,0.0
900.8639999999999,0.0,0.0
815.422,0.0,0.0
649.156,0.0,0.0
408.126,0.0,0.0
126.27,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
61.981,0.0,0.0
23.421,0.0,0.0
708.351,0.0,0.0
841.981,0.0,0.0
901.4499999999999,0.0,0.0
442.267,0.0,0.0
818.8,0.0,0.0
667.875,0.0,0.0
436.255,0.0,0.0
139.905,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
91.883,0.0,0.0
355.745,0.0,0.0
489.375,0.0,0.0
480.283,0.0,0.0
177.095,0.0,0.0
172.67,0.0,0.0
278.339,0.0,0.0
4.947,0.0,0.02852347336723108
63.47699999999999,0.0,-0.03174705040233006
11.625,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
239.883,0.0,0.0
547.53,0.0,0.0
763.162,0.0,0.0
898.4210000000002,0.0,0.0
960.858,0.0,0.0
947.9120000000001,0.0,0.0
859.02,0.0,0.0
704.141,0.0,0.0
457.653,0.0,0.0
151.577,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
19.009,0.0,0.0
125.123,0.0,0.0
507.752,0.0,0.0
604.517,0.0,0.0
743.611,0.0,0.0
471.413,0.0,0.0
616.75,0.0,0.0
691.953,0.0,0.0
460.0179999999999,0.0,0.0
157.318,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
264.893,0.0,0.0
271.594,0.0,0.0
357.408,0.0,0.0
897.164,0.0,0.0
953.958,0.0,0.0
592.188,0.0,0.0
849.378,0.0,0.0
700.715,0.0,0.0
470.23400000000004,0.0,0.0
163.559,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.387,0.0,0.0
258.046,0.0,0.0
554.792,0.0,0.0
756.73,0.0,0.0
882.3259999999999,0.0,0.0
929.668,0.0,0.0
922.3969999999999,0.0,0.0
827.436,0.0,0.0
665.462,0.0,0.0
426.256,0.0,0.0
141.753,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.312,0.0,0.0
88.662,0.0,0.0
195.035,0.0,0.0
259.3,0.0,0.0
398.60299999999995,0.0,0.0
913.5710000000001,0.0,0.0
899.618,0.0,0.0
817.643,0.0,0.0
669.87,0.0,0.0
240.613,0.0,0.0
90.026,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.808,0.0,0.0
50.349,0.0,0.0
76.836,0.0,0.0
167.519,0.0,0.0
202.626,0.0,0.0
130.92,0.0,0.0
111.63,0.0,0.0
87.132,0.0,0.0
35.345,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.675,0.0,0.0
3.041,0.0,0.0
149.165,0.0,0.0
285.952,0.0,0.0
728.285,0.0,0.0
1041.604,0.0,0.0
1035.719,0.0,0.0
943.668,0.0,0.0
777.892,0.0,0.0
523.689,0.0,0.0
191.363,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.994,0.0,0.0
302.016,0.0,0.0
613.839,0.0,0.0
818.981,0.0,0.0
953.5160000000001,0.0,0.0
1016.197,0.0,0.0
1001.628,0.0,0.0
915.067,0.0,0.0
572.967,0.0,0.0
497.38000000000005,0.0,0.0
179.605,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.4,0.0,0.0
311.369,0.0,0.0
636.89,0.0,0.0
854.2950000000001,0.0,0.0
989.883,0.0,0.0
1048.0,0.0,0.0
1027.489,0.0,0.0
934.311,0.0,0.0
765.644,0.0,0.0
520.83,0.0,0.0
196.971,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.002,0.0,0.0
308.934,0.0,0.0
614.446,0.0,0.0
815.945,0.0,0.0
940.2900000000001,0.0,0.0
992.692,0.0,0.0
974.7369999999999,0.0,0.0
890.832,0.0,0.0
736.269,0.0,0.0
498.095,0.0,0.0
188.933,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
