Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"BUS3046", 13.8, 1,    8045.96,  -31.2,    1.0099, 2,    8088.02, -150.8,    1.0151, 3,    8065.52,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3047", 13.8, 1,    8045.93,  -31.2,    1.0099, 2,    8087.99, -150.8,    1.0151, 3,    8065.49,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3048", 13.8, 1,    8045.92,  -31.2,    1.0099, 2,    8087.98, -150.8,    1.0151, 3,    8065.48,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3049", 13.8, 1,    8045.86,  -31.2,    1.0098, 2,    8087.92, -150.8,    1.0151, 3,    8065.42,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3050", 13.8, 1,    8045.83,  -31.2,    1.0098, 2,    8087.89, -150.8,    1.0151, 3,    8065.39,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3051", 13.8, 1,    8045.78,  -31.2,    1.0098, 2,    8087.84, -150.8,    1.0151, 3,    8065.34,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3052", 13.8, 1,    8045.75,  -31.2,    1.0098, 2,    8087.82, -150.8,    1.0151, 3,    8065.32,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3031", 13.8, 1,    8043.96,  -31.3,    1.0096, 2,    8087.58, -150.8,    1.0151, 3,     8063.6,   89.1,    1.0121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3032", 13.8, 1,     8042.1,  -31.3,    1.0094, 2,    8086.57, -150.8,     1.015, 3,    8060.71,   89.1,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3033", 13.8, 1,    8039.27,  -31.3,     1.009, 2,    8085.06, -150.9,    1.0148, 3,    8056.27,   89.0,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3034", 13.8, 1,    8037.43,  -31.4,    1.0088, 2,    8084.08, -150.9,    1.0146, 3,    8053.37,   89.0,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3068", 13.8, 1,    8036.27,  -31.4,    1.0086, 2,    8083.48, -150.9,    1.0146, 3,    8051.53,   89.0,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3069", 13.8, 1,    8036.16,  -31.4,    1.0086, 2,    8083.37, -150.9,    1.0146, 3,    8051.43,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3070", 13.8, 1,    8036.11,  -31.4,    1.0086, 2,    8083.32, -150.9,    1.0145, 3,    8051.38,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3071", 13.8, 1,    8036.06,  -31.4,    1.0086, 2,    8083.27, -150.9,    1.0145, 3,    8051.33,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3072", 13.8, 1,    8036.05,  -31.4,    1.0086, 2,    8083.26, -150.9,    1.0145, 3,    8051.31,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3073", 13.8, 1,    8036.16,  -31.4,    1.0086, 2,    8083.37, -150.9,    1.0146, 3,    8051.43,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3074", 13.8, 1,    8036.14,  -31.4,    1.0086, 2,    8083.35, -150.9,    1.0145, 3,     8051.4,   89.0,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3075", 13.8, 1,       8035,  -31.4,    1.0085, 2,    8082.84, -150.9,    1.0145, 3,    8049.49,   89.0,    1.0103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3076", 13.8, 1,       8035,  -31.4,    1.0085, 2,    8082.84, -150.9,    1.0145, 3,    8049.49,   89.0,    1.0103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3077", 13.8, 1,    8034.06,  -31.4,    1.0084, 2,    8081.92, -150.9,    1.0144, 3,    8048.56,   89.0,    1.0102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3078", 13.8, 1,    8034.06,  -31.4,    1.0084, 2,    8081.92, -150.9,    1.0144, 3,    8048.55,   89.0,    1.0102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3079", 13.8, 1,    8033.92,  -31.4,    1.0083, 2,     8082.4, -150.9,    1.0144, 3,    8047.62,   89.0,    1.0101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3080", 13.8, 1,    8030.33,  -31.5,    1.0079, 2,     8080.8, -150.9,    1.0142, 3,    8041.51,   88.9,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3081", 13.8, 1,    8030.31,  -31.5,    1.0079, 2,    8080.78, -150.9,    1.0142, 3,    8041.49,   88.9,    1.0093, 4,    8030.31,  -31.5,    1.0079, 5,    8080.78, -150.9,    1.0142, 6,    8041.49,   88.9,    1.0093
"BUS3082", 13.8, 1,    8027.18,  -31.6,    1.0075, 2,    8079.43, -150.9,    1.0141, 3,    8036.11,   88.9,    1.0086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3083", 13.8, 1,    8026.23,  -31.6,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3084", 13.8, 1,     8024.9,  -31.6,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3085", 13.8, 1,     8021.8,  -31.6,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3086", 13.8, 1,    8020.16,  -31.6,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3087", 13.8, 1,    8019.12,  -31.6,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3088", 13.8, 1,    8017.73,  -31.6,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3089", 13.8, 1,    8017.48,  -31.6,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3090", 13.8, 1,    8016.66,  -31.6,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3091", 13.8, 1,    8016.54,  -31.6,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3092", 13.8, 1,    8026.84,  -31.6,    1.0075, 2,    8079.26, -150.9,     1.014, 3,    8034.59,   88.9,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3093", 13.8, 1,    8025.74,  -31.6,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3094", 13.8, 1,    8025.24,  -31.6,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3095", 13.8, 1,    8025.04,  -31.6,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3096", 13.8, 1,     8024.4,  -31.6,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3097", 13.8, 1,    8024.27,  -31.6,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3098", 13.8, 2,    8078.57, -150.9,    1.0139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3099", 13.8, 2,    8078.25, -150.9,    1.0139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3100", 13.8, 1,    8027.12,  -31.6,    1.0075, 2,    8079.26, -150.9,     1.014, 3,    8033.77,   88.8,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3101", 13.8, 3,    8033.32,   88.8,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3102", 13.8, 3,    8032.85,   88.8,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3103", 13.8, 3,    8032.69,   88.8,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3104", 13.8, 3,     8032.4,   88.8,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3105", 13.8, 3,       8032,   88.8,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3106", 13.8, 3,    8031.53,   88.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3107", 13.8, 1,    8019.42,  -31.6,    1.0065, 2,    8073.43, -151.0,    1.0133, 3,    8026.11,   88.8,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3108", 13.8, 1,     8016.5,  -31.6,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3109", 13.8, 1,    8015.72,  -31.6,    1.0061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3110", 13.8, 1,    8015.02,  -31.6,     1.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3111", 13.8, 1,    8014.17,  -31.6,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3112", 13.8, 1,    8013.68,  -31.6,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3113", 13.8, 2,    8072.46, -151.0,    1.0132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3114", 13.8, 2,    8072.11, -151.0,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3115", 13.8, 2,    8071.66, -151.0,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3116", 13.8, 2,    8071.76, -151.0,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3117", 13.8, 2,    8071.69, -151.0,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3118", 13.8, 1,    8008.51,  -31.6,    1.0052, 2,    8064.24, -151.0,    1.0122, 3,    8031.34,   88.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3119", 13.8, 2,    8059.93, -151.1,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3120", 13.8, 2,    8059.09, -151.1,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3121", 13.8, 2,    8058.78, -151.1,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3122", 13.8, 2,    8058.65, -151.1,    1.0114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3123", 13.8, 2,     8059.3, -151.1,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3124", 13.8, 2,     8058.9, -151.1,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3125", 13.8, 2,     8058.1, -151.1,    1.0114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3126", 13.8, 2,    8056.34, -151.1,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3127", 13.8, 2,    8055.37, -151.1,     1.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3128", 13.8, 2,    8054.67, -151.1,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3129", 13.8, 2,    8054.07, -151.1,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3130", 13.8, 2,    8053.68, -151.1,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3131", 13.8, 2,    8053.46, -151.1,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3132", 13.8, 1,    8003.94,  -31.6,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3133", 13.8, 1,    8002.82,  -31.7,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3134", 13.8, 1,    8001.61,  -31.7,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3135", 13.8, 1,    8000.95,  -31.7,    1.0042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3136", 13.8, 1,    8000.31,  -31.7,    1.0041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3137", 13.8, 1,    8001.94,  -31.7,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3138", 13.8, 1,    8001.37,  -31.7,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3139", 13.8, 1,    8001.37,  -31.7,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3140", 13.8, 3,    8021.74,   88.8,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3141", 13.8, 3,    8021.33,   88.8,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3142", 13.8, 3,    8020.93,   88.8,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3143", 13.8, 3,    8020.68,   88.8,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3148", 13.8, 3,    8020.87,   88.8,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3149", 13.8, 3,    8019.72,   88.8,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3150", 13.8, 3,     8019.2,   88.8,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3151", 13.8, 3,    8018.68,   88.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3152", 13.8, 3,    8017.92,   88.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3153", 13.8, 3,    8017.58,   88.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3154", 13.8, 3,    8017.43,   88.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3155", 13.8, 3,    8017.12,   88.8,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3156", 13.8, 3,    8019.08,   88.8,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3144", 13.8, 3,    8018.75,   88.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3145", 13.8, 3,    8018.32,   88.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3146", 13.8, 3,    8018.02,   88.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3147", 13.8, 3,    8017.84,   88.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3157", 13.8, 3,    8018.22,   88.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3158", 13.8, 3,    8016.94,   88.8,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3159", 13.8, 3,    8016.17,   88.8,    1.0061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3160", 13.8, 3,    8015.75,   88.8,    1.0061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3161", 13.8, 3,    8015.49,   88.8,     1.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3162", 13.8, 3,    8015.39,   88.8,     1.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS1", 13.8, 1,    8145.96,  -30.6,    1.0224, 2,    8150.56, -150.4,     1.023, 3,    8155.75,   89.5,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS_FAULT", 13.8, 1,    8145.96,  -30.6,    1.0224, 2,    8150.56, -150.4,     1.023, 3,    8155.75,   89.5,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1003_L", 0.208, 1,    120.852,  -32.0,    1.0064, 2,    120.889, -151.8,    1.0067, 3,     120.99,   88.2,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1004_L", 0.208, 1,    121.193,  -31.3,    1.0092, 2,     121.22, -151.0,    1.0094, 3,    121.328,   88.9,    1.0103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1005_L", 0.208, 1,     120.73,  -31.5,    1.0053, 2,    120.751, -151.2,    1.0055, 3,    120.865,   88.7,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1006_L", 0.208, 1,    122.089,  -35.1,    1.0167, 2,    122.687, -150.4,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1007_L", 0.208, 1,    122.549,  -33.7,    1.0205, 2,    122.683, -150.4,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1008_L", 0.208, 1,    120.148,  -31.5,    1.0005, 2,     120.15, -151.2,    1.0005, 3,    120.279,   88.7,    1.0016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1009_L", 0.208, 1,    120.794,  -31.4,    1.0059, 2,    120.789, -151.2,    1.0058, 3,    120.922,   88.7,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1010_L", 0.208, 1,    121.164,  -31.2,     1.009, 2,    121.159, -150.9,    1.0089, 3,    121.291,   89.0,      1.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1011_L", 0.208, 1,     121.47,  -31.5,    1.0115, 2,     121.47,  148.5,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1012_L", 0.208, 1,    120.463, -151.2,    1.0031, 2,    120.463,   28.8,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1013_L", 0.208, 1,    121.365,  -31.1,    1.0106, 2,    121.353, -150.9,    1.0105, 3,    121.482,   89.1,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1014_L", 0.208, 1,    122.205, -150.7,    1.0176, 2,    122.205,   29.3,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1015_L", 0.208, 1,    122.065, -150.8,    1.0165, 2,    122.065,   29.2,    1.0165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1016_L", 0.208, 1,    121.333,   88.9,    1.0104, 2,    121.333,  -91.1,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1017_L", 0.208, 1,    120.706,   88.8,    1.0051, 2,    120.706,  -91.2,    1.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2002_L", 0.208, 1,      120.8,  -32.7,    1.0059, 2,    120.829, -152.5,    1.0062, 3,    120.965,   87.5,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2003_L", 0.208, 1,    121.217,  -31.3,    1.0094, 2,     121.24, -151.0,    1.0096, 3,    121.414,   88.9,     1.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2005_L", 0.208, 1,    121.272,  -31.2,    1.0099, 2,    121.289, -151.0,      1.01, 3,    121.498,   89.0,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2008_L", 0.208, 1,    121.279,  -31.6,    1.0099, 2,    121.279,  148.4,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2009_L", 0.208, 1,    121.746,  -31.3,    1.0138, 2,    121.746,  148.7,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2010_L", 0.208, 1,    121.411,  -31.2,     1.011, 2,    121.425, -151.0,    1.0111, 3,    121.645,   89.0,     1.013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2011_L", 0.208, 1,    120.746,  -31.4,    1.0055, 2,    120.756, -151.2,    1.0056, 3,    120.987,   88.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2014_L", 0.208, 1,    120.237, -151.4,    1.0012, 2,    120.237,   28.6,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2015_L", 0.208, 1,    121.626, -151.2,    1.0128, 2,    121.626,   28.8,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2016_L", 0.208, 1,    121.389, -151.4,    1.0108, 2,    121.389,   28.6,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2017_L", 0.208, 1,    121.199, -151.5,    1.0092, 2,    121.199,   28.5,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2018_L", 0.208, 1,    121.282, -151.4,    1.0099, 2,    121.282,   28.6,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2020_L", 0.208, 1,    121.384, -151.4,    1.0108, 2,    121.384,   28.6,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2022_L", 0.208, 1,    121.546,   88.6,    1.0121, 2,    121.546,  -91.4,    1.0121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2023_L", 0.208, 1,    122.003,   89.0,    1.0159, 2,    122.003,  -91.0,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2024_L", 0.208, 1,    121.461,   88.5,    1.0114, 2,    121.461,  -91.5,    1.0114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
