solar_675c_residential1,fossil_675c_residential1,battery_675c_residential1
0.0,0.0,-0.3666634171481577
0.0,0.0,-0.3365974199528332
0.0,0.0,-0.32743239792818957
0.0,0.0,-0.32377055819582623
0.0,0.0,-0.28444920896348486
0.0,0.0,-0.28902824574456154
0.0,0.0,-0.10535953673970543
0.0,0.0,-0.09272028346993531
3.9465191993549964,0.0,-0.010909086109697127
11.965358571557408,0.0,-0.23812380954096848
16.89061799079845,0.0,-0.019115220310685854
51.903060750767914,0.0,0.0
11.902241931935784,0.0,0.21917535233004867
27.81411970284819,0.0,0.0
41.61072543493444,0.0,0.0
44.79941265307908,0.0,0.0
22.383927166634134,0.0,0.0
1.4836733368590589,0.0,0.17344057221920378
0.0,0.0,0.198114562522092
0.0,0.0,0.1287550099443871
0.0,0.0,0.0575471663442749
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.355451955455097,0.0,0.05344757347502566
26.298888046178316,0.0,0.013660677255837292
36.812131600687486,0.0,0.0
1.4521150170482453,0.0,0.5389088538190381
79.02246511202736,0.0,0.0
28.256368485950407,0.0,0.03937693693226344
102.60647304297407,0.0,-0.229431282965662
70.56137695672274,0.0,0.0
37.25394807803886,0.0,0.0
3.188687218144644,0.0,0.44432638240171485
0.0,0.0,0.45276876432737223
0.0,0.0,0.3816998899770651
0.0,0.0,0.21257431296430837
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
30.371640524776566,0.0,0.0
70.81427582096009,0.0,0.0
94.08183594229698,0.0,-0.2143114285868716
39.874585539588864,0.0,0.0
70.90895078039252,0.0,0.0
70.71960086152762,0.0,0.0
57.775069764333345,0.0,0.0
50.166488549671506,0.0,0.0
26.330446365989125,0.0,0.0
2.083713719015345,0.0,0.396917022830719
0.0,0.0,0.39333856464823874
0.0,0.0,0.29428823184968306
0.0,0.0,0.1464457954445711
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
46.220401656067345,0.0,0.0
105.88983522055116,0.0,-0.30800449680544234
147.38643193726566,0.0,-1.0000018762097334
157.90616007803732,0.0,-1.0000018762097334
155.4342357947739,0.0,-1.0000018762097334
156.40043914788578,0.0,-1.0000018762097334
120.36343175844198,0.0,-0.42477340895414306
93.47487866812736,0.0,0.0
67.49935532357219,0.0,0.0
13.259681989551588,0.0,0.3924769552994474
0.0,0.0,0.5659592182935926
0.0,0.0,0.5217739453180742
0.0,0.0,0.3849795642724645
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.8389504126106505
0.0,0.0,0.9609167747020604
50.26116350910395,0.0,0.5876245243382014
112.1409763775972,0.0,-0.14825239569203685
157.79289597131904,0.0,-0.8802103828777725
169.8918370198839,0.0,-1.0000018762097334
168.17471857757496,0.0,-1.0000018762097334
169.64542274190904,0.0,-1.0000018762097334
149.4636610700185,0.0,-0.7043170033995093
103.97558535586238,0.0,0.0
68.13052171978845,0.0,0.0
12.944098791443455,0.0,0.5465313171708455
0.0,0.0,0.6847640299519376
0.0,0.0,0.6360553078952644
0.0,0.0,0.4960646341041383
0.0,0.0,0.05879094113003018
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
