Element, Terminal,  I1, AmpsOver, kVAOver, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1
"Transformer.T_3002"  , 1,     2.34,     0.27,       7.40,    113.0,     82.9,      0.0,      0.2,      0.0,      0.2
