Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Diesel (kW),New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),New Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Grid (kW),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
mg2,646,17,138,214.0,379,100,0.0,13.6,19.0,0.0,648.5,0.0,109.6,0.0,260.4,0.0,1.0,772.6,252458,1250815,734519,
