hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,P1(kW),P2(kW),P3(kW)
1,0.0,39803.0,-0.159174,39811.9,-120.155,39810.3,119.83200000000001,10.0979,-173.893,9.62229,70.0294,10.4466,-49.7182,monvsource-source,401.92671369999994,383.081647251,415.8822799800001
2,0.0,39805.8,-0.153883,39813.1,-120.152,39810.8,119.838,9.7202,-173.062,9.43228,70.428,10.0799,-49.9253,monvsource-source,386.92033716000003,375.528306868,401.28888292000005
3,0.0,39808.3,-0.14791700000000002,39814.8,-120.146,39812.6,119.845,9.31301,-172.40200000000002,9.07525,70.8652,9.64655,-49.5662,monvsource-source,370.73509598300006,361.32926370000007,384.05423652999997
4,0.0,39808.0,-0.14862,39814.5,-120.146,39813.1,119.845,9.36093,-172.484,9.04163,70.6476,9.63711,-49.3003,monvsource-source,372.63990143999996,359.98797763499994,383.683224141
5,0.0,39807.2,-0.148797,39814.8,-120.145,39813.2,119.84299999999999,9.3903,-172.875,9.01954,70.8022,9.71687,-49.1791,monvsource-source,373.80155016,359.111181192,386.859688684
6,0.0,39807.1,-0.15048599999999998,39814.0,-120.146,39813.3,119.84299999999999,9.49199,-172.774,9.0745,70.3969,9.731069999999999,-49.0941,monvsource-source,377.848595129,361.29214300000007,387.42600923099997
7,0.0,39803.5,-0.15803499999999998,39812.2,-120.15299999999999,39810.8,119.834,10.0195,-173.77700000000002,9.53515,70.0374,10.3437,-49.5919,monvsource-source,398.81116825000004,379.61529883,411.79097196000004
8,0.0,39797.3,-0.172874,39807.9,-120.167,39806.3,119.81700000000001,11.0389,-175.083,10.4252,69.1011,11.4153,-50.3805,monvsource-source,439.31841497000005,415.00531908000005,454.40085639000006
9,0.0,39807.5,-0.153335,39812.0,-120.15299999999999,39809.8,119.84100000000001,9.64837,-172.28599999999997,9.543330000000001,69.9776,9.92264,-50.6348,monvsource-source,384.07748877499995,379.93905396,395.018313872
10,0.0,39805.9,-0.156155,39811.4,-120.155,39809.2,119.837,9.85155,-172.81900000000002,9.6722,69.8103,10.1485,-50.6395,monvsource-source,392.149814145,385.06382308,404.0036662
