hour,t(sec),Tap(pu),Type,Name
127,0.0,1.0,Capacitor,moncapacitor-cap_201
128,0.0,1.0,Capacitor,moncapacitor-cap_201
129,0.0,1.0,Capacitor,moncapacitor-cap_201
130,0.0,1.0,Capacitor,moncapacitor-cap_201
131,0.0,1.0,Capacitor,moncapacitor-cap_201
132,0.0,1.0,Capacitor,moncapacitor-cap_201
133,0.0,1.0,Capacitor,moncapacitor-cap_201
134,0.0,1.0,Capacitor,moncapacitor-cap_201
135,0.0,1.0,Capacitor,moncapacitor-cap_201
136,0.0,1.0,Capacitor,moncapacitor-cap_201
137,0.0,1.0,Capacitor,moncapacitor-cap_201
138,0.0,1.0,Capacitor,moncapacitor-cap_201
139,0.0,1.0,Capacitor,moncapacitor-cap_201
140,0.0,1.0,Capacitor,moncapacitor-cap_201
141,0.0,1.0,Capacitor,moncapacitor-cap_201
142,0.0,1.0,Capacitor,moncapacitor-cap_201
143,0.0,1.0,Capacitor,moncapacitor-cap_201
144,0.0,1.0,Capacitor,moncapacitor-cap_201
145,0.0,1.0,Capacitor,moncapacitor-cap_201
146,0.0,1.0,Capacitor,moncapacitor-cap_201
147,0.0,1.0,Capacitor,moncapacitor-cap_201
148,0.0,1.0,Capacitor,moncapacitor-cap_201
149,0.0,1.0,Capacitor,moncapacitor-cap_201
150,0.0,1.0,Capacitor,moncapacitor-cap_201
151,0.0,1.0,Capacitor,moncapacitor-cap_201
152,0.0,1.0,Capacitor,moncapacitor-cap_201
153,0.0,1.0,Capacitor,moncapacitor-cap_201
154,0.0,1.0,Capacitor,moncapacitor-cap_201
155,0.0,1.0,Capacitor,moncapacitor-cap_201
156,0.0,1.0,Capacitor,moncapacitor-cap_201
157,0.0,1.0,Capacitor,moncapacitor-cap_201
158,0.0,1.0,Capacitor,moncapacitor-cap_201
159,0.0,1.0,Capacitor,moncapacitor-cap_201
160,0.0,1.0,Capacitor,moncapacitor-cap_201
161,0.0,1.0,Capacitor,moncapacitor-cap_201
162,0.0,1.0,Capacitor,moncapacitor-cap_201
163,0.0,1.0,Capacitor,moncapacitor-cap_201
164,0.0,1.0,Capacitor,moncapacitor-cap_201
165,0.0,1.0,Capacitor,moncapacitor-cap_201
166,0.0,1.0,Capacitor,moncapacitor-cap_201
167,0.0,1.0,Capacitor,moncapacitor-cap_201
168,0.0,1.0,Capacitor,moncapacitor-cap_201
169,0.0,1.0,Capacitor,moncapacitor-cap_201
170,0.0,1.0,Capacitor,moncapacitor-cap_201
171,0.0,1.0,Capacitor,moncapacitor-cap_201
172,0.0,1.0,Capacitor,moncapacitor-cap_201
173,0.0,1.0,Capacitor,moncapacitor-cap_201
174,0.0,1.0,Capacitor,moncapacitor-cap_201
175,0.0,1.0,Capacitor,moncapacitor-cap_201
176,0.0,1.0,Capacitor,moncapacitor-cap_201
177,0.0,1.0,Capacitor,moncapacitor-cap_201
178,0.0,1.0,Capacitor,moncapacitor-cap_201
179,0.0,1.0,Capacitor,moncapacitor-cap_201
180,0.0,1.0,Capacitor,moncapacitor-cap_201
181,0.0,1.0,Capacitor,moncapacitor-cap_201
182,0.0,1.0,Capacitor,moncapacitor-cap_201
183,0.0,1.0,Capacitor,moncapacitor-cap_201
184,0.0,1.0,Capacitor,moncapacitor-cap_201
185,0.0,1.0,Capacitor,moncapacitor-cap_201
186,0.0,1.0,Capacitor,moncapacitor-cap_201
187,0.0,1.0,Capacitor,moncapacitor-cap_201
188,0.0,1.0,Capacitor,moncapacitor-cap_201
189,0.0,1.0,Capacitor,moncapacitor-cap_201
190,0.0,1.0,Capacitor,moncapacitor-cap_201
191,0.0,1.0,Capacitor,moncapacitor-cap_201
192,0.0,1.0,Capacitor,moncapacitor-cap_201
193,0.0,1.0,Capacitor,moncapacitor-cap_201
194,0.0,1.0,Capacitor,moncapacitor-cap_201
195,0.0,1.0,Capacitor,moncapacitor-cap_201
196,0.0,1.0,Capacitor,moncapacitor-cap_201
197,0.0,1.0,Capacitor,moncapacitor-cap_201
198,0.0,1.0,Capacitor,moncapacitor-cap_201
199,0.0,1.0,Capacitor,moncapacitor-cap_201
200,0.0,1.0,Capacitor,moncapacitor-cap_201
201,0.0,1.0,Capacitor,moncapacitor-cap_201
202,0.0,1.0,Capacitor,moncapacitor-cap_201
203,0.0,1.0,Capacitor,moncapacitor-cap_201
204,0.0,1.0,Capacitor,moncapacitor-cap_201
205,0.0,1.0,Capacitor,moncapacitor-cap_201
206,0.0,1.0,Capacitor,moncapacitor-cap_201
207,0.0,1.0,Capacitor,moncapacitor-cap_201
208,0.0,1.0,Capacitor,moncapacitor-cap_201
209,0.0,1.0,Capacitor,moncapacitor-cap_201
210,0.0,1.0,Capacitor,moncapacitor-cap_201
211,0.0,1.0,Capacitor,moncapacitor-cap_201
212,0.0,1.0,Capacitor,moncapacitor-cap_201
213,0.0,1.0,Capacitor,moncapacitor-cap_201
214,0.0,1.0,Capacitor,moncapacitor-cap_201
215,0.0,1.0,Capacitor,moncapacitor-cap_201
216,0.0,1.0,Capacitor,moncapacitor-cap_201
217,0.0,1.0,Capacitor,moncapacitor-cap_201
218,0.0,1.0,Capacitor,moncapacitor-cap_201
219,0.0,1.0,Capacitor,moncapacitor-cap_201
220,0.0,1.0,Capacitor,moncapacitor-cap_201
221,0.0,1.0,Capacitor,moncapacitor-cap_201
222,0.0,1.0,Capacitor,moncapacitor-cap_201
223,0.0,1.0,Capacitor,moncapacitor-cap_201
224,0.0,1.0,Capacitor,moncapacitor-cap_201
225,0.0,1.0,Capacitor,moncapacitor-cap_201
226,0.0,1.0,Capacitor,moncapacitor-cap_201
227,0.0,1.0,Capacitor,moncapacitor-cap_201
228,0.0,1.0,Capacitor,moncapacitor-cap_201
229,0.0,1.0,Capacitor,moncapacitor-cap_201
230,0.0,1.0,Capacitor,moncapacitor-cap_201
231,0.0,1.0,Capacitor,moncapacitor-cap_201
232,0.0,1.0,Capacitor,moncapacitor-cap_201
233,0.0,1.0,Capacitor,moncapacitor-cap_201
234,0.0,1.0,Capacitor,moncapacitor-cap_201
235,0.0,1.0,Capacitor,moncapacitor-cap_201
236,0.0,1.0,Capacitor,moncapacitor-cap_201
237,0.0,1.0,Capacitor,moncapacitor-cap_201
238,0.0,1.0,Capacitor,moncapacitor-cap_201
239,0.0,1.0,Capacitor,moncapacitor-cap_201
240,0.0,1.0,Capacitor,moncapacitor-cap_201
241,0.0,1.0,Capacitor,moncapacitor-cap_201
242,0.0,1.0,Capacitor,moncapacitor-cap_201
243,0.0,1.0,Capacitor,moncapacitor-cap_201
244,0.0,1.0,Capacitor,moncapacitor-cap_201
245,0.0,1.0,Capacitor,moncapacitor-cap_201
246,0.0,1.0,Capacitor,moncapacitor-cap_201
247,0.0,1.0,Capacitor,moncapacitor-cap_201
248,0.0,1.0,Capacitor,moncapacitor-cap_201
249,0.0,1.0,Capacitor,moncapacitor-cap_201
250,0.0,1.0,Capacitor,moncapacitor-cap_201
251,0.0,1.0,Capacitor,moncapacitor-cap_201
252,0.0,1.0,Capacitor,moncapacitor-cap_201
253,0.0,1.0,Capacitor,moncapacitor-cap_201
254,0.0,1.0,Capacitor,moncapacitor-cap_201
255,0.0,1.0,Capacitor,moncapacitor-cap_201
256,0.0,1.0,Capacitor,moncapacitor-cap_201
257,0.0,1.0,Capacitor,moncapacitor-cap_201
258,0.0,1.0,Capacitor,moncapacitor-cap_201
259,0.0,1.0,Capacitor,moncapacitor-cap_201
260,0.0,1.0,Capacitor,moncapacitor-cap_201
261,0.0,1.0,Capacitor,moncapacitor-cap_201
262,0.0,1.0,Capacitor,moncapacitor-cap_201
263,0.0,1.0,Capacitor,moncapacitor-cap_201
264,0.0,1.0,Capacitor,moncapacitor-cap_201
265,0.0,1.0,Capacitor,moncapacitor-cap_201
266,0.0,1.0,Capacitor,moncapacitor-cap_201
267,0.0,1.0,Capacitor,moncapacitor-cap_201
268,0.0,1.0,Capacitor,moncapacitor-cap_201
269,0.0,1.0,Capacitor,moncapacitor-cap_201
270,0.0,1.0,Capacitor,moncapacitor-cap_201
271,0.0,1.0,Capacitor,moncapacitor-cap_201
272,0.0,1.0,Capacitor,moncapacitor-cap_201
273,0.0,1.0,Capacitor,moncapacitor-cap_201
274,0.0,1.0,Capacitor,moncapacitor-cap_201
275,0.0,1.0,Capacitor,moncapacitor-cap_201
276,0.0,1.0,Capacitor,moncapacitor-cap_201
277,0.0,1.0,Capacitor,moncapacitor-cap_201
278,0.0,1.0,Capacitor,moncapacitor-cap_201
279,0.0,1.0,Capacitor,moncapacitor-cap_201
280,0.0,1.0,Capacitor,moncapacitor-cap_201
281,0.0,1.0,Capacitor,moncapacitor-cap_201
282,0.0,1.0,Capacitor,moncapacitor-cap_201
283,0.0,1.0,Capacitor,moncapacitor-cap_201
284,0.0,1.0,Capacitor,moncapacitor-cap_201
285,0.0,1.0,Capacitor,moncapacitor-cap_201
286,0.0,1.0,Capacitor,moncapacitor-cap_201
287,0.0,1.0,Capacitor,moncapacitor-cap_201
288,0.0,1.0,Capacitor,moncapacitor-cap_201
289,0.0,1.0,Capacitor,moncapacitor-cap_201
290,0.0,1.0,Capacitor,moncapacitor-cap_201
291,0.0,1.0,Capacitor,moncapacitor-cap_201
292,0.0,1.0,Capacitor,moncapacitor-cap_201
293,0.0,1.0,Capacitor,moncapacitor-cap_201
294,0.0,1.0,Capacitor,moncapacitor-cap_201
295,0.0,1.0,Capacitor,moncapacitor-cap_201
296,0.0,1.0,Capacitor,moncapacitor-cap_201
297,0.0,1.0,Capacitor,moncapacitor-cap_201
298,0.0,1.0,Capacitor,moncapacitor-cap_201
299,0.0,1.0,Capacitor,moncapacitor-cap_201
300,0.0,1.0,Capacitor,moncapacitor-cap_201
301,0.0,1.0,Capacitor,moncapacitor-cap_201
302,0.0,1.0,Capacitor,moncapacitor-cap_201
303,0.0,1.0,Capacitor,moncapacitor-cap_201
304,0.0,1.0,Capacitor,moncapacitor-cap_201
305,0.0,1.0,Capacitor,moncapacitor-cap_201
306,0.0,1.0,Capacitor,moncapacitor-cap_201
307,0.0,1.0,Capacitor,moncapacitor-cap_201
308,0.0,1.0,Capacitor,moncapacitor-cap_201
309,0.0,1.0,Capacitor,moncapacitor-cap_201
310,0.0,1.0,Capacitor,moncapacitor-cap_201
311,0.0,1.0,Capacitor,moncapacitor-cap_201
312,0.0,1.0,Capacitor,moncapacitor-cap_201
313,0.0,1.0,Capacitor,moncapacitor-cap_201
314,0.0,1.0,Capacitor,moncapacitor-cap_201
315,0.0,1.0,Capacitor,moncapacitor-cap_201
316,0.0,1.0,Capacitor,moncapacitor-cap_201
317,0.0,1.0,Capacitor,moncapacitor-cap_201
318,0.0,1.0,Capacitor,moncapacitor-cap_201
319,0.0,1.0,Capacitor,moncapacitor-cap_201
320,0.0,1.0,Capacitor,moncapacitor-cap_201
321,0.0,1.0,Capacitor,moncapacitor-cap_201
322,0.0,1.0,Capacitor,moncapacitor-cap_201
323,0.0,1.0,Capacitor,moncapacitor-cap_201
324,0.0,1.0,Capacitor,moncapacitor-cap_201
325,0.0,1.0,Capacitor,moncapacitor-cap_201
326,0.0,1.0,Capacitor,moncapacitor-cap_201
327,0.0,1.0,Capacitor,moncapacitor-cap_201
328,0.0,1.0,Capacitor,moncapacitor-cap_201
329,0.0,1.0,Capacitor,moncapacitor-cap_201
330,0.0,1.0,Capacitor,moncapacitor-cap_201
331,0.0,1.0,Capacitor,moncapacitor-cap_201
332,0.0,1.0,Capacitor,moncapacitor-cap_201
333,0.0,1.0,Capacitor,moncapacitor-cap_201
334,0.0,1.0,Capacitor,moncapacitor-cap_201
335,0.0,1.0,Capacitor,moncapacitor-cap_201
336,0.0,1.0,Capacitor,moncapacitor-cap_201
337,0.0,1.0,Capacitor,moncapacitor-cap_201
338,0.0,1.0,Capacitor,moncapacitor-cap_201
339,0.0,1.0,Capacitor,moncapacitor-cap_201
340,0.0,1.0,Capacitor,moncapacitor-cap_201
341,0.0,1.0,Capacitor,moncapacitor-cap_201
342,0.0,1.0,Capacitor,moncapacitor-cap_201
343,0.0,1.0,Capacitor,moncapacitor-cap_201
344,0.0,1.0,Capacitor,moncapacitor-cap_201
345,0.0,1.0,Capacitor,moncapacitor-cap_201
346,0.0,1.0,Capacitor,moncapacitor-cap_201
347,0.0,1.0,Capacitor,moncapacitor-cap_201
348,0.0,1.0,Capacitor,moncapacitor-cap_201
349,0.0,1.0,Capacitor,moncapacitor-cap_201
350,0.0,1.0,Capacitor,moncapacitor-cap_201
351,0.0,1.0,Capacitor,moncapacitor-cap_201
352,0.0,1.0,Capacitor,moncapacitor-cap_201
353,0.0,1.0,Capacitor,moncapacitor-cap_201
354,0.0,1.0,Capacitor,moncapacitor-cap_201
355,0.0,1.0,Capacitor,moncapacitor-cap_201
356,0.0,1.0,Capacitor,moncapacitor-cap_201
357,0.0,1.0,Capacitor,moncapacitor-cap_201
358,0.0,1.0,Capacitor,moncapacitor-cap_201
359,0.0,1.0,Capacitor,moncapacitor-cap_201
360,0.0,1.0,Capacitor,moncapacitor-cap_201
361,0.0,1.0,Capacitor,moncapacitor-cap_201
362,0.0,1.0,Capacitor,moncapacitor-cap_201
363,0.0,1.0,Capacitor,moncapacitor-cap_201
364,0.0,1.0,Capacitor,moncapacitor-cap_201
365,0.0,1.0,Capacitor,moncapacitor-cap_201
366,0.0,1.0,Capacitor,moncapacitor-cap_201
367,0.0,1.0,Capacitor,moncapacitor-cap_201
368,0.0,1.0,Capacitor,moncapacitor-cap_201
369,0.0,1.0,Capacitor,moncapacitor-cap_201
370,0.0,1.0,Capacitor,moncapacitor-cap_201
371,0.0,1.0,Capacitor,moncapacitor-cap_201
372,0.0,1.0,Capacitor,moncapacitor-cap_201
373,0.0,1.0,Capacitor,moncapacitor-cap_201
374,0.0,1.0,Capacitor,moncapacitor-cap_201
375,0.0,1.0,Capacitor,moncapacitor-cap_201
376,0.0,1.0,Capacitor,moncapacitor-cap_201
377,0.0,1.0,Capacitor,moncapacitor-cap_201
378,0.0,1.0,Capacitor,moncapacitor-cap_201
379,0.0,1.0,Capacitor,moncapacitor-cap_201
380,0.0,1.0,Capacitor,moncapacitor-cap_201
381,0.0,1.0,Capacitor,moncapacitor-cap_201
382,0.0,1.0,Capacitor,moncapacitor-cap_201
383,0.0,1.0,Capacitor,moncapacitor-cap_201
384,0.0,1.0,Capacitor,moncapacitor-cap_201
385,0.0,1.0,Capacitor,moncapacitor-cap_201
386,0.0,1.0,Capacitor,moncapacitor-cap_201
387,0.0,1.0,Capacitor,moncapacitor-cap_201
388,0.0,1.0,Capacitor,moncapacitor-cap_201
389,0.0,1.0,Capacitor,moncapacitor-cap_201
390,0.0,1.0,Capacitor,moncapacitor-cap_201
391,0.0,1.0,Capacitor,moncapacitor-cap_201
392,0.0,1.0,Capacitor,moncapacitor-cap_201
393,0.0,1.0,Capacitor,moncapacitor-cap_201
394,0.0,1.0,Capacitor,moncapacitor-cap_201
395,0.0,1.0,Capacitor,moncapacitor-cap_201
396,0.0,1.0,Capacitor,moncapacitor-cap_201
397,0.0,1.0,Capacitor,moncapacitor-cap_201
398,0.0,1.0,Capacitor,moncapacitor-cap_201
399,0.0,1.0,Capacitor,moncapacitor-cap_201
400,0.0,1.0,Capacitor,moncapacitor-cap_201
401,0.0,1.0,Capacitor,moncapacitor-cap_201
402,0.0,1.0,Capacitor,moncapacitor-cap_201
403,0.0,1.0,Capacitor,moncapacitor-cap_201
404,0.0,1.0,Capacitor,moncapacitor-cap_201
405,0.0,1.0,Capacitor,moncapacitor-cap_201
406,0.0,1.0,Capacitor,moncapacitor-cap_201
407,0.0,1.0,Capacitor,moncapacitor-cap_201
408,0.0,1.0,Capacitor,moncapacitor-cap_201
409,0.0,1.0,Capacitor,moncapacitor-cap_201
410,0.0,1.0,Capacitor,moncapacitor-cap_201
411,0.0,1.0,Capacitor,moncapacitor-cap_201
412,0.0,1.0,Capacitor,moncapacitor-cap_201
413,0.0,1.0,Capacitor,moncapacitor-cap_201
414,0.0,1.0,Capacitor,moncapacitor-cap_201
415,0.0,1.0,Capacitor,moncapacitor-cap_201
416,0.0,1.0,Capacitor,moncapacitor-cap_201
417,0.0,1.0,Capacitor,moncapacitor-cap_201
418,0.0,1.0,Capacitor,moncapacitor-cap_201
419,0.0,1.0,Capacitor,moncapacitor-cap_201
420,0.0,1.0,Capacitor,moncapacitor-cap_201
421,0.0,1.0,Capacitor,moncapacitor-cap_201
422,0.0,1.0,Capacitor,moncapacitor-cap_201
423,0.0,1.0,Capacitor,moncapacitor-cap_201
424,0.0,1.0,Capacitor,moncapacitor-cap_201
425,0.0,1.0,Capacitor,moncapacitor-cap_201
426,0.0,1.0,Capacitor,moncapacitor-cap_201
427,0.0,1.0,Capacitor,moncapacitor-cap_201
428,0.0,1.0,Capacitor,moncapacitor-cap_201
429,0.0,1.0,Capacitor,moncapacitor-cap_201
430,0.0,1.0,Capacitor,moncapacitor-cap_201
431,0.0,1.0,Capacitor,moncapacitor-cap_201
432,0.0,1.0,Capacitor,moncapacitor-cap_201
433,0.0,1.0,Capacitor,moncapacitor-cap_201
434,0.0,1.0,Capacitor,moncapacitor-cap_201
435,0.0,1.0,Capacitor,moncapacitor-cap_201
436,0.0,1.0,Capacitor,moncapacitor-cap_201
437,0.0,1.0,Capacitor,moncapacitor-cap_201
438,0.0,1.0,Capacitor,moncapacitor-cap_201
439,0.0,1.0,Capacitor,moncapacitor-cap_201
440,0.0,1.0,Capacitor,moncapacitor-cap_201
441,0.0,1.0,Capacitor,moncapacitor-cap_201
442,0.0,1.0,Capacitor,moncapacitor-cap_201
443,0.0,1.0,Capacitor,moncapacitor-cap_201
444,0.0,1.0,Capacitor,moncapacitor-cap_201
445,0.0,1.0,Capacitor,moncapacitor-cap_201
446,0.0,1.0,Capacitor,moncapacitor-cap_201
447,0.0,1.0,Capacitor,moncapacitor-cap_201
448,0.0,1.0,Capacitor,moncapacitor-cap_201
449,0.0,1.0,Capacitor,moncapacitor-cap_201
450,0.0,1.0,Capacitor,moncapacitor-cap_201
451,0.0,1.0,Capacitor,moncapacitor-cap_201
452,0.0,1.0,Capacitor,moncapacitor-cap_201
453,0.0,1.0,Capacitor,moncapacitor-cap_201
454,0.0,1.0,Capacitor,moncapacitor-cap_201
455,0.0,1.0,Capacitor,moncapacitor-cap_201
456,0.0,1.0,Capacitor,moncapacitor-cap_201
457,0.0,1.0,Capacitor,moncapacitor-cap_201
458,0.0,1.0,Capacitor,moncapacitor-cap_201
459,0.0,1.0,Capacitor,moncapacitor-cap_201
460,0.0,1.0,Capacitor,moncapacitor-cap_201
461,0.0,1.0,Capacitor,moncapacitor-cap_201
462,0.0,1.0,Capacitor,moncapacitor-cap_201
463,0.0,1.0,Capacitor,moncapacitor-cap_201
464,0.0,1.0,Capacitor,moncapacitor-cap_201
465,0.0,1.0,Capacitor,moncapacitor-cap_201
466,0.0,1.0,Capacitor,moncapacitor-cap_201
467,0.0,1.0,Capacitor,moncapacitor-cap_201
468,0.0,1.0,Capacitor,moncapacitor-cap_201
469,0.0,1.0,Capacitor,moncapacitor-cap_201
470,0.0,1.0,Capacitor,moncapacitor-cap_201
471,0.0,1.0,Capacitor,moncapacitor-cap_201
472,0.0,1.0,Capacitor,moncapacitor-cap_201
473,0.0,1.0,Capacitor,moncapacitor-cap_201
474,0.0,1.0,Capacitor,moncapacitor-cap_201
475,0.0,1.0,Capacitor,moncapacitor-cap_201
476,0.0,1.0,Capacitor,moncapacitor-cap_201
477,0.0,1.0,Capacitor,moncapacitor-cap_201
478,0.0,1.0,Capacitor,moncapacitor-cap_201
479,0.0,1.0,Capacitor,moncapacitor-cap_201
480,0.0,1.0,Capacitor,moncapacitor-cap_201
1,0.0,1.0,Capacitor,moncapacitor-cap_301
2,0.0,1.0,Capacitor,moncapacitor-cap_301
3,0.0,1.0,Capacitor,moncapacitor-cap_301
4,0.0,1.0,Capacitor,moncapacitor-cap_301
5,0.0,1.0,Capacitor,moncapacitor-cap_301
6,0.0,1.0,Capacitor,moncapacitor-cap_301
7,0.0,1.0,Capacitor,moncapacitor-cap_301
8,0.0,1.0,Capacitor,moncapacitor-cap_301
9,0.0,1.0,Capacitor,moncapacitor-cap_301
10,0.0,1.0,Capacitor,moncapacitor-cap_301
11,0.0,1.0,Capacitor,moncapacitor-cap_301
12,0.0,1.0,Capacitor,moncapacitor-cap_301
13,0.0,1.0,Capacitor,moncapacitor-cap_301
14,0.0,1.0,Capacitor,moncapacitor-cap_301
15,0.0,1.0,Capacitor,moncapacitor-cap_301
16,0.0,1.0,Capacitor,moncapacitor-cap_301
17,0.0,1.0,Capacitor,moncapacitor-cap_301
18,0.0,1.0,Capacitor,moncapacitor-cap_301
