solar_bus_fault,fossil_bus_fault,battery_bus_fault
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,49.641,0.0
0.0,20.991,0.9999999079541247
370.304,0.0,0.0
930.992,0.0,0.0
901.961,0.0,0.0
1643.244,0.0,-0.32446112886207096
1712.107,0.0,-0.7884282017758921
1590.922,0.0,0.0
1256.062,0.0,0.0
776.389,0.0,0.0
239.668,0.0,0.0
0.0,461.747,0.0
0.0,459.717,0.0
0.0,430.225,0.0
0.0,345.07699999999994,0.0
0.0,228.764,0.19240858820177317
0.0,0.0,0.8075913197523514
0.0,0.0,-0.7109205805891576
0.0,0.0,-0.4019687500488054
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,190.414,0.0
0.0,481.04,0.0
270.386,126.889,0.9999999079541247
737.57,0.0,-0.9999999079541247
1040.023,0.0,-0.11288942268383832
966.098,0.0,0.0
719.341,0.0,0.0
322.708,309.361,0.0
269.711,351.171,0.0
107.344,502.707,0.0
17.216,509.749,0.0
0.0,589.552,0.0
0.0,526.097,0.0
0.0,413.672,0.0
0.0,276.851,0.0
0.0,89.599,0.9465822307144708
0.0,0.0,0.05341767723965389
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,211.675,0.0
0.0,552.287,0.0
4.726,607.369,0.0
110.72,492.831,0.0
177.894,511.088,0.0
137.725,566.426,0.0
149.539,490.799,0.0
267.01,358.393,0.0
202.536,410.157,0.0
394.946,147.649,0.0
110.045,432.963,0.0
0.0,517.399,0.0
0.0,496.483,0.0
0.0,404.093,0.0
0.0,295.904,0.0
0.0,95.472,0.9337938619228782
0.0,0.0,0.06620604603124648
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,282.207,0.0
0.0,627.743,0.0
299.079,198.935,0.9999999079541247
734.869,0.0,-0.11288942268383832
1593.285,0.0,0.0
1885.613,0.0,0.0
1935.5710000000001,0.0,-0.9999999079541247
1437.67,0.0,0.0
1463.662,0.0,0.0
933.6919999999999,0.0,0.0
319.332,40.8,0.0
0.0,412.75500000000005,0.0
0.0,398.04400000000004,0.0
0.0,292.905,0.0
0.0,240.163,0.0
0.0,7.359999999999999,0.9999999079541247
0.0,0.0,-0.47219788474245256
0.0,0.0,-0.6406914458955104
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,245.511,0.0
0.0,634.738,0.0
262.96,296.974,0.9999999079541247
653.855,0.0,-0.1115095227078458
957.6590000000001,0.0,-0.9999999079541247
1115.3,0.0,-0.0013896175814572505
1354.968,0.0,0.0
1148.381,0.0,0.0
1321.212,0.0,0.0
495.53899999999993,0.0,0.0
152.577,266.089,0.0
0.0,420.11599999999993,0.0
0.0,325.032,0.0
0.0,276.538,0.0
0.0,229.315,0.0
0.0,20.585,0.9999999079541247
0.0,0.0,-0.4589625060994821
0.0,0.0,-0.6539268245384809
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,195.555,0.0
0.0,531.666,0.0
90.804,511.45699999999994,0.0
233.592,383.068,0.0
351.738,271.982,0.0
331.484,262.819,0.0
321.358,189.452,0.0
469.20899999999995,101.373,0.0
269.373,212.204,0.0
107.007,370.897,0.0
24.642,418.958,0.0
0.0,359.307,0.0
0.0,275.585,0.0
0.0,210.822,0.0
0.0,102.282,0.3893747333665075
0.0,0.0,0.6106251745876172
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
403.722,0.0,0.0
993.1030000000001,0.0,0.0
970.4860000000001,0.0,0.0
1726.622,0.0,-0.9999999079541247
1771.179,0.0,-0.11288942268383832
1651.008,0.0,0.0
1346.529,0.0,0.0
380.093,0.0,0.0
58.059999999999995,100.453,0.0
0.0,177.724,0.0
0.0,171.848,0.0
0.0,136.332,0.0
0.0,74.253,0.25050043366996505
0.0,0.0,0.7494994742841596
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
315.957,0.0,0.0
1141.967,0.0,0.0
1642.231,0.0,-0.8415349156406744
1932.871,0.0,-0.2713544149972886
1975.404,0.0,0.0
1839.0290000000002,0.0,0.0
1503.157,0.0,0.0
977.575,0.0,0.0
363.553,0.0,0.0
0.0,302.963,0.0
0.0,333.8,0.0
0.0,328.421,0.0
0.0,223.858,0.0
0.0,57.938,0.88882078383208
0.0,0.0,0.11117912412204478
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,218.1,0.0
0.0,672.635,0.0
27.68,631.7110000000001,0.0
219.077,422.518,0.0
428.702,140.03,0.9999999079541247
874.282,0.0,-0.9999999079541247
869.893,0.0,-0.11288942268383832
961.372,0.0,0.0
884.071,0.0,0.0
907.6999999999999,0.0,0.0
335.535,136.188,0.0
0.0,489.185,0.0
0.0,490.722,0.0
0.0,396.84299999999996,0.0
0.0,282.885,0.0
0.0,78.765,0.9293917866473528
0.0,0.0,0.07060812130677191
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,249.19300000000004,0.0
0.0,658.228,0.0
447.605,144.878,0.9999999079541247
1066.691,0.0,-0.9999999079541247
1547.714,0.0,-0.11288942268383832
1826.539,0.0,0.0
1909.242,0.0,0.0
1801.898,0.0,0.0
1074.792,0.0,0.0
792.929,0.0,0.0
365.578,202.18900000000002,0.0
0.0,512.91,0.0
0.0,484.557,0.0
0.0,416.819,0.0
0.0,287.538,0.0
0.0,117.46600000000001,0.7863875046282975
0.0,0.0,0.21361240332582715
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,49.379,0.0
0.0,350.186,0.0
80.002,424.526,0.0
267.01,215.60700000000003,0.9999999079541247
716.303,0.0,-0.5013409835311959
1257.075,0.0,-0.6115483471067671
1371.17,0.0,0.0
991.077,0.0,0.0
714.615,0.0,0.0
534.696,0.0,0.0
144.476,230.495,0.0
0.0,481.079,0.0
0.0,538.353,0.0
0.0,434.6050000000001,0.0
0.0,383.182,0.0
0.0,236.03,0.2793228514783721
0.0,0.0,0.7206770564757526
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,263.027,0.0
0.0,579.592,0.0
18.228,601.365,0.0
40.845,660.135,0.0
75.614,606.855,0.0
292.327,338.263,0.0
129.623,396.645,0.4789807733568383
613.685,0.0,-0.5330592477680942
221.44,274.203,0.0
59.748,440.05799999999994,0.0
217.389,241.109,0.0
0.0,489.316,0.0
0.0,452.101,0.0
0.0,375.33299999999997,0.0
0.0,301.514,0.0
0.0,159.225,0.5287349133362867
0.0,0.0,0.47126499461783794
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,331.724,0.0
0.0,736.0150000000001,0.0
500.93999999999994,118.656,0.9999999079541247
1191.251,0.0,0.0
1732.023,0.0,0.0
2049.33,0.0,-0.8552756097678111
2149.247,0.0,-0.25761372087015183
2019.2860000000003,0.0,0.0
1672.949,0.0,0.0
1131.84,0.0,0.0
466.509,0.0,0.0
0.0,318.07499999999993,0.0
0.0,295.303,0.0
0.0,274.056,0.0
0.0,230.073,0.0
0.0,78.788,0.6912424295230671
0.0,0.0,0.3087574784310575
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,74.281,0.0
49.284,71.987,0.9999999079541247
310.893,0.0,-0.3146171945262933
412.837,0.0,-0.7541347720908387
604.571,0.0,-0.04414708162629573
582.967,0.0,0.0
486.087,0.0,0.0
653.517,0.0,0.0
277.475,0.0,0.0
129.286,49.056,0.0
0.0,193.13,0.0
0.0,305.017,0.0
0.0,190.52,0.0
0.0,165.177,0.0
0.0,0.994,0.9999999079541247
0.0,0.0,-0.16615161823605643
0.0,0.0,-0.9467377124019065
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
36.794,0.0,0.7345343618684661
409.461,0.0,-0.4061376027931771
189.371,0.0,0.5289681358674404
2012.873,0.0,-0.9999999079541247
587.355,0.0,0.0
586.68,0.0,0.0
419.588,0.0,0.0
597.144,0.0,0.0
475.62300000000005,0.0,0.0
0.0,330.77,0.0
0.0,437.284,0.0
0.0,400.796,0.0
0.0,334.43699999999995,0.0
0.0,188.599,0.5984295797293735
0.0,0.0,0.4015703282247512
0.0,0.0,-0.9999999079541247
0.0,0.0,-0.11288942268383832
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,300.926,0.0
0.0,680.836,0.0
30.043000000000003,621.865,0.0
383.806,147.875,0.9999999079541247
1715.482,0.0,0.0
2012.1980000000003,0.0,-0.8459078380998057
2110.09,0.0,-0.26698149253815734
2002.4080000000001,0.0,0.0
1186.187,0.0,0.0
1153.444,0.0,0.0
494.18799999999993,0.0,0.0
0.0,326.098,0.0
0.0,376.058,0.0
0.0,259.314,0.0
0.0,203.83899999999997,0.029658131878374325
0.0,0.0,0.9703417760757503
0.0,0.0,-0.5280643985592199
0.0,0.0,-0.5848249320787431
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,233.174,0.0
0.0,656.961,0.0
102.281,549.869,0.0
361.527,191.06,0.0
446.93,20.532999999999998,0.9999999079541247
1933.546,0.0,-0.3819990708187729
1998.6950000000002,0.0,-0.7308902598191901
695.712,0.0,0.0
797.318,0.0,0.0
229.54100000000003,256.576,0.0
67.512,372.049,0.0
0.0,435.051,0.0
0.0,429.368,0.0
0.0,360.424,0.0
0.0,284.356,0.0
0.0,103.631,0.9999999079541247
0.0,0.0,-0.3080092228102728
0.0,0.0,-0.8048898254331549
0.0,222.269,0.0
0.0,225.108,0.0
0.0,216.048,0.0
0.0,234.044,0.0
0.0,312.08500000000004,0.0
0.0,487.0849999999999,0.0
0.0,809.113,0.0
0.0,1193.624,0.0
115.108,1061.949,0.0
199.161,968.287,0.0
292.327,886.7320000000001,0.0
495.20099999999996,681.5380000000001,0.0
573.515,518.046,0.0
561.363,529.009,0.0
422.626,663.981,0.0
247.09399999999997,796.368,0.0
56.71,972.3650000000001,0.0
0.0,1047.234,0.0
0.0,1080.927,0.0
0.0,1026.451,0.0
0.0,912.498,0.0
0.0,795.903,0.0
0.0,616.8730000000002,0.0
0.0,451.097,0.0
0.0,400.234,0.0
0.0,380.271,0.0
0.0,374.308,0.0
0.0,388.246,0.0
0.0,461.577,0.0
0.0,578.838,0.0
0.0,930.39,0.0
0.0,1226.592,0.20501232248953577
172.156,1095.226,0.0
150.552,1110.062,0.0
813.521,423.446,0.0
1035.973,164.522,0.0
1188.213,13.194,0.0
962.722,158.49300000000002,0.6935552196236743
1208.466,0.0,-0.9999999079541247
772.676,271.793,0.0
114.09500000000001,925.055,0.0
0.0,989.595,0.0
0.0,1019.038,0.0
0.0,935.511,0.0
0.0,952.014,0.0
0.0,780.9390000000001,0.0
0.0,620.356,0.0
0.0,447.90400000000005,0.0
0.0,415.869,0.0
0.0,382.19599999999997,0.0
0.0,356.491,0.0
0.0,377.104,0.0
0.0,466.097,0.0
0.0,585.18,0.0
0.0,927.758,0.0
0.0,1226.592,0.9810019892705657
108.019,1226.592,0.018997918683558917
276.8,959.645,0.0
460.432,756.474,0.0
503.64,697.675,0.0
756.473,364.406,0.0
919.852,187.525,0.0
378.068,630.257,0.0
276.8,618.341,0.0
54.685,798.2199999999999,0.0
0.0,942.342,0.0
0.0,916.281,0.0
0.0,886.0140000000001,0.0
0.0,864.058,0.0
0.0,777.005,0.0
0.0,672.225,0.0
0.0,499.087,0.0
0.0,411.306,0.0
0.0,381.309,0.0
0.0,362.987,0.0
0.0,380.468,0.0
0.0,390.843,0.0
0.0,437.554,0.0
0.0,569.708,0.0
0.0,767.879,0.0
157.641,790.719,0.0
395.621,590.809,0.0
876.644,59.869,0.0
1991.6070000000002,0.0,-0.9999999079541247
1008.2929999999999,0.0,-0.11288942268383832
749.047,0.0,0.0
653.517,0.0,0.0
470.897,99.472,0.0
109.707,538.88,0.0
0.0,680.366,0.0
0.0,741.162,0.0
0.0,685.574,0.0
0.0,630.464,0.0
0.0,606.227,0.0
0.0,475.672,0.0
0.0,345.2699999999999,0.0
0.0,284.979,0.0
0.0,246.251,0.0
0.0,239.374,0.0
0.0,253.818,0.0
0.0,309.663,0.0
0.0,337.282,0.0
0.0,482.201,0.0
0.0,558.066,0.0
411.149,172.222,0.9999999079541247
1238.509,0.0,0.0
1716.832,0.0,-0.9174877199530512
2002.409,0.0,-0.19540161068491185
1721.558,0.0,0.0
1633.792,0.0,0.0
1412.69,0.0,0.0
981.9629999999999,0.0,0.0
319.332,340.01400000000007,0.0
0.0,783.384,0.0
0.0,841.996,0.0
0.0,813.735,0.0
0.0,760.9039999999999,0.0
0.0,700.314,0.0
0.0,605.145,0.0
0.0,417.71200000000005,0.0
0.0,327.338,0.0
0.0,306.121,0.0
0.0,280.572,0.0
0.0,326.486,0.0
0.0,373.562,0.0
0.0,494.637,0.0
0.0,843.0,0.0
0.0,1181.523,0.0
213.001,983.775,0.0
623.137,434.579,0.9999999079541247
1231.758,0.0,0.0
1902.491,0.0,-0.3809495694285814
1982.8290000000002,0.0,-0.7319397612093815
1883.5869999999998,0.0,0.0
1589.91,0.0,0.0
1124.751,0.0,0.0
523.219,328.243,0.0
0.0,885.862,0.0
0.0,908.947,0.0
0.0,814.285,0.0
0.0,724.002,0.0
0.0,608.616,0.0
0.0,414.72,0.0
0.0,235.77400000000003,0.0
0.0,145.338,0.0
0.0,136.246,0.0
0.0,112.932,0.0
0.0,164.726,0.0
0.0,220.485,0.0
0.0,360.026,0.0
0.0,675.021,0.0
0.0,1124.944,0.0
587.355,521.882,0.9999999079541247
1244.248,0.0,0.0
1760.378,0.0,0.0
2060.131,0.0,-0.23559362688706
2163.087,0.0,-0.8772957037509029
2056.418,0.0,0.0
1731.347,0.0,0.0
1217.243,0.0,0.0
576.216,449.003,0.0
0.0,1018.368,0.0
0.0,1063.771,0.0
0.0,1022.1589999999999,0.0
0.0,917.696,0.0
0.0,841.6339999999999,0.0
0.0,613.022,0.0
0.0,478.482,0.0
0.0,406.747,0.0
0.0,386.536,0.0
0.0,391.43800000000005,0.0
0.0,403.491,0.0
0.0,463.257,0.0
0.0,591.373,0.0
0.0,930.376,0.0
0.0,1226.592,0.7574776283707079
610.984,702.105,0.0
653.517,649.875,0.2425222795834168
1414.378,0.0,0.0
2007.1339999999998,0.0,0.0
2082.748,0.0,-0.9999999079541247
1954.475,0.0,-0.11288942268383832
1431.594,0.0,0.0
1155.807,0.0,0.0
544.485,444.20599999999996,0.0
0.0,1066.741,0.0
0.0,1076.063,0.0
0.0,1012.054,0.0
0.0,943.762,0.0
0.0,814.85,0.0
0.0,623.71,0.0
0.0,459.494,0.0
0.0,415.682,0.0
0.0,403.427,0.0
0.0,393.409,0.0
0.0,442.482,0.0
0.0,508.166,0.0
0.0,636.12,0.0
0.0,990.266,0.0
48.946,1226.592,0.6036770866803309
564.739,763.586,0.0
1154.119,138.866,0.0
1008.6309999999999,220.513,0.39632282127379376
1408.64,0.0,-0.9999999079541247
1528.473,0.0,-0.11288942268383832
1521.385,0.0,0.0
792.254,264.402,0.0
616.048,427.853,0.0
300.766,676.184,0.0
0.0,995.813,0.0
0.0,1029.417,0.0
0.0,1015.136,0.0
0.0,954.951,0.0
0.0,788.421,0.0
0.0,600.771,0.0
0.0,436.377,0.0
0.0,373.601,0.0
0.0,318.074,0.0
0.0,346.865,0.0
0.0,382.444,0.0
0.0,426.185,0.0
0.0,547.213,0.0
0.0,914.995,0.0
1.688,1226.592,0.5011855018437602
253.845,990.046,0.0
260.934,969.596,0.0
384.481,827.469,0.0
315.619,823.086,0.0
617.398,385.819,0.0
303.129,711.194,0.0
251.82,640.767,0.0
122.872,715.3869999999998,0.0
98.568,678.4109999999998,0.0
0.0,674.154,0.0
0.0,675.601,0.0
0.0,606.872,0.0
0.0,645.0680000000001,0.0
0.0,524.304,0.0
0.0,412.472,0.0
0.0,263.34,0.0
0.0,178.393,0.0
0.0,149.084,0.0
0.0,137.713,0.0
0.0,157.057,0.0
0.0,170.665,0.0
0.0,232.349,0.0
0.0,323.982,0.0
15.189999999999998,495.248,0.0
435.791,170.613,0.49881440611036454
1300.62,0.0,0.0
1783.332,0.0,-0.9999999079541247
2068.908,0.0,-0.11288942268383832
2131.019,0.0,0.0
2026.7130000000002,0.0,0.0
1708.056,0.0,0.0
1235.471,0.0,0.0
526.932,104.51300000000002,0.0
24.304,700.07,0.0
0.0,671.249,0.0
0.0,600.297,0.0
0.0,531.674,0.0
0.0,534.046,0.0
0.0,395.931,0.0
0.0,271.747,0.0
0.0,196.89199999999997,0.0
0.0,146.35,0.0
0.0,137.861,0.0
0.0,158.924,0.0
0.0,172.91499999999996,0.0
0.0,229.568,0.0
