Hour,Load (kW)
1,101.097
2,98.677
3,98.677
4,98.677
5,98.677
6,98.677
7,98.677
8,39.3
9,27.425
10,27.425
11,27.425
12,27.425
13,27.425
14,27.425
15,27.425
16,27.425
17,27.425
18,63.051
19,98.677
20,98.677
21,98.677
22,98.785
23,103.237
24,105.572
25,106.934
26,109.018
27,110.123
28,112.009
29,112.36
30,114.809
31,129.851
32,159.327
33,229.727
34,277.999
35,277.999
36,277.999
37,250.574
38,277.999
39,277.999
40,277.999
41,277.999
42,124.479
43,100.824
44,103.079
45,105.722
46,107.086
47,109.778
48,111.463
49,114.136
50,114.277
51,117.701
52,116.148
53,119.84
54,117.065
55,129.851
56,159.166
57,229.727
58,277.999
59,277.999
60,277.999
61,250.574
62,277.999
63,277.999
64,277.999
65,277.999
66,124.479
67,101.289
68,104.381
69,106.385
70,107.924
71,109.927
72,109.491
73,110.366
74,110.166
75,110.164
76,109.709
77,111.333
78,110.345
79,129.851
80,159.327
81,229.727
82,277.999
83,277.999
84,277.999
85,250.574
86,277.999
87,277.999
88,277.999
89,277.999
90,124.479
91,98.677
92,98.677
93,98.677
94,98.677
95,98.677
96,98.677
97,98.677
98,98.677
99,98.677
100,98.677
101,98.677
102,98.677
103,129.851
104,159.327
105,229.727
106,277.999
107,277.999
108,277.999
109,250.574
110,277.999
111,277.999
112,277.999
113,277.999
114,124.479
115,98.677
116,98.677
117,98.677
118,98.677
119,98.677
120,98.677
121,98.677
122,98.677
123,98.677
124,98.677
125,98.677
126,98.677
127,129.851
128,159.327
129,229.727
130,277.999
131,277.999
132,278.752
133,254.507
134,285.606
135,285.393
136,283.534
137,278.956
138,112.604
139,98.677
140,98.677
141,98.677
142,98.677
143,98.677
144,98.677
145,98.677
146,98.677
147,98.677
148,98.677
149,98.677
150,98.677
151,98.677
152,70.474
153,65.177
154,107.518
155,107.518
156,107.518
157,58.599
158,58.599
159,58.599
160,58.599
161,27.425
162,51.176
163,98.677
164,98.677
165,98.677
166,98.677
167,98.677
168,98.677
169,98.677
170,98.677
171,98.677
172,98.677
173,98.677
174,98.677
175,98.677
176,39.3
177,27.425
178,27.425
179,27.425
180,27.425
181,27.425
182,27.425
183,27.425
184,27.425
185,27.425
186,51.176
187,98.677
188,98.677
189,98.677
190,98.677
191,98.677
192,98.677
193,98.799
194,102.682
195,105.148
196,106.831
197,108.294
198,108.618
199,129.851
200,159.327
201,229.727
202,277.999
203,277.999
204,277.999
205,250.574
206,277.999
207,279.885
208,278.7
209,277.999
210,112.604
211,98.677
212,98.677
213,98.677
214,98.677
215,98.677
216,98.677
217,98.677
218,98.677
219,98.677
220,98.677
221,98.677
222,98.677
223,129.851
224,159.327
225,229.727
226,277.999
227,277.999
228,277.999
229,250.574
230,277.999
231,277.999
232,277.999
233,277.999
234,112.604
235,98.677
236,98.677
237,98.677
238,98.677
239,98.677
240,98.677
241,98.677
242,98.677
243,98.677
244,98.677
245,98.677
246,98.677
247,129.851
248,159.327
249,229.727
250,277.999
251,277.999
252,277.999
253,250.574
254,277.999
255,278.196
256,279.043
257,277.999
258,112.604
259,98.677
260,98.677
261,98.677
262,98.677
263,98.677
264,98.677
265,98.677
266,98.677
267,98.677
268,98.677
269,99.398
270,100.424
271,129.851
272,159.327
273,229.727
274,277.999
275,277.999
276,277.999
277,250.574
278,277.999
279,277.999
280,277.999
281,277.999
282,118.368
283,105.739
284,109.653
285,108.083
286,113.372
287,110.124
288,114.904
289,112.454
290,118.927
291,115.312
292,120.689
293,116.326
294,121.188
295,129.771
296,159.045
297,229.646
298,277.999
299,277.999
300,277.999
301,250.574
302,277.999
303,277.999
304,277.999
305,277.999
306,112.604
307,98.677
308,98.677
309,98.677
310,98.677
311,98.677
312,98.677
313,98.677
314,98.677
315,98.677
316,98.677
317,98.677
318,98.677
319,98.677
320,70.474
321,65.177
322,107.518
323,107.518
324,107.518
325,58.599
326,58.599
327,58.599
328,58.599
329,27.425
330,51.176
331,98.677
332,98.677
333,98.677
334,98.677
335,98.677
336,98.677
337,98.677
338,98.677
339,98.677
340,98.677
341,98.677
342,98.677
343,98.677
344,39.3
345,27.425
346,27.425
347,27.425
348,27.425
349,27.425
350,27.425
351,27.425
352,27.425
353,27.425
354,51.176
355,98.677
356,98.677
357,98.677
358,98.677
359,98.677
360,98.677
361,98.677
362,98.677
363,98.677
364,98.677
365,98.677
366,98.677
367,98.677
368,39.3
369,27.425
370,27.425
371,27.425
372,27.425
373,27.425
374,27.425
375,27.425
376,27.425
377,27.425
378,51.176
379,98.677
380,98.677
381,98.677
382,98.677
383,98.677
384,98.677
385,98.677
386,98.677
387,98.677
388,98.677
389,98.677
390,98.677
391,129.851
392,159.327
393,229.727
394,277.999
395,277.999
396,277.999
397,250.574
398,278.076
399,278.05
400,277.999
401,277.999
402,112.604
403,98.677
404,98.677
405,98.677
406,98.677
407,98.677
408,98.677
409,98.677
410,98.677
411,98.677
412,98.677
413,98.677
414,98.677
415,129.851
416,159.327
417,229.727
418,277.999
419,277.999
420,277.999
421,250.574
422,277.999
423,277.999
424,277.999
425,277.999
426,112.604
427,98.677
428,98.677
429,98.677
430,98.677
431,98.677
432,98.677
433,98.677
434,98.677
435,98.677
436,98.677
437,98.677
438,98.677
439,129.851
440,159.327
441,229.727
442,277.999
443,277.999
444,277.999
445,251.179
446,282.859
447,280.178
448,278.798
449,277.999
450,112.604
451,98.677
452,98.677
453,98.677
454,98.677
455,98.677
456,98.677
457,98.677
458,98.677
459,98.677
460,98.677
461,98.677
462,98.677
463,129.851
464,159.327
465,229.727
466,277.999
467,277.999
468,277.999
469,250.841
470,281.255
471,280.118
472,279.508
473,278.684
474,100.728
475,98.677
476,98.677
477,98.677
478,98.677
479,98.677
480,98.677
481,98.677
482,98.677
483,98.677
484,98.677
485,98.677
486,98.677
487,98.677
488,70.474
489,65.177
490,107.518
491,107.518
492,107.518
493,58.599
494,58.599
495,58.599
496,58.599
497,27.425
498,39.3
499,98.677
500,98.677
501,98.677
502,98.677
503,98.677
504,98.677
505,98.677
506,98.677
507,98.677
508,98.677
509,98.677
510,98.677
511,98.677
512,39.3
513,27.425
514,27.425
515,27.425
516,27.425
517,27.425
518,27.425
519,27.425
520,27.425
521,27.425
522,39.3
523,98.677
524,98.677
525,98.677
526,98.677
527,98.677
528,98.677
529,98.677
530,98.677
531,98.677
532,98.677
533,98.677
