Hour,Load (kW)
526,284.117
527,231.251
528,164.523
529,138.43
530,130.022
531,121.549
532,119.507
533,119.757
534,137.735
535,212.714
536,235.711
537,225.674
538,237.742
539,206.788
540,209.935
541,207.656
542,209.336
543,208.754
544,208.736
545,208.842
546,223.595
547,257.592
548,267.632
549,287.143
550,273.018
551,212.958
552,155.689
553,136.447
554,124.147
555,112.08
556,108.832
557,110.671
558,128.252
559,198.57
560,220.368
561,217.195
562,232.871
563,200.516
564,203.855
565,205.807
566,210.922
567,204.917
568,190.787
569,188.805
570,212.607
571,254.307
572,265.624
573,285.753
574,271.74
575,211.897
576,154.874
577,135.694
578,128.211
579,121.447
580,119.915
581,121.852
582,137.668
583,207.385
584,226.717
585,220.243
586,231.885
587,196.452
588,203.73
589,209.714
590,213.39
591,210.66
592,204.534
593,203.292
594,216.634
595,251.423
596,260.253
597,278.188
598,262.674
599,203.259
600,147.124
601,129.539
602,121.765
603,112.279
604,108.37
605,107.964
606,125.46
607,197.283
608,219.858
609,215.972
610,226.977
611,192.261
612,201.208
613,206.41
614,209.852
615,200.663
616,193.386
617,198.18
618,216.852
619,254.644
620,267.058
621,286.723
622,271.778
623,211.669
624,154.41
625,136.222
626,128.144
627,118.324
628,115.245
629,118.078
630,138.868
631,213.493
632,233.702
633,211.381
634,211.672
635,175.879
636,182.813
637,193.665
638,202.172
639,199.762
640,190.214
641,186.12
642,206.736
643,248.411
644,259.953
645,278.193
646,261.672
647,200.692
648,143.051
649,128.239
650,126.714
651,111.384
652,109.736
653,111.652
654,119.279
655,173.557
656,180.663
657,243.374
658,221.867
659,177.62
660,185.211
661,190.552
662,200.898
663,202.546
664,193.835
665,188.34
666,194.022
667,248.63
668,249.776
669,258.495
670,252.229
671,198.616
672,133.807
673,112.426
674,107.779
675,89.94
676,87.48
677,89.898
678,97.596
679,144.834
680,151.628
681,218.646
682,199.791
683,154.922
684,155.963
685,162.695
686,168.867
687,171.55
688,170.523
689,169.479
690,179.244
691,236.359
692,241.506
693,251.305
694,243.909
695,190.954
696,125.597
697,100.713
698,93.501
699,86.546
700,85.919
701,88.395
702,105.805
703,170.342
704,187.378
705,170.698
706,178.543
707,150.757
708,159.107
709,164.499
710,175.472
711,176.7
712,170.623
713,170.362
714,188.475
715,224.405
716,234.332
717,253.073
718,236.128
719,175.498
720,119.463
721,100.943
722,92.829
723,85.797
724,85.181
725,88.338
726,106.286
727,167.332
728,183.463
729,168.924
730,175.103
731,146.278
732,154.684
733,160.633
734,166.258
735,170.677
736,168.841
737,166.244
738,181.656
739,218.087
740,227.968
741,247.604
742,232.894
743,174.068
744,119.095
745,102.727
746,95.959
747,88.528
748,87.538
749,90.06
750,108.441
751,176.592
752,194.52
753,179.021
754,196.55
755,172.994
756,179.794
757,181.994
758,184.275
759,183.726
760,181.286
761,182.395
762,197.423
763,233.07
764,243.779
765,263.32
766,248.255
767,187.417
768,130.769
769,112.635
770,104.291
771,96.071
772,95.15
773,96.89
774,112.801
775,181.619
776,199.612
777,185.11
778,197.677
779,170.145
780,172.812
781,175.127
782,177.496
783,173.871
784,168.504
785,170.593
786,188.696
787,240.913
788,253.128
789,268.072
790,247.983
791,189.466
792,137.312
793,119.908
794,113.256
795,107.795
796,108.029
797,111.372
798,129.595
799,203.617
800,220.795
801,194.974
802,202.487
803,170.76
804,183.469
805,195.854
806,199.246
807,198.672
808,187.877
809,185.264
810,200.378
811,246.411
812,257.481
813,273.257
814,254.333
815,192.719
816,135.099
817,121.088
818,118.62
819,101.858
820,100.218
821,101.487
822,107.638
823,157.586
824,165.086
825,230.215
826,200.573
827,137.697
828,132.241
829,149.509
830,158.624
831,157.393
832,155.059
833,156.735
834,166.735
835,240.147
836,246.687
837,257.226
838,250.189
839,197.16
840,133.1
841,112.912
842,110.293
843,94.367
844,90.025
845,91.21
846,101.701
847,152.838
848,165.011
849,236.448
850,217.655
851,168.234
852,163.834
853,162.728
854,158.37
855,156.701
856,155.007
857,157.552
858,167.912
859,239.958
860,246.917
861,257.976
862,252.31
863,200.018
864,135.92
865,112.679
866,106.152
867,98.761
868,97.551
869,99.564
870,117.968
871,189.498
872,208.105
873,188.239
874,194.149
875,162.738
876,168.426
877,171.083
878,172.976
879,171.221
880,165.703
881,166.687
882,181.821
883,233.116
884,246.473
885,268.18
886,255.159
887,197.508
888,139.199
889,120.066
890,116.85
891,108.817
892,106.672
893,111.449
894,132.155
895,206.274
896,225.797
897,210.537
898,217.292
899,184.725
900,193.892
901,202.562
902,207.246
903,202.519
904,194.429
905,196.272
906,211.492
907,258.499
908,269.024
909,289.141
910,267.844
911,202.84
912,147.805
913,130.394
914,121.39
915,111.911
916,110.438
917,112.438
918,128.878
919,198.775
920,216.655
921,197.357
922,195.258
923,160.058
924,166.295
925,169.694
926,175.667
927,179.066
928,177.048
929,180.252
930,190.798
931,230.418
932,236.815
933,255.365
934,239.775
935,178.749
936,121.434
937,103.387
938,95.643
939,87.807
940,86.565
941,89.058
942,106.376
943,171.699
944,190.028
945,171.756
946,174.68
947,140.567
948,146.07
949,152.175
950,157.036
951,160.737
952,159.046
953,163.037
954,174.994
955,218.82
956,227.174
957,245.548
958,230.308
959,171.446
960,115.588
961,98.059
962,91.532
963,85.352
964,85.247
965,88.604
966,106.317
967,167.244
968,180.451
969,162.114
970,164.219
971,131.977
972,135.752
973,141.365
974,140.029
975,141.43
976,141.366
977,142.663
978,154.039
979,203.407
980,214.571
981,234.646
982,220.697
983,164.066
984,111.631
985,100.488
986,99.716
987,85.655
988,85.218
989,88.087
990,96.294
991,142.362
992,144.571
993,204.598
994,183.135
995,132.915
996,126.136
997,129.566
998,132.437
999,133.894
1000,131.746
1001,135.588
1002,146.35
1003,219.211
1004,226.021
1005,237.21
1006,232.114
1007,181.297
1008,117.666
1009,99.25
1010,98.65
1011,85.7
1012,86.016
1013,89.55
1014,98.425
1015,144.536
1016,144.262
1017,203.67
1018,188.681
1019,147.251
1020,152.255
1021,159.422
1022,164.378
1023,168.85
1024,168.757
1025,168.982
1026,169.807
1027,235.978
1028,241.143
1029,251.373
1030,244.57
1031,191.944
1032,127.119
1033,102.444
1034,94.349
1035,86.817
1036,86.05
1037,88.438
1038,105.624
1039,169.746
1040,187.346
1041,172.126
1042,182.846
1043,157.041
1044,166.274
1045,170.98
1046,175.118
1047,175.827
1048,171.262
1049,174.086
1050,185.521
1051,228.462
1052,238.041
1053,258.285
1054,244.04
1055,184.243
1056,128.388
1057,111.855
1058,105.542
1059,98.114
1060,95.767
1061,96.024
1062,111.442
1063,181.424
1064,203.278
1065,193.48
1066,204.227
1067,169.933
1068,172.484
1069,175.153
1070,181.006
1071,181.444
1072,175.536
1073,178.633
1074,190.399
1075,235.242
1076,246.279
1077,266.788
1078,253.157
1079,194.034
1080,138.371
1081,119.998
1082,111.579
1083,104.36
1084,102.391
1085,102.363
1086,118.65
1087,189.899
1088,212.79
1089,201.591
1090,214.526
1091,183.561
1092,183.988
1093,175.664
1094,176.39
1095,183.061
1096,185.507
1097,189.81
1098,198.893
1099,242.479
1100,252.198
1101,271.142
1102,256.394
1103,196.309
1104,138.683
1105,119.758
1106,110.801
1107,102.281
1108,100.167
1109,101.112
1110,118.901
1111,190.6
1112,209.105
1113,196.376
1114,205.676
1115,175.069
1116,183.098
1117,184.755
1118,180.033
1119,179.67
1120,179.72
1121,183.467
1122,192.503
1123,239.8
1124,248.965
1125,268.103
1126,255.721
1127,198.86
1128,143.077
1129,125.991
1130,119.278
1131,111.714
1132,110.177
1133,112.211
1134,131.615
1135,198.157
1136,226.245
1137,207.035
1138,211.932
1139,179.378
1140,183.673
1141,181.398
1142,179.227
1143,176.312
1144,173.727
1145,183.125
1146,198.986
1147,243.569
1148,252.799
1149,272.921
1150,259.975
1151,201.448
1152,145.398
1153,132.265
1154,130.547
1155,115.803
1156,114.191
1157,115.341
1158,123.181
1159,167.933
1160,189.956
1161,270.604
1162,255.136
1163,206.424
1164,197.789
1165,198.185
1166,209.387
1167,208.076
1168,194.567
1169,193.263
1170,201.912
1171,271.523
1172,276.603
1173,288.08
1174,282.34
1175,229.728
1176,165.148
1177,144.647
1178,141.809
1179,125.153
1180,123.549
1181,125.457
1182,133.381
1183,177.743
1184,200.669
1185,279.477
1186,256.562
1187,209.911
1188,207.664
1189,205.812
1190,207.505
1191,216.123
1192,214.173
1193,206.31
1194,209.206
1195,279.882
1196,285.696
1197,296.683
1198,290.095
1199,236.876
1200,171.302
1201,148.735
1202,145.648
1203,127.848
1204,125.747
1205,126.804
1206,133.547
1207,178.011
1208,200.594
1209,280.487
1210,263.129
1211,213.168
1212,207.075
1213,208.393
1214,211.099
1215,211.473
1216,207.896
1217,201.966
1218,204.625
1219,276.937
1220,285.821
1221,296.939
1222,290.267
1223,237.448
1224,171.887
1225,146.284
1226,137.381
1227,127.389
1228,124.025
1229,123.205
1230,141.282
1231,209.907
1232,239.617
1233,216.399
1234,214.605
1235,195.367
1236,200.091
1237,200.952
1238,203.967
1239,203.473
1240,200.502
1241,203.721
1242,215.856
1243,262.37
1244,273.119
1245,292.796
1246,279.567
1247,220.096
1248,160.963
1249,142.831
1250,136.148
1251,126.944
1252,123.676
1253,124.512
1254,143.633
1255,210.39
1256,241.298
1257,228.25
1258,232.286
1259,197.672
1260,205.25
1261,209.958
1262,214.699
1263,212.133
1264,210.872
1265,210.13
1266,218.5
1267,262.38
1268,271.19
1269,290.672
1270,275.588
1271,214.845
1272,158.269
1273,142.117
1274,135.272
1275,127.253
1276,125.579
1277,127.259
1278,146.7
1279,213.315
1280,244.408
1281,233.066
1282,240.507
1283,207.785
1284,213.872
1285,215.897
1286,210.589
1287,198.704
1288,197.548
1289,197.757
1290,210.496
1291,260.725
1292,273.274
1293,293.734
1294,277.777
1295,213.048
1296,154.958
1297,136.613
1298,127.079
1299,120.557
1300,120.435
1301,122.675
1302,143.157
1303,210.03
1304,241.039
1305,229.076
1306,231.723
1307,198.451
1308,208.822
1309,214.151
1310,213.481
1311,212.37
1312,209.578
1313,211.221
1314,222.146
1315,256.309
1316,271.163
1317,291.953
1318,277.325
1319,215.546
1320,158.24
1321,144.603
1322,143.196
1323,125.896
1324,124.542
1325,127.852
1326,136.36
1327,183.178
1328,204.883
1329,280.22
1330,257.268
1331,205.887
1332,211.964
1333,221.03
1334,224.266
1335,197.08
1336,175.413
1337,182.39
1338,185.539
1339,246.686
1340,257.35
1341,264.29
1342,255.021
1343,200.273
1344,133.09
1345,110.08
1346,105.908
1347,89.078
1348,87.315
1349,89.079
1350,96.423
1351,135.253
1352,149.922
1353,217.474
1354,197.1
1355,149.388
1356,148.404
1357,156.876
1358,164.503
1359,169.071
1360,168.361
1361,171.034
1362,175.822
1363,231.768
1364,242.187
1365,252.612
1366,246.351
1367,194.82
1368,130.833
1369,105.558
1370,96.496
1371,88.298
1372,87.059
1373,89.249
1374,106.811
1375,166.026
1376,194.537
1377,182.012
1378,196.157
1379,165.748
1380,171.5
1381,178.06
1382,184.749
1383,183.114
1384,176.862
1385,173.094
1386,187.75
1387,234.407
1388,256.656
1389,278.925
1390,266.034
1391,206.797
1392,152.245
1393,134.81
1394,126.136
1395,117.893
1396,114.837
1397,114.476
1398,133.865
1399,201.834
1400,235.516
1401,226.518
1402,232.458
1403,198.004
1404,202.351
1405,204.931
1406,207.346
1407,205.574
1408,203.842
1409,204.721
1410,216.658
1411,252.746
1412,263.27
1413,277.354
1414,259.538
1415,197.446
1416,139.067
1417,118.815
1418,108.431
1419,98.491
1420,94.539
1421,94.148
1422,110.165
1423,170.629
1424,199.172
1425,183.164
1426,190.945
1427,159.174
1428,167.491
1429,173.658
1430,177.754
1431,181.211
1432,179.527
1433,183.174
1434,195.468
1435,230.498
1436,245.053
1437,263.504
1438,246.945
1439,185.266
1440,129.086
1441,111.613
1442,101.967
1443,92.672
1444,90.764
1445,92.041
1446,109.51
1447,172.081
1448,201.643
1449,193.743
1450,207.47
1451,171.148
1452,174.05
1453,176.346
1454,181.242
1455,182.859
1456,172.953
1457,175.696
1458,187.668
1459,228.24
1460,246.973
1461,267.522
1462,253.16
1463,194.327
1464,138.47
1465,120.785
1466,113.261
1467,105.248
1468,103.609
1469,106.245
1470,125.848
1471,191.162
1472,221.825
1473,210.32
1474,215.888
1475,180.269
1476,186.971
1477,190.284
1478,196.554
1479,198.632
1480,193.196
1481,191.81
1482,205.192
1483,247.911
1484,266.435
1485,286.957
1486,273.482
1487,213.523
1488,156.305
1489,142.79
1490,140.546
1491,122.549
1492,119.694
1493,121.116
1494,128.868
1495,174.072
1496,198.088
1497,278.654
1498,259.052
1499,213.29
1500,217.123
1501,214.536
1502,216.181
1503,214.793
1504,210.6
1505,207.589
1506,210.793
1507,271.807
1508,283.792
1509,294.867
1510,289.035
1511,235.764
1512,169.682
1513,147.259
1514,143.109
1515,126.206
1516,125.832
1517,128.807
1518,135.627
1519,179.559
1520,201.671
1521,277.177
1522,256.251
1523,207.07
1524,215.982
1525,214.802
1526,212.724
1527,211.559
1528,204.502
1529,206.928
1530,211.837
1531,272.589
1532,284.873
1533,296.349
1534,289.595
1535,235.385
1536,168.091
1537,140.623
1538,133.216
1539,125.996
1540,122.161
1541,123.865
1542,144.601
1543,204.384
1544,241.114
1545,223.206
1546,224.54
1547,184.638
1548,174.864
1549,169.476
1550,184.743
1551,184.564
1552,182.568
1553,187.457
1554,201.003
1555,241.988
1556,260.65
1557,281.795
1558,267.699
1559,207.05
1560,149.382
1561,130.234
1562,122.137
1563,113.496
1564,110.939
1565,112.031
1566,129.816
1567,187.616
1568,222.418
1569,201.226
1570,201.481
1571,165.959
1572,169.269
1573,173.9
1574,178.294
1575,184.37
1576,181.359
1577,182.694
1578,197.696
1579,240.096
1580,259.711
1581,281.004
1582,266.254
1583,205.567
1584,147.609
1585,129.479
1586,121.979
1587,112.93
1588,110.67
1589,112.305
1590,131.244
1591,189.622
1592,227.896
1593,211.293
1594,215.573
1595,178.609
1596,183.214
1597,183.132
1598,185.78
1599,191.011
1600,188.941
1601,187.607
1602,200.736
1603,240.758
1604,258.779
1605,279.497
1606,264.235
1607,203.868
1608,147.631
1609,130.56
1610,123.899
1611,117.01
1612,117.251
1613,120.235
1614,140.084
1615,199.254
1616,235.434
1617,221.244
1618,226.218
1619,187.542
1620,184.584
1621,188.38
1622,200.281
1623,204.691
1624,205.293
1625,206.623
1626,218.191
1627,255.873
1628,272.633
1629,293.326
1630,278.383
1631,216.644
1632,159.321
1633,142.023
1634,135.795
1635,127.423
1636,124.686
1637,126.227
1638,145.948
1639,206.081
1640,243.887
1641,219.296
1642,208.706
1643,161.715
1644,161.969
1645,147.771
1646,146.107
1647,166.371
1648,167.7
1649,169.412
1650,178.012
1651,216.651
1652,234.646
1653,254.63
1654,239.584
1655,180.353
1656,124.625
1657,110.718
1658,107.171
1659,89.746
1660,87.727
1661,89.191
1662,96.333
1663,129.232
1664,152.991
1665,220.429
1666,199.224
1667,151.502
1668,147.865
1669,156.809
1670,166.302
1671,171.494
1672,171.536
1673,173.612
1674,179.919
1675,241.207
1676,254.87
1677,267.167
1678,263.257
1679,211.055
1680,146.607
1681,127.345
1682,110.057
1683,107.462
1684,108.923
1685,115.431
1686,162.903
1687,183.18
1688,238.395
1689,219.491
1690,171.434
1691,172.997
1692,177.232
1693,183.101
1694,188.985
1695,190.256
1696,194.339
1697,204.184
1698,242.372
1699,263.024
1700,278.369
1701,272.919
1702,219.942
1703,154.616
1704,134.447
1705,123.786
1706,115.496
1707,112.818
1708,114.786
1709,134.404
1710,209.713
1711,243.553
1712,211.435
1713,218.378
1714,182.564
1715,191.68
1716,202.967
1717,210.359
1718,211.959
1719,211.955
1720,223.646
1721,239.395
1722,255.219
1723,282.843
1724,305.728
1725,289.812
1726,228.234
1727,170.304
1728,151.161
1729,141.805
1730,133.241
1731,131.096
1732,132.491
1733,150.761
1734,223.906
1735,258.029
1736,222.831
1737,223.282
1738,195.852
1739,200.632
1740,185.226
1741,179.338
1742,179.774
1743,187.092
1744,196.876
1745,211.179
1746,225.286
1747,248.737
1748,267.989
1749,250.522
1750,188.03
1751,128.194
1752,107.747
1753,98.106
1754,89.032
1755,86.768
1756,88.476
1757,105.944
1758,171.125
1759,199.257
1760,160.449
1761,158.68
1762,123.007
1763,126.611
1764,129.966
1765,133.021
1766,137.026
1767,140.006
1768,148.27
1769,166.039
1770,186.666
1771,216.794
1772,241.261
1773,226.217
1774,167.802
1775,112.011
1776,95.594
1777,90.406
1778,85.789
1779,86.64
1780,90.196
1781,108.655
1782,169.44
1783,192.293
1784,156.24
1785,152.256
1786,117.885
1787,121.721
1788,126.26
1789,131.243
1790,137.245
1791,137.775
1792,145.494
1793,162.891
1794,184.155
1795,215.687
1796,241.34
1797,226.992
1798,169.491
1799,115.905
1800,99.957
1801,93.751
1802,86.833
1803,86.009
1804,88.428
1805,105.679
1806,169.83
1807,199.259
1808,162.038
1809,163.318
1810,131.87
1811,142.93
1812,153.397
1813,157.865
1814,163.931
1815,164.091
1816,164.942
1817,180.178
1818,201.374
1819,231.029
1820,256.669
1821,242.887
1822,183.821
1823,128.519
1824,112.032
1825,114.079
1826,98.306
1827,96.899
1828,98.822
1829,106.735
1830,158.017
1831,182.096
1832,236.914
1833,219.587
1834,168.391
1835,161.562
1836,165.013
1837,169.947
1838,172.178
1839,174.054
1840,186.717
1841,202.066
1842,243.577
1843,271.325
1844,288.161
1845,282.779
1846,230.684
1847,165.52
1848,144.415
1849,141.833
1850,124.742
1851,122.932
1852,126.616
1853,136.139
1854,189.112
1855,214.515
1856,258.557
1857,220.426
1858,156.466
1859,142.24
1860,132.79
1861,127.728
1862,124.027
1863,126.423
1864,143.762
1865,159.733
1866,205.181
1867,232.463
1868,248.953
1869,242.313
1870,190.292
1871,126.186
1872,105.214
1873,93.159
1874,85.979
1875,85.352
1876,88.13
1877,105.7
1878,168.57
1879,187.75
1880,158.098
1881,156.561
1882,121.381
1883,125.42
1884,132.414
1885,136.282
1886,139.577
1887,140.487
1888,148.591
1889,167.331
1890,189.13
1891,220.546
1892,246.487
1893,231.703
1894,172.271
1895,116.389
1896,98.782
1897,91.694
1898,85.358
1899,85.198
1900,88.214
1901,105.84
1902,168.043
1903,187.254
1904,158.482
1905,158.978
1906,127.517
1907,136.48
1908,147.202
1909,155.377
1910,159.415
1911,161.891
1912,168.213
1913,187.171
1914,206.468
1915,234.86
1916,258.618
1917,242.369
1918,182.426
1919,126.586
1920,108.56
1921,99.395
1922,90.751
1923,88.431
1924,89.644
1925,106.952
1926,174.354
1927,197.978
1928,168.736
1929,171.835
1930,144.389
1931,155.328
1932,159.081
1933,167.058
1934,167.027
1935,170.134
1936,176.771
1937,195.266
1938,211.619
1939,241.562
1940,267.022
1941,252.558
1942,193.862
1943,138.265
1944,121.643
1945,113.916
1946,105.461
1947,104.717
1948,107.32
1949,125.808
1950,199.058
1951,224.918
1952,195.691
1953,196.237
1954,161.475
1955,168.83
1956,171.34
1957,175.969
1958,180.317
1959,180.494
1960,186.934
1961,202.287
1962,221.688
1963,253.345
1964,278.751
1965,264.73
1966,205.648
1967,149.539
1968,131.46
1969,123.196
1970,115.521
1971,113.72
1972,114.308
1973,132.78
1974,206.561
1975,232.076
1976,205.759
1977,207.885
1978,171.57
1979,181.444
1980,189.617
1981,192.499
1982,191.009
1983,184.862
1984,190.223
1985,208.999
1986,227.776
1987,258.881
1988,284.278
1989,269.079
1990,208.689
1991,151.73
1992,132.975
1993,133.369
1994,116.452
1995,114.31
1996,114.998
1997,121.923
1998,173.53
1999,191.368
2000,257.219
2001,238.954
2002,189.889
2003,188.525
2004,193.735
2005,199.172
2006,201.212
2007,205.027
2008,208.646
2009,214.721
2010,253.24
2011,268.266
2012,291.235
2013,285.852
2014,233.418
2015,167.533
2016,146.465
2017,143.895
2018,125.564
2019,122.406
2020,123.373
2021,129.499
2022,180.118
2023,198.28
2024,265.51
2025,245.414
2026,197.352
2027,195.197
2028,197.181
2029,205.051
2030,214.837
2031,215.072
2032,208.622
2033,211.398
2034,252.415
2035,269.384
2036,293.179
2037,287.849
2038,234.091
2039,165.388
2040,142.887
2041,129.123
2042,120.112
2043,117.837
2044,117.889
2045,134.715
2046,206.231
2047,230.019
2048,202.477
2049,212.114
2050,185.399
2051,198.131
2052,197.914
2053,205.693
2054,209.619
2055,211.12
2056,217.877
2057,232.155
2058,246.558
2059,267.818
2060,298.484
2061,284.209
2062,224.717
2063,164.768
2064,143.339
2065,133.463
2066,123.608
2067,120.644
2068,121.93
2069,138.618
2070,209.063
2071,232.884
2072,208.11
2073,214.098
2074,182.172
2075,189.502
2076,196.056
2077,197.225
2078,200.571
2079,200.907
2080,203.934
2081,220.815
2082,241.103
2083,261.532
2084,292.78
2085,279.5
2086,218.536
2087,158.422
2088,139.339
2089,131.026
2090,121.229
2091,118.251
2092,119.645
2093,138.376
2094,209.946
2095,236.188
2096,210.646
2097,213.119
2098,179.614
2099,183.512
2100,186.858
2101,190.49
2102,197.84
2103,200.061
2104,201.659
2105,216.822
2106,237.366
2107,259.83
2108,291.177
2109,276.701
2110,216.878
2111,158.439
2112,139.334
2113,131.225
2114,121.985
2115,119.053
2116,120.2
2117,139.232
2118,212.59
2119,239.03
2120,212.174
2121,214.616
2122,180.743
2123,188.738
2124,195.464
2125,196.989
2126,201.029
2127,197.515
2128,203.585
2129,217.914
2130,236.331
2131,257.471
2132,289.044
2133,275.411
2134,216.053
2135,157.85
2136,138.751
2137,130.343
2138,120.873
2139,118.484
2140,120.237
