Hour,Load (kW)
1,607.985
2,556.066
3,545.013
4,541.169
5,607.295
6,747.901
7,910.056
8,827.498
9,732.193
10,647.957
11,555.591
12,558.609
13,554.015
14,540.282
15,535.566
16,577.136
17,807.72
18,1130.361
19,1304.306
20,1273.928
21,1260.997
22,1100.215
23,909.503
24,752.634
25,659.588
26,659.192
27,667.46
28,674.799
29,750.507
30,903.409
31,1072.922
32,985.516
33,922.374
34,791.684
35,681
36,702.732
37,687.727
38,646.007
39,626.634
40,668.526
41,899.017
42,1138.91
43,1312.882
44,1294.754
45,1297.406
46,1143.343
47,952.082
48,799.748
49,710.452
50,714.612
51,725.684
52,736.23
53,814.616
54,970.704
55,1153.837
56,1042.67
57,937.567
58,808.839
59,711.318
60,753.2
61,787.01
62,812.11
63,834.995
64,902.172
65,1078.029
66,1171.57
67,1310.075
68,1293.72
69,1292.18
70,1139.308
71,943.389
72,769.078
73,663.233
74,653.098
75,640.042
76,638.837
77,712.703
78,847.789
79,1000.08
80,911.451
81,869.55
82,762.789
83,654.499
84,647.986
85,629.935
86,629.58
87,626.748
88,671.092
89,902.092
90,1129.065
91,1291.894
92,1261.923
93,1248.314
94,1079.378
95,864.932
96,682.655
97,568.099
98,549.895
99,540.794
100,536.243
101,600.45
102,740.787
103,905.232
104,830.457
105,875.615
106,1069.85
107,1256.109
108,1140.826
109,1183.883
110,1263.965
111,1304.201
112,1314.091
113,1592.274
114,1646.227
115,1624.937
116,1539.526
117,1506.113
118,1311.281
119,1048.707
120,819.371
121,638.614
122,614.243
123,599.373
124,572.707
125,639.54
126,793.941
127,985.457
128,973.152
129,1307.59
130,1375.749
131,1565.138
132,1699.537
133,1773.794
134,1814.035
135,1773.218
136,1727.554
137,1741.273
138,1744.07
139,1860.947
140,1783.95
141,1775.943
142,1328.818
143,892.031
144,685.673
145,569.259
146,549.955
147,541.953
148,538.953
149,604.466
150,745.765
151,910.561
152,829.311
153,728.48
154,648.826
155,666.684
156,764.189
157,835.662
158,792.183
159,809.568
160,969.756
161,1151.364
162,1279.973
163,1407.965
164,1363.845
165,1341.726
166,1160.133
167,910.853
168,699.647
169,572.48
170,550.234
171,540.817
172,536.282
173,600.459
174,741.784
175,907.148
176,839.898
177,927.159
178,1182.55
179,1322.045
180,1376.499
181,1414.961
182,1521.164
183,1660.533
184,1699.227
185,1795.054
186,1796.761
187,1711.496
188,1505.053
189,1373.608
190,1150.347
191,891.598
192,691.166
193,574.34
194,567.178
195,570.377
196,578.346
197,650.84
198,797.725
199,964.888
200,882.307
201,846.121
202,832.533
203,922.901
204,1152.146
205,1347.255
206,1482.6
207,1618.931
208,1512.623
209,1584.996
210,1571.641
211,1564.775
212,1416.861
213,1355.033
214,1169.173
215,931.423
216,732.821
217,604.04
218,583.237
219,563.083
220,554.488
221,621.13
222,765.312
223,939.675
224,901.893
225,1008.108
226,1114.043
227,1339.563
228,1470.909
229,1377.822
230,1370.52
231,1379.632
232,1331.768
233,1483.948
234,1626.859
235,1682.334
236,1582.687
237,1542.836
238,1300.904
239,990.196
240,754.196
241,601.823
242,562.243
243,543.675
244,536.243
245,601.332
246,743.358
247,908.271
248,832.783
249,820.279
250,737.678
251,659.131
252,751.086
253,1032.124
254,1393.657
255,1619.558
256,1676.757
257,1740.555
258,1672.326
259,1734.242
260,1522.058
261,1331.761
262,1126.125
263,888.132
264,691.503
265,568.926
266,552.685
267,547.981
268,548.391
269,615.704
270,758.551
271,927.061
272,864.985
273,871.094
274,804.98
275,736.194
276,738.612
277,690.381
278,677.492
279,667.945
280,703.813
281,932.944
282,1145.08
283,1353.779
284,1331.162
285,1329.331
286,1177.31
287,974.253
288,810.761
289,723.899
290,730.308
291,741.689
292,752.585
293,831.168
294,983.689
295,1150.494
296,1068.567
297,998.531
298,828.019
299,691.885
300,676.274
301,642.825
302,631.445
303,624.583
304,664.041
305,892.605
306,1095.321
307,1291.894
308,1261.923
309,1248.314
310,1079.533
311,865.532
312,683.195
313,568.217
314,549.895
315,540.794
316,536.285
317,601.053
318,742.237
319,905.66
320,823.671
321,722.897
322,777.454
323,929.97
324,1106.467
325,1229.21
326,1239.929
327,1292.775
328,1317.85
329,1337.133
330,1464.706
331,1576.083
332,1515.927
333,1455.972
334,1232.991
335,991.454
336,792.72
337,628.119
338,587.095
339,572.303
340,557.811
341,610.077
342,748.648
343,915.204
344,864.75
345,1032.003
346,1372.705
347,1504.1
348,1577.533
349,1632.511
350,1677.893
351,1736.44
352,1810.743
353,1954.272
354,2008.136
355,1896.353
356,1704.697
357,1605.811
358,1399.131
359,1123.767
360,836.243
361,642.365
362,590.243
363,559.217
364,547.454
365,606.129
366,746.325
367,912.913
368,843.681
369,892.414
370,1118.788
371,1352.297
372,1569.877
373,1706.204
374,1781.878
375,1742.459
376,1757.738
377,1891.294
378,1948.086
379,1956.058
380,1834.516
381,1714.318
382,1445.369
383,1051.363
384,759.068
385,601.193
386,569.47
387,555.559
388,544.771
389,604.906
390,745.515
391,912.833
392,844.314
393,914.402
394,1025.816
395,1187.151
396,1438.647
397,1552.72
398,1604.678
399,1531.065
400,1371.289
401,1506.664
402,1575.911
403,1657.274
404,1563.733
405,1494.812
406,1281.831
407,1023.92
408,804.478
409,655.124
410,611.82
411,560.609
412,539.597
413,601.546
414,744.077
415,909.468
416,838.225
417,895.198
418,1081.904
419,1235.563
420,1339.178
421,1370.179
422,1528.988
423,1442.685
424,1421.682
425,1602.246
426,1690.781
427,1701.045
428,1569.631
429,1466.175
430,1241.209
431,996.716
432,787.699
433,627.805
434,581.835
435,568.474
436,559.238
437,618.445
438,762.576
439,944.764
440,861.973
441,867.756
442,1019.703
443,1219.307
444,1557.946
445,1724.857
446,1781.592
447,1659.369
448,1566.089
449,1686.447
450,1769.099
451,1824.948
452,1725.371
453,1671.552
454,1443.249
455,1149.457
456,893.938
457,684.559
458,620.801
459,588.007
460,564.133
461,621.409
462,758.093
463,925.448
464,870.268
465,1026.368
466,1375.203
467,1625.588
468,1657.339
469,1713.495
470,1761.475
471,1628.455
472,1595.766
473,1795.245
474,1805.543
475,1873.099
476,1772.51
477,1702.107
478,1501.625
479,1231.608
480,978.729
481,783.123
482,717.269
483,684.456
484,661.783
485,720.219
486,872.1
487,1067.441
488,1052.376
489,1203.067
490,1359.53
491,1282.823
492,1309.606
493,1329.973
494,1000.226
495,838.159
496,917.697
497,954.539
498,1234.674
499,1505.406
500,1536.633
501,1555.216
502,1402.529
503,1159.094
504,906.008
505,750.769
506,711.935
507,665.529
508,645.128
509,711.262
510,892.115
511,1120.922
512,1093.506
513,1212.877
514,1416.672
515,1477.317
516,1548.752
517,1597.169
518,1673.682
519,1719.059
520,1727.822
521,1824.625
522,1829.868
523,1918.917
524,1845.837
525,1772.621
526,1540.408
527,1260.998
528,992.268
529,798.129
530,744.523
531,711.57
532,687.717
533,724.003
534,855.193
535,1064.68
536,1082.819
537,1376.539
538,1695.104
539,1833.637
540,1903.559
541,1887.643
542,1895.241
543,1881.193
544,1945.958
545,2100.117
546,2038.434
547,1975.133
548,1819.706
549,1738.922
550,1522.245
551,1242.928
552,993.095
553,789.123
554,669.383
555,598.878
556,573.898
557,637.406
558,775.082
559,933.349
560,909.738
561,1247.074
562,1587.508
563,1699.842
564,1767.709
565,1771.906
566,1885.779
567,1819.582
568,1663.927
569,1729.611
570,1809.455
571,1916.632
572,1791.859
573,1725.103
574,1506.74
575,1230.564
576,986.18
577,787.864
578,741.178
579,738.966
580,724.663
581,786.524
582,879.757
583,1010.835
584,961.551
585,1297.619
586,1608.97
587,1664.319
588,1794.411
589,1867.138
590,1913.452
591,1901.265
592,1888.826
593,2020.898
594,1935.103
595,1895.436
596,1721.552
597,1613.903
598,1366.034
599,1085.976
600,859.596
601,702.308
602,662.809
603,626.903
604,591.637
605,635.386
606,770.301
607,943.089
608,929.377
609,1258.388
610,1508
611,1576.377
612,1730.957
613,1802.633
614,1851.697
615,1745.205
616,1696.224
617,1910.959
618,1897.488
619,1916.903
620,1806.156
621,1729.328
622,1496.713
623,1217.32
624,971.884
625,790.663
626,737.416
627,683.744
628,646.683
629,720.069
630,891.414
631,1093.675
632,1073.274
633,1124.325
634,1204.245
635,1285.589
636,1447.733
637,1660.089
638,1802.58
639,1776.54
640,1645.159
641,1674.016
642,1712.022
643,1821.805
644,1701.408
645,1598.346
646,1320.905
647,1017.582
648,777.389
649,614.486
650,588.466
651,583.434
652,573.265
653,635.439
654,783.574
655,992.963
656,900.413
657,755.139
658,742.273
659,867.576
660,1205.099
661,1342.071
662,1487.98
663,1561.48
664,1522.765
665,1578.035
666,1591.16
667,1578.809
668,1388.614
669,1307.828
670,1112.177
671,876.169
672,686.167
673,573.147
674,563.078
675,561.634
676,564.577
677,628.882
678,768.291
679,936.484
680,855.679
681,746.466
682,693.318
683,690.426
684,789.158
685,871.517
686,924.76
687,971.83
688,1043.894
689,1180.401
690,1297.319
691,1368.116
692,1294.712
693,1264.59
694,1088.52
695,874.236
696,700.802
697,595.783
698,584.984
699,582.205
700,582.067
701,650.794
702,795.603
703,964.957
704,882.852
705,848.635
706,831.012
707,871.251
708,984.374
709,1023.019
710,1169.969
711,1229.995
712,1215.257
713,1346.446
714,1358.225
715,1405.223
716,1310.279
717,1271.455
718,1087.545
719,868.709
720,692.816
721,589.696
722,585.511
723,589.984
724,601.015
725,682.576
726,834.782
727,996.952
728,862.683
729,853.205
730,824.573
731,846.383
732,962.949
733,1024.189
734,1081.838
735,1156.656
736,1213.537
737,1314.372
738,1290.152
739,1363.414
740,1283.274
741,1259.65
742,1085.25
743,871.794
744,694.347
745,584.27
746,570.947
747,567.001
748,565.192
749,629.062
750,766.294
751,931.653
752,821.81
753,846.38
754,948.397
755,1140.653
756,1261.27
757,1288.387
758,1335.482
759,1341.941
760,1380.578
761,1535.101
762,1481.802
763,1489.428
764,1375.14
765,1317.383
766,1123.524
767,885.941
768,693.625
769,570.734
770,551.296
771,544.526
772,540.741
773,606.324
774,752.155
775,921.314
776,810.476
777,851.541
778,920.602
779,1062.381
780,1171.147
781,1211.863
782,1246.64
783,1176.87
784,1138.106
785,1283.286
786,1385.746
787,1604.52
788,1506.742
789,1365.431
790,1108.422
791,885.12
792,705.149
793,580.34
794,560.107
795,553.135
796,551.219
797,622.662
798,768.964
799,943.562
800,840.659
801,852.745
802,920.442
803,1064.864
804,1353.929
805,1570.774
806,1645.848
807,1662.755
808,1557.305
809,1618.918
810,1670.069
811,1759.315
812,1628.937
813,1480.582
814,1173.679
815,911.122
816,702.019
817,576.903
818,554.574
819,542.342
820,536.243
821,600.45
822,740.787
823,905.285
824,791.138
825,723.966
826,636.892
827,550.933
828,554.581
829,604.084
830,678.565
831,671.122
832,709.393
833,905.244
834,1120.374
835,1366.043
836,1302.665
837,1271.447
838,1086.806
839,865.158
840,684.786
841,573.455
842,558.393
843,550.875
844,550.336
845,616.211
846,752.247
847,915.58
848,795.203
849,726.741
850,700.46
851,706.626
852,786.764
853,794.916
854,711.358
855,685.036
856,736.649
857,939.01
858,1159.206
859,1381.646
860,1317.7
861,1280.455
862,1100.072
863,872.9
864,683.716
865,568.099
866,549.895
867,540.794
868,536.245
869,600.531
870,740.911
871,905.247
872,801.093
873,850.193
874,901.727
875,985.907
876,1102.087
877,1130.906
878,1151.086
879,1137.945
880,1116.232
881,1256.16
882,1306.744
883,1507.116
884,1431.297
885,1401.598
886,1215.039
887,981.879
888,746.647
889,587.926
890,585.356
891,570.359
892,554.208
893,633.667
894,790.077
895,978.006
896,897.136
897,1059.224
898,1246.596
899,1396.257
900,1604.359
901,1748.673
902,1833.142
903,1787.84
904,1730.651
905,1879.942
906,1907.563
907,1981.86
908,1831.895
909,1759.593
910,1422.426
911,1036.832
912,832.32
913,678.771
914,623.19
915,586.495
916,577.247
917,642.877
918,772.777
919,931.588
920,845.15
921,966.142
922,942.977
923,987.529
924,1121.376
925,1159.927
926,1252.97
927,1351.805
928,1412.867
929,1611.638
930,1577.837
931,1546.304
