2024-08-30 18:36:24,708 Process-5  root Logging status updates for /home/austin/programming/repositories/microgridup/microgridup/data/projects/lehighauto_3mg.
2024-08-30 18:36:24,716 Process-5  root Rerunning existing project. "circuit.dss" file not moved.
2024-08-30 18:36:24,717 Process-5  root Rerunning existing project. "loads.csv" file not moved.
2024-08-30 18:36:24,718 Process-5  root Rerunning existing project. "outages.csv" file not moved.
2024-08-30 18:42:45,135 Process-5  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:42:45,138 Process-5  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:42:45,142 Process-5  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:42:45,174 Process-5  root mg_phase_and_kv out_dict: {'gen_bus': '633', 'phases': ['1'], 'kv': 2.4017771198288433}
2024-08-30 18:42:45,229 Process-5  root Pre-existing battery battery_634_existing will not be utilized to support loads in microgrid mg0.

2024-08-30 18:42:45,538 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:45,539 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:45,541 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:45,624 Process-5  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 1663.3458, 'solar_size_existing': 440.0, 'solar_size_new': 1223.3458, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 110.03, 'fossil_size_existing': 0.0, 'fossil_size_new': 110.03, 'battery_cap_total': 371.49, 'battery_cap_existing': 307.0, 'battery_cap_new': 64.49000000000001, 'battery_pow_total': 179.33, 'battery_pow_existing': 79.0, 'battery_pow_new': 100.33000000000001}
2024-08-30 18:42:45,850 Process-5  root load_phases on bus_name: phases ['2'] on bus 645.2
2024-08-30 18:42:45,861 Process-5  root load_phases on bus_name: phases ['2'] on bus 646.2
2024-08-30 18:42:45,952 Process-5  root mg_phase_and_kv out_dict: {'gen_bus': '645', 'phases': ['2'], 'kv': 2.4017771198288433}
2024-08-30 18:42:46,071 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,074 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,142 Process-5  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 639.6613, 'solar_size_existing': 0.0, 'solar_size_new': 639.6613, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 29.54, 'fossil_size_existing': 0.0, 'fossil_size_new': 29.54, 'battery_cap_total': 231.29, 'battery_cap_existing': 0.0, 'battery_cap_new': 231.29, 'battery_pow_total': 120.47, 'battery_pow_existing': 0.0, 'battery_pow_new': 120.47}
2024-08-30 18:42:46,387 Process-5  root load_phases on bus_name: phases ['3'] on bus 684.3
2024-08-30 18:42:46,402 Process-5  root load_phases on bus_name: phases ['1', '2', '3'] on bus 692.1.2.3
2024-08-30 18:42:46,410 Process-5  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:42:46,427 Process-5  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:42:46,435 Process-5  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:42:46,441 Process-5  root load_phases on bus_name: phases ['3'] on bus 611.3
2024-08-30 18:42:46,450 Process-5  root load_phases on bus_name: phases ['3'] on bus 652.3
2024-08-30 18:42:46,457 Process-5  root load_phases on bus_name: phases ['1'] on bus 670.1
2024-08-30 18:42:46,466 Process-5  root load_phases on bus_name: phases ['2'] on bus 670.2
2024-08-30 18:42:46,476 Process-5  root load_phases on bus_name: phases ['3'] on bus 670.3
2024-08-30 18:42:46,482 Process-5  root More than one load voltage is specified on microgrid mg2. Check Oneline diagram to verify that phases and voltages of ('684_command_center', '692_warehouse2', '675a_hospital', '675b_residential1', '675c_residential1', '611_runway', '652_residential', '670a_residential2', '670b_residential2', '670c_residential2') are correctly supported by gen_bus 670.

2024-08-30 18:42:46,705 Process-5  root mg_phase_and_kv out_dict: {'gen_bus': '670', 'phases': ['1', '2', '3'], 'kv': 2.4017771198288433}
2024-08-30 18:42:46,778 Process-5  root Pre-existing battery battery_684_existing will not be utilized to support loads in microgrid mg2.

2024-08-30 18:42:46,981 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,982 Process-5  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:42:46,982 Process-5  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:42:46,983 Process-5  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:42:46,983 Process-5  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:42:46,983 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,984 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,984 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,985 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:46,985 Process-5  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:42:47,080 Process-5  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 3885.5623, 'solar_size_existing': 800.0, 'solar_size_new': 3085.5623, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 823.96, 'fossil_size_existing': 81.0, 'fossil_size_new': 742.96, 'battery_cap_total': 1175.84, 'battery_cap_existing': 100.0, 'battery_cap_new': 1075.84, 'battery_pow_total': 455.13, 'battery_pow_existing': 20.0, 'battery_pow_new': 435.13}
2024-08-30 18:42:47,765 Process-5  root QSTS with circuit_plus_mgAll.dss AND CWD IS /home/austin/programming/repositories/microgridup/microgridup/data/projects/lehighauto_3mg
2024-08-30 18:42:54,553 Process-5  root CONTROLLING ON {'mg0': mappingproxy({'gen_bus': '633', 'gen_obs_existing': ('solar_634_existing', 'battery_634_existing'), 'loads': ('634a_data_center', '634b_radar', '634c_atc_tower'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '632633'}), 'mg1': mappingproxy({'gen_bus': '645', 'gen_obs_existing': (), 'loads': ('645_hangar', '646_office'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '632645'}), 'mg2': mappingproxy({'gen_bus': '670', 'gen_obs_existing': ('solar_675_existing', 'fossil_684_existing', 'battery_684_existing'), 'loads': ('684_command_center', '692_warehouse2', '675a_hospital', '675b_residential1', '675c_residential1', '611_runway', '652_residential', '670a_residential2', '670b_residential2', '670c_residential2'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '632670'})}
2024-08-30 18:42:54,623 Process-5  root reduced 646_office from 230kW to 0kW.
2024-08-30 18:42:54,657 Process-5  root reduced 692_warehouse2 from 170kW to 0kW.
2024-08-30 18:42:54,659 Process-5  root reduced 675b_residential1 from 68kW to 0kW.
2024-08-30 18:42:54,660 Process-5  root reduced 675c_residential1 from 290kW to 0kW.
2024-08-30 18:42:54,665 Process-5  root reduced 652_residential from 128kW to 0kW.
2024-08-30 18:42:54,670 Process-5  root reduced 670a_residential2 from 17kW to 0kW.
2024-08-30 18:42:54,671 Process-5  root reduced 670b_residential2 from 66kW to 0kW.
2024-08-30 18:42:54,673 Process-5  root reduced 670c_residential2 from 117kW to 0kW.
2024-08-30 18:42:58,509 Process-5  root Control microgrids count 3 and renewable count 0
