hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Name,Q3(kvar),P4(kW),Q4(kvar)
1,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
2,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
3,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
4,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
5,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
6,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
7,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
8,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
9,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
10,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
11,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
12,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
13,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
14,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
15,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
16,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
17,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
18,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
19,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
20,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
21,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
22,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
23,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
24,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
25,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
26,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
27,0.0,0.0,0.0,,0.0,,mongenerator-battery_633,,,
