Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"T_BUS2055_L", 0.208, 1,    120.758,  -32.0,    1.0056, 2,    120.758,  148.0,    1.0056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2056_L", 0.208, 1,    120.376,  -32.2,    1.0024, 2,    120.376,  147.8,    1.0024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2059_L", 0.208, 1,    121.089, -151.9,    1.0083, 2,    121.089,   28.1,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2060_L", 0.208, 1,    121.407, -151.8,     1.011, 2,    121.407,   28.2,     1.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3009_L", 0.208, 1,     119.72,  -32.0,   0.99693, 2,     119.72,  148.0,   0.99693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3010_L", 0.208, 1,    119.363,  -32.0,   0.99396, 2,    119.363,  148.0,   0.99396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3011_L", 0.208, 1,    118.489,  -32.2,   0.98668, 2,    118.489,  147.8,   0.98668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3012_L", 0.208, 1,    120.338,  -32.0,    1.0021, 2,    120.338,  148.0,    1.0021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3013_L", 0.208, 1,     121.35, -151.8,    1.0105, 2,     121.35,   28.2,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3014_L", 0.208, 1,    120.752, -151.7,    1.0055, 2,    120.752,   28.3,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3016_L", 0.208, 1,    119.354, -151.8,   0.99388, 2,    119.354,   28.2,   0.99388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3017_L", 0.208, 1,     121.12, -151.9,    1.0086, 2,     121.12,   28.1,    1.0086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3018_L", 0.208, 1,    119.613,   88.2,   0.99604, 2,    119.613,  -91.8,   0.99604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3019_L", 0.208, 1,    119.627,   88.1,   0.99615, 2,    119.627,  -91.9,   0.99615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3020_L", 0.208, 1,    120.989,   88.2,    1.0075, 2,    120.989,  -91.8,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3021_L", 0.208, 1,    118.509,   88.1,   0.98685, 2,    118.509,  -91.9,   0.98685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3023_L", 0.208, 1,    120.271,  -32.1,    1.0015, 2,    120.271,  147.9,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3024_L", 0.208, 1,    119.233,  -32.1,   0.99288, 2,    119.233,  147.9,   0.99288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3025_L", 0.208, 1,    119.587,  -32.2,   0.99582, 2,    119.587,  147.8,   0.99582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3026_L", 0.208, 1,    117.615,  -32.6,    0.9794, 2,    117.615,  147.4,    0.9794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3027_L", 0.208, 1,    120.586,  -32.2,    1.0041, 2,    120.586,  147.8,    1.0041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3028_L", 0.208, 1,    119.864,  -32.2,   0.99813, 2,    119.864,  147.8,   0.99813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3029_L", 0.208, 1,    120.177,  -31.9,    1.0007, 2,    120.177,  148.1,    1.0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3041_L", 0.208, 1,    120.331,   88.1,     1.002, 2,    120.331,  -91.9,     1.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3042_L", 0.208, 1,     118.97,   87.7,   0.99068, 2,     118.97,  -92.3,   0.99068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3043_L", 0.208, 1,    119.091,   87.9,   0.99169, 2,    119.091,  -92.1,   0.99169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3044_L", 0.208, 1,    119.938,   88.2,   0.99875, 2,    119.938,  -91.8,   0.99875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3045_L", 0.208, 1,    119.986,   88.1,   0.99915, 2,    119.986,  -91.9,   0.99915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3056_L", 0.208, 1,    120.241, -151.8,    1.0013, 2,    120.241,   28.2,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3057_L", 0.208, 1,    120.178, -151.7,    1.0007, 2,    120.178,   28.3,    1.0007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3058_L", 0.208, 1,    120.385, -151.8,    1.0025, 2,    120.385,   28.2,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3059_L", 0.208, 1,    119.907, -151.8,   0.99849, 2,    119.907,   28.2,   0.99849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3060_L", 0.208, 1,    120.319, -151.8,    1.0019, 2,    120.319,   28.2,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3061_L", 0.208, 1,    121.246, -151.7,    1.0096, 2,    121.246,   28.3,    1.0096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3062_L", 0.208, 1,    121.344, -151.6,    1.0105, 2,    121.344,   28.4,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3063_L", 0.208, 1,    119.143, -152.0,   0.99213, 2,    119.143,   28.0,   0.99213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3064_L", 0.208, 1,    118.771, -152.1,   0.98902, 2,    118.771,   27.9,   0.98902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3065_L", 0.208, 1,    120.589, -151.8,    1.0042, 2,    120.589,   28.2,    1.0042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3066_L", 0.208, 1,    120.319, -151.7,    1.0019, 2,    120.319,   28.3,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3067_L", 0.208, 1,    119.298, -152.0,   0.99342, 2,    119.298,   28.0,   0.99342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3083_L", 0.208, 1,     119.54,  -32.3,   0.99543, 2,     119.54,  147.7,   0.99543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3084_L", 0.208, 1,    120.048,  -32.2,   0.99966, 2,    120.048,  147.8,   0.99966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3085_L", 0.208, 1,    118.391,  -32.5,   0.98586, 2,    118.391,  147.5,   0.98586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3086_L", 0.208, 1,    119.912,  -32.2,   0.99853, 2,    119.912,  147.8,   0.99853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3087_L", 0.208, 1,    119.173,  -32.2,   0.99237, 2,    119.173,  147.8,   0.99237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3088_L", 0.208, 1,    117.855,  -32.7,    0.9814, 2,    117.855,  147.3,    0.9814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3089_L", 0.208, 1,     120.51,  -32.1,    1.0035, 2,     120.51,  147.9,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3090_L", 0.208, 1,    119.718,  -32.3,   0.99691, 2,    119.718,  147.7,   0.99691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3091_L", 0.208, 1,     120.15,  -32.3,    1.0005, 2,     120.15,  147.7,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3093_L", 0.208, 1,    119.129,  -32.2,     0.992, 2,    119.129,  147.8,     0.992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3094_L", 0.208, 1,    119.822,  -32.3,   0.99777, 2,    119.822,  147.7,   0.99777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3095_L", 0.208, 1,    118.574,  -32.4,   0.98739, 2,    118.574,  147.6,   0.98739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3096_L", 0.208, 1,    119.784,  -32.2,   0.99746, 2,    119.784,  147.8,   0.99746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3097_L", 0.208, 1,    116.583,  -32.7,    0.9708, 2,    116.583,  147.3,    0.9708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3098_L", 0.208, 1,    120.059, -151.9,   0.99975, 2,    120.059,   28.1,   0.99975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3099_L", 0.208, 1,    120.327, -152.0,     1.002, 2,    120.327,   28.0,     1.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3101_L", 0.208, 1,     120.24,   88.2,    1.0013, 2,     120.24,  -91.8,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3102_L", 0.208, 1,    118.165,   87.8,   0.98398, 2,    118.165,  -92.2,   0.98398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3103_L", 0.208, 1,    119.415,   88.0,   0.99439, 2,    119.415,  -92.0,   0.99439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3104_L", 0.208, 1,    120.316,   88.0,    1.0019, 2,    120.316,  -92.0,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3105_L", 0.208, 1,     120.15,   88.1,    1.0005, 2,     120.15,  -91.9,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3106_L", 0.208, 1,    120.118,   87.9,    1.0002, 2,    120.118,  -92.1,    1.0002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3108_L", 0.208, 1,    119.944,  -32.2,   0.99879, 2,    119.944,  147.8,   0.99879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3109_L", 0.208, 1,    115.099,  -32.6,   0.95845, 2,    115.099,  147.4,   0.95845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3110_L", 0.208, 1,    118.584,  -32.8,   0.98747, 2,    118.584,  147.2,   0.98747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3111_L", 0.208, 1,    118.287,  -32.6,   0.98499, 2,    118.287,  147.4,   0.98499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3112_L", 0.208, 1,    118.622,  -32.7,   0.98779, 2,    118.622,  147.3,   0.98779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3114_L", 0.208, 1,    119.647, -151.8,   0.99632, 2,    119.647,   28.2,   0.99632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3115_L", 0.208, 1,    120.021, -152.2,   0.99944, 2,    120.021,   27.8,   0.99944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3116_L", 0.208, 1,    119.022, -152.1,   0.99111, 2,    119.022,   27.9,   0.99111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3117_L", 0.208, 1,    120.226, -151.8,    1.0011, 2,    120.226,   28.2,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3120_L", 0.208, 1,    120.567, -151.9,     1.004, 2,    120.567,   28.1,     1.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3121_L", 0.208, 1,    120.618, -151.9,    1.0044, 2,    120.618,   28.1,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3122_L", 0.208, 1,    119.913, -151.8,   0.99854, 2,    119.913,   28.2,   0.99854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3123_L", 0.208, 1,    119.526, -151.8,   0.99531, 2,    119.526,   28.2,   0.99531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3124_L", 0.208, 1,    120.287, -151.8,    1.0016, 2,    120.287,   28.2,    1.0016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3125_L", 0.208, 1,    121.245, -151.7,    1.0096, 2,    121.245,   28.3,    1.0096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3126_L", 0.208, 1,    119.092, -151.9,    0.9917, 2,    119.092,   28.1,    0.9917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3127_L", 0.208, 1,    119.434, -152.1,   0.99455, 2,    119.434,   27.9,   0.99455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3128_L", 0.208, 1,      120.2, -151.9,    1.0009, 2,      120.2,   28.1,    1.0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3129_L", 0.208, 1,    120.865, -151.8,    1.0065, 2,    120.865,   28.2,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3130_L", 0.208, 1,     120.31, -152.0,    1.0018, 2,     120.31,   28.0,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3131_L", 0.208, 1,    120.137, -151.8,    1.0004, 2,    120.137,   28.2,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3132_L", 0.208, 1,    117.464,  -32.6,   0.97814, 2,    117.464,  147.4,   0.97814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3134_L", 0.208, 1,     119.26,  -32.5,    0.9931, 2,     119.26,  147.5,    0.9931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3135_L", 0.208, 1,    117.914,  -32.5,   0.98189, 2,    117.914,  147.5,   0.98189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3136_L", 0.208, 1,    117.897,  -32.4,   0.98175, 2,    117.897,  147.6,   0.98175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3137_L", 0.208, 1,    117.378,  -33.0,   0.97743, 2,    117.378,  147.0,   0.97743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3138_L", 0.208, 1,    118.254,  -32.4,   0.98472, 2,    118.254,  147.6,   0.98472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3139_L", 0.208, 1,    120.611,  -32.1,    1.0043, 2,    120.611,  147.9,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3141_L", 0.208, 1,    119.358,   87.9,   0.99391, 2,    119.358,  -92.1,   0.99391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3142_L", 0.208, 1,    119.629,   88.0,   0.99617, 2,    119.629,  -92.0,   0.99617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3143_L", 0.208, 1,    118.147,   87.8,   0.98383, 2,    118.147,  -92.2,   0.98383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3144_L", 0.208, 1,     120.83,   88.3,    1.0062, 2,     120.83,  -91.7,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3145_L", 0.208, 1,    120.328,   88.3,     1.002, 2,    120.328,  -91.7,     1.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3146_L", 0.208, 1,    120.405,   88.3,    1.0026, 2,    120.405,  -91.7,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3147_L", 0.208, 1,    117.596,   88.0,   0.97925, 2,    117.596,  -92.0,   0.97925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3148_L", 0.208, 1,    118.305,   87.9,   0.98514, 2,    118.305,  -92.1,   0.98514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3149_L", 0.208, 1,     120.27,   88.2,    1.0015, 2,     120.27,  -91.8,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3150_L", 0.208, 1,     120.43,   88.0,    1.0028, 2,     120.43,  -92.0,    1.0028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3151_L", 0.208, 1,    120.623,   88.1,    1.0044, 2,    120.623,  -91.9,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3152_L", 0.208, 1,    120.456,   88.1,    1.0031, 2,    120.456,  -91.9,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3153_L", 0.208, 1,    118.566,   88.1,   0.98732, 2,    118.566,  -91.9,   0.98732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3154_L", 0.208, 1,     119.99,   87.7,   0.99918, 2,     119.99,  -92.3,   0.99918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3155_L", 0.208, 1,    120.669,   88.2,    1.0048, 2,    120.669,  -91.8,    1.0048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3157_L", 0.208, 1,     118.39,   87.9,   0.98585, 2,     118.39,  -92.1,   0.98585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3158_L", 0.208, 1,    119.458,   87.9,   0.99475, 2,    119.458,  -92.1,   0.99475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3159_L", 0.208, 1,    118.304,   87.9,   0.98514, 2,    118.304,  -92.1,   0.98514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3160_L", 0.208, 1,    119.856,   87.8,   0.99806, 2,    119.856,  -92.2,   0.99806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3161_L", 0.208, 1,     120.43,   88.0,    1.0028, 2,     120.43,  -92.0,    1.0028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3162_L", 0.208, 1,    120.133,   87.8,    1.0004, 2,    120.133,  -92.2,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1003_L", 0.208, 1,    120.861,  -32.3,    1.0064, 2,    121.057, -152.1,    1.0081, 3,    121.065,   87.8,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1004_L", 0.208, 1,    121.411,  -31.7,     1.011, 2,    121.606, -151.5,    1.0126, 3,    121.616,   88.4,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1005_L", 0.208, 1,    121.719,  -31.7,    1.0136, 2,    121.912, -151.5,    1.0152, 3,    121.925,   88.4,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1008_L", 0.208, 1,    118.996,  -31.9,    0.9909, 2,    119.179, -151.7,   0.99242, 3,    119.196,   88.2,   0.99256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1009_L", 0.208, 1,    120.093,  -32.0,         1, 2,    120.275, -151.8,    1.0015, 3,    120.291,   88.2,    1.0017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1010_L", 0.208, 1,    120.678,  -31.8,    1.0049, 2,    120.861, -151.6,    1.0064, 3,    120.878,   88.3,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1013_L", 0.208, 1,    122.007,  -31.7,     1.016, 2,     122.19, -151.5,    1.0175, 3,    122.204,   88.5,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2002_L", 0.208, 1,    121.294,  -32.2,      1.01, 2,    121.463, -152.0,    1.0114, 3,      121.5,   88.0,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2003_L", 0.208, 1,    120.546,  -32.0,    1.0038, 2,    120.698, -151.8,    1.0051, 3,     120.77,   88.1,    1.0057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2005_L", 0.208, 1,    120.109,  -31.9,    1.0002, 2,    120.248, -151.7,    1.0013, 3,     120.35,   88.2,    1.0022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2010_L", 0.208, 1,    121.635,  -31.7,    1.0129, 2,    121.771, -151.6,     1.014, 3,    121.884,   88.4,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2011_L", 0.208, 1,    120.944,  -31.8,    1.0071, 2,    121.074, -151.7,    1.0082, 3,    121.195,   88.3,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2029_L", 0.208, 1,    120.995,  -32.0,    1.0075, 2,     121.12, -151.8,    1.0086, 3,    121.261,   88.1,    1.0098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2030_L", 0.208, 1,    121.345,  -31.8,    1.0105, 2,    121.472, -151.6,    1.0115, 3,    121.613,   88.3,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2032_L", 0.208, 1,    121.555,  -31.7,    1.0122, 2,    121.677, -151.6,    1.0132, 3,    121.821,   88.4,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2034_L", 0.208, 1,    121.187,  -31.8,    1.0091, 2,    121.308, -151.6,    1.0102, 3,    121.455,   88.3,    1.0114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2035_L", 0.208, 1,    121.557,  -31.8,    1.0122, 2,    121.678, -151.6,    1.0132, 3,    121.828,   88.3,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2037_L", 0.208, 1,    121.166,  -31.8,     1.009, 2,    121.286, -151.7,      1.01, 3,    121.439,   88.3,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2040_L", 0.208, 1,    119.195,  -33.4,   0.99256, 2,    119.311, -153.2,   0.99352, 3,    119.474,   86.7,   0.99488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2041_L", 0.208, 1,    121.595,  -31.8,    1.0125, 2,    121.713, -151.7,    1.0135, 3,    121.879,   88.3,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2042_L", 0.208, 1,     121.41,  -31.8,     1.011, 2,    121.527, -151.7,     1.012, 3,    121.694,   88.3,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2043_L", 0.208, 1,    121.208,  -31.9,    1.0093, 2,    121.323, -151.8,    1.0103, 3,    121.493,   88.2,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
