hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,P1(kW),P2(kW),P3(kW)
1,0.0,39700.8,-0.415571,39725.2,-120.403,39720.5,119.56,27.8269,177.836,26.2949,61.3367,28.5098,-57.7948,monvsource-source,1104.75019152,1044.5701614799998,1132.4235108999999
2,0.0,39708.7,-0.401961,39728.8,-120.396,39722.6,119.576,26.7909,178.425,25.7578,61.6074,27.542,-58.1528,monvsource-source,1063.8318108299998,1023.32648464,1094.0398492000002
3,0.0,39715.9,-0.386531,39733.9,-120.381,39728.1,119.594,25.6823,178.836,24.7877,61.839,26.3828,-58.0059,monvsource-source,1019.99565857,984.9119930300001,1048.13851668
4,0.0,39715.0,-0.38838,39733.0,-120.379,39729.3,119.593,25.8194,178.763,24.7122,61.5871,26.3535,-57.7701,monvsource-source,1025.417471,981.8898426,1047.00610755
5,0.0,39712.8,-0.388586,39733.9,-120.379,39729.3,119.59,25.9074,178.4,24.6409,61.7147,26.5516,-57.6157,monvsource-source,1028.85539472,979.07905651,1054.87648188
6,0.0,39712.2,-0.393199,39731.5,-120.38,39729.6,119.589,26.1839,178.544,24.8109,61.3511,26.5972,-57.527,monvsource-source,1039.8202735799998,985.77427335,1056.69611712
7,0.0,39702.0,-0.412501,39725.9,-120.399,39721.9,119.564,27.6154,177.865,26.0501,61.2772,28.2361,-57.7257,monvsource-source,1096.3866108000002,1034.86366759,1121.59154059
8,0.0,39682.4,-0.452228,39713.4,-120.435,39708.4,119.518,30.5182,176.866,28.4518,60.8186,31.278,-57.9453,monvsource-source,1211.0354196800001,1129.9177141199998,1241.9993352000001
9,0.0,39697.2,-0.439774,39711.4,-120.437,39706.2,119.544,29.2868,178.491,28.6233,60.5966,29.8768,-59.3657,monvsource-source,1162.6039569599998,1136.67131562,1186.2941961599997
10,0.0,39689.1,-0.456609,39705.9,-120.451,39700.8,119.525,30.506,178.072,29.6194,60.3682,31.1092,-59.3823,monvsource-source,1210.7556846,1176.06493446,1235.06012736
11,0.0,39699.9,-0.39671,39730.5,-120.4,39713.0,119.563,26.8354,176.644,25.9677,62.1491,28.5765,-59.1402,monvsource-source,1065.36269646,1031.70970485,1134.8585445
12,0.0,39748.9,-0.210974,39797.2,-120.199,39780.1,119.735,14.9208,172.164,12.5734,67.1643,16.8408,-53.9872,monvsource-source,593.08538712,500.38611447999995,669.92870808
