hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,P1(kW),P2(kW),P3(kW)
1,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
2,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
3,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
4,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
5,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
6,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
7,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
8,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
9,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
10,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
11,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
12,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
13,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
14,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
15,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
16,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
17,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
18,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
19,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
20,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
21,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
22,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
23,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
24,0.0,277.128,1.93668e-08,,,,,0.0,0.0,,,,,monvsource-lead_gen_634,0.0,,
25,0.0,277.143,0.011212,,,,,1535.45,0.32867,,,,,monvsource-lead_gen_634,425.53921935,,
26,0.0,277.145,0.0131825,,,,,1804.83,0.386419,,,,,monvsource-lead_gen_634,500.19961035,,
27,0.0,277.146,0.0136798,,,,,1872.8,0.400903,,,,,monvsource-lead_gen_634,519.0390288,,
28,0.0,277.144,0.0120311,,,,,1647.45,0.352611,,,,,monvsource-lead_gen_634,456.58088280000004,,
29,0.0,277.134,0.0046095,,,,,631.813,0.13528,,,,,monvsource-lead_gen_634,175.096863942,,
30,0.0,277.146,0.0139606,,,,,1911.18,0.409028,,,,,monvsource-lead_gen_634,529.6758922800001,,
31,0.0,277.145,0.013068,,,,,1789.18,0.382982,,,,,monvsource-lead_gen_634,495.8622911,,
32,0.0,277.137,0.00667456,,,,,914.613,0.195789,,,,,monvsource-lead_gen_634,253.473102981,,
33,0.0,277.141,0.00974082,,,,,1334.24,0.285793,,,,,monvsource-lead_gen_634,369.77260784000003,,
34,0.0,277.145,0.0128102,,,,,1753.95,0.37542,,,,,monvsource-lead_gen_634,486.09847275,,
35,0.0,277.15,0.0172148,,,,,2355.65,0.504636,,,,,monvsource-lead_gen_634,652.8683975,,
36,0.0,277.154,0.0199887,,,,,2734.24,0.585354,,,,,monvsource-lead_gen_634,757.8055529599999,,
37,0.0,277.159,0.0243314,,,,,3326.41,0.712431,,,,,monvsource-lead_gen_634,921.94446919,,
38,0.0,277.164,0.028751,,,,,3928.4,0.840757,,,,,monvsource-lead_gen_634,1088.8110576,,
39,0.0,277.154,0.0205176,,,,,2806.36,0.603851,,,,,monvsource-lead_gen_634,777.79389944,,
40,0.0,277.153,0.0196566,,,,,2688.93,0.575938,,,,,monvsource-lead_gen_634,745.2450162900001,,
41,0.0,277.149,0.0160802,,,,,2200.73,0.471065,,,,,monvsource-lead_gen_634,609.93011877,,
42,0.0,277.131,0.00229594,,,,,314.735,0.107744,,,,,monvsource-lead_gen_634,87.222825285,,
43,0.0,277.14,0.00876207,,,,,1200.33,0.25693,,,,,monvsource-lead_gen_634,332.65945619999997,,
44,0.0,277.142,0.0110157,,,,,1508.61,0.323042,,,,,monvsource-lead_gen_634,418.09919262,,
45,0.0,277.143,0.0116515,,,,,1595.55,0.341548,,,,,monvsource-lead_gen_634,442.1955136499999,,
46,0.0,277.145,0.0130136,,,,,1781.75,0.381431,,,,,monvsource-lead_gen_634,493.80310374999993,,
47,0.0,277.146,0.0141196,,,,,1932.9,0.413801,,,,,monvsource-lead_gen_634,535.6955034,,
48,0.0,277.146,0.0135326,,,,,1852.68,0.396572,,,,,monvsource-lead_gen_634,513.4628512800001,,
49,0.0,277.146,0.0137409,,,,,1881.15,0.402662,,,,,monvsource-lead_gen_634,521.3531979,,
50,0.0,277.146,0.014191,,,,,1942.66,0.415833,,,,,monvsource-lead_gen_634,538.40044836,,
51,0.0,277.146,0.0141999,,,,,1943.87,0.416087,,,,,monvsource-lead_gen_634,538.73579502,,
52,0.0,277.146,0.0142069,,,,,1944.83,0.416292,,,,,monvsource-lead_gen_634,539.00185518,,
53,0.0,277.132,0.00311841,,,,,427.518,0.0915777,,,,,monvsource-lead_gen_634,118.478918376,,
54,0.0,277.143,0.0114261,,,,,1564.72,0.334974,,,,,monvsource-lead_gen_634,433.65119495999994,,
55,0.0,277.144,0.0121177,,,,,1659.29,0.355174,,,,,monvsource-lead_gen_634,459.86226776,,
56,0.0,277.129,0.000824689,,,,,113.094,0.024505,,,,,monvsource-lead_gen_634,31.341627126,,
57,0.0,277.14,0.0087559,,,,,1199.49,0.256745,,,,,monvsource-lead_gen_634,332.42665859999994,,
58,0.0,277.153,0.0192871,,,,,2638.51,0.564766,,,,,monvsource-lead_gen_634,731.2709620300002,,
59,0.0,277.156,0.0220409,,,,,3014.16,0.645344,,,,,monvsource-lead_gen_634,835.39252896,,
60,0.0,277.156,0.0222689,,,,,3045.25,0.651826,,,,,monvsource-lead_gen_634,844.009309,,
61,0.0,277.159,0.0246992,,,,,3376.54,0.722867,,,,,monvsource-lead_gen_634,935.83844986,,
62,0.0,277.159,0.0241412,,,,,3300.49,0.706443,,,,,monvsource-lead_gen_634,914.7605079099999,,
63,0.0,277.145,0.0126611,,,,,1733.52,0.377174,,,,,monvsource-lead_gen_634,480.43640039999997,,
64,0.0,277.145,0.0133034,,,,,1821.36,0.38956,,,,,monvsource-lead_gen_634,504.78081719999994,,
65,0.0,277.137,0.00711194,,,,,974.448,0.21768,,,,,monvsource-lead_gen_634,270.055595376,,
66,0.0,277.128,0.000260537,,,,,35.663,0.402448,,,,,monvsource-lead_gen_634,9.883215863999999,,
67,0.0,277.133,0.00382466,,,,,524.321,0.100533,,,,,monvsource-lead_gen_634,145.306651693,,
68,0.0,277.131,0.00237896,,,,,326.162,0.0781612,,,,,monvsource-lead_gen_634,90.38960122199998,,
69,0.0,277.138,0.00716855,,,,,982.272,0.203331,,,,,monvsource-lead_gen_634,272.224897536,,
70,0.0,277.134,0.00473571,,,,,649.082,0.145149,,,,,monvsource-lead_gen_634,179.882690988,,
71,0.0,277.139,0.00833293,,,,,1141.63,0.240228,,,,,monvsource-lead_gen_634,316.39019657000006,,
72,0.0,277.132,0.00267651,,,,,366.908,0.106858,,,,,monvsource-lead_gen_634,101.681947856,,
