hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Q3(kvar),P4(kW),Q4(kvar),Name,V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
59,0.0,-84.5906,1.79543e-07,-84.5842,3.61964e-07,-84.5881,4.95604e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
60,0.0,-163.118,6.5261e-08,-163.106,2.77572e-07,-163.113,8.43701e-08,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
61,0.0,-85.6007,1.86427e-08,-85.5942,1.73596e-09,-85.5984,-7.80715e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
62,0.0,-24.4605,-1.9337e-09,-24.4586,-2.6046e-08,-24.46,-1.2354e-08,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
63,0.0,-42.0331,8.16299e-09,-42.0294,-9.91183e-09,-42.0322,5.3885e-10,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
64,0.0,-27.4368,-6.19724e-07,-27.4343,-8.90845e-08,-27.4359,3.85047e-07,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
65,0.0,-1.19497,9.61828e-11,-1.19487,-2.52296e-09,-1.19494,-1.41361e-09,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
81,0.0,-8.98022,-4.44831e-05,-9.00212,-0.000559528,-9.01795,-0.000500034,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
82,0.0,-25.7143,-0.000351843,-25.7725,-0.000255704,-25.8277,-0.000357735,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
83,0.0,-62.3088,8.97341e-06,-62.4778,1.60779e-05,-62.5721,1.37449e-05,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
84,0.0,-101.655,5.63115e-05,-101.889,4.59613e-05,-101.874,0.000112127,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
85,0.0,-64.287,-6.44776e-05,-64.3959,0.00011305,-64.4627,-0.000648078,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
86,0.0,-107.462,-3.2724e-07,-107.662,-1.77675e-05,-107.64,1.79027e-05,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
87,0.0,-150.254,0.000217111,-150.596,0.0002191,-150.647,0.000220052,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
88,0.0,-46.3632,-1.07033e-06,-46.4847,-5.66101e-06,-46.4642,-2.52604e-06,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
89,0.0,-3.35358,7.37766e-09,-3.36301,9.93937e-08,-3.36326,1.14567e-08,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus1001,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
9,0.0,-40.1856,-0.00101062,-40.2209,-0.00139916,-40.2158,-0.00115304,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
10,0.0,-53.9635,1.52647e-05,-54.0131,1.36081e-05,-54.0158,1.39994e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
11,0.0,-154.885,8.71694e-05,-155.263,5.40793e-05,-155.156,0.000112916,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
12,0.0,-460.739,-0.00122527,-462.304,-0.00148754,-462.473,-0.00129494,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
13,0.0,-486.843,0.00484796,-487.941,0.00366417,-488.194,0.00383417,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
14,0.0,-883.799,0.00163471,-884.603,0.00181767,-885.9,0.00181884,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
15,0.0,-706.387,-0.00270457,-707.981,-0.00334189,-707.911,-0.00363571,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
16,0.0,-404.639,6.56493e-05,-405.581,7.96732e-05,-405.192,6.23987e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
17,0.0,-49.8725,-0.00190682,-49.9907,-0.00182496,-49.9419,-0.00190122,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
33,0.0,-45.9359,5.80155e-08,-45.9333,5.96981e-08,-45.9356,6.32258e-09,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
34,0.0,-5.82455,1.12172e-08,-5.82422,3.88507e-09,-5.82451,-5.8195e-09,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
35,0.0,-212.205,3.43061e-08,-212.193,3.18389e-08,-212.202,5.16062e-08,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
36,0.0,-45.374,-1.0576e-09,-45.371,-2.44207e-09,-45.3727,-5.30704e-09,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
37,0.0,-128.175,5.535e-06,-128.167,2.02627e-06,-128.17,4.48392e-07,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
38,0.0,-395.074,-5.10569e-05,-395.043,-6.60465e-05,-395.06,-6.32634e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
39,0.0,-426.163,1.27706e-06,-426.138,-1.8702e-05,-426.154,-1.61967e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
40,0.0,-287.329,2.76138e-05,-287.31,3.43361e-05,-287.323,2.43488e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
41,0.0,-22.6299,-3.21091e-06,-22.6284,-2.68788e-06,-22.6296,-2.53355e-06,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
57,0.0,-39.5695,-9.92224e-07,-39.5676,-1.03724e-06,-39.5694,-1.08168e-06,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
58,0.0,-310.719,-1.45658e-05,-310.703,-1.46699e-05,-310.718,-1.47702e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
59,0.0,-221.185,-4.23621e-06,-221.178,-3.79624e-06,-221.187,-3.52853e-06,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
60,0.0,-426.563,1.34002e-05,-426.544,1.27799e-05,-426.565,1.25773e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
61,0.0,-223.828,-5.96156e-06,-223.822,-5.57964e-06,-223.832,-5.22199e-06,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
62,0.0,-63.9527,2.93651e-07,-63.9502,2.9395e-07,-63.9539,2.97336e-07,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
63,0.0,-109.898,-4.73686e-08,-109.892,-2.32054e-08,-109.901,-3.13522e-08,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
64,0.0,-71.7335,-1.30238e-06,-71.7303,-4.08441e-06,-71.7349,4.68429e-07,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
65,0.0,-3.12533,1.25134e-07,-3.12518,1.29967e-07,-3.12537,1.31346e-07,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
81,0.0,-23.4853,-0.000116334,-23.5426,-0.0014633,-23.584,-0.00130771,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
82,0.0,-67.2519,-0.000920193,-67.4041,-0.000668756,-67.5485,-0.000935602,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
83,0.0,-162.957,2.34683e-05,-163.399,4.20487e-05,-163.646,3.59474e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
84,0.0,-265.861,0.000147273,-266.473,0.000120204,-266.432,0.000293248,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
85,0.0,-168.132,-0.00016863,-168.417,0.000295663,-168.591,-0.00169494,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
86,0.0,-281.046,-8.55833e-07,-281.57,-4.64674e-05,-281.512,4.68211e-05,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
87,0.0,-392.961,0.000567813,-393.856,0.000573015,-393.988,0.000575503,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
88,0.0,-121.254,-2.79924e-06,-121.571,-1.48052e-05,-121.518,-6.60635e-06,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
89,0.0,-8.77179,1.92974e-08,-8.79645,2.59979e-07,-8.7971,2.99667e-08,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus2001,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
9,0.0,-2.06923,-5.6057e-05,-2.07665,-7.80979e-05,-2.07125,-7.38241e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
10,0.0,-1.90356,8.42777e-07,-1.91105,6.73758e-07,-1.90623,6.36863e-07,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
11,0.0,-4.30207,2.53082e-06,-4.33186,9.99445e-07,-4.31094,4.57914e-06,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
12,0.0,-7.45056,-1.98304e-05,-7.52313,-2.40107e-05,-7.49296,-2.12204e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
13,0.0,-7.98804,7.64904e-05,-8.05057,6.59218e-05,-8.02459,6.64782e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
14,0.0,-23.2506,4.24312e-05,-23.3963,4.73645e-05,-23.3554,4.79845e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
15,0.0,-18.4833,-7.21917e-05,-18.6239,-8.5148e-05,-18.5489,-9.28318e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
16,0.0,-10.5479,1.52448e-06,-10.6162,1.96582e-06,-10.5617,8.38868e-07,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
17,0.0,-1.2701,-5.12381e-05,-1.27868,-4.88032e-05,-1.27243,-5.02173e-05,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
33,0.0,-0.139669,8.7895e-14,-0.139669,8.79012e-14,-0.139669,8.79226e-14,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
34,0.0,-0.766939,4.73573e-10,-0.766939,4.73574e-10,-0.766939,4.73573e-10,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
35,0.0,-5.93226,-3.40628e-12,-5.93226,-3.40742e-12,-5.93226,-3.40651e-12,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
36,0.0,-2.5281,1.28293e-12,-2.5281,1.28307e-12,-2.5281,1.28307e-12,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
37,0.0,-5.54052,-2.40518e-08,-5.54052,-2.40518e-08,-5.54052,-2.40518e-08,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
38,0.0,-11.8555,-1.7307e-09,-11.8555,-1.7307e-09,-11.8555,-1.7307e-09,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
39,0.0,-14.3606,1.46828e-08,-14.3606,1.46828e-08,-14.3606,1.46828e-08,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
40,0.0,-6.25456,2.60273e-11,-6.25456,2.60279e-11,-6.25456,2.6027e-11,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
41,0.0,-0.45289,-1.85256e-09,-0.45289,-1.85256e-09,-0.45289,-1.85256e-09,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
57,0.0,-1.11487,4.00026e-12,-1.11487,4.00001e-12,-1.11487,4.00019e-12,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
58,0.0,-5.63141,3.13595e-12,-5.63141,3.13548e-12,-5.63141,3.13639e-12,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
59,0.0,-4.3686,-8.29798e-12,-4.3686,-8.29755e-12,-4.3686,-8.29846e-12,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
60,0.0,-4.37108,4.48245e-13,-4.37108,4.48381e-13,-4.37108,4.49063e-13,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
61,0.0,-5.66696,-9.28124e-11,-5.66696,-9.28108e-11,-5.66696,-9.28121e-11,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
62,0.0,-1.18595,3.06689e-13,-1.18595,3.065e-13,-1.18595,3.06386e-13,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
63,0.0,-3.01075,9.49366e-14,-3.01075,9.45875e-14,-3.01075,9.41327e-14,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
64,0.0,-1.6157,1.00274e-09,-1.6157,1.00274e-09,-1.6157,1.00274e-09,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
65,0.0,-0.0578511,-2.38229e-15,-0.0578511,-2.38387e-15,-0.0578511,-2.38032e-15,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-solar_bus3004,,,,,,,,,,,,
