Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"BUS2015", 12.47, 2,    8020.66, -153.7,     1.114, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2016", 12.47, 1,    8017.31,  -34.0,    1.1136, 2,    8020.32, -153.7,     1.114, 3,    8062.56,   86.3,    1.1199
"BUS2017", 12.47, 1,    8017.31,  -34.0,    1.1136, 2,    8019.76, -153.7,    1.1139, 3,    8062.74,   86.3,    1.1199
"BUS2018", 12.47, 1,    8017.31,  -34.0,    1.1136, 2,    8019.07, -153.7,    1.1138, 3,    8062.97,   86.3,    1.1199
"BUS2019", 12.47, 1,    8017.23,  -34.0,    1.1136, 2,    8020.89, -153.7,    1.1141, 3,    8061.12,   86.3,    1.1197
"BUS2020", 12.47, 2,       8020, -153.7,     1.114, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2021", 12.47, 1,    8016.68,  -34.0,    1.1135, 2,    8020.29, -153.7,     1.114, 3,    8060.56,   86.3,    1.1196
"BUS2022", 12.47, 3,    8059.52,   86.3,    1.1194, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2023", 12.47, 3,    8058.98,   86.3,    1.1194, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2024", 12.47, 3,    8057.69,   86.3,    1.1192, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2025", 12.47, 3,    8057.19,   86.3,    1.1191, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2026", 12.47, 1,    8016.68,  -34.0,    1.1135, 2,    8020.29, -153.7,     1.114, 3,    8060.56,   86.3,    1.1196
"BUS2027", 12.47, 1,    8011.42,  -34.1,    1.1128, 2,    8015.46, -153.8,    1.1133, 3,    8056.47,   86.2,     1.119
"BUS2028", 12.47, 1,    8009.98,  -34.1,    1.1126, 2,    8015.05, -153.8,    1.1133, 3,     8055.8,   86.2,    1.1189
"BUS2029", 12.47, 1,    8009.45,  -34.1,    1.1125, 2,    8014.81, -153.8,    1.1132, 3,    8055.49,   86.2,    1.1189
"BUS2030", 12.47, 1,    8008.94,  -34.1,    1.1124, 2,    8014.69, -153.8,    1.1132, 3,    8055.27,   86.2,    1.1189
"BUS2031", 12.47, 1,    8008.51,  -34.1,    1.1124, 2,    8014.83, -153.8,    1.1132, 3,    8055.27,   86.2,    1.1189
"BUS2032", 12.47, 1,     8009.6,  -34.1,    1.1125, 2,    8013.54, -153.8,    1.1131, 3,    8055.02,   86.2,    1.1188
"BUS2033", 12.47, 1,    8006.08,  -34.1,     1.112, 2,    8009.85, -153.9,    1.1125, 3,    8052.24,   86.2,    1.1184
"BUS2034", 12.47, 1,    8005.98,  -34.1,     1.112, 2,    8009.76, -153.9,    1.1125, 3,    8052.14,   86.2,    1.1184
"BUS2035", 12.47, 1,    8004.17,  -34.2,    1.1118, 2,    8007.85, -153.9,    1.1123, 3,    8050.74,   86.2,    1.1182
"BUS2036", 12.47, 1,    8002.31,  -34.2,    1.1115, 2,     8005.9, -153.9,     1.112, 3,    8049.29,   86.1,     1.118
"BUS2037", 12.47, 1,    8001.39,  -34.2,    1.1114, 2,    8004.93, -153.9,    1.1119, 3,    8048.57,   86.1,    1.1179
"BUS2038", 12.47, 1,     7999.2,  -34.2,    1.1111, 2,    8002.63, -153.9,    1.1115, 3,    8046.86,   86.1,    1.1177
"BUS2039", 12.47, 1,    7989.83,  -34.3,    1.1098, 2,     7992.8, -154.0,    1.1102, 3,    8039.54,   86.0,    1.1167
"BUS2040", 12.47, 1,     7989.1,  -34.3,    1.1097, 2,    7992.07, -154.1,    1.1101, 3,    8038.81,   86.0,    1.1166
"BUS2041", 12.47, 1,    7989.03,  -34.3,    1.1097, 2,       7992, -154.1,    1.1101, 3,    8038.73,   86.0,    1.1166
"BUS2042", 12.47, 1,    7989.13,  -34.3,    1.1097, 2,    7991.96, -154.0,    1.1101, 3,    8038.93,   86.0,    1.1166
"BUS2043", 12.47, 1,    7986.13,  -34.3,    1.1093, 2,     7988.3, -154.1,    1.1096, 3,    8036.35,   86.0,    1.1162
"BUS2044", 12.47, 1,    7980.05,  -34.3,    1.1084, 2,    7980.81, -154.1,    1.1085, 3,     8031.2,   86.0,    1.1155
"BUS2045", 12.47, 2,    7977.72, -154.1,    1.1081, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2046", 12.47, 2,    7976.76, -154.1,     1.108, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2047", 12.47, 2,    7976.61, -154.1,    1.1079, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2048", 12.47, 2,    7975.87, -154.1,    1.1078, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2049", 12.47, 1,    7979.72,  -34.3,    1.1084, 2,     7980.2, -154.1,    1.1084, 3,    8029.77,   86.0,    1.1153
"BUS2050", 12.47, 1,    7979.31,  -34.3,    1.1083, 2,    7979.62, -154.1,    1.1083, 3,    8028.65,   86.0,    1.1152
"BUS2051", 12.47, 1,    7978.77,  -34.3,    1.1082, 2,    7978.97, -154.1,    1.1083, 3,    8027.66,   86.0,     1.115
"BUS2052", 12.47, 1,    7978.15,  -34.3,    1.1081, 2,    7978.34, -154.1,    1.1082, 3,    8027.03,   86.0,    1.1149
"BUS2053", 12.47, 1,    7973.03,  -34.3,    1.1074, 2,    7977.26, -154.1,     1.108, 3,    8027.87,   86.0,    1.1151
"BUS2054", 12.47, 1,    7972.02,  -34.3,    1.1073, 2,    7977.59, -154.1,    1.1081, 3,    8027.87,   86.0,    1.1151
"BUS2055", 12.47, 1,    7971.23,  -34.3,    1.1072, 2,    7977.85, -154.1,    1.1081, 3,    8027.88,   86.0,    1.1151
"BUS2056", 12.47, 1,    7970.91,  -34.3,    1.1071, 2,    7977.95, -154.1,    1.1081, 3,    8027.88,   86.0,    1.1151
"BUS2057", 12.47, 1,    7969.62,  -34.3,     1.107, 2,    7972.23, -154.1,    1.1073, 3,    8024.97,   86.0,    1.1146
"BUS2058", 12.47, 1,     7967.8,  -34.3,    1.1067, 2,    7970.39, -154.1,    1.1071, 3,    8023.12,   86.0,    1.1144
"BUS2059", 12.47, 1,    7969.62,  -34.3,     1.107, 2,    7970.78, -154.1,    1.1071, 3,    8025.45,   86.0,    1.1147
"BUS2060", 12.47, 1,    7969.61,  -34.3,     1.107, 2,    7970.44, -154.1,    1.1071, 3,    8025.56,   86.0,    1.1147
"BUS3001", 12.47, 1,    8102.48,  -33.4,    1.1254, 2,    8120.11, -152.9,    1.1279, 3,    8130.06,   87.0,    1.1292
"BUS3003", 12.47, 1,    7981.79,  -33.9,    1.1087, 2,    8042.95, -153.3,    1.1171, 3,    8026.57,   86.6,    1.1149
"BUS3002", 12.47, 1,    7981.72,  -33.9,    1.1086, 2,    8042.88, -153.3,    1.1171, 3,    8026.49,   86.6,    1.1149
"BUS3004", 12.47, 1,    7981.89,  -33.9,    1.1087, 2,    8043.05, -153.3,    1.1172, 3,    8026.66,   86.6,    1.1149
"BUS3005", 12.47, 1,    7877.46,  -34.4,    1.0942, 2,     7976.1, -153.6,    1.1079, 3,    7936.81,   86.3,    1.1024
"BUS3006", 12.47, 1,    7877.24,  -34.4,    1.0941, 2,    7975.88, -153.6,    1.1078, 3,     7936.6,   86.3,    1.1024
"BUS3007", 12.47, 1,    7877.08,  -34.4,    1.0941, 2,    7975.72, -153.6,    1.1078, 3,    7936.45,   86.3,    1.1024
"BUS3008", 12.47, 1,     7872.5,  -34.4,    1.0935, 2,    7972.82, -153.7,    1.1074, 3,    7931.51,   86.3,    1.1017
"BUS3009", 12.47, 1,    7871.22,  -34.5,    1.0933, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3010", 12.47, 1,    7869.18,  -34.5,     1.093, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3011", 12.47, 1,    7868.03,  -34.5,    1.0928, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3012", 12.47, 1,    7867.32,  -34.5,    1.0928, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3013", 12.47, 2,    7972.28, -153.7,    1.1073, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3014", 12.47, 2,    7971.74, -153.7,    1.1073, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3015", 12.47, 1,    7862.39,  -34.6,    1.0921, 2,    7964.66, -153.8,    1.1063, 3,    7919.13,   86.2,    1.0999
"BUS3016", 12.47, 2,     7963.6, -153.8,    1.1061, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3017", 12.47, 2,    7962.79, -153.8,     1.106, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3018", 12.47, 3,    7917.53,   86.2,    1.0997, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3019", 12.47, 3,    7915.64,   86.1,    1.0995, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3020", 12.47, 3,    7914.18,   86.1,    1.0993, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3021", 12.47, 3,    7913.61,   86.1,    1.0992, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3022", 12.47, 1,    7852.73,  -34.7,    1.0907, 2,    7958.69, -153.8,    1.1054, 3,    7908.88,   86.1,    1.0985
"BUS3023", 12.47, 1,    7851.43,  -34.7,    1.0905, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3024", 12.47, 1,    7849.93,  -34.7,    1.0903, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3025", 12.47, 1,    7849.14,  -34.7,    1.0902, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3026", 12.47, 1,     7851.2,  -34.7,    1.0905, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3027", 12.47, 1,    7848.51,  -34.7,    1.0901, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3028", 12.47, 1,    7847.38,  -34.7,      1.09, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3029", 12.47, 1,    7846.91,  -34.7,    1.0899, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3030", 12.47, 1,    7845.31,  -34.8,    1.0897, 2,    7950.56, -153.9,    1.1043, 3,     7899.2,   86.0,    1.0972
"BUS3035", 12.47, 1,    7844.74,  -34.8,    1.0896, 2,    7949.42, -153.9,    1.1042, 3,    7899.75,   86.0,    1.0973
"BUS3036", 12.47, 1,    7843.36,  -34.8,    1.0894, 2,    7946.52, -154.0,    1.1038, 3,     7901.3,   86.0,    1.0975
"BUS3037", 12.47, 1,    7842.69,  -34.8,    1.0893, 2,     7945.1, -154.0,    1.1036, 3,    7902.11,   86.0,    1.0976
"BUS3038", 12.47, 1,    7841.52,  -34.8,    1.0892, 2,    7942.53, -154.0,    1.1032, 3,    7903.66,   86.0,    1.0978
"BUS3039", 12.47, 1,    7840.49,  -34.8,     1.089, 2,    7940.19, -154.1,    1.1029, 3,    7905.17,   86.0,     1.098
"BUS3053", 12.47, 1,    7839.39,  -34.8,    1.0889, 2,    7937.64, -154.1,    1.1025, 3,    7906.91,   86.0,    1.0982
"BUS3054", 12.47, 1,    7839.33,  -34.8,    1.0889, 2,    7937.58, -154.1,    1.1025, 3,    7906.85,   86.0,    1.0982
"BUS3055", 12.47, 2,     7904.3, -154.3,    1.0979, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3056", 12.47, 2,    7902.89, -154.3,    1.0977, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3057", 12.47, 2,    7901.28, -154.3,    1.0975, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3058", 12.47, 2,    7900.01, -154.3,    1.0973, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3059", 12.47, 2,    7898.51, -154.3,    1.0971, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3060", 12.47, 2,    7898.26, -154.3,     1.097, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3061", 12.47, 2,    7898.04, -154.3,     1.097, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3062", 12.47, 2,    7898.14, -154.3,     1.097, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3063", 12.47, 2,    7895.74, -154.3,    1.0967, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3064", 12.47, 2,    7894.19, -154.3,    1.0965, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3065", 12.47, 2,    7892.79, -154.3,    1.0963, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3066", 12.47, 2,    7892.25, -154.3,    1.0962, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3067", 12.47, 2,     7891.4, -154.3,    1.0961, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3040", 12.47, 1,    7846.07,  -34.8,    1.0898, 2,    7949.49, -153.9,    1.1042, 3,    7897.16,   85.9,    1.0969
"BUS3044", 12.47, 3,    7896.62,   85.9,    1.0968, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3045", 12.47, 3,    7895.91,   85.9,    1.0967, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3041", 12.47, 3,    7896.49,   85.9,    1.0968, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3042", 12.47, 3,    7895.44,   85.9,    1.0967, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3043", 12.47, 3,    7894.83,   85.9,    1.0966, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3046", 12.47, 1,    7845.69,  -34.8,    1.0897, 2,    7949.11, -153.9,    1.1041, 3,    7896.79,   85.9,    1.0968
"BUS3047", 12.47, 1,    7845.61,  -34.8,    1.0897, 2,    7949.04, -153.9,    1.1041, 3,    7896.72,   85.9,    1.0968
"BUS3048", 12.47, 1,    7845.58,  -34.8,    1.0897, 2,       7949, -153.9,    1.1041, 3,    7896.69,   85.9,    1.0968
"BUS3049", 12.47, 1,    7845.42,  -34.8,    1.0897, 2,    7948.84, -153.9,    1.1041, 3,    7896.53,   85.9,    1.0968
"BUS3050", 12.47, 1,    7845.34,  -34.8,    1.0897, 2,    7948.76, -153.9,    1.1041, 3,    7896.45,   85.9,    1.0968
"BUS3051", 12.47, 1,    7845.21,  -34.8,    1.0897, 2,    7948.63, -153.9,     1.104, 3,    7896.33,   85.9,    1.0968
"BUS3052", 12.47, 1,    7845.14,  -34.8,    1.0897, 2,    7948.57, -153.9,     1.104, 3,    7896.26,   85.9,    1.0968
"BUS3031", 12.47, 1,    7840.15,  -34.9,     1.089, 2,    7947.54, -154.0,    1.1039, 3,    7891.67,   85.9,    1.0961
"BUS3032", 12.47, 1,    7834.91,  -35.0,    1.0882, 2,    7944.48, -154.0,    1.1035, 3,    7883.97,   85.8,    1.0951
"BUS3033", 12.47, 1,    7826.95,  -35.1,    1.0871, 2,    7939.87, -154.0,    1.1028, 3,    7872.19,   85.7,    1.0934
"BUS3034", 12.47, 1,    7821.77,  -35.2,    1.0864, 2,     7936.9, -154.1,    1.1024, 3,    7864.47,   85.7,    1.0924
"BUS3068", 12.47, 1,    7818.52,  -35.2,     1.086, 2,    7935.05, -154.1,    1.1022, 3,     7859.6,   85.6,    1.0917
"BUS3069", 12.47, 1,    7818.23,  -35.2,    1.0859, 2,    7934.76, -154.1,    1.1021, 3,    7859.33,   85.6,    1.0916
"BUS3070", 12.47, 1,     7818.1,  -35.2,    1.0859, 2,    7934.63, -154.1,    1.1021, 3,    7859.19,   85.6,    1.0916
"BUS3071", 12.47, 1,    7817.97,  -35.2,    1.0859, 2,    7934.49, -154.1,    1.1021, 3,    7859.06,   85.6,    1.0916
"BUS3072", 12.47, 1,    7817.93,  -35.2,    1.0859, 2,    7934.45, -154.1,    1.1021, 3,    7859.03,   85.6,    1.0916
"BUS3073", 12.47, 1,    7818.23,  -35.2,    1.0859, 2,    7934.76, -154.1,    1.1021, 3,    7859.32,   85.6,    1.0916
"BUS3074", 12.47, 1,    7818.17,  -35.2,    1.0859, 2,    7934.69, -154.1,    1.1021, 3,    7859.26,   85.6,    1.0916
"BUS3075", 12.47, 1,    7814.96,  -35.3,    1.0855, 2,    7933.09, -154.1,    1.1019, 3,    7854.17,   85.6,    1.0909
"BUS3076", 12.47, 1,    7814.96,  -35.3,    1.0855, 2,    7933.09, -154.1,    1.1019, 3,    7854.17,   85.6,    1.0909
"BUS3077", 12.47, 1,    7812.28,  -35.3,    1.0851, 2,    7930.41, -154.2,    1.1015, 3,    7851.59,   85.5,    1.0906
"BUS3078", 12.47, 1,    7812.27,  -35.3,    1.0851, 2,     7930.4, -154.2,    1.1015, 3,    7851.58,   85.5,    1.0906
"BUS3079", 12.47, 1,    7811.94,  -35.3,    1.0851, 2,    7931.69, -154.1,    1.1017, 3,    7849.23,   85.5,    1.0902
"BUS3080", 12.47, 1,    7802.25,  -35.5,    1.0837, 2,    7927.07, -154.2,     1.101, 3,    7833.44,   85.4,     1.088
"BUS3081", 12.47, 1,     7802.2,  -35.5,    1.0837, 2,    7927.01, -154.2,     1.101, 3,    7833.39,   85.4,     1.088
"BUS3082", 12.47, 1,    7793.79,  -35.6,    1.0825, 2,    7923.08, -154.2,    1.1005, 3,    7819.49,   85.3,    1.0861
"BUS3083", 12.47, 1,    7791.39,  -35.6,    1.0822, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3084", 12.47, 1,    7788.01,  -35.7,    1.0817, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3085", 12.47, 1,    7780.17,  -35.7,    1.0806, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3086", 12.47, 1,       7776,  -35.7,    1.0801, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3087", 12.47, 1,    7773.37,  -35.7,    1.0797, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3088", 12.47, 1,    7769.85,  -35.8,    1.0792, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3089", 12.47, 1,    7769.19,  -35.8,    1.0791, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3090", 12.47, 1,    7767.09,  -35.8,    1.0788, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3091", 12.47, 1,    7766.77,  -35.8,    1.0788, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3092", 12.47, 1,    7792.95,  -35.6,    1.0824, 2,    7922.67, -154.2,    1.1004, 3,     7815.6,   85.3,    1.0856
"BUS3093", 12.47, 1,    7790.18,  -35.7,     1.082, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3094", 12.47, 1,    7788.94,  -35.7,    1.0819, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3095", 12.47, 1,    7788.42,  -35.7,    1.0818, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3096", 12.47, 1,    7786.83,  -35.7,    1.0816, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3097", 12.47, 1,    7786.51,  -35.7,    1.0815, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3098", 12.47, 2,    7920.86, -154.2,    1.1002, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3099", 12.47, 2,    7920.04, -154.3,    1.1001, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3100", 12.47, 1,    7793.64,  -35.6,    1.0825, 2,    7922.68, -154.2,    1.1004, 3,    7813.49,   85.3,    1.0853
"BUS3101", 12.47, 3,    7812.35,   85.3,    1.0851, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3102", 12.47, 3,    7811.14,   85.3,    1.0849, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3103", 12.47, 3,    7810.72,   85.3,    1.0849, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3104", 12.47, 3,    7809.92,   85.3,    1.0848, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3105", 12.47, 3,    7808.88,   85.2,    1.0846, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3106", 12.47, 3,    7807.65,   85.2,    1.0845, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3107", 12.47, 1,    7774.65,  -35.7,    1.0799, 2,    7907.08, -154.3,    1.0983, 3,    7794.09,   85.2,    1.0826
"BUS3108", 12.47, 1,    7767.31,  -35.8,    1.0789, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3109", 12.47, 1,    7765.37,  -35.8,    1.0786, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3110", 12.47, 1,    7763.63,  -35.8,    1.0783, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3111", 12.47, 1,    7761.49,  -35.8,    1.0781, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3112", 12.47, 1,    7760.26,  -35.8,    1.0779, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3113", 12.47, 2,    7904.58, -154.3,    1.0979, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3114", 12.47, 2,    7903.66, -154.3,    1.0978, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3115", 12.47, 2,    7902.51, -154.3,    1.0976, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3116", 12.47, 2,    7902.74, -154.3,    1.0977, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3117", 12.47, 2,    7902.55, -154.3,    1.0976, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3118", 12.47, 1,    7748.06,  -35.7,    1.0762, 2,    7882.59, -154.5,    1.0949, 3,    7807.33,   85.2,    1.0844
"BUS3119", 12.47, 2,    7871.49, -154.5,    1.0933, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3120", 12.47, 2,    7869.34, -154.5,     1.093, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3121", 12.47, 2,    7868.52, -154.6,    1.0929, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3122", 12.47, 2,    7868.19, -154.6,    1.0929, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3123", 12.47, 2,    7869.87, -154.5,    1.0931, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3124", 12.47, 2,    7868.85, -154.5,     1.093, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3125", 12.47, 2,    7866.81, -154.6,    1.0927, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3126", 12.47, 2,    7862.32, -154.6,    1.0921, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3127", 12.47, 2,    7859.83, -154.6,    1.0917, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3128", 12.47, 2,    7858.03, -154.6,    1.0915, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3129", 12.47, 2,    7856.51, -154.6,    1.0912, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3130", 12.47, 2,    7855.49, -154.6,    1.0911, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3131", 12.47, 2,    7854.94, -154.6,     1.091, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3132", 12.47, 1,    7736.73,  -35.8,    1.0746, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3133", 12.47, 1,    7733.94,  -35.8,    1.0742, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3134", 12.47, 1,    7730.94,  -35.8,    1.0738, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3135", 12.47, 1,    7729.31,  -35.8,    1.0736, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3136", 12.47, 1,    7727.74,  -35.8,    1.0734, 0, 0, 0, 0, 0, 0, 0, 0
