hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,P1(kW),P2(kW),P3(kW)
1,0.0,39703.2,-0.416744,39727.3,-120.405,39722.3,119.559,27.8055,178.278,26.3335,61.8027,28.5261,-57.4449,monvsource-source,1103.9673275999999,1046.1588545500001,1133.1223020300001
2,0.0,39711.1,-0.403137,39730.9,-120.398,39724.4,119.575,26.7718,178.885,25.7971,62.0831,27.557,-57.7895,monvsource-source,1063.13762698,1024.94200039,1094.6852908
3,0.0,39718.3,-0.387711,39736.0,-120.383,39729.9,119.592,25.6647,179.318,24.8279,62.3342,26.3982,-57.6253,monvsource-source,1019.35825401,986.5614344,1048.79784618
4,0.0,39717.3,-0.389564,39735.2,-120.381,39731.2,119.592,25.8018,179.243,24.7517,62.0849,26.3701,-57.3889,monvsource-source,1024.77783114,983.51374984,1047.71571712
5,0.0,39715.2,-0.389765,39736.1,-120.381,39731.1,119.589,25.8882,178.877,24.6807,62.2141,26.5688,-57.2378,monvsource-source,1028.15504064,980.71476327,1055.6076496800001
6,0.0,39714.5,-0.39438,39733.7,-120.382,39731.4,119.588,26.1654,179.016,24.8494,61.8473,26.6147,-57.1496,monvsource-source,1039.1457783,987.35860478,1057.43929158
7,0.0,39704.3,-0.413661,39728.1,-120.401,39723.8,119.563,27.5937,178.309,26.0873,61.7481,28.2527,-57.3721,monvsource-source,1095.5885429100001,1036.3988631299999,1122.3046042600001
8,0.0,39686.9,-0.451193,39715.5,-120.437,39710.0,119.52,30.2924,177.478,28.4865,61.2484,31.0861,-57.8096,monvsource-source,1202.2114495600001,1131.35559075,1234.429031
9,0.0,39717.4,-0.393207,39729.5,-120.393,39723.7,119.592,26.0012,179.45,25.5694,61.5958,26.6197,-58.6811,monvsource-source,1032.7000608800001,1015.8594773,1057.43297689
10,0.0,39708.0,-0.41431,39722.5,-120.412,39716.9,119.569,27.4996,178.941,26.8524,61.2656,28.1309,-58.7689,monvsource-source,1091.9541168,1066.644459,1117.2721422099999
11,0.0,39735.5,-0.303497,39764.4,-120.309,39746.5,119.658,20.4072,177.444,19.7815,64.4819,22.1987,-57.6904,monvsource-source,810.8902956,786.5994786,882.3206295499999
12,0.0,39801.5,-0.0566279,39849.1,-120.045,39832.1,119.89,4.63426,161.103,2.94099,103.953,6.70166,-40.5306,monvsource-source,184.45049939,117.19580460899999,266.941191286
13,0.0,39821.7,-0.0130621,39859.6,-120.002,39847.3,119.945,1.56159,143.809,1.96115,169.621,3.43491,-21.7962,monvsource-source,62.18516850299999,78.17065453999999,136.871889243
14,0.0,39996.8,0.619472,40027.7,-119.355,40027.9,120.594,40.1344,3.35129,42.6019,-119.297,39.7601,118.906,monvsource-source,1605.2475699200002,1705.2560726299998,1591.5133067900001
15,0.0,39942.2,0.402362,39975.8,-119.594,39961.3,120.363,26.0939,2.98668,27.4786,-122.57,24.5368,117.332,monvsource-source,1042.24777258,1098.4790178800001,980.5224258400001
16,0.0,39834.9,0.00732946,39862.7,-120.001,39843.5,119.968,0.486904,47.4436,2.23098,171.035,2.00309,-20.6478,monvsource-source,19.395772149600003,88.932886446,79.810116415
17,0.0,39681.3,-0.464073,39708.7,-120.471,39691.0,119.498,31.2063,177.275,30.6232,61.6374,32.9337,-59.685,monvsource-source,1238.30655219,1216.00746184,1307.1714867
18,0.0,39645.2,-0.573815,39665.7,-120.595,39643.0,119.39,38.5415,177.303,38.9608,60.4725,40.5943,-61.6165,monvsource-source,1527.9854758,1545.40740456,1609.2798349
19,0.0,39640.7,-0.566946,39672.0,-120.571,39654.1,119.392,38.3377,176.513,37.4222,60.4209,40.1025,-60.4232,monvsource-source,1519.73326439,1484.6135184,1590.22854525
20,0.0,39645.9,-0.559813,39674.1,-120.541,39671.0,119.414,37.7527,176.838,35.7198,59.6017,38.2995,-59.1831,monvsource-source,1496.73976893,1417.1509171799999,1519.3794645
21,0.0,39656.7,-0.541079,39679.7,-120.533,39673.2,119.434,36.3263,177.39,35.0419,59.9942,37.0956,-59.6125,monvsource-source,1440.58118121,1390.45207943,1471.7011579199998
22,0.0,39661.4,-0.516698,39691.6,-120.508,39681.7,119.45,34.8228,176.957,33.268,60.6498,35.952,-59.0914,monvsource-source,1381.12099992,1320.4601488,1426.6364784
23,0.0,39672.4,-0.482957,39705.8,-120.475,39694.1,119.479,32.5711,176.91,30.937,61.3717,33.8991,-58.5222,monvsource-source,1292.1737076400002,1228.3783346000002,1345.5942653099999
24,0.0,39710.2,-0.414912,39725.5,-120.411,39720.1,119.568,27.4529,179.35,26.7352,61.7747,28.0877,-58.1857,monvsource-source,1090.16014958,1062.0691876,1115.64625277
25,0.0,39722.9,-0.383129,39736.7,-120.381,39731.2,119.601,25.2524,179.894,24.6716,62.3458,25.8862,-57.7807,monvsource-source,1003.0985599600001,980.3679677199999,1028.4897894399999
26,0.0,39727.2,-0.369326,39742.2,-120.37,39734.3,119.612,24.3367,179.941,23.8864,62.8555,25.1689,-57.7275,monvsource-source,966.8289482399999,949.29808608,1000.0686232700001
27,0.0,39728.1,-0.366792,39742.8,-120.359,39740.3,119.619,24.164,179.975,23.2394,62.4158,24.5833,-56.9614,monvsource-source,959.9898084,923.5988263200001,976.9477169900001
28,0.0,39726.1,-0.365491,39744.3,-120.358,39739.7,119.615,24.1613,179.517,23.1524,62.6881,24.7965,-56.9111,monvsource-source,959.83421993,920.1759313200001,985.4054710500001
29,0.0,39724.3,-0.369469,39742.9,-120.355,39742.0,119.614,24.4452,179.4,23.043,62.2628,24.7928,-56.4024,monvsource-source,971.06845836,915.7956446999999,985.3154576
30,0.0,39715.8,-0.388543,39736.5,-120.372,39736.3,119.594,25.7994,178.916,24.1585,61.8542,26.1175,-56.5432,monvsource-source,1024.64381052,959.97423525,1037.81281525
31,0.0,39711.8,-0.404681,39729.8,-120.393,39727.7,119.579,26.8314,179.09,25.5916,61.6835,27.2527,-57.3854,monvsource-source,1065.5231905199998,1016.7491496800001,1082.6870897899998
32,0.0,39686.2,-0.446033,39719.7,-120.433,39711.0,119.519,30.0378,177.117,28.1269,61.7629,31.1422,-57.588,monvsource-source,1192.08613836,1117.19202993,1236.6879042
33,0.0,39677.1,-0.464599,39711.3,-120.436,39711.3,119.507,31.3939,176.701,28.5966,60.5486,31.8111,-57.095,monvsource-source,1245.6189096899998,1135.6081615800001,1263.26013543
34,0.0,39649.8,-0.537526,39683.2,-120.521,39676.2,119.429,36.3972,176.387,34.29,60.0262,37.3126,-59.0429,monvsource-source,1443.1417005600001,1360.7369279999998,1480.42218012
35,0.0,39740.7,-0.236544,39790.3,-120.232,39768.0,119.704,16.614,172.806,14.6677,67.0431,18.9411,-55.3756,monvsource-source,660.2519897999999,583.63218331,753.2496647999999
36,0.0,39654.0,-0.496245,39700.3,-120.487,39682.6,119.451,34.0086,175.081,31.8201,61.0549,35.8872,-58.9998,monvsource-source,1348.5770244,1263.26751603,1424.09740272
37,0.0,39705.6,-0.331243,39759.8,-120.291,39756.8,119.621,23.1063,173.393,18.8904,62.2762,24.005,-53.8373,monvsource-source,917.44950528,751.0785259200001,954.361984
38,0.0,39854.7,0.102344,39889.0,-119.872,39887.1,120.072,6.39262,9.58158,8.96968,-126.86,6.1819,98.5856,monvsource-source,254.775952314,357.79156552,246.57806348999998
39,0.0,39896.2,0.2406,39928.4,-119.736,39926.5,120.212,15.4828,4.03635,17.9057,-122.899,15.0714,112.299,monvsource-source,617.7048853599999,714.9459518799999,601.7482521000001
40,0.0,39776.5,-0.153589,39812.1,-120.129,39809.3,119.814,10.706,173.644,8.10529,67.6577,11.5116,-48.9549,monvsource-source,425.84720899999996,322.688616009,458.26873788
41,0.0,39633.6,-0.57278,39669.7,-120.552,39664.4,119.393,38.929,175.926,36.4363,59.4333,39.7188,-59.2613,monvsource-source,1542.8964144000001,1445.41709011,1575.4223707200003
42,0.0,39601.8,-0.626554,39654.8,-120.611,39637.7,119.315,43.0896,174.572,40.2377,59.7481,44.944,-59.7753,monvsource-source,1706.4257212799998,1595.6179459599998,1781.4767888
43,0.0,39618.7,-0.598704,39663.4,-120.608,39635.6,119.341,40.9136,175.29,39.7862,60.6428,43.5795,-60.7857,monvsource-source,1620.94364432,1578.05596508,1727.2996302
44,0.0,39627.9,-0.582813,39668.3,-120.575,39652.7,119.37,39.6949,175.677,37.7924,60.123,41.3485,-59.869,monvsource-source,1573.02552771,1499.16026092,1639.5796659499997
