Microgrid Name,Generation Bus,Minimum Load (kWh),Average Load (kWh),Average Daytime Load (kWh),Maximum Load (kWh),Existing Diesel (kW),Recommended New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),Recommended New Solar (kW),Existing Battery Power (kW),Recommended New Battery Power (kW),Existing Battery Energy Storage (kWh),Recommended New Battery Energy Storage (kWh),Existing Wind (kW),Recommended New Wind (kW),Total Generation on Grid (kW),NPV ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
2,684,317.0,551.0,684.4,909.0,81.0,880.8,1795.0,0.0,1786.0,20.0,216.9,100.0,680.0,0.0,0.0,2984.7,158892,3765822,2415294,
