Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Fossil Generation (kW),New Fossil Generation (kW),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Power (kW),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Microgrid (kW),Renewable Generation (% of Yr 1 kWh),Emissions (Yr 1 Tons CO2),Emissions Reduced from BAU (Yr 1 Tons CO2),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),O+M Costs (Yr 1 $ before tax),Average Outage Survived (h)
mg0,634,56,178.0,247.0,306,170,0,62,440,191,0,0,80,286,0,0,773,52,608,139,-17734,524246,341911,10715,184
