solar_675,diesel_675,battery_675
0.0,0.0,87.14
0.0,0.0,84.405
0.0,0.0,85.446
0.0,0.0,85.593
0.0,0.0,99.527
0.0,0.0,111.175
0.0,0.0,149.773
0.0,0.0,143.827
53.156,0.0,100.371
161.16700000000003,0.0,-17.334
227.50599999999997,0.0,-90.049
699.103,0.0,-560.532
160.31700000000004,0.0,-23.364
374.641,0.0,-241.066
560.473,0.0,-426.716
603.423,0.0,-465.806
301.499,0.0,-149.599
19.987,0.0,149.161
0.0,0.0,174.492
0.0,0.0,170.331
0.0,0.0,159.138
0.0,0.0,143.737
0.0,0.0,118.184
0.0,0.0,104.3
0.0,0.0,97.249
0.0,0.0,97.433
0.0,0.0,97.755
0.0,0.0,97.706
0.0,0.0,139.828
0.0,0.0,157.716
0.0,0.0,244.596
0.0,0.0,274.792
139.48,0.0,136.508
354.229,0.0,-78.838
495.836,0.0,-223.61
19.561,0.0,262.828
1064.389,0.0,-788.738
380.594,0.0,-100.04
1382.047,0.0,-978.371
950.423,0.0,-667.508
501.79,0.0,-199.253
42.95,0.0,283.134
0.0,0.0,262.276
0.0,0.0,259.038
0.0,0.0,215.149
0.0,0.0,189.873
0.0,0.0,141.858
0.0,0.0,127.347
0.0,0.0,117.903
0.0,0.0,116.39
0.0,0.0,114.374
0.0,0.0,114.682
0.0,0.0,156.899
0.0,0.0,175.719
0.0,0.0,262.338
0.0,0.0,291.865
409.086,0.0,0.0
953.825,0.0,-542.17
1267.23,0.0,-863.691
537.085,0.0,-132.916
955.1,0.0,-559.037
952.549,0.0,-544.833
778.199,0.0,-367.682
675.715,0.0,-258.698
354.654,0.0,0.0
28.066,0.0,291.116
0.0,0.0,248.795
0.0,0.0,245.135
0.0,0.0,201.276
0.0,0.0,178.328
0.0,0.0,131.068
0.0,0.0,115.232
0.0,0.0,102.309
0.0,0.0,101.347
0.0,0.0,100.253
0.0,0.0,100.345
0.0,0.0,142.265
0.0,0.0,211.426
0.0,0.0,368.479
0.0,0.0,400.044
622.559,0.0,-219.359
1426.272,0.0,-978.371
2025.017,0.0,-978.371
2398.807,0.0,-978.371
2541.265,0.0,-978.371
2474.076,0.0,-978.371
2176.405,0.0,-525.459
1668.237,0.0,0.0
909.174,0.0,0.0
178.603,0.0,287.475
0.0,0.0,398.303
0.0,0.0,392.764
0.0,0.0,346.761
0.0,0.0,321.696
0.0,0.0,273.931
0.0,0.0,257.839
0.0,0.0,244.311
0.0,0.0,241.97
0.0,0.0,240.758
0.0,0.0,237.815
0.0,0.0,275.267
0.0,0.0,292.048
0.0,0.0,381.936
0.0,0.0,415.209
676.99,0.0,-251.3
1510.47,0.0,-978.371
2125.375,0.0,-978.371
2497.89,0.0,-978.371
2633.968,0.0,-978.371
2540.839,0.0,-963.512
2221.906,0.0,0.0
1693.751,0.0,0.0
917.679,0.0,0.0
174.35,0.0,314.104
0.0,0.0,402.802
0.0,0.0,393.06
0.0,0.0,346.718
0.0,0.0,319.344
0.0,0.0,266.526
0.0,0.0,246.12
0.0,0.0,226.823
0.0,0.0,224.582
0.0,0.0,223.158
0.0,0.0,221.51
0.0,0.0,263.768
0.0,0.0,278.872
0.0,0.0,369.981
0.0,0.0,408.356
534.958,0.0,-89.905
1266.8049999999998,0.0,-807.935
1985.894,0.0,-978.371
1779.651,0.0,-978.371
2011.834,0.0,-978.371
2075.196,0.0,-978.371
2083.275,0.0,-203.057
1580.636,0.0,0.0
855.593,0.0,0.0
159.892,0.0,338.018
0.0,0.0,424.866
0.0,0.0,415.96
0.0,0.0,371.689
0.0,0.0,321.698
0.0,0.0,253.732
0.0,0.0,235.58
0.0,0.0,222.624
0.0,0.0,222.691
0.0,0.0,222.581
0.0,0.0,222.095
0.0,0.0,235.684
0.0,0.0,247.699
0.0,0.0,286.639
0.0,0.0,314.816
543.038,0.0,-239.111
539.211,0.0,-211.898
1926.785,0.0,-978.371
2209.999,0.0,-978.371
1979.091,0.0,-978.371
1894.892,0.0,-978.371
1597.221,0.0,-461.42
816.471,0.0,0.0
431.199,0.0,0.0
45.926,0.0,173.455
0.0,0.0,217.305
0.0,0.0,211.431
0.0,0.0,174.51
0.0,0.0,158.142
0.0,0.0,222.308
0.0,0.0,235.337
0.0,0.0,216.307
0.0,0.0,214.326
0.0,0.0,213.059
0.0,0.0,212.713
0.0,0.0,227.234
0.0,0.0,240.124
0.0,0.0,280.09
0.0,0.0,274.811
552.819,0.0,-252.129
1288.918,0.0,-967.462
340.196,0.0,-4.472
448.208,0.0,-107.467
1003.153,0.0,-659.428
1162.195,0.0,-810.97
952.123,0.0,-588.481
617.031,0.0,-250.027
327.439,0.0,0.0
37.846999999999994,0.0,194.032
0.0,0.0,212.96
0.0,0.0,192.562
0.0,0.0,173.132
0.0,0.0,153.362
0.0,0.0,122.271
0.0,0.0,104.643
0.0,0.0,95.328
0.0,0.0,94.695
0.0,0.0,221.377
0.0,0.0,223.467
0.0,0.0,264.702
0.0,0.0,277.79
