Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Maximum 1 hr Critical Load (kW),Existing Fossil Generation (kW),New Fossil Generation (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Power (kW),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Microgrid (kW),NPV over 25 years ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
m1,675,211,402,497.0,708,550,0,1,2,0,4513,0,0,978,6679,0,0,5493,-2240540,10848486,6735958,
