pv_production_factor_series,wind_production_factor_series
0.0,0.022087485
0.0,0.02532018582847313
0.0,0.009530614643615437
0.0,0.0008162581139163195
0.0,0.018684382254280322
0.0,0.03444304917972424
0.0,0.07882347720628645
0.0,0.06584845959869123
0.149635,0.04037898059118949
0.348345,0.028375412506269824
0.479754,0.043672178667295454
0.552076,0.09072486266917656
0.580503,0.04875540986167012
0.559018,0.07311652120498668
0.495106,0.11184933045167583
0.384432,0.19065591964476494
0.20826599999999998,0.20542516201275293
0.013912,0.16670970981217978
0.0,0.1336569055341634
0.0,0.4938571830171309
0.0,0.7868660274812805
0.0,0.4266162499130901
0.0,0.9664633596358022
0.0,1.0
0.0,0.8389636477382533
0.0,0.9501196958687054
0.0,0.9772253289465602
0.0,0.8713980867925943
0.0,0.4138534634497061
0.0,0.9978057028491196
0.0,0.9999969766959634
0.0,0.592566132872357
0.055279,0.7365274798128802
0.18512299999999998,0.6378098321127366
0.317416,0.5586623352087665
0.39166199999999995,0.5746287446143219
0.454294,0.6684849177170303
0.534366,0.7370890215282538
0.32490399999999997,0.7638228525586456
0.352897,0.6327872425457028
0.179132,0.8648514533609555
0.006338,0.4655893678465388
0.0,0.8756943468645508
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,0.9801912927707581
0.0,1.0
0.0,1.0
0.0,1.0
0.0,0.331051540817606
0.0,0.8491916776491321
0.0,0.9518486013862459
0.0,0.22987858446887832
0.070163,0.6285153106398927
0.30749400000000005,0.7120140313891025
0.437062,0.5362212832457606
0.514417,0.38414906363473095
0.545659,0.43844127159046786
0.526007,0.4525012088272006
0.26396,0.4147211988297995
0.29694400000000004,0.36537547083714084
0.144481,0.3804365428582222
0.005753,0.325212612114257
0.0,0.5534911365038836
0.0,0.44011970366663106
0.0,0.704039886173884
0.0,0.4688698122936037
0.0,0.6272851151159871
0.0,0.31250305954302326
0.0,0.3980460596032764
0.0,0.2625614625834102
0.0,0.17023736802582243
0.0,0.15150610854179206
0.0,0.12181659966591173
0.0,0.09843598426838009
0.0,0.08262325592187586
0.0,0.06941961839664462
0.104316,0.0543916822468638
0.307765,0.0
0.445457,0.0
0.38510300000000003,0.0
0.314047,0.0
0.205513,0.0
0.481566,0.0
0.223278,0.003060214194164644
0.121409,0.0
0.004662,0.010799344829278183
0.0,0.0214000013571312
0.0,0.07308188260318817
0.0,0.16162630212789436
0.0,0.26852406917630267
0.0,0.3120189578515963
0.0,0.3564111555097926
0.0,0.2423110101645442
0.0,0.21967245919984385
0.0,0.2375449994351336
0.0,0.4169753604499016
0.0,0.6086818121899714
0.0,0.49818624572768455
0.0,0.37877920072962445
0.0,0.35462312497146115
0.068172,0.20618976960495547
0.231619,0.15562024529545682
0.292745,0.061616071949431174
0.385748,0.04041940230581271
0.373915,0.061240283435962384
0.309515,0.10829253183761256
0.314621,0.29205018161470125
0.240143,0.24355304871012595
0.116238,0.18695868671348365
0.009354,0.09584664517137986
0.0,0.1448484485301941
0.0,0.2905188255833639
0.0,0.23770601733884336
0.0,0.18719806807382053
0.0,0.07711703867151819
0.0,0.034019786306010984
0.0,0.039298883526550935
