2024-08-30 18:36:10,402 Process-4  root Logging status updates for /home/austin/programming/repositories/microgridup/microgridup/data/projects/lehigh4mgs.
2024-08-30 18:36:10,404 Process-4  root Rerunning existing project. "circuit.dss" file not moved.
2024-08-30 18:36:10,408 Process-4  root Rerunning existing project. "loads.csv" file not moved.
2024-08-30 18:36:10,410 Process-4  root Rerunning existing project. "outages.csv" file not moved.
2024-08-30 18:43:52,655 Process-4  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:43:52,667 Process-4  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:43:52,675 Process-4  root load_phases on bus_name: phases ['1'] on bus 634.1
2024-08-30 18:43:52,695 Process-4  root mg_phase_and_kv out_dict: {'gen_bus': '634', 'phases': ['1'], 'kv': 0.27712812921102037}
2024-08-30 18:43:52,776 Process-4  root Pre-existing battery battery_634_existing will not be utilized to support loads in microgrid mg0.

2024-08-30 18:43:52,970 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:52,971 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:52,973 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:53,050 Process-4  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 1663.3458, 'solar_size_existing': 440.0, 'solar_size_new': 1223.3458, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 305.84, 'fossil_size_existing': 0.0, 'fossil_size_new': 305.84, 'battery_cap_total': 248.12, 'battery_cap_existing': 307.0, 'battery_cap_new': 0.0, 'battery_pow_total': 137.43, 'battery_pow_existing': 79.0, 'battery_pow_new': 58.43000000000001}
2024-08-30 18:43:53,269 Process-4  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:43:53,286 Process-4  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:43:53,290 Process-4  root load_phases on bus_name: phases ['1', '2', '3'] on bus 675.1.2.3
2024-08-30 18:43:53,298 Process-4  root load_phases on bus_name: phases ['1', '2', '3'] on bus 692.1.2.3
2024-08-30 18:43:53,396 Process-4  root mg_phase_and_kv out_dict: {'gen_bus': '675', 'phases': ['1', '2', '3'], 'kv': 2.4017771198288433}
2024-08-30 18:43:53,526 Process-4  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:43:53,527 Process-4  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:43:53,529 Process-4  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:43:53,531 Process-4  root Supporting critical loads across microgrids assumes the ability to remotely disconnect 3-phase loads.

2024-08-30 18:43:53,593 Process-4  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 2969.1354, 'solar_size_existing': 800.0, 'solar_size_new': 2169.1354, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 713.06, 'fossil_size_existing': 0.0, 'fossil_size_new': 713.06, 'battery_cap_total': 304.15, 'battery_cap_existing': 0.0, 'battery_cap_new': 304.15, 'battery_pow_total': 181.09, 'battery_pow_existing': 0.0, 'battery_pow_new': 181.09}
2024-08-30 18:43:53,885 Process-4  root load_phases on bus_name: phases ['3'] on bus 684.3
2024-08-30 18:43:53,887 Process-4  root load_phases on bus_name: phases ['3'] on bus 652.3
2024-08-30 18:43:53,890 Process-4  root load_phases on bus_name: phases ['3'] on bus 611.3
2024-08-30 18:43:53,984 Process-4  root mg_phase_and_kv out_dict: {'gen_bus': '684', 'phases': ['3'], 'kv': 2.4017771198288433}
2024-08-30 18:43:54,018 Process-4  root Pre-existing battery battery_684_existing will not be utilized to support loads in microgrid mg2.

2024-08-30 18:43:54,132 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:54,136 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:54,137 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

