Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Minimum 1 hr Critical Load (kW),Average 1 hr Critical Load (kW),Average Daytime 1 hr Critical Load (kW),Maximum 1 hr Critical Load (kW),Existing Fossil Generation (kW),New Fossil Generation (kW),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Power (kW),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Microgrid (kW),Renewable Generation (% of Annual kWh),Emissions (Yr 1 Tons CO2),Emissions Reduction (Yr 1 % CO2),Average Outage Survived (h),O+M Costs (Yr 1 $ before tax),CapEx ($),CapEx after Tax Incentives ($),Net Present Value ($)
mg3,646,789,1493,1913,2713,25,139,216,385,0,96,0,1538,0,0,203,443,0,0,1837,16,5512,16,634,31124,3164638,2491322,121283
