hour,t(sec),V1,VAngle1,V2,VAngle2,I1,IAngle1,I2,IAngle2,V3,Name,VAngle3,I3,IAngle3,V4,VAngle4,I4,IAngle4,kv,V1(PU),V2(PU),V3(PU)
1,0.0,,114.457,,0.0,20.2518,114.458,20.2518,-65.5424,2357.02,monload-611_runway,,,,,,,,2.4,,,0.9820916666666667
2,0.0,,114.432,,0.0,21.49,114.434,21.49,-65.566,2356.13,monload-611_runway,,,,,,,,2.4,,,0.9817208333333334
3,0.0,,114.462,,0.0,18.735,114.46,18.735,-65.5404,2357.32,monload-611_runway,,,,,,,,2.4,,,0.9822166666666667
4,0.0,,114.468,,0.0,18.1696,114.468,18.1696,-65.5324,2357.57,monload-611_runway,,,,,,,,2.4,,,0.9823208333333334
5,0.0,,114.302,,0.0,18.3433,114.304,18.3433,-65.6961,2350.89,monload-611_runway,,,,,,,,2.4,,,0.9795375
6,0.0,,114.21,,0.0,19.8621,114.211,19.8621,-65.7893,2347.0,monload-611_runway,,,,,,,,2.4,,,0.9779166666666667
7,0.0,,113.641,,0.0,29.8483,113.642,29.8483,-66.3576,2324.36,monload-611_runway,,,,,,,,2.4,,,0.9684833333333334
8,0.0,,114.165,,0.0,31.8618,114.161,31.8618,-65.839,2344.71,monload-611_runway,,,,,,,,2.4,,,0.9769625000000001
9,0.0,,120.673,,0.0,45.0642,120.684,45.0642,-59.316,2579.22,monload-611_runway,,,,,,,,2.4,,,1.0746749999999998
10,0.0,,126.999,,0.0,41.2382,127.0,41.2382,-52.9999,2748.11,monload-611_runway,,,,,,,,2.4,,,1.1450458333333333
11,0.0,,139.079,,0.0,32.1311,139.08,32.1311,-40.9205,3030.23,monload-611_runway,,,,,,,,2.4,,,1.2625958333333334
12,0.0,,144.077,,0.0,31.0453,144.076,31.0453,-35.924,3124.03,monload-611_runway,,,,,,,,2.4,,,1.3016791666666667
13,0.0,,146.133,,0.0,31.3631,146.131,31.3631,-33.8686,3166.9,monload-611_runway,,,,,,,,2.4,,,1.3195416666666666
14,0.0,,144.683,,0.0,31.2534,144.685,31.2534,-35.3152,3150.88,monload-611_runway,,,,,,,,2.4,,,1.3128666666666666
15,0.0,,140.245,,0.0,30.3569,140.246,30.3569,-39.7542,3068.95,monload-611_runway,,,,,,,,2.4,,,1.2787291666666667
16,0.0,,133.026,,0.0,28.5873,133.028,28.5873,-46.972,2906.57,monload-611_runway,,,,,,,,2.4,,,1.2110708333333333
17,0.0,,123.165,,0.0,27.1168,123.151,27.1168,-56.8487,2629.2,monload-611_runway,,,,,,,,2.4,,,1.0955
18,0.0,,114.083,,0.0,31.4301,114.079,31.4301,-65.9214,2341.94,monload-611_runway,,,,,,,,2.4,,,0.9758083333333334
19,0.0,,113.257,,0.0,43.1551,113.258,43.1551,-66.7421,2308.01,monload-611_runway,,,,,,,,2.4,,,0.9616708333333335
20,0.0,,113.246,,0.0,45.3034,113.246,45.3034,-66.7538,2307.63,monload-611_runway,,,,,,,,2.4,,,0.9615125
21,0.0,,113.361,,0.0,47.8087,113.36,47.8087,-66.64,2312.32,monload-611_runway,,,,,,,,2.4,,,0.9634666666666667
22,0.0,,113.481,,0.0,46.4444,113.479,46.4444,-66.5208,2317.38,monload-611_runway,,,,,,,,2.4,,,0.9655750000000001
23,0.0,,113.909,,0.0,35.6973,113.904,35.6973,-66.0957,2334.87,monload-611_runway,,,,,,,,2.4,,,0.9728625
24,0.0,,114.267,,0.0,22.9122,114.263,22.9122,-65.7368,2349.33,monload-611_runway,,,,,,,,2.4,,,0.9788875
25,0.0,,74.7531,,0.0,3.64287e-09,74.7531,3.64287e-09,-105.247,4.68368e-07,monload-611_runway,,,,,,,,2.4,,,1.9515333333333334e-10
26,0.0,,74.7221,,0.0,3.49048e-09,74.7223,3.49048e-09,-105.278,4.69327e-07,monload-611_runway,,,,,,,,2.4,,,1.9555291666666667e-10
27,0.0,,74.6304,,0.0,3.32951e-09,74.6322,3.32951e-09,-105.368,4.7212e-07,monload-611_runway,,,,,,,,2.4,,,1.9671666666666667e-10
28,0.0,,74.5994,,0.0,3.35302e-09,74.6001,3.35302e-09,-105.4,4.73056e-07,monload-611_runway,,,,,,,,2.4,,,1.9710666666666669e-10
