Microgrid Name,Generation Bus,Minimum 1 hr Load (kW),Average 1 hr Load (kW),Average Daytime 1 hr Load (kW),Maximum 1 hr Load (kW),Minimum 1 hr Critical Load (kW),Average 1 hr Critical Load (kW),Average Daytime 1 hr Critical Load (kW),Maximum 1 hr Critical Load (kW),Existing Fossil Generation (kW),New Fossil Generation (kW),Existing Solar (kW),New Solar (kW),Existing Battery Power (kW),Existing Battery Energy Storage (kWh),New Battery Power (kW),New Battery Energy Storage (kWh),Existing Wind (kW),New Wind (kW),Total Generation on Microgrid (kW),Renewable Generation (% of Annual kWh),Emissions (Yr 1 Tons CO2),Emissions Reduction (Yr 1 % CO2),Average Outage Survived (h),O+M Costs (Yr 1 $ before tax),CapEx ($),CapEx after Tax Incentives ($),Net Present Value ($)
mg1,675,789,1493,1913,2713,211,403,498,713,0,405,800,2378,0,0,343,758,0,0,3926,32,4399,27,3910,71640,5145616,4092048,-513392
