solar_ref_shape,wind_ref_shape
0.0,0.022
0.0,0.025
0.0,0.01
0.0,0.001
0.0,0.019
0.0,0.034
0.0,0.079
0.0,0.066
0.011778045972692221,0.04
0.035710908209357656,0.028
0.05040991753201787,0.044
0.15490425652858358,0.091
0.035522523063717164,0.049
0.08301127852725898,0.073
0.12418714442676358,0.112
0.1337037737777376,0.191
0.06680479060245867,0.205
0.004428441952108084,0.167
0.0,0.134
0.0,0.494
0.0,0.787
0.0,0.427
0.0,0.966
0.0,1.0
0.0,0.839
0.0,0.95
0.0,0.977
0.0,0.871
0.0,0.414
0.0,0.998
0.0,1.0
0.0,0.593
0.030905497247460518,0.737
0.07848864400233065,0.638
0.10986510411389241,0.559
0.004334249379287836,0.575
0.23584270229827292,0.668
0.08433057070226663,0.737
0.30622800297894937,0.764
0.2105905478865998,0.633
0.11118439628890005,0.865
0.009516629350974025,0.466
0.0,0.876
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,0.98
0.0,1.0
0.0,1.0
0.0,1.0
0.0,0.331
0.0,0.849
0.0,0.952
0.0,0.23
0.09064346026630385,0.629
0.21134448590617794,0.712
0.2807874634216358,0.536
0.11900496317358543,0.384
0.2116270636246387,0.438
0.21106170946920913,0.453
0.17242983790988348,0.415
0.1497218765568974,0.365
0.07858283657515089,0.38
0.006218696991216979,0.325
0.0,0.553
0.0,0.44
0.0,0.704
0.0,0.469
0.0,0.627
0.0,0.313
0.0,0.398
0.0,0.263
0.0,0.17
0.0,0.152
0.0,0.122
0.0,0.098
0.0,0.083
0.0,0.069
0.13794402930271324,0.054
0.31602721004838413,0.0
0.40972934559074137,0.0
0.4128377004938095,0.0
0.40778011574518475,0.0
0.4164267554678739,0.0
0.40659634959267377,0.0
0.2588276772514941,0.003
0.20145088754541488,0.0
0.039573996006036186,0.011
0.0,0.021
0.0,0.073
0.0,0.162
0.0,0.269
0.0,0.312
0.0,0.356
0.0,0.242
0.0,0.22
0.0,0.238
0.0,0.417
0.0,0.608
0.0,0.498
0.0,0.379
0.0,0.355
0.1500046529938662,0.206
0.3346836984590512,0.156
0.44962188736519704,0.062
0.44356931904671787,0.04
0.43524659049216585,0.061
0.44422032087912117,0.108
0.44364125514663544,0.292
0.2808665533878435,0.244
0.203335335157344,0.187
0.038631871559325646,0.096
0.0,0.145
0.0,0.291
0.0,0.238
0.0,0.187
0.0,0.077
0.0,0.034
0.0,0.039
0.0,0.028
0.0,0.046
0.0,0.033
0.0,0.029
0.0,0.031
0.0,0.001
0.0,0.0
0.11853380159097614,0.0
0.28069327084881557,0.0
0.44002596932950727,0.0
0.3943274689050743,0.0
0.445773703456623,0.0
0.45731805646383705,0.0
0.4560589759967715,0.0
0.3502306396556017,0.0
0.1895786489999024,0.0
0.03542813177238885,0.0
0.0,0.011
0.0,0.056
0.0,0.042
0.0,0.064
0.0,0.046
0.0,0.094
0.0,0.062
0.0,0.076
0.0,0.06
0.0,0.02
0.0,0.057
0.0,0.011
0.0,0.036
0.0,0.02
0.12032405663008502,0.007
0.11947612475619472,0.0
0.3642979228411405,0.0
0.36755929099541457,0.0
0.3624226162805821,0.0
0.3597957563225423,0.0
0.3539053423066398,0.0
0.18091015024132673,0.019
0.09554306380102125,0.059
0.010176176079223822,0.081
0.0,0.161
0.0,0.063
0.0,0.039
0.0,0.013
0.0,0.062
0.0,0.014
0.0,0.003
0.0,0.009
0.0,0.026
0.0,0.034
0.0,0.032
0.0,0.061
0.0,0.007
0.0,0.02
0.12249128067898298,0.004
0.2855928743835329,0.003
0.07537929550672215,0.0
0.09931215774338759,0.0
0.2222744012864718,0.0
0.2575141479132202,0.0
0.2109675168963889,0.0
0.13671892970052585,0.003
0.07255252472957441,0.114
0.008385921040114928,0.069
0.0,0.05
0.0,0.062
0.0,0.099
0.0,0.035
0.0,0.032
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1258832068930522,0.0
0.2889849993161102,0.0
0.15490425652858358,0.0
0.329501318487365,0.0
