hour,684_command_center,634a_data_center,634b_radar,634c_atc_tower,645_hangar,646_office,692_warehouse2,675a_hospital,675b_residential1,675c_residential1,611_runway,652_residential,670a_residential2,670b_residential2,670c_residential2
544,641.477,117.1396667,94.11942052,39.04655556,95.494,173.3717735,95.494,344.7938875,34.71104718,138.8441887,97.99728555,66.52950711,8.677761795,31.81845992,60.74433257
545,646.548,116.565,93.65768712,38.855,94.64833333,173.8697234,94.64833333,347.51955,37.46086004,149.8434401,98.04705039,71.79998175,9.365215013,34.3391217,65.55650506
546,648.9,115.635,92.91045039,38.545,33.576,151.7488126,33.576,348.78375,36.36058886,145.4423554,104.9732823,69.69112863,9.090147218,33.33053978,63.6310305
547,492.594,110.9783333,89.1689102,36.99277778,32.89233333,115.9676849,32.89233333,264.769275,35.23145657,140.9258263,120.934179,67.52695842,8.807864145,32.29550185,61.65504899
548,483.935,107.117,86.06640476,35.70566667,32.89233333,112.3585133,32.89233333,260.1150625,32.45902575,129.836103,125.6477538,62.21313269,8.114756438,29.75410694,56.80329506
549,398.706,97.10466667,78.02169166,32.36822222,32.89233333,96.78637085,32.89233333,214.304475,31.01804027,124.0721611,134.8077695,59.45124384,7.75451007,28.43320358,54.28157046
550,378.123,68.41766667,54.97225083,22.80588889,32.89233333,96.94344624,32.89233333,203.2411125,27.15306191,108.6122476,128.1763707,52.04336864,6.788265476,24.89030675,47.51785833
551,323.771,44.501,35.7556791,14.83366667,32.89233333,36.42962057,32.89233333,174.0269125,22.17074184,88.68296736,99.97942826,42.49392187,5.54268546,20.32318002,38.79879822
552,324.031,53.70533333,43.15118008,17.90177778,32.89233333,33.21447377,32.89233333,174.1666625,17.71434297,70.85737188,73.09280331,33.95249068,4.428585743,16.23814772,31.0001002
553,317.29,47.60266667,38.24780733,15.86755556,32.89233333,33.21447377,32.89233333,170.543375,14.07599018,56.3039607,64.0590776,26.97898117,3.518997544,12.90299099,24.63298281
554,316.91,43.934,35.30010574,14.64466667,32.89233333,33.21447377,32.89233333,170.339125,11.94012661,47.76050644,58.28447901,22.88524267,2.985031653,10.94511606,20.89522157
555,316.989,43.16633333,34.68330066,14.38877778,32.89233333,33.21447377,32.89233333,170.3815875,10.6824929,42.7299716,52.61926915,20.47477806,2.670623225,9.792285161,18.69436257
556,317.455,42.98333333,34.53626375,14.32777778,32.89233333,33.21447377,32.89233333,170.6320625,10.23691188,40.9476475,51.09439954,19.62074776,2.559227969,9.383835883,17.91459578
557,384.855,51.79666667,41.61760392,17.26555556,32.89233333,33.21447377,32.89233333,206.8595625,11.36973652,45.47894609,51.95777245,21.791995,2.842434131,10.42225848,19.89703891
558,386.095,51.496,41.37602416,17.16533333,32.89233333,36.42962057,32.89233333,207.5260625,13.82553368,55.30213474,60.2116926,26.49893956,3.456383421,12.67340588,24.19468394
559,524.238,69.35,55.72136234,23.11666667,43.28366667,83.02193183,43.28366667,281.777925,16.64862303,66.59449212,93.22455634,31.90986081,4.162155758,15.26123778,29.1350903
560,597.758,67.52,54.2509933,22.50666667,53.109,86.87072503,53.109,321.294925,16.22746157,64.90984626,103.4582718,31.10263466,4.056865391,14.8751731,28.39805774
561,618.589,94.23366667,75.71489957,31.41122222,76.57566667,155.5993874,76.57566667,332.4915875,22.24469616,88.97878464,101.9686132,42.63566765,5.56117404,20.39097148,38.92821828
562,640.21,112.763,90.60285482,37.58766667,92.66633333,160.5076231,92.66633333,344.112875,28.31719137,113.2687655,109.3281747,54.27461681,7.079297843,25.95742542,49.5550849
563,645.737,112.623,90.49036757,37.541,92.66633333,164.2955459,92.66633333,347.0836375,30.32095034,121.2838013,94.13816357,58.11515481,7.580237588,27.79420447,53.06166309
564,647.012,119.18,95.75878823,39.72666667,93.11233333,166.6899811,93.11233333,347.76895,31.5315287,126.1261148,95.70575582,60.43542999,7.882882178,28.9039013,55.18017522
565,629.922,117.6926667,94.56374515,39.23088889,84.439,165.4805894,84.439,338.583075,31.60639272,126.4255709,96.62217992,60.57891939,7.90159818,28.97252666,55.31118726
566,652.38,120.9413333,97.17398493,40.31377778,94.90033333,172.826612,94.90033333,350.65425,33.63760362,134.5504145,99.02356787,64.47207359,8.409400905,30.83446999,58.86580634
567,657.813,117.7466667,94.60713309,39.24888889,94.65366667,168.6108145,94.65366667,353.5744875,32.4568139,129.8272556,96.20434311,62.20889331,8.114203478,29.7520794,56.79942432
568,663.002,114.835,92.26766611,38.27833333,93.28133333,162.52288,93.28133333,356.363575,29.68031613,118.7212645,89.57059692,56.88727258,7.420079033,27.20695645,51.94055323
569,670.708,114.0013333,91.5978313,38.00044444,92.67333333,160.8900677,92.67333333,360.50555,30.8519552,123.4078208,88.64008843,59.13291413,7.712988803,28.28095893,53.99092159
570,677.392,114.5613333,92.04778029,38.18711111,33.576,146.1478416,33.576,364.0982,32.27617343,129.1046937,99.81464093,61.86266573,8.06904336,29.58649231,56.48330349
571,526.7,110.4746667,88.76422398,36.82488889,32.89233333,114.5741972,32.89233333,283.10125,34.18794434,136.7517773,119.3919386,65.52689332,8.546986088,31.33894897,59.82890259
572,522.988,103.9293333,83.5051772,34.64311111,32.89233333,111.4116069,32.89233333,281.10605,31.96230459,127.8492184,124.7050388,61.26108378,7.990576148,29.29877921,55.93403303
573,441.778,94.01266667,75.53733042,31.33755556,32.89233333,96.18152655,32.89233333,237.455675,30.77154371,123.0861748,134.1551929,58.97879209,7.69288593,28.2072484,53.85020148
574,423.051,66.01233333,53.03961276,22.00411111,32.89233333,96.42738373,32.89233333,227.3899125,26.87649129,107.5059652,127.5763758,51.51327497,6.719122823,24.63678368,47.03385976
575,369.332,44.43266667,35.70077461,14.81088889,32.89233333,36.42962057,32.89233333,198.51595,21.95019887,87.80079546,99.48131045,42.07121448,5.487549716,20.12101563,38.41284801
576,370.617,53.67533333,43.12707566,17.89177778,32.89233333,33.21447377,32.89233333,199.2066375,17.59099658,70.3639863,72.71017746,33.71607677,4.397749144,16.12508019,30.78424401
577,365.754,47.56533333,38.21781072,15.85511111,32.89233333,33.21447377,32.89233333,196.592775,14.05353275,56.214131,63.70555949,26.93593777,3.513383188,12.88240502,24.59368231
578,362.699,44.34733333,35.63221095,14.78244444,32.89233333,33.21447377,32.89233333,194.9507125,13.22077071,52.88308285,60.19244394,25.33981053,3.305192678,12.11903982,23.13634874
579,356.475,44.208,35.52025936,14.736,32.89233333,33.21447377,32.89233333,191.6053125,13.18131414,52.72525655,57.01688419,25.26418543,3.295328534,12.0828713,23.06729974
580,351.085,44.164,35.48490622,14.72133333,32.89233333,33.21447377,32.89233333,188.7081875,12.92618422,51.70473687,56.29764151,24.77518642,3.231546055,11.8490022,22.62082238
581,402.91,46.876,37.66394493,15.62533333,32.89233333,33.21447377,32.89233333,216.564125,14.02963048,56.11852193,57.20702341,26.89012509,3.507407621,12.86049461,24.55185335
582,394.576,46.24966667,37.16069841,15.41655556,32.89233333,36.42962057,32.89233333,212.0846,15.69267515,62.77070058,64.63231214,30.07762736,3.923168786,14.38495222,27.4621815
583,540.625,64.69333333,51.97982217,21.56444444,43.28366667,81.52986379,43.28366667,290.5859375,18.03078041,72.12312162,97.36301867,34.55899578,4.507695101,16.52821537,31.55386571
584,617.933,65.32166667,52.48467567,21.77388889,53.109,88.09229079,53.109,332.1389875,17.15167652,68.60670606,106.4389975,32.87404666,4.287919129,15.72237014,30.0154339
585,636.749,95.381,76.63675936,31.79366667,76.57566667,155.7876404,76.57566667,342.2525875,23.14629315,92.5851726,103.3995869,44.36372855,5.786573288,21.21743539,40.50601301
586,657.848,112.7536667,90.5953557,37.58455556,92.66633333,160.0215505,92.66633333,353.5933,28.70002004,114.8000801,108.8652679,55.00837174,7.175005009,26.3083517,50.22503506
587,663.968,111.4473333,89.54574248,37.14911111,92.66633333,161.5569701,92.66633333,356.8828,29.68730844,118.7492338,92.23019863,56.9006745,7.42182711,27.21336607,51.95278977
588,667.027,119.012,95.62380354,39.67066667,93.648,165.6275692,93.648,358.5270125,32.00782592,128.0313037,95.64707087,61.348333,8.001956483,29.34050709,56.01369535
589,653.107,118.1626667,94.94138092,39.38755556,85.33166667,166.3547482,85.33166667,351.0450125,33.30509457,133.2203783,98.45643656,63.8347646,8.326273643,30.52967002,58.2839155
590,669.842,119.6876667,96.16668845,39.89588889,95.31866667,171.304851,95.31866667,360.040075,34.13122106,136.5248842,100.1822434,65.41817369,8.532805268,31.28695263,59.72963685
591,669.919,117.2576667,94.2142312,39.08588889,95.4,170.1070396,95.4,360.0814625,33.91383531,135.6553412,98.90056423,65.00151767,8.478458828,31.08768237,59.34921179
592,673.755,115.3836667,92.70850902,38.46122222,95.12766667,171.3624552,95.12766667,362.1433125,33.69195452,134.7678181,96.02453244,64.57624614,8.422988633,30.88429164,58.9609204
593,680.708,114.1873333,91.74727864,38.06244444,94.11633333,171.3030694,94.11633333,365.88055,36.04779026,144.191161,95.44143883,69.091598,9.011947568,33.04380773,63.08363295
594,681.351,113.305,91.03834117,37.76833333,33.576,147.8911115,33.576,366.2261625,34.517421,138.069684,101.7052351,66.15839026,8.62935525,31.64096925,60.40548675
595,526.806,109.1796667,87.72371692,36.39322222,32.89233333,112.6613809,32.89233333,283.158225,33.80986046,135.2394418,118.0379596,64.80223254,8.452465118,30.99237208,59.1672558
596,522.009,104.862,84.25455657,34.954,32.89233333,108.8981032,32.89233333,280.5798375,30.7082027,122.8328108,122.1834641,58.85738851,7.677050678,28.1491858,53.73935472
597,438.919,94.40966667,75.85631212,31.46988889,32.89233333,92.91382325,32.89233333,235.9189625,28.78801248,115.1520499,130.60358,55.17702392,7.19700312,26.38901144,50.37902184
598,420.65,66.05833333,53.07657285,22.01944444,32.89233333,92.91619872,32.89233333,226.099375,24.36664647,97.46658588,123.3200741,46.70273907,6.091661618,22.3360926,42.64163132
599,368.348,43.50666667,34.95675181,14.50222222,32.89233333,36.42962057,32.89233333,197.98705,19.37110883,77.4844353,95.425946,37.12795857,4.842777206,17.75684976,33.89944044
600,368.321,53.123,42.68328669,17.70766667,32.89233333,33.21447377,32.89233333,197.9725375,15.33305309,61.33221234,69.07171087,29.38835175,3.833263271,14.05529866,26.8328429
601,359.946,47.00566667,37.76812956,15.66855556,32.89233333,33.21447377,32.89233333,193.470975,12.52742666,50.10970664,60.8159128,24.0109011,3.131856665,11.48347444,21.92299665
602,355.031,43.44033333,34.90345427,14.48011111,32.89233333,33.21447377,32.89233333,190.8291625,11.82286281,47.29145125,57.16617869,22.66048706,2.955715703,10.83762424,20.69000992
603,352.884,43.19933333,34.70981551,14.39977778,32.89233333,33.21447377,32.89233333,189.67515,11.18238914,44.72955658,52.71269558,21.43291253,2.795597286,10.25052338,19.569181
604,351.605,42.85,34.42913304,14.28333333,32.89233333,33.21447377,32.89233333,188.9876875,10.55333148,42.21332593,50.87749998,20.22721867,2.638332871,9.67388719,18.46833009
605,418.8,45.10033333,36.23723165,15.03344444,32.89233333,33.21447377,32.89233333,225.105,11.33370475,45.334819,50.68689128,21.7229341,2.833426188,10.38922935,19.83398331
606,423.227,44.76733333,35.9696727,14.92244444,32.89233333,36.42962057,32.89233333,227.4845125,13.74025254,54.96101017,58.90090567,26.33548404,3.435063136,12.5952315,24.04544195
607,560.297,62.89333333,50.53355754,20.96444444,43.28366667,79.33051096,43.28366667,301.1596375,16.8223604,67.28944158,92.62033615,32.24285741,4.205590099,15.42049703,29.43913069
608,631.561,63.243,50.81450784,21.081,53.109,84.91841711,53.109,339.4640375,16.57777244,66.31108974,103.2188372,31.77406384,4.144443109,15.1962914,29.01110176
609,647.874,93.91366667,75.45778586,31.30455556,76.57566667,154.1815516,76.57566667,348.232275,22.44650976,89.78603904,101.3944397,43.02247705,5.61162744,20.57596728,39.28139208
610,666.033,111.8953333,89.90570168,37.29844444,92.66633333,156.8669771,92.66633333,357.9927375,26.89896656,107.5958662,106.5610622,51.55635256,6.724741639,24.65738601,47.07319147
611,670.722,111.1833333,89.33362367,37.06111111,92.66633333,159.7970722,92.66633333,360.513075,28.11864204,112.4745682,90.26260979,53.89406391,7.02966051,25.77542187,49.20762357
612,670.786,118.9596667,95.58175476,39.65322222,92.93833333,166.2499324,92.93833333,360.547475,30.8759645,123.503858,94.46304342,59.17893194,7.718991128,28.30296745,54.03293787
613,650.529,118.5033333,95.21509984,39.50111111,84.59466667,167.3693545,84.59466667,349.6593375,32.15448593,128.6179437,96.9052761,61.62943136,8.038621485,29.47494543,56.27035037
614,668.775,120.5666667,96.87294768,40.18888889,94.85366667,172.7906835,94.85366667,359.4665625,33.02966556,132.1186622,98.52122474,63.306859,8.25741639,30.27719343,57.80191473
615,672.148,117.312,94.25788694,39.104,94.07966667,167.400532,94.07966667,361.27955,31.13011335,124.5204534,94.20717706,59.66605058,7.782528338,28.53593724,54.47769836
616,673.524,115.0803333,92.4647866,38.36011111,93.573,164.5283382,93.573,362.01915,30.25641422,121.0256569,90.7907743,57.99146059,7.564103558,27.73504636,52.94872488
617,678.099,114.353,91.88038858,38.11766667,93.406,167.4002351,93.406,364.4782125,34.08675215,136.3470086,93.04145931,65.3329416,8.52168804,31.24618947,59.65181625
618,676.526,114.0866667,91.66639501,38.02888889,33.576,148.4766554,33.576,363.632725,33.84646304,135.3858521,101.8075817,64.87238747,8.461615763,31.02592445,59.23131031
619,523.84,110.3963333,88.70128463,36.79877778,32.89233333,115.4403391,32.89233333,281.564,34.19277831,136.7711132,119.5501532,65.53615842,8.548194578,31.34338012,59.83736204
620,522.638,107.173,86.11139966,35.72433333,32.89233333,112.8540877,32.89233333,280.917925,32.21732748,128.8693099,125.3782725,61.74987766,8.05433187,29.53255019,56.38032309
621,436.053,97.15733333,78.06400829,32.38577778,32.89233333,97.24750147,32.89233333,234.3784875,30.84690719,123.3876287,134.610588,59.12323877,7.7117268,28.27633159,53.98208757
622,412.592,68.21066667,54.8059304,22.73688889,32.89233333,97.29887021,32.89233333,221.7682,26.69763458,106.7905383,127.594216,51.17046625,6.674408644,24.47283169,46.72086051
623,358.341,44.501,35.7556791,14.83366667,32.89233333,36.42962057,32.89233333,192.6082875,21.71395887,86.85583548,99.37426911,41.61842115,5.428489718,19.9044623,37.99942802
624,358.631,53.69933333,43.14635919,17.89977778,32.89233333,33.21447377,32.89233333,192.7641625,17.33599152,69.34396608,72.49233895,33.22731708,4.33399788,15.89132556,30.33798516
625,355.152,47.75,38.36618676,15.91666667,32.89233333,33.21447377,32.89233333,190.8942,14.10345994,56.41383977,63.9534447,27.03163156,3.525864986,12.92817162,24.6810549
626,356.457,44.51733333,35.76880261,14.83911111,32.89233333,33.21447377,32.89233333,191.5956375,13.15366599,52.61466398,60.16098881,25.21119316,3.288416499,12.05752716,23.01891549
627,355.984,44.04466667,35.38902424,14.68155556,32.89233333,33.21447377,32.89233333,191.3414,12.19629111,48.78516442,55.55069952,23.37622462,3.049072777,11.17993351,21.34350944
628,354.052,43.88566667,35.26127086,14.62855556,32.89233333,33.21447377,32.89233333,190.30295,11.53521511,46.14086045,54.10517196,22.1091623,2.883803778,10.57394719,20.18662644
629,419.256,53.10033333,42.66507446,17.70011111,32.89233333,33.21447377,32.89233333,225.3501,12.84423869,51.37695477,55.43520755,24.61812416,3.211059674,11.77388547,22.47741771
630,419.39,53.27,42.8013983,17.75666667,32.89233333,36.42962057,32.89233333,225.422125,15.90060701,63.60242802,65.19568762,30.47616344,3.975151751,14.57555642,27.82606226
631,555.356,72.81133333,58.50247566,24.27044444,43.28366667,82.45895451,43.28366667,298.50385,19.50843983,78.0337593,100.2305998,37.39117632,4.877109956,17.88273651,34.13976969
632,624.277,71.37066667,57.34492831,23.79022222,53.109,90.8860954,53.109,335.5488875,19.14453675,76.578147,109.7183123,36.69369545,4.786134188,17.54915869,33.50293931
633,638.183,95.75266667,76.93538623,31.91755556,76.57566667,152.9858186,76.57566667,343.0233625,20.05515953,80.2206381,99.23905899,38.43905577,5.013789881,18.38389623,35.09652917
634,654.441,112.1956667,90.14701366,37.39855556,92.66633333,147.1588847,92.66633333,351.7620375,21.48073341,85.92293364,99.37567754,41.1714057,5.370183353,19.69067229,37.59128347
635,658.899,110.5496667,88.824485,36.84988889,92.66633333,149.5503506,92.66633333,354.1582125,22.93170791,91.72683162,82.57159563,43.95244014,5.732926976,21.02073225,40.13048883
636,662.775,116.659,93.73321427,38.88633333,92.66633333,157.9044469,92.66633333,356.2415625,25.82395328,103.2958131,85.82696691,49.49591045,6.455988319,23.67195717,45.19191823
637,644.746,116.7216667,93.78356573,38.90722222,83.59733333,163.0754648,83.59733333,346.550975,29.61185576,118.447423,90.9217591,56.75605688,7.402963939,27.14420111,51.82074757
638,663.568,120.3976667,96.7371595,40.13255556,94.454,171.9426544,94.454,356.6678,32.15354054,128.6141621,94.91562172,61.62761936,8.038385138,29.47407882,56.26869594
639,665.07,118.3043333,95.05520725,39.43477778,94.64066667,168.2405441,94.64066667,357.475125,31.68905175,126.756207,93.78417598,60.73734919,7.922262938,29.04829744,55.45584056
640,670.346,115.3386667,92.67235241,38.44622222,93.783,163.6161724,93.783,360.310975,29.34554172,117.3821669,89.30158513,56.24562163,7.33638543,26.90007991,51.35469801
641,672.997,114.0303333,91.62113223,38.01011111,92.692,160.1842675,92.692,361.7358875,29.86027878,119.4411151,87.37953581,57.23220099,7.465069695,27.37192222,52.25548787
642,669.592,113.5653333,91.24751386,37.85511111,33.576,142.8243157,33.576,359.9057,30.53821122,122.1528449,97.05832643,58.5315715,7.634552805,27.99336029,53.44186964
643,515.793,109.267,87.79388751,36.42233333,32.89233333,112.535186,32.89233333,277.2387375,32.49646668,129.9858667,116.6238871,62.28489448,8.12411667,29.78842779,56.86881669
644,510.409,102.5883333,82.42771005,34.19611111,32.89233333,110.8602098,32.89233333,274.3448375,30.34888388,121.3955355,122.0426202,58.1686941,7.587220973,27.81981022,53.11054678
645,425.945,92.38333333,74.22819309,30.79444444,32.89233333,95.74296241,32.89233333,228.9454375,28.51051433,114.0420573,130.6059274,54.64515245,7.127628581,26.13463813,49.89340007
646,405.318,63.767,51.23553154,21.25566667,32.89233333,95.75454264,32.89233333,217.858425,23.56165745,94.24662978,122.8496556,45.15984342,5.890414361,21.59818599,41.23290053
647,353.636,43.557,34.99719365,14.519,32.89233333,36.42962057,32.89233333,190.07935,18.1511301,72.6045204,94.22079197,34.78966602,4.537782525,16.63853593,31.76447768
648,354.958,52.83633333,42.45295565,17.61211111,32.89233333,33.21447377,32.89233333,190.789925,13.86668482,55.46673929,67.15952062,26.57781257,3.466671206,12.71112776,24.26669844
649,348.574,45.73066667,36.74369211,15.24355556,32.89233333,29.11833872,32.89233333,187.358525,10.96090077,43.84360308,60.20558937,21.00839314,2.740225193,10.04749237,19.18157635
650,347.092,42.53166667,34.17335847,14.17722222,32.89233333,29.11833872,32.89233333,186.56195,10.49676873,41.98707494,59.48963304,20.11880674,2.624192184,9.622038009,18.36934528
651,343.734,42.75066667,34.34932066,14.25022222,32.89233333,29.11833872,32.89233333,184.757025,10.40701038,41.62804152,52.29251137,19.94676989,2.601752595,9.539759515,18.21226817
652,340.953,42.75066667,34.34932066,14.25022222,32.89233333,29.11833872,32.89233333,183.2622375,10.22562073,40.90248292,51.51880906,19.5991064,2.556405183,9.373485667,17.89483628
653,360.464,45.42666667,36.49943408,15.14222222,32.89233333,29.11833872,32.89233333,193.7494,11.33465014,45.33860055,52.4183319,21.7247461,2.833662535,10.39009596,19.83563774
654,371.825,45.269,36.37275201,15.08966667,32.89233333,29.11833872,32.89233333,199.8559375,13.97700983,55.90803931,55.9990525,26.78926883,3.494252457,12.81225901,24.45976719
655,420.666,58.29766667,46.84102968,19.43255556,32.89233333,84.16065439,32.89233333,226.107975,17.71198842,70.84795368,81.48146409,33.94797779,4.427997105,16.23598939,30.99597974
656,486.894,59.26233333,47.61612039,19.75411111,23.49133333,76.51087353,23.49133333,261.705525,16.06112678,64.2445071,84.81758585,30.78382631,4.015281694,14.72269954,28.10697186
657,485.95,80.841,64.95415506,26.947,21.72566667,100.4831364,21.72566667,261.198125,13.4698002,53.87920081,114.2591186,25.81711705,3.367450051,12.34731685,23.57215035
658,546.443,93.71466667,75.29789327,31.23822222,35.83933333,97.90133904,35.83933333,293.7131125,13.24030279,52.96121114,104.1620217,25.37724701,3.310075697,12.13694422,23.17052988
659,553.139,107.0213333,85.98953845,35.67377778,35.83933333,95.39911867,35.83933333,297.3122125,15.47539643,61.9015857,83.38895955,29.66117648,3.868849106,14.18578006,27.08194374
660,556.446,115.37,92.6975281,38.45666667,35.83933333,100.6259592,35.83933333,299.089725,21.49596665,85.98386658,86.95277889,41.20060273,5.373991661,19.70463609,37.61794163
661,544.348,113.0423333,90.82729364,37.68077778,19.533,101.4490463,19.533,292.58705,23.9392062,95.7568248,89.46026923,45.88347854,5.98480155,21.94427235,41.89361085
662,543.334,116.306,93.44958571,38.76866667,19.533,103.9301847,19.533,292.042025,26.54185959,106.1674384,94.31750476,50.87189754,6.635464898,24.33003796,46.44825428
663,544.135,114.4573333,91.96421834,38.15244444,19.533,72.46788878,19.533,292.4725625,27.85291664,111.4116665,95.09120707,53.3847569,6.963229159,25.53184025,48.74260411
664,499.96,111.52,89.60412875,37.17333333,19.533,67.06704787,19.533,268.7285,27.16233741,108.6493496,91.00157062,52.06114669,6.790584353,24.89880929,47.53409047
665,504.508,108.5843333,87.24537823,36.19477778,9.141666667,63.39997518,9.141666667,271.17305,28.14821664,112.5928666,88.42178044,53.95074855,7.03705416,25.80253192,49.25937912
666,485.262,106.3053333,85.41424651,35.43511111,13.1,54.15984279,13.1,260.828325,28.38233397,113.5293359,91.0893633,54.39947344,7.095583493,26.01713947,49.66908445
667,464.462,96.09033333,77.20669475,32.03011111,32.89233333,29.11833872,32.89233333,249.648325,28.16202287,112.6480915,116.7267031,53.9772105,7.040505716,25.81518763,49.28354001
668,460.105,78.249,62.87153399,26.083,32.89233333,29.11833872,32.89233333,247.3064375,24.76941747,99.07766988,117.2647267,47.47471681,6.192354368,22.70529935,43.34648057
669,383.9,73.096,58.73119974,24.36533333,32.89233333,29.11833872,32.89233333,206.34625,23.3283963,93.3135852,121.358119,44.71275959,5.832099075,21.38436328,40.82469353
670,372.545,53.53833333,43.01699886,17.84611111,32.89233333,29.11833872,32.89233333,200.2429375,19.83846945,79.3538778,118.4163601,38.02373311,4.959617363,18.18526366,34.71732154
671,349.345,38.51266667,30.94417093,12.83755556,32.89233333,29.11833872,32.89233333,187.7729375,15.62867415,62.5146966,93.2461524,29.9549588,3.907168538,14.32628464,27.35017976
672,344.992,48.875,39.27010216,16.29166667,32.89233333,29.11833872,32.89233333,185.4332,12.23951139,48.95804558,62.81965156,23.45906351,3.059877849,11.21955211,21.41914494
673,327.358,40.725,32.7217373,13.575,32.89233333,29.11833872,32.89233333,175.954925,10.2235159,40.89406361,52.78170908,19.59507215,2.555878976,9.371556246,17.89115283
674,322.538,37.414,30.06141385,12.47133333,33.45833333,29.11833872,33.45833333,173.364175,10.04391001,40.17564002,50.60003756,19.25082751,2.510977502,9.206917507,17.57684251
675,320.982,36.92133333,29.66556586,12.30711111,33.99166667,29.11833872,33.99166667,172.527825,10.01815264,40.07261056,42.22499168,19.20145923,2.504538161,9.183306584,17.53176712
676,323.355,36.133,29.03215552,12.04433333,34.95233333,29.11833872,34.95233333,173.8033125,10.07064843,40.28259374,41.07007196,19.30207617,2.517662109,9.231427734,17.62363476
677,337.888,38.07733333,30.59438915,12.69244444,34.50133333,29.11833872,34.50133333,181.6148,11.21768958,44.87075831,42.20527354,21.50057169,2.804422395,10.28288212,19.63095677
678,335.33,37.91166667,30.46127924,12.63722222,34.813,29.11833872,34.813,180.239875,13.70439915,54.81759659,45.81932719,26.26676503,3.426099787,12.56236589,23.98269851
679,378.738,49.207,39.53685763,16.40233333,34.766,29.11833872,34.766,203.571675,16.70454363,66.81817452,67.99660268,32.01704196,4.176135908,15.31249833,29.23295135
680,376.759,47.232,37.94998394,15.744,15.686,17.77832471,15.686,202.5079625,15.26318355,61.0527342,71.18624681,29.25443515,3.815795888,13.99125159,26.71057121
681,416.485,57.95166667,46.56302548,19.31722222,10.73533333,15.51038129,10.73533333,223.8606875,13.31509547,53.26038188,102.649828,25.52059965,3.328773868,12.20550418,23.30141707
682,422.815,50.205,40.33873102,16.735,9.766333333,15.51038129,9.766333333,227.2630625,12.36706744,49.46826974,93.79779089,23.70354592,3.091766859,11.33647848,21.64236802
683,444.659,66.43733333,53.3810919,22.14577778,9.141666667,21.67314191,9.141666667,239.0042125,12.31548135,49.26192542,72.73271248,23.6046726,3.078870339,11.28919124,21.55209237
684,461.892,76.68666667,61.61622985,25.56222222,9.141666667,31.05253399,9.141666667,248.26695,14.07661449,56.30645795,73.2214407,26.98017777,3.519153623,12.90356328,24.63407536
685,463.247,84.85366667,68.17825388,28.28455556,9.141666667,37.83587614,9.141666667,248.9952625,15.54569406,62.18277624,76.38197711,29.7959136,3.886423515,14.25021956,27.20496461
686,460.249,85.709,68.86549741,28.56966667,9.141666667,34.17177274,9.141666667,247.3838375,16.49541665,65.98166658,79.27960495,31.61621525,4.123854161,15.12079859,28.86697913
687,461.253,85.11066667,68.38474833,28.37022222,9.141666667,39.60735433,9.141666667,247.9234875,17.3350283,69.34011318,80.53921862,33.2254709,4.333757074,15.8904426,30.33629952
688,461.441,84.167,67.6265307,28.05566667,9.141666667,35.04088381,9.141666667,248.0245375,18.62047068,74.48188272,80.05706311,35.68923548,4.65511767,17.06876479,32.58582369
689,447.283,83.92433333,67.4315528,27.97477778,9.141666667,32.06001396,9.141666667,240.4146125,21.05541579,84.22166316,79.56692645,40.35621361,5.263853948,19.30079781,36.84697763
690,419.764,72.79533333,58.48961998,24.26511111,13.1,21.79874286,13.1,225.62315,23.1409419,92.5637676,84.15139435,44.35347198,5.785235475,21.21253008,40.49664833
691,398.6,75.05466667,60.30494992,25.01822222,32.89233333,29.11833872,32.89233333,214.2475,24.40378418,97.6151367,110.9657195,46.77391966,6.100946044,22.37013549,42.70662231
692,393.365,70.349,56.52403921,23.44966667,32.89233333,29.11833872,32.89233333,211.4336875,23.09443952,92.37775806,113.3821308,44.2643424,5.773609879,21.16990289,40.41526915
693,379.569,65.42833333,52.57038023,21.80944444,32.89233333,29.11833872,32.89233333,204.0183375,22.557138,90.228552,117.982561,43.23451451,5.6392845,20.6773765,39.4749915
694,380.761,58.045,46.63801697,19.34833333,32.95066667,29.11833872,32.95066667,204.6590375,19.41648746,77.66594982,114.5102901,37.21493428,4.854121864,17.79844683,33.97885305
695,363.66,37.56266667,30.1808646,12.52088889,33.70866667,29.11833872,33.70866667,195.46725,15.59419425,62.376777,89.64900001,29.88887231,3.898548563,14.29467806,27.28983994
696,348.798,47.559,38.21272201,15.853,34.405,29.11833872,34.405,187.478925,12.50056337,50.00225347,58.96522437,23.95941312,3.125140842,11.45884975,21.8759859
697,346.448,40.031,32.16412193,13.34366667,34.69333333,33.21447377,34.69333333,186.2158,10.6272858,42.50914321,47.28269498,20.36896446,2.656821451,9.74167865,18.59775016
698,342.717,37.373,30.02847116,12.45766667,35.208,33.21447377,35.208,184.2103875,10.43465852,41.73863408,43.89680839,19.99976217,2.60866463,9.565103646,18.26065241
699,332.565,37.428,30.07266258,12.476,35.21033333,33.21447377,35.21033333,178.7536875,10.38508808,41.54035231,40.63157805,19.90475215,2.59627202,9.519664069,18.17390414
700,334.332,37.43033333,30.07453736,12.47677778,35.57933333,33.21447377,35.57933333,179.70345,10.3826265,41.53050601,40.33721436,19.90003413,2.595656626,9.517407625,18.16959638
701,399.678,39.46,31.70533465,13.15333333,35.42366667,33.21447377,35.42366667,214.826925,11.60854512,46.43418047,41.49964576,22.24971148,2.90213628,10.64116636,20.31495396
