hour,t(sec),V1,VAngle1,V2,VAngle2,I1,IAngle1,I2,IAngle2,V3,Name,VAngle3,I3,IAngle3,V4,VAngle4,I4,IAngle4,kv,V1(PU),V2(PU),V3(PU)
1,0.0,,114.74700000000001,,0.0,20.2518,114.744,20.2518,-65.2564,2368.79,monload-611_runway,,,,,,,,2.4,,,0.9869958333333333
2,0.0,,114.697,,0.0,21.49,114.70100000000001,21.49,-65.2992,2366.87,monload-611_runway,,,,,,,,2.4,,,0.9861958333333333
3,0.0,,114.72200000000001,,0.0,18.735,114.72,18.735,-65.2798,2367.87,monload-611_runway,,,,,,,,2.4,,,0.9866125
4,0.0,,114.726,,0.0,18.1696,114.726,18.1696,-65.2739,2368.05,monload-611_runway,,,,,,,,2.4,,,0.9866875
5,0.0,,114.565,,0.0,18.3433,114.566,18.3433,-65.4336,2361.61,monload-611_runway,,,,,,,,2.4,,,0.9840041666666667
6,0.0,,114.524,,0.0,19.8621,114.52799999999999,19.8621,-65.4723,2359.84,monload-611_runway,,,,,,,,2.4,,,0.9832666666666667
7,0.0,,113.82600000000001,,0.0,29.8483,113.82700000000001,29.8483,-66.1728,2331.95,monload-611_runway,,,,,,,,2.4,,,0.9716458333333332
8,0.0,,113.816,,0.0,31.8618,113.81700000000001,31.8618,-66.1833,2331.55,monload-611_runway,,,,,,,,2.4,,,0.9714791666666668
9,0.0,,113.223,,0.0,44.0268,113.223,44.0268,-66.7767,2307.84,monload-611_runway,,,,,,,,2.4,,,0.9616
10,0.0,,113.419,,0.0,37.8158,113.416,37.8158,-66.5838,2315.82,monload-611_runway,,,,,,,,2.4,,,0.964925
11,0.0,,113.65100000000001,,0.0,26.7204,113.648,26.7204,-66.3523,2325.19,monload-611_runway,,,,,,,,2.4,,,0.9688291666666667
12,0.0,,113.67299999999999,,0.0,25.0426,113.67299999999999,25.0426,-66.327,2326.06,monload-611_runway,,,,,,,,2.4,,,0.9691916666666667
13,0.0,,113.699,,0.0,24.9564,113.699,24.9564,-66.3009,2327.09,monload-611_runway,,,,,,,,2.4,,,0.9696208333333334
14,0.0,,113.741,,0.0,24.9959,113.736,24.9959,-66.2641,2328.77,monload-611_runway,,,,,,,,2.4,,,0.9703208333333333
15,0.0,,113.73299999999999,,0.0,24.9268,113.734,24.9268,-66.2662,2328.45,monload-611_runway,,,,,,,,2.4,,,0.9701874999999999
16,0.0,,113.726,,0.0,24.7866,113.727,24.7866,-66.2733,2328.12,monload-611_runway,,,,,,,,2.4,,,0.97005
