hour,t(sec),Tap(pu),Type,Name,t(sec)
139,0.0,1.06875,Transformer,monregcontrol-reg3,
140,0.0,1.06875,Transformer,monregcontrol-reg3,
141,0.0,1.06875,Transformer,monregcontrol-reg3,
142,0.0,1.06875,Transformer,monregcontrol-reg3,
143,0.0,1.06875,Transformer,monregcontrol-reg3,
144,0.0,1.06875,Transformer,monregcontrol-reg3,
145,0.0,1.06875,Transformer,monregcontrol-reg3,
146,0.0,1.06875,Transformer,monregcontrol-reg3,
147,0.0,1.06875,Transformer,monregcontrol-reg3,
148,0.0,1.06875,Transformer,monregcontrol-reg3,
149,0.0,1.06875,Transformer,monregcontrol-reg3,
150,0.0,1.06875,Transformer,monregcontrol-reg3,
151,0.0,1.06875,Transformer,monregcontrol-reg3,
152,0.0,1.06875,Transformer,monregcontrol-reg3,
153,0.0,1.06875,Transformer,monregcontrol-reg3,
154,0.0,1.06875,Transformer,monregcontrol-reg3,
155,0.0,1.06875,Transformer,monregcontrol-reg3,
156,0.0,1.06875,Transformer,monregcontrol-reg3,
157,0.0,1.06875,Transformer,monregcontrol-reg3,
158,0.0,1.06875,Transformer,monregcontrol-reg3,
159,0.0,1.06875,Transformer,monregcontrol-reg3,
160,0.0,1.06875,Transformer,monregcontrol-reg3,
161,0.0,1.06875,Transformer,monregcontrol-reg3,
162,0.0,1.06875,Transformer,monregcontrol-reg3,
163,0.0,1.06875,Transformer,monregcontrol-reg3,
164,0.0,1.06875,Transformer,monregcontrol-reg3,
165,0.0,1.06875,Transformer,monregcontrol-reg3,
166,0.0,1.06875,Transformer,monregcontrol-reg3,
167,0.0,1.06875,Transformer,monregcontrol-reg3,
168,0.0,1.06875,Transformer,monregcontrol-reg3,
169,0.0,1.06875,Transformer,monregcontrol-reg3,
170,0.0,1.06875,Transformer,monregcontrol-reg3,
171,0.0,1.06875,Transformer,monregcontrol-reg3,
172,0.0,1.06875,Transformer,monregcontrol-reg3,
173,0.0,1.06875,Transformer,monregcontrol-reg3,
174,0.0,1.06875,Transformer,monregcontrol-reg3,
175,0.0,1.06875,Transformer,monregcontrol-reg3,
176,0.0,1.06875,Transformer,monregcontrol-reg3,
177,0.0,1.06875,Transformer,monregcontrol-reg3,
178,0.0,1.06875,Transformer,monregcontrol-reg3,
179,0.0,1.06875,Transformer,monregcontrol-reg3,
180,0.0,1.06875,Transformer,monregcontrol-reg3,
