Bus,BasekV,Node1,Magnitude1,Angle1,pu1,Node2,Magnitude2,Angle2,pu2,Node3,Magnitude3,Angle3,pu3,Step
632,4.16,1,2420.02,0.8,1.0076,2,2434.57,-119.1,1.0137,3,2476.88,121.6,1.0313,22
632,4.16,1,2429.81,0.9,1.0117,2,2450.38,-119.0,1.0202,3,2483.66,121.6,1.0341,23
632,4.16,1,2429.57,0.9,1.0116,2,2457.42,-119.0,1.0232,3,2482.68,121.6,1.0337,24
632,4.16,1,2432.47,0.9,1.0128,2,2463.67,-118.9,1.0258,3,2484.14,121.6,1.0343,25
632,4.16,1,2433.28,0.9,1.0131,2,2465.3,-118.9,1.0264,3,2484.85,121.5,1.0346,26
632,4.16,1,2433.57,0.9,1.0132,2,2466.19,-118.9,1.0268,3,2484.97,121.5,1.0346,27
632,4.16,1,2433.81,0.9,1.0133,2,2466.28,-118.9,1.0269,3,2484.92,121.5,1.0346,28
632,4.16,1,2423.69,0.8,1.0091,2,2464.35,-118.9,1.0261,3,2483.48,121.5,1.034,29
632,4.16,1,2420.6,0.8,1.0078,2,2460.46,-118.9,1.0244,3,2478.03,121.5,1.0317,30
632,4.16,1,2395.17,0.6,0.99725,2,2444.38,-119.0,1.0177,3,2424.98,121.5,1.0097,31
632,4.16,1,2387.16,0.5,0.9939100000000001,2,2444.77,-119.0,1.0179,3,2434.54,121.5,1.0136,32
632,4.16,1,2379.4,0.5,0.9906799999999999,2,2439.26,-119.1,1.0156,3,2428.86,121.5,1.0113,33
632,4.16,1,2374.87,0.4,0.98879,2,2435.9,-119.2,1.0142,3,2431.14,121.5,1.0122,34
632,4.16,1,2375.18,0.4,0.98893,2,2441.66,-119.1,1.0166,3,2434.6,121.5,1.0137,35
632,4.16,1,2370.17,0.4,0.9868399999999999,2,2437.54,-119.2,1.0149,3,2431.1,121.5,1.0122,36
632,4.16,1,2372.89,0.4,0.9879700000000001,2,2438.86,-119.2,1.0154,3,2434.05,121.5,1.0134,37
632,4.16,1,2371.21,0.4,0.9872700000000001,2,2439.96,-119.2,1.0159,3,2433.75,121.5,1.0133,38
632,4.16,1,2371.75,0.4,0.9875,2,2441.07,-119.2,1.0164,3,2435.34,121.5,1.014,39
632,4.16,1,2371.32,0.4,0.9873200000000001,2,2440.79,-119.1,1.0162,3,2435.61,121.5,1.0141,40
632,4.16,1,2368.45,0.4,0.9861200000000001,2,2437.74,-119.2,1.015,3,2432.34,121.5,1.0127,41
632,4.16,1,2364.24,0.4,0.9843700000000001,2,2430.94,-119.2,1.0121,3,2441.88,121.6,1.0167,42
632,4.16,1,2383.46,0.6,0.9923700000000001,2,2425.8,-119.2,1.01,3,2449.38,121.6,1.0198,43
632,4.16,1,2385.23,0.6,0.99311,2,2425.86,-119.2,1.01,3,2449.83,121.6,1.02,44
632,4.16,1,2399.19,0.7,0.99892,2,2426.98,-119.1,1.0105,3,2455.9,121.6,1.0225,45
632,4.16,1,2410.04,0.7,1.0034,2,2438.13,-119.0,1.0151,3,2462.55,121.5,1.0253,46
632,4.16,1,2425.48,0.8,1.0099,2,2454.45,-118.9,1.0219,3,2481.3,121.5,1.0331,47
632,4.16,1,2425.23,0.8,1.0098,2,2459.15,-119.0,1.0239,3,2481.21,121.6,1.0331,48
632,4.16,1,2429.04,0.8,1.0114,2,2464.45,-118.9,1.0261,3,2484.17,121.5,1.0343,49
632,4.16,1,2430.05,0.8,1.0118,2,2465.51,-118.9,1.0265,3,2484.73,121.5,1.0345,50
632,4.16,1,2430.68,0.9,1.012,2,2465.79,-118.9,1.0267,3,2484.41,121.5,1.0344,51
632,4.16,1,2430.7,0.9,1.012,2,2465.33,-118.9,1.0265,3,2482.49,121.5,1.0336,52
632,4.16,1,2419.24,0.8,1.0073,2,2461.38,-118.9,1.0248,3,2478.54,121.5,1.032,53
632,4.16,1,2415.96,0.7,1.0059,2,2456.99,-118.9,1.023,3,2476.14,121.5,1.031,54
632,4.16,1,2390.55,0.6,0.9953299999999999,2,2440.78,-119.0,1.0162,3,2423.22,121.5,1.0089,55
632,4.16,1,2383.14,0.5,0.99224,2,2443.25,-119.0,1.0173,3,2435.92,121.5,1.0142,56
632,4.16,1,2376.87,0.5,0.9896299999999999,2,2439.24,-119.1,1.0156,3,2433.13,121.5,1.0131,57
632,4.16,1,2373.1,0.4,0.98806,2,2436.53,-119.1,1.0145,3,2432.56,121.5,1.0128,58
632,4.16,1,2374.91,0.4,0.9888100000000001,2,2442.6,-119.1,1.0170000000000001,3,2435.32,121.5,1.014,59
632,4.16,1,2372.58,0.4,0.98785,2,2438.13,-119.2,1.0151,3,2431.38,121.5,1.0123,60
632,4.16,1,2376.22,0.5,0.98936,2,2438.57,-119.1,1.0153,3,2432.97,121.5,1.013,61
632,4.16,1,2373.54,0.4,0.98824,2,2438.12,-119.1,1.0151,3,2431.7,121.5,1.0125,62
632,4.16,1,2373.4,0.4,0.98818,2,2438.11,-119.1,1.0151,3,2433.73,121.5,1.0133,63
632,4.16,1,2372.56,0.4,0.9878299999999999,2,2437.6,-119.1,1.0149,3,2432.95,121.5,1.013,64
632,4.16,1,2369.59,0.4,0.9866,2,2435.39,-119.1,1.014,3,2430.76,121.5,1.0121,65
632,4.16,1,2367.49,0.4,0.98572,2,2431.43,-119.2,1.0123,3,2444.95,121.6,1.018,66
632,4.16,1,2387.91,0.6,0.99423,2,2427.24,-119.2,1.0106,3,2453.55,121.6,1.0216,67
632,4.16,1,2390.25,0.6,0.9952,2,2428.02,-119.1,1.0109,3,2453.93,121.6,1.0217,68
632,4.16,1,2403.76,0.7,1.0008,2,2428.76,-119.1,1.0112,3,2459.9,121.6,1.0242,69
632,4.16,1,2413.86,0.8,1.005,2,2439.71,-119.0,1.0158,3,2466.12,121.5,1.0268,70
632,4.16,1,2428.77,0.9,1.0112,2,2455.49,-118.9,1.0224,3,2482.16,121.5,1.0335,71
632,4.16,1,2428.55,0.9,1.0111,2,2460.26,-118.9,1.0244,3,2482.35,121.6,1.0335,72
632,4.16,1,2433.01,0.9,1.013,2,2465.89,-118.9,1.0267,3,2485.56,121.5,1.0349,73
632,4.16,1,2433.74,0.9,1.0133,2,2467.3,-118.9,1.0273,3,2486.27,121.5,1.0352,74
632,4.16,1,2433.8,0.9,1.0133,2,2467.94,-118.9,1.0275,3,2486.3,121.5,1.0352,75
632,4.16,1,2433.67,0.9,1.0133,2,2467.78,-118.9,1.0275,3,2486.24,121.5,1.0352,76
632,4.16,1,2423.37,0.8,1.0090000000000001,2,2465.61,-118.9,1.0266,3,2484.53,121.5,1.0345,77
632,4.16,1,2421.36,0.8,1.0082,2,2461.89,-118.9,1.025,3,2482.12,121.5,1.0335,78
632,4.16,1,2395.59,0.6,0.9974200000000001,2,2446.01,-119.0,1.0184,3,2441.98,121.5,1.0167,79
632,4.16,1,2387.0,0.5,0.99385,2,2445.79,-119.0,1.0183,3,2444.39,121.5,1.0177,80
632,4.16,1,2378.63,0.5,0.99036,2,2439.77,-119.1,1.0158,3,2432.93,121.5,1.013,81
632,4.16,1,2374.03,0.4,0.98845,2,2436.51,-119.2,1.0145,3,2431.1,121.5,1.0122,82
632,4.16,1,2374.74,0.4,0.98874,2,2442.83,-119.1,1.0171,3,2434.6,121.5,1.0137,83
632,4.16,1,2370.69,0.4,0.98706,2,2439.0,-119.2,1.0155,3,2432.11,121.5,1.0126,84
632,4.16,1,2373.06,0.4,0.9880399999999999,2,2439.34,-119.2,1.0156,3,2435.19,121.5,1.0139,85
632,4.16,1,2369.87,0.4,0.98672,2,2438.04,-119.2,1.0151,3,2432.68,121.5,1.0129,86
632,4.16,1,2368.49,0.4,0.98614,2,2437.9,-119.2,1.015,3,2433.7,121.5,1.0133,87
632,4.16,1,2366.97,0.4,0.98551,2,2437.64,-119.2,1.0149,3,2433.19,121.5,1.0131,88
632,4.16,1,2363.36,0.4,0.9840000000000001,2,2434.36,-119.2,1.0136,3,2429.74,121.5,1.0116,89
632,4.16,1,2358.63,0.4,0.98203,2,2427.21,-119.2,1.0106,3,2440.09,121.6,1.016,90
632,4.16,1,2378.91,0.5,0.9904799999999999,2,2421.83,-119.2,1.0083,3,2449.94,121.6,1.0201,91
632,4.16,1,2380.75,0.5,0.99124,2,2420.99,-119.2,1.008,3,2451.12,121.6,1.0205,92
632,4.16,1,2394.64,0.6,0.99703,2,2421.09,-119.2,1.008,3,2458.32,121.6,1.0235,93
632,4.16,1,2405.72,0.7,1.0016,2,2432.99,-119.1,1.013,3,2464.9,121.5,1.0263,94
632,4.16,1,2421.03,0.8,1.008,2,2450.12,-119.0,1.0201,3,2480.74,121.6,1.0329,95
632,4.16,1,2421.08,0.8,1.008,2,2455.78,-119.0,1.0225,3,2481.24,121.6,1.0331,96
632,4.16,1,2424.96,0.8,1.0097,2,2460.41,-119.0,1.0244,3,2483.94,121.6,1.0342,97
632,4.16,1,2426.14,0.8,1.0101,2,2462.22,-118.9,1.0252,3,2484.89,121.6,1.0346,98
632,4.16,1,2426.36,0.8,1.0102,2,2463.14,-118.9,1.0255,3,2484.98,121.6,1.0346,99
632,4.16,1,2427.04,0.8,1.0105,2,2463.32,-118.9,1.0256,3,2485.04,121.6,1.0347,100
633,4.16,1,2432.92,0.9,1.013,2,2462.11,-118.9,1.0251,3,2485.38,121.6,1.0348,1
633,4.16,1,2432.8,0.9,1.0129,2,2461.3,-118.9,1.0248,3,2485.69,121.6,1.0349,2
633,4.16,1,2432.35,0.9,1.0127,2,2463.05,-118.9,1.0255,3,2485.68,121.6,1.0349,3
633,4.16,1,2432.24,0.9,1.0127,2,2463.4,-118.9,1.0257,3,2485.66,121.6,1.0349,4
633,4.16,1,2428.57,0.9,1.0112,2,2461.61,-118.9,1.0249,3,2484.16,121.6,1.0343,5
633,4.16,1,2426.58,0.8,1.0103,2,2458.97,-119.0,1.0238,3,2482.53,121.6,1.0336,6
633,4.16,1,2414.93,0.8,1.0055,2,2446.36,-119.0,1.0186,3,2477.34,121.6,1.0315,7
633,4.16,1,2415.86,0.8,1.0059,2,2445.95,-119.0,1.0184,3,2486.67,121.6,1.0353,8
633,4.16,1,2410.48,0.7,1.0036,2,2435.89,-119.1,1.0142,3,2487.0,121.7,1.0355,9
633,4.16,1,2414.03,0.7,1.0051,2,2443.18,-119.1,1.0172,3,2489.66,121.7,1.0366,10
633,4.16,1,2411.68,0.7,1.0041,2,2447.23,-119.1,1.0189,3,2487.27,121.7,1.0356,11
633,4.16,1,2409.61,0.7,1.0033,2,2445.95,-119.1,1.0184,3,2485.41,121.7,1.0348,12
633,4.16,1,2407.96,0.7,1.0026,2,2443.42,-119.1,1.0173,3,2483.4,121.7,1.034,13
633,4.16,1,2408.69,0.7,1.0029,2,2443.55,-119.1,1.0174,3,2483.55,121.7,1.034,14
633,4.16,1,2409.08,0.7,1.003,2,2444.26,-119.1,1.0177,3,2484.07,121.7,1.0343,15
633,4.16,1,2408.68,0.7,1.0029,2,2444.24,-119.1,1.0177,3,2483.89,121.7,1.0342,16
633,4.16,1,2406.62,0.7,1.002,2,2440.77,-119.1,1.0162,3,2481.28,121.7,1.0331,17
633,4.16,1,2406.58,0.7,1.002,2,2436.3,-119.1,1.0144,3,2474.84,121.7,1.0304,18
633,4.16,1,2406.04,0.8,1.0018,2,2426.12,-119.1,1.0101,3,2467.58,121.6,1.0274,19
633,4.16,1,2408.0,0.8,1.0026,2,2426.52,-119.1,1.0103,3,2469.06,121.6,1.028,20
633,4.16,1,2411.82,0.8,1.0042,2,2426.53,-119.1,1.0103,3,2470.45,121.6,1.0286,21
633,4.16,1,2416.66,0.8,1.0062,2,2432.01,-119.1,1.0126,3,2474.37,121.6,1.0302,22
633,4.16,1,2427.08,0.9,1.0105,2,2448.3,-119.0,1.0194,3,2481.62,121.5,1.0332,23
633,4.16,1,2427.33,0.9,1.0106,2,2455.73,-119.0,1.0225,3,2481.01,121.6,1.033,24
633,4.16,1,2430.53,0.9,1.012,2,2462.21,-118.9,1.0252,3,2482.7,121.6,1.0337,25
633,4.16,1,2431.34,0.9,1.0123,2,2463.85,-118.9,1.0258,3,2483.41,121.5,1.034,26
633,4.16,1,2431.6,0.9,1.0124,2,2464.72,-118.9,1.0262,3,2483.51,121.5,1.034,27
633,4.16,1,2431.82,0.9,1.0125,2,2464.79,-118.9,1.0262,3,2483.44,121.5,1.034,28
633,4.16,1,2421.45,0.8,1.0082,2,2462.67,-118.9,1.0254,3,2481.82,121.5,1.0333,29
633,4.16,1,2417.87,0.8,1.0067,2,2458.41,-118.9,1.0236,3,2476.0,121.5,1.0309,30
633,4.16,1,2391.86,0.6,0.99587,2,2441.9,-119.0,1.0167,3,2422.48,121.5,1.0086,31
633,4.16,1,2384.12,0.5,0.99265,2,2442.5,-119.0,1.0170000000000001,3,2432.27,121.5,1.0127,32
633,4.16,1,2376.56,0.5,0.9895,2,2437.15,-119.1,1.0147,3,2426.73,121.5,1.0104,33
633,4.16,1,2372.44,0.4,0.98779,2,2434.1,-119.2,1.0135,3,2429.34,121.5,1.0115,34
633,4.16,1,2373.12,0.4,0.9880700000000001,2,2440.14,-119.1,1.016,3,2433.08,121.5,1.013,35
633,4.16,1,2368.03,0.4,0.98595,2,2435.96,-119.2,1.0142,3,2429.52,121.5,1.0116,36
633,4.16,1,2370.8,0.4,0.9871,2,2437.32,-119.2,1.0148,3,2432.51,121.5,1.0128,37
633,4.16,1,2369.26,0.4,0.98646,2,2438.52,-119.2,1.0153,3,2432.3,121.5,1.0127,38
633,4.16,1,2369.85,0.4,0.9867100000000001,2,2439.68,-119.2,1.0158,3,2433.94,121.5,1.0134,39
633,4.16,1,2369.29,0.4,0.9864700000000001,2,2439.3,-119.2,1.0156,3,2434.11,121.5,1.0135,40
633,4.16,1,2365.67,0.4,0.9849700000000001,2,2435.68,-119.2,1.0141,3,2430.27,121.5,1.0119,41
633,4.16,1,2360.67,0.4,0.98288,2,2428.28,-119.2,1.011,3,2439.23,121.6,1.0156,42
633,4.16,1,2379.35,0.5,0.99066,2,2422.7,-119.2,1.0087,3,2446.31,121.6,1.0185,43
633,4.16,1,2381.19,0.6,0.9914299999999999,2,2422.8,-119.2,1.0088,3,2446.82,121.6,1.0188,44
633,4.16,1,2395.17,0.7,0.99725,2,2423.92,-119.1,1.0092,3,2452.88,121.6,1.0213,45
633,4.16,1,2406.52,0.7,1.002,2,2435.46,-119.0,1.014,3,2459.92,121.5,1.0242,46
633,4.16,1,2422.61,0.8,1.0087,2,2452.28,-118.9,1.021,3,2479.15,121.5,1.0322,47
633,4.16,1,2422.84,0.8,1.0088,2,2457.35,-119.0,1.0231,3,2479.43,121.6,1.0323,48
633,4.16,1,2426.94,0.8,1.0105,2,2462.87,-118.9,1.0254,3,2482.61,121.5,1.0337,49
633,4.16,1,2427.94,0.8,1.0109,2,2463.92,-118.9,1.0259,3,2483.16,121.5,1.0339,50
