Microgrid Name,Generation Bus,Minimum Load (kWh),Average Load (kWh),Average Daytime Load (kWh),Maximum Load (kWh),Existing Diesel (kW),Recommended New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),Recommended New Solar (kW),Existing Battery Power (kW),Recommended New Battery Power (kW),Existing Battery Capacity (kWh),Recommended New Battery Capacity (kWh),Existing Wind (kW),Recommended New Wind (kW),Total Generation on Grid (kW),NPV ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
1,634,60.0,178.0,247.8,306.0,0.0,166.8,455.0,440.0,136.6,0.0,75.4,0.0,297.8,0.0,0,818.9,-95189,490454,347078,116.0
