Microgrid Name,Generation Bus,Minimum Load (kWh),Average Load (kWh),Average Daytime Load (kWh),Maximum Load (kWh),Existing Diesel (kW),Recommended New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),Recommended New Solar (kW),Existing Battery Power (kW),Recommended New Battery Power (kW),Existing Battery Capacity (kWh),Recommended New Battery Capacity (kWh),Existing Wind (kW),Recommended New Wind (kW),Total Generation on Grid (kW),NPV ($),CapEx ($),CapEx after Incentives ($)
2,675,211.0,403.0,497.5,713.0,0.0,761.8,1440.0,0.0,1284.6,0.0,161.3,0.0,458.7,0.0,0.0,2207.8,112195,2764488,1762942
