Microgrid Name,Generation Bus,Minimum Load (kWh),Average Load (kWh),Average Daytime Load (kWh),Maximum Load (kWh),Existing Diesel (kW),Recommended New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),Recommended New Solar (kW),Existing Battery Power (kW),Recommended New Battery Power (kW),Existing Battery Capacity (kWh),Recommended New Battery Capacity (kWh),Existing Wind (kW),Recommended New Wind (kW),Total Generation on Grid (kW),NPV ($),CapEx ($),CapEx after Incentives ($)
3,684,317.0,551.0,684.4,909.0,81.0,882.1,1808.0,0.0,1781.2,0.0,234.1,0.0,766.3,0.0,0.0,2978.3,99599,3908105,2504175
