Microgrid Name,Generation Bus,Minimum Load (kWh),Average Load (kWh),Average Daytime Load (kWh),Maximum Load (kWh),Existing Diesel (kW),Recommended New Diesel (kW),Diesel Fuel Used During Outage (gal),Existing Solar (kW),Recommended New Solar (kW),Existing Battery Power (kW),Recommended New Battery Power (kW),Existing Battery Capacity (kWh),Recommended New Battery Capacity (kWh),Existing Wind (kW),Recommended New Wind (kW),Total Generation on Grid (kW),NPV ($),CapEx ($),CapEx after Incentives ($),Average Outage Survived (h)
1,675,211.0,403.0,497.5,713.0,0.0,328.7,1011.0,0.0,1144.5,0.0,156.2,0.0,530.6,0.0,0,1629.4,348155,2349583,1442504,48.4
