hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,V4,VAngle4,I4,IAngle4,kv,V1(PU),V2(PU),V3(PU)
1,0.0,2373.31,114.504,0.0,0.0,,,20.2518,114.504,20.2518,-65.496,,,monload-611_runway,,,,,2.4,0.9888791666666666,0.0,
2,0.0,2373.23,114.5,0.0,0.0,,,21.49,114.501,21.49,-65.4995,,,monload-611_runway,,,,,2.4,0.9888458333333333,0.0,
3,0.0,2374.5,114.535,0.0,0.0,,,18.735,114.535,18.735,-65.4651,,,monload-611_runway,,,,,2.4,0.989375,0.0,
4,0.0,2374.78,114.543,0.0,0.0,,,18.1696,114.543,18.1696,-65.4574,,,monload-611_runway,,,,,2.4,0.9894916666666668,0.0,
5,0.0,2366.83,114.355,0.0,0.0,,,18.3433,114.357,18.3433,-65.6434,,,monload-611_runway,,,,,2.4,0.9861791666666666,0.0,
6,0.0,2360.89,114.211,0.0,0.0,,,19.8621,114.212,19.8621,-65.7875,,,monload-611_runway,,,,,2.4,0.9837041666666666,0.0,
7,0.0,2330.96,113.494,0.0,0.0,,,29.8483,113.494,29.8483,-66.5061,,,monload-611_runway,,,,,2.4,0.9712333333333334,0.0,
8,0.0,2336.19,113.616,0.0,0.0,,,31.8618,113.617,31.8618,-66.3831,,,monload-611_runway,,,,,2.4,0.9734125,0.0,
9,0.0,2322.54,113.276,0.0,0.0,,,44.0268,113.276,44.0268,-66.7236,,,monload-611_runway,,,,,2.4,0.967725,0.0,
10,0.0,2339.33,113.673,0.0,0.0,,,37.8158,113.673,37.8158,-66.3271,,,monload-611_runway,,,,,2.4,0.9747208333333333,0.0,
11,0.0,2354.82,114.057,0.0,0.0,,,26.7204,114.057,26.7204,-65.9429,,,monload-611_runway,,,,,2.4,0.981175,0.0,
12,0.0,2387.03,114.808,0.0,0.0,,,25.0426,114.808,25.0426,-65.1925,,,monload-611_runway,,,,,2.4,0.9945958333333335,0.0,
13,0.0,2351.98,114.001,0.0,0.0,,,24.9564,114.001,24.9564,-65.9994,,,monload-611_runway,,,,,2.4,0.9799916666666667,0.0,
14,0.0,2368.16,114.374,0.0,0.0,,,24.9959,114.374,24.9959,-65.6259,,,monload-611_runway,,,,,2.4,0.9867333333333332,0.0,
15,0.0,2380.46,114.659,0.0,0.0,,,24.9268,114.659,24.9268,-65.3414,,,monload-611_runway,,,,,2.4,0.9918583333333334,0.0,
16,0.0,2381.78,114.688,0.0,0.0,,,24.7866,114.688,24.7866,-65.3124,,,monload-611_runway,,,,,2.4,0.9924083333333334,0.0,
17,0.0,2356.02,114.087,0.0,0.0,,,25.989,114.087,25.989,-65.9131,,,monload-611_runway,,,,,2.4,0.981675,0.0,
18,0.0,2325.6,113.372,0.0,0.0,,,31.4301,113.372,31.4301,-66.6278,,,monload-611_runway,,,,,2.4,0.969,0.0,
19,0.0,2312.12,113.038,0.0,0.0,,,43.1551,113.039,43.1551,-66.9614,,,monload-611_runway,,,,,2.4,0.9633833333333333,0.0,
20,0.0,2312.49,113.043,0.0,0.0,,,45.3034,113.043,45.3034,-66.9575,,,monload-611_runway,,,,,2.4,0.9635374999999999,0.0,
21,0.0,2317.51,113.155,0.0,0.0,,,47.8087,113.155,47.8087,-66.845,,,monload-611_runway,,,,,2.4,0.9656291666666668,0.0,
22,0.0,2325.41,113.339,0.0,0.0,,,46.4444,113.339,46.4444,-66.6608,,,monload-611_runway,,,,,2.4,0.9689208333333332,0.0,
23,0.0,2346.61,113.849,0.0,0.0,,,35.6973,113.849,35.6973,-66.1515,,,monload-611_runway,,,,,2.4,0.9777541666666667,0.0,
24,0.0,2362.5,114.246,0.0,0.0,,,22.9122,114.242,22.9122,-65.7577,,,monload-611_runway,,,,,2.4,0.984375,0.0,
25,0.0,2368.53,114.393,0.0,0.0,,,18.6667,114.391,18.6667,-65.6089,,,monload-611_runway,,,,,2.4,0.9868875,0.0,
26,0.0,2368.9,114.402,0.0,0.0,,,17.8494,114.402,17.8494,-65.5981,,,monload-611_runway,,,,,2.4,0.9870416666666667,0.0,
27,0.0,2369.51,114.418,0.0,0.0,,,16.9263,114.418,16.9263,-65.5824,,,monload-611_runway,,,,,2.4,0.9872958333333334,0.0,
28,0.0,2369.48,114.417,0.0,0.0,,,17.0116,114.417,17.0116,-65.5833,,,monload-611_runway,,,,,2.4,0.9872833333333333,0.0,
29,0.0,2342.94,113.789,0.0,0.0,,,17.6802,113.789,17.6802,-66.2111,,,monload-611_runway,,,,,2.4,0.976225,0.0,
30,0.0,2331.4,113.512,0.0,0.0,,,21.26,113.508,21.26,-66.4922,,,monload-611_runway,,,,,2.4,0.9714166666666667,0.0,
31,0.0,2288.93,112.169,0.0,0.0,,,33.1809,112.169,33.1809,-67.8313,,,monload-611_runway,,,,,2.4,0.9537208333333332,0.0,
32,0.0,2270.81,111.75,0.0,0.0,,,34.7054,111.74,34.7054,-68.2602,,,monload-611_runway,,,,,2.4,0.9461708333333333,0.0,
33,0.0,2268.47,111.719,0.0,0.0,,,30.6105,111.719,30.6105,-68.2811,,,monload-611_runway,,,,,2.4,0.9451958333333332,0.0,
34,0.0,2264.84,111.642,0.0,0.0,,,30.88,111.64,30.88,-68.3596,,,monload-611_runway,,,,,2.4,0.9436833333333334,0.0,
35,0.0,2270.46,111.782,0.0,0.0,,,25.0239,111.777,25.0239,-68.2235,,,monload-611_runway,,,,,2.4,0.946025,0.0,
36,0.0,2260.08,111.543,0.0,0.0,,,25.7652,111.542,25.7652,-68.4585,,,monload-611_runway,,,,,2.4,0.9417,0.0,
37,0.0,2301.94,112.474,0.0,0.0,,,26.4116,112.474,26.4116,-67.5262,,,monload-611_runway,,,,,2.4,0.9591416666666667,0.0,
38,0.0,2271.13,111.787,0.0,0.0,,,25.2709,111.787,25.2709,-68.2133,,,monload-611_runway,,,,,2.4,0.9463041666666667,0.0,
39,0.0,2337.38,113.276,0.0,0.0,,,24.5082,113.271,24.5082,-66.7291,,,monload-611_runway,,,,,2.4,0.9739083333333334,0.0,
40,0.0,2307.1,112.59,0.0,0.0,,,24.748,112.591,24.748,-67.4092,,,monload-611_runway,,,,,2.4,0.9612916666666667,0.0,
41,0.0,2269.6,111.744,0.0,0.0,,,25.7439,111.744,25.7439,-68.2558,,,monload-611_runway,,,,,2.4,0.9456666666666667,0.0,
42,0.0,2257.29,111.464,0.0,0.0,,,31.3301,111.466,31.3301,-68.5339,,,monload-611_runway,,,,,2.4,0.9405375,0.0,
43,0.0,2283.19,112.043,0.0,0.0,,,38.7986,112.043,38.7986,-67.9573,,,monload-611_runway,,,,,2.4,0.9513291666666667,0.0,
44,0.0,2282.15,112.014,0.0,0.0,,,41.1781,112.014,41.1781,-67.9864,,,monload-611_runway,,,,,2.4,0.9508958333333334,0.0,
45,0.0,2297.96,112.371,0.0,0.0,,,45.1231,112.37,45.1231,-67.63,,,monload-611_runway,,,,,2.4,0.9574833333333334,0.0,
46,0.0,2308.23,112.607,0.0,0.0,,,42.3023,112.606,42.3023,-67.3935,,,monload-611_runway,,,,,2.4,0.9617625,0.0,
47,0.0,2334.43,113.235,0.0,0.0,,,30.8497,113.233,30.8497,-66.7669,,,monload-611_runway,,,,,2.4,0.9726791666666667,0.0,
48,0.0,2351.4,113.646,0.0,0.0,,,21.1497,113.644,21.1497,-66.3559,,,monload-611_runway,,,,,2.4,0.97975,0.0,
49,0.0,2370.09,114.084,0.0,0.0,,,18.8942,114.084,18.8942,-65.9163,,,monload-611_runway,,,,,2.4,0.9875375000000001,0.0,
50,0.0,2371.58,114.119,0.0,0.0,,,18.3946,114.118,18.3946,-65.882,,,monload-611_runway,,,,,2.4,0.9881583333333332,0.0,
51,0.0,2373.27,114.159,0.0,0.0,,,17.8874,114.158,17.8874,-65.8417,,,monload-611_runway,,,,,2.4,0.9888625,0.0,
52,0.0,2372.98,114.151,0.0,0.0,,,18.4384,114.151,18.4384,-65.8487,,,monload-611_runway,,,,,2.4,0.9887416666666666,0.0,
53,0.0,2345.63,113.512,0.0,0.0,,,19.6598,113.512,19.6598,-66.488,,,monload-611_runway,,,,,2.4,0.9773458333333334,0.0,
54,0.0,2333.34,113.219,0.0,0.0,,,23.9779,113.217,23.9779,-66.7828,,,monload-611_runway,,,,,2.4,0.972225,0.0,
55,0.0,2280.66,111.982,0.0,0.0,,,35.7182,112.001,35.7182,-67.9992,,,monload-611_runway,,,,,2.4,0.950275,0.0,
56,0.0,2263.62,111.592,0.0,0.0,,,35.7041,111.581,35.7041,-68.4189,,,monload-611_runway,,,,,2.4,0.943175,0.0,
57,0.0,2272.62,111.805,0.0,0.0,,,31.4506,111.795,31.4506,-68.2052,,,monload-611_runway,,,,,2.4,0.9469249999999999,0.0,
58,0.0,2303.28,112.495,0.0,0.0,,,31.2533,112.494,31.2533,-67.5058,,,monload-611_runway,,,,,2.4,0.9597000000000001,0.0,
59,0.0,2332.24,113.167,0.0,0.0,,,24.7817,113.165,24.7817,-66.835,,,monload-611_runway,,,,,2.4,0.9717666666666666,0.0,
60,0.0,2284.22,112.087,0.0,0.0,,,25.9092,112.088,25.9092,-67.9122,,,monload-611_runway,,,,,2.4,0.9517583333333333,0.0,
61,0.0,2318.37,112.851,0.0,0.0,,,27.1001,112.849,27.1001,-67.1505,,,monload-611_runway,,,,,2.4,0.9659875,0.0,
62,0.0,2308.7,112.629,0.0,0.0,,,27.5835,112.64,27.5835,-67.3598,,,monload-611_runway,,,,,2.4,0.9619583333333332,0.0,
63,0.0,2295.75,112.335,0.0,0.0,,,27.9419,112.349,27.9419,-67.651,,,monload-611_runway,,,,,2.4,0.9565625,0.0,
64,0.0,2286.22,112.12,0.0,0.0,,,28.0794,112.128,28.0794,-67.872,,,monload-611_runway,,,,,2.4,0.9525916666666666,0.0,
65,0.0,2258.5,111.499,0.0,0.0,,,28.2335,111.487,28.2335,-68.5126,,,monload-611_runway,,,,,2.4,0.9410416666666667,0.0,
66,0.0,2259.87,111.529,0.0,0.0,,,32.2976,111.531,32.2976,-68.4694,,,monload-611_runway,,,,,2.4,0.9416125,0.0,
67,0.0,2282.4,112.035,0.0,0.0,,,38.728,112.035,38.728,-67.9646,,,monload-611_runway,,,,,2.4,0.9510000000000001,0.0,
68,0.0,2282.46,112.031,0.0,0.0,,,40.8709,112.031,40.8709,-67.9688,,,monload-611_runway,,,,,2.4,0.951025,0.0,
69,0.0,2307.35,112.591,0.0,0.0,,,44.806,112.59,44.806,-67.4096,,,monload-611_runway,,,,,2.4,0.9613958333333333,0.0,
70,0.0,2321.45,112.914,0.0,0.0,,,41.9513,112.914,41.9513,-67.0862,,,monload-611_runway,,,,,2.4,0.9672708333333333,0.0,
71,0.0,2357.06,113.758,0.0,0.0,,,30.874,113.755,30.874,-66.2448,,,monload-611_runway,,,,,2.4,0.9821083333333334,0.0,
72,0.0,2371.67,114.115,0.0,0.0,,,21.1947,114.115,21.1947,-65.8854,,,monload-611_runway,,,,,2.4,0.9881958333333334,0.0,
73,0.0,2380.04,114.313,0.0,0.0,,,18.5785,114.309,18.5785,-65.6912,,,monload-611_runway,,,,,2.4,0.9916833333333334,0.0,
74,0.0,2381.18,114.341,0.0,0.0,,,17.7129,114.341,17.7129,-65.6595,,,monload-611_runway,,,,,2.4,0.9921583333333333,0.0,
75,0.0,2382.4,114.372,0.0,0.0,,,16.7422,114.371,16.7422,-65.6291,,,monload-611_runway,,,,,2.4,0.9926666666666667,0.0,
76,0.0,2382.3,114.369,0.0,0.0,,,16.8093,114.369,16.8093,-65.6309,,,monload-611_runway,,,,,2.4,0.9926250000000001,0.0,
77,0.0,2355.59,113.742,0.0,0.0,,,17.5128,113.742,17.5128,-66.2581,,,monload-611_runway,,,,,2.4,0.9814958333333333,0.0,
78,0.0,2347.56,113.549,0.0,0.0,,,20.9229,113.549,20.9229,-66.4508,,,monload-611_runway,,,,,2.4,0.97815,0.0,
79,0.0,2283.44,112.05,0.0,0.0,,,32.7171,112.053,32.7171,-67.9473,,,monload-611_runway,,,,,2.4,0.9514333333333334,0.0,
80,0.0,2258.15,111.471,0.0,0.0,,,34.6388,111.474,34.6388,-68.5259,,,monload-611_runway,,,,,2.4,0.9408958333333334,0.0,
81,0.0,2292.9,112.252,0.0,0.0,,,30.82,112.251,30.82,-67.7492,,,monload-611_runway,,,,,2.4,0.9553750000000001,0.0,
82,0.0,2340.44,113.332,0.0,0.0,,,30.1071,113.331,30.1071,-66.6688,,,monload-611_runway,,,,,2.4,0.9751833333333334,0.0,
83,0.0,2362.25,113.852,0.0,0.0,,,23.08,113.852,23.08,-66.1476,,,monload-611_runway,,,,,2.4,0.9842708333333333,0.0,
84,0.0,2363.19,113.882,0.0,0.0,,,23.6213,113.882,23.6213,-66.1178,,,monload-611_runway,,,,,2.4,0.9846625,0.0,
85,0.0,2400.35,114.738,0.0,0.0,,,24.733,114.738,24.733,-65.262,,,monload-611_runway,,,,,2.4,1.0001458333333333,0.0,
86,0.0,2359.47,113.786,0.0,0.0,,,26.0612,113.787,26.0612,-66.2132,,,monload-611_runway,,,,,2.4,0.9831125,0.0,
87,0.0,2348.62,113.534,0.0,0.0,,,26.4039,113.534,26.4039,-66.4659,,,monload-611_runway,,,,,2.4,0.9785916666666666,0.0,
88,0.0,2345.69,113.465,0.0,0.0,,,26.3335,113.462,26.3335,-66.5378,,,monload-611_runway,,,,,2.4,0.9773708333333334,0.0,
89,0.0,2286.32,112.113,0.0,0.0,,,27.5633,112.113,27.5633,-67.887,,,monload-611_runway,,,,,2.4,0.9526333333333334,0.0,
90,0.0,2251.48,111.32,0.0,0.0,,,33.3772,111.319,33.3772,-68.6812,,,monload-611_runway,,,,,2.4,0.9381166666666667,0.0,
91,0.0,2276.75,111.886,0.0,0.0,,,41.4005,111.886,41.4005,-68.1138,,,monload-611_runway,,,,,2.4,0.9486458333333333,0.0,
92,0.0,2276.08,111.865,0.0,0.0,,,44.4645,111.864,44.4645,-68.1357,,,monload-611_runway,,,,,2.4,0.9483666666666667,0.0,
93,0.0,2291.82,112.221,0.0,0.0,,,49.2734,112.22,49.2734,-67.7797,,,monload-611_runway,,,,,2.4,0.954925,0.0,
94,0.0,2306.2,112.548,0.0,0.0,,,46.4184,112.549,46.4184,-67.4512,,,monload-611_runway,,,,,2.4,0.9609166666666666,0.0,
95,0.0,2342.54,113.407,0.0,0.0,,,34.3923,113.406,34.3923,-66.5941,,,monload-611_runway,,,,,2.4,0.9760583333333334,0.0,
96,0.0,2357.59,113.777,0.0,0.0,,,24.0131,113.757,24.0131,-66.2434,,,monload-611_runway,,,,,2.4,0.9823291666666667,0.0,
97,0.0,2365.89,113.974,0.0,0.0,,,21.7964,113.973,21.7964,-66.0268,,,monload-611_runway,,,,,2.4,0.9857874999999999,0.0,
98,0.0,2367.86,114.02,0.0,0.0,,,20.8093,114.017,20.8093,-65.9827,,,monload-611_runway,,,,,2.4,0.9866083333333334,0.0,
99,0.0,2369.48,114.061,0.0,0.0,,,19.5335,114.058,19.5335,-65.9418,,,monload-611_runway,,,,,2.4,0.9872833333333333,0.0,
100,0.0,2371.46,114.107,0.0,0.0,,,19.3539,114.104,19.3539,-65.8958,,,monload-611_runway,,,,,2.4,0.9881083333333334,0.0,
101,0.0,2347.9,113.556,0.0,0.0,,,19.795,113.557,19.795,-66.4428,,,monload-611_runway,,,,,2.4,0.9782916666666667,0.0,
102,0.0,2336.75,113.291,0.0,0.0,,,23.6849,113.303,23.6849,-66.6973,,,monload-611_runway,,,,,2.4,0.9736458333333333,0.0,
103,0.0,2276.36,111.873,0.0,0.0,,,38.3585,111.872,38.3585,-68.1278,,,monload-611_runway,,,,,2.4,0.9484833333333333,0.0,
104,0.0,2255.09,111.082,0.0,0.0,,,42.2091,111.08,42.2091,-68.9198,,,monload-611_runway,,,,,2.4,0.9396208333333333,0.0,
105,0.0,2289.5,111.841,0.0,0.0,,,39.7651,111.84,39.7651,-68.1603,,,monload-611_runway,,,,,2.4,0.9539583333333334,0.0,
106,0.0,2324.34,112.609,0.0,0.0,,,42.459,112.605,42.459,-67.3951,,,monload-611_runway,,,,,2.4,0.9684750000000001,0.0,
107,0.0,2346.2,113.114,0.0,0.0,,,36.7749,113.114,36.7749,-66.8858,,,monload-611_runway,,,,,2.4,0.9775833333333332,0.0,
108,0.0,2355.43,113.34,0.0,0.0,,,34.924,113.34,34.924,-66.6604,,,monload-611_runway,,,,,2.4,0.9814291666666666,0.0,
109,0.0,2381.16,114.274,0.0,0.0,,,35.3309,114.274,35.3309,-65.7257,,,monload-611_runway,,,,,2.4,0.99215,0.0,
110,0.0,2355.16,113.672,0.0,0.0,,,36.1511,113.672,36.1511,-66.328,,,monload-611_runway,,,,,2.4,0.9813166666666666,0.0,
111,0.0,2331.68,113.126,0.0,0.0,,,36.557,113.126,36.557,-66.8742,,,monload-611_runway,,,,,2.4,0.9715333333333332,0.0,
112,0.0,2321.44,112.893,0.0,0.0,,,35.8436,112.893,35.8436,-67.1073,,,monload-611_runway,,,,,2.4,0.9672666666666667,0.0,
113,0.0,2265.24,111.621,0.0,0.0,,,37.0668,111.623,37.0668,-68.3771,,,monload-611_runway,,,,,2.4,0.9438499999999999,0.0,
114,0.0,2259.26,111.171,0.0,0.0,,,41.9485,111.171,41.9485,-68.8291,,,monload-611_runway,,,,,2.4,0.9413583333333334,0.0,
115,0.0,2290.29,111.869,0.0,0.0,,,48.2942,111.869,48.2942,-68.1313,,,monload-611_runway,,,,,2.4,0.9542875,0.0,
116,0.0,2290.74,111.875,0.0,0.0,,,50.8826,111.874,50.8826,-68.1262,,,monload-611_runway,,,,,2.4,0.954475,0.0,
117,0.0,2306.12,112.222,0.0,0.0,,,55.1034,112.222,55.1034,-67.7783,,,monload-611_runway,,,,,2.4,0.9608833333333333,0.0,
118,0.0,2317.19,112.474,0.0,0.0,,,52.4571,112.473,52.4571,-67.5273,,,monload-611_runway,,,,,2.4,0.9654958333333333,0.0,
119,0.0,2344.59,113.125,0.0,0.0,,,40.733,113.123,40.733,-66.8773,,,monload-611_runway,,,,,2.4,0.9769125000000001,0.0,
120,0.0,2374.84,113.837,0.0,0.0,,,29.5798,113.833,29.5798,-66.1668,,,monload-611_runway,,,,,2.4,0.9895166666666667,0.0,
121,0.0,2375.63,114.202,0.0,0.0,,,25.8806,114.202,25.8806,-65.7981,,,monload-611_runway,,,,,2.4,0.9898458333333334,0.0,
122,0.0,2377.65,114.251,0.0,0.0,,,24.5759,114.25,24.5759,-65.7502,,,monload-611_runway,,,,,2.4,0.9906875,0.0,
123,0.0,2379.55,114.298,0.0,0.0,,,22.9971,114.297,22.9971,-65.7032,,,monload-611_runway,,,,,2.4,0.9914791666666667,0.0,
124,0.0,2380.57,114.323,0.0,0.0,,,22.3842,114.322,22.3842,-65.6779,,,monload-611_runway,,,,,2.4,0.9919041666666667,0.0,
125,0.0,2353.77,113.696,0.0,0.0,,,22.8134,113.696,22.8134,-66.304,,,monload-611_runway,,,,,2.4,0.9807375,0.0,
126,0.0,2343.95,113.461,0.0,0.0,,,26.7316,113.46,26.7316,-66.5402,,,monload-611_runway,,,,,2.4,0.9766458333333332,0.0,
127,0.0,2280.62,111.976,0.0,0.0,,,41.3038,111.976,41.3038,-68.0238,,,monload-611_runway,,,,,2.4,0.9502583333333333,0.0,
128,0.0,2258.73,111.466,0.0,0.0,,,45.1004,111.448,45.1004,-68.552,,,monload-611_runway,,,,,2.4,0.9411375,0.0,
129,0.0,2259.01,111.464,0.0,0.0,,,43.6306,111.453,43.6306,-68.5473,,,monload-611_runway,,,,,2.4,0.9412541666666667,0.0,
130,0.0,2294.3,112.249,0.0,0.0,,,44.3574,112.248,44.3574,-67.7518,,,monload-611_runway,,,,,2.4,0.9559583333333334,0.0,
131,0.0,2333.22,113.141,0.0,0.0,,,38.3172,113.141,38.3172,-66.8591,,,monload-611_runway,,,,,2.4,0.9721749999999999,0.0,
132,0.0,2318.9,112.813,0.0,0.0,,,39.0492,112.813,39.0492,-67.1868,,,monload-611_runway,,,,,2.4,0.9662083333333333,0.0,
133,0.0,2334.58,113.171,0.0,0.0,,,39.7514,113.17,39.7514,-66.8299,,,monload-611_runway,,,,,2.4,0.9727416666666666,0.0,
134,0.0,2327.67,113.009,0.0,0.0,,,40.3209,113.009,40.3209,-66.9913,,,monload-611_runway,,,,,2.4,0.9698625000000001,0.0,
135,0.0,2328.58,113.029,0.0,0.0,,,40.0177,113.029,40.0177,-66.9714,,,monload-611_runway,,,,,2.4,0.9702416666666667,0.0,
136,0.0,2304.92,112.495,0.0,0.0,,,38.751,112.495,38.751,-67.5052,,,monload-611_runway,,,,,2.4,0.9603833333333334,0.0,
137,0.0,2257.7,111.441,0.0,0.0,,,37.4667,111.442,37.4667,-68.5583,,,monload-611_runway,,,,,2.4,0.9407083333333333,0.0,
138,0.0,2257.69,111.126,0.0,0.0,,,42.4579,111.126,42.4579,-68.8745,,,monload-611_runway,,,,,2.4,0.9407041666666667,0.0,
139,0.0,2284.16,111.72,0.0,0.0,,,49.9773,111.719,49.9773,-68.2806,,,monload-611_runway,,,,,2.4,0.9517333333333333,0.0,
140,0.0,2269.52,111.394,0.0,0.0,,,52.4248,111.4,52.4248,-68.6001,,,monload-611_runway,,,,,2.4,0.9456333333333333,0.0,
141,0.0,2293.77,111.934,0.0,0.0,,,57.1881,111.934,57.1881,-68.0665,,,monload-611_runway,,,,,2.4,0.9557375,0.0,
142,0.0,2321.64,112.569,0.0,0.0,,,51.6617,112.57,51.6617,-67.4297,,,monload-611_runway,,,,,2.4,0.9673499999999999,0.0,
143,0.0,2369.11,113.684,0.0,0.0,,,37.0848,113.682,37.0848,-66.3185,,,monload-611_runway,,,,,2.4,0.9871291666666667,0.0,
144,0.0,2371.25,114.096,0.0,0.0,,,25.3175,114.102,25.3175,-65.8984,,,monload-611_runway,,,,,2.4,0.9880208333333333,0.0,
145,0.0,2379.17,114.289,0.0,0.0,,,23.1146,114.289,23.1146,-65.7114,,,monload-611_runway,,,,,2.4,0.9913208333333333,0.0,
146,0.0,2379.05,114.286,0.0,0.0,,,22.7156,114.286,22.7156,-65.7143,,,monload-611_runway,,,,,2.4,0.9912708333333334,0.0,
147,0.0,2381.52,114.349,0.0,0.0,,,19.4987,114.348,19.4987,-65.652,,,monload-611_runway,,,,,2.4,0.9923,0.0,
148,0.0,2382.06,114.362,0.0,0.0,,,19.1538,114.362,19.1538,-65.6381,,,monload-611_runway,,,,,2.4,0.992525,0.0,
149,0.0,2374.22,114.178,0.0,0.0,,,19.44,114.18,19.44,-65.8198,,,monload-611_runway,,,,,2.4,0.9892583333333332,0.0,
150,0.0,2368.17,114.034,0.0,0.0,,,20.7921,114.035,20.7921,-65.9649,,,monload-611_runway,,,,,2.4,0.9867375,0.0,
151,0.0,2338.22,113.319,0.0,0.0,,,30.6613,113.319,30.6613,-66.6808,,,monload-611_runway,,,,,2.4,0.9742583333333332,0.0,
152,0.0,2318.95,112.871,0.0,0.0,,,32.5578,112.871,32.5578,-67.1287,,,monload-611_runway,,,,,2.4,0.9662291666666666,0.0,
153,0.0,2349.92,113.549,0.0,0.0,,,45.5458,113.549,45.5458,-66.4508,,,monload-611_runway,,,,,2.4,0.9791333333333334,0.0,
154,0.0,2333.19,113.174,0.0,0.0,,,40.6198,113.174,40.6198,-66.8264,,,monload-611_runway,,,,,2.4,0.9721625,0.0,
155,0.0,2397.71,114.677,0.0,0.0,,,31.8176,114.677,31.8176,-65.323,,,monload-611_runway,,,,,2.4,0.9990458333333333,0.0,
156,0.0,2399.77,114.73,0.0,0.0,,,31.3428,114.729,31.3428,-65.2708,,,monload-611_runway,,,,,2.4,0.9999041666666667,0.0,
157,0.0,2432.08,115.484,0.0,0.0,,,32.0281,115.484,32.0281,-64.5158,,,monload-611_runway,,,,,2.4,1.0133666666666665,0.0,
158,0.0,2403.4,114.813,0.0,0.0,,,31.7662,114.813,31.7662,-65.1866,,,monload-611_runway,,,,,2.4,1.0014166666666666,0.0,
159,0.0,2398.79,114.705,0.0,0.0,,,32.0361,114.705,32.0361,-65.2946,,,monload-611_runway,,,,,2.4,0.9994958333333334,0.0,
160,0.0,2370.01,114.042,0.0,0.0,,,33.0122,114.042,33.0122,-65.9579,,,monload-611_runway,,,,,2.4,0.9875041666666667,0.0,
161,0.0,2338.47,113.321,0.0,0.0,,,33.2851,113.322,33.2851,-66.6783,,,monload-611_runway,,,,,2.4,0.9743624999999999,0.0,
162,0.0,2309.34,112.657,0.0,0.0,,,36.5459,112.657,36.5459,-67.3433,,,monload-611_runway,,,,,2.4,0.9622250000000001,0.0,
163,0.0,2297.75,112.372,0.0,0.0,,,47.5561,112.372,47.5561,-67.6281,,,monload-611_runway,,,,,2.4,0.9573958333333333,0.0,
164,0.0,2299.08,112.396,0.0,0.0,,,49.2997,112.395,49.2997,-67.6047,,,monload-611_runway,,,,,2.4,0.95795,0.0,
165,0.0,2320.56,112.886,0.0,0.0,,,51.8892,112.885,51.8892,-67.1148,,,monload-611_runway,,,,,2.4,0.9669,0.0,
166,0.0,2328.27,113.06,0.0,0.0,,,51.0972,113.06,51.0972,-66.9399,,,monload-611_runway,,,,,2.4,0.9701125,0.0,
167,0.0,2351.44,113.611,0.0,0.0,,,40.8171,113.612,40.8171,-66.3883,,,monload-611_runway,,,,,2.4,0.9797666666666667,0.0,
168,0.0,2369.67,114.059,0.0,0.0,,,27.8677,114.045,27.8677,-65.9551,,,monload-611_runway,,,,,2.4,0.9873625,0.0,
169,0.0,2383.03,114.379,0.0,0.0,,,23.6005,114.379,23.6005,-65.6213,,,monload-611_runway,,,,,2.4,0.9929291666666668,0.0,
170,0.0,2384.34,114.41,0.0,0.0,,,23.0303,114.409,23.0303,-65.5912,,,monload-611_runway,,,,,2.4,0.9934750000000001,0.0,
171,0.0,2387.55,114.491,0.0,0.0,,,19.8099,114.488,19.8099,-65.5124,,,monload-611_runway,,,,,2.4,0.9948125000000001,0.0,
172,0.0,2387.81,114.497,0.0,0.0,,,19.6465,114.497,19.6465,-65.5028,,,monload-611_runway,,,,,2.4,0.9949208333333334,0.0,
173,0.0,2379.12,114.292,0.0,0.0,,,20.1694,114.301,20.1694,-65.6994,,,monload-611_runway,,,,,2.4,0.9913,0.0,
174,0.0,2372.46,114.134,0.0,0.0,,,21.5583,114.139,21.5583,-65.8607,,,monload-611_runway,,,,,2.4,0.988525,0.0,
175,0.0,2341.87,113.406,0.0,0.0,,,31.2002,113.406,31.2002,-66.5938,,,monload-611_runway,,,,,2.4,0.9757791666666666,0.0,
176,0.0,2346.86,113.521,0.0,0.0,,,33.3904,113.519,33.3904,-66.481,,,monload-611_runway,,,,,2.4,0.9778583333333334,0.0,
177,0.0,2357.38,113.718,0.0,0.0,,,49.5935,113.718,49.5935,-66.2816,,,monload-611_runway,,,,,2.4,0.9822416666666667,0.0,
178,0.0,2397.86,114.643,0.0,0.0,,,48.4258,114.642,48.4258,-65.3577,,,monload-611_runway,,,,,2.4,0.9991083333333334,0.0,
179,0.0,2335.34,113.234,0.0,0.0,,,39.6712,113.235,39.6712,-66.7653,,,monload-611_runway,,,,,2.4,0.9730583333333334,0.0,
180,0.0,2341.54,113.378,0.0,0.0,,,38.1499,113.374,38.1499,-66.6262,,,monload-611_runway,,,,,2.4,0.9756416666666666,0.0,
181,0.0,2377.44,114.198,0.0,0.0,,,38.4204,114.197,38.4204,-65.8034,,,monload-611_runway,,,,,2.4,0.9906,0.0,
182,0.0,2384.35,114.354,0.0,0.0,,,39.8211,114.353,39.8211,-65.6468,,,monload-611_runway,,,,,2.4,0.9934791666666666,0.0,
183,0.0,2363.72,113.874,0.0,0.0,,,41.1387,113.875,41.1387,-66.1255,,,monload-611_runway,,,,,2.4,0.9848833333333332,0.0,
