hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3,Name,V4,VAngle4,I4,IAngle4,kv,V1(PU),V2(PU),V3(PU)
123,0.0,2342.58,-3.83432,0.0,0.0,,,1.14098,-3.83459,1.14098,176.165,,,monload-670a_residential2,,,,,2.4,0.9760749999999999,0.0,
124,0.0,2342.71,-3.83136,0.0,0.0,,,1.09016,-3.83145,1.09016,176.169,,,monload-670a_residential2,,,,,2.4,0.9761291666666667,0.0,
125,0.0,2317.71,-4.33517,0.0,0.0,,,1.2305,-4.33495,1.2305,175.665,,,monload-670a_residential2,,,,,2.4,0.9657125,0.0,
126,0.0,2314.16,-4.40623,0.0,0.0,,,1.5299,-4.40644,1.5299,175.594,,,monload-670a_residential2,,,,,2.4,0.9642333333333333,0.0,
127,0.0,2265.55,-5.35986,0.0,0.0,,,1.91389,-5.35998,1.91389,174.64,,,monload-670a_residential2,,,,,2.4,0.9439791666666667,0.0,
128,0.0,2249.86,-5.65695,0.0,0.0,,,1.8754,-5.66661,1.8754,174.333,,,monload-670a_residential2,,,,,2.4,0.9374416666666667,0.0,
129,0.0,2244.69,-5.75199,0.0,0.0,,,2.51356,-5.763,2.51356,174.237,,,monload-670a_residential2,,,,,2.4,0.9352875,0.0,
130,0.0,2270.46,-5.26327,0.0,0.0,,,2.67831,-5.26374,2.67831,174.736,,,monload-670a_residential2,,,,,2.4,0.946025,0.0,
131,0.0,2303.59,-4.60815,0.0,0.0,,,3.02984,-4.60784,3.02984,175.392,,,monload-670a_residential2,,,,,2.4,0.9598291666666667,0.0,
132,0.0,2290.61,-4.86969,0.0,0.0,,,3.30866,-4.8695,3.30866,175.131,,,monload-670a_residential2,,,,,2.4,0.9544208333333334,0.0,
133,0.0,2306.13,-4.56447,0.0,0.0,,,3.43001,-4.56492,3.43001,175.435,,,monload-670a_residential2,,,,,2.4,0.9608875,0.0,
134,0.0,2300.77,-4.66728,0.0,0.0,,,3.51597,-4.667,3.51597,175.333,,,monload-670a_residential2,,,,,2.4,0.9586541666666667,0.0,
135,0.0,2302.0,-4.64119,0.0,0.0,,,3.43519,-4.64339,3.43519,175.357,,,monload-670a_residential2,,,,,2.4,0.9591666666666666,0.0,
136,0.0,2279.77,-5.0803,0.0,0.0,,,3.37843,-5.07983,3.37843,174.92,,,monload-670a_residential2,,,,,2.4,0.9499041666666667,0.0,
137,0.0,2238.92,-5.86511,0.0,0.0,,,3.33764,-5.86398,3.33764,174.136,,,monload-670a_residential2,,,,,2.4,0.9328833333333334,0.0,
138,0.0,2243.17,-6.04913,0.0,0.0,,,3.3501,-6.04805,3.3501,173.952,,,monload-670a_residential2,,,,,2.4,0.9346541666666667,0.0,
139,0.0,2274.12,-5.46847,0.0,0.0,,,3.62938,-5.46891,3.62938,174.531,,,monload-670a_residential2,,,,,2.4,0.94755,0.0,
140,0.0,2264.71,-5.64588,0.0,0.0,,,3.46327,-5.64246,3.46327,174.358,,,monload-670a_residential2,,,,,2.4,0.9436291666666666,0.0,
141,0.0,2291.59,-5.13283,0.0,0.0,,,3.45593,-5.13333,3.45593,174.867,,,monload-670a_residential2,,,,,2.4,0.9548291666666667,0.0,
142,0.0,2317.57,-4.61834,0.0,0.0,,,2.5568,-4.617,2.5568,175.383,,,monload-670a_residential2,,,,,2.4,0.9656541666666667,0.0,
143,0.0,2350.1,-3.96948,0.0,0.0,,,1.69265,-3.97091,1.69265,176.029,,,monload-670a_residential2,,,,,2.4,0.9792083333333333,0.0,
144,0.0,2350.53,-3.96728,0.0,0.0,,,1.30084,-3.9675,1.30084,176.033,,,monload-670a_residential2,,,,,2.4,0.9793875000000001,0.0,
145,0.0,2342.23,-3.84126,0.0,0.0,,,1.08381,-3.8411,1.08381,176.159,,,monload-670a_residential2,,,,,2.4,0.9759291666666666,0.0,
146,0.0,2342.68,-3.83073,0.0,0.0,,,1.04687,-3.83127,1.04687,176.169,,,monload-670a_residential2,,,,,2.4,0.9761166666666666,0.0,
147,0.0,2342.48,-3.83414,0.0,0.0,,,1.03172,-3.83408,1.03172,176.166,,,monload-670a_residential2,,,,,2.4,0.9760333333333333,0.0,
148,0.0,2342.67,-3.83026,0.0,0.0,,,1.02592,-3.83035,1.02592,176.17,,,monload-670a_residential2,,,,,2.4,0.9761125,0.0,
149,0.0,2336.2,-3.96141,0.0,0.0,,,1.15377,-3.95908,1.15377,176.041,,,monload-670a_residential2,,,,,2.4,0.9734166666666666,0.0,
150,0.0,2334.0,-4.00594,0.0,0.0,,,1.42485,-4.00535,1.42485,175.995,,,monload-670a_residential2,,,,,2.4,0.9725,0.0,
151,0.0,2312.76,-4.43089,0.0,0.0,,,1.7557,-4.43068,1.7557,175.569,,,monload-670a_residential2,,,,,2.4,0.9636500000000001,0.0,
152,0.0,2296.48,-4.75269,0.0,0.0,,,1.61038,-4.75247,1.61038,175.248,,,monload-670a_residential2,,,,,2.4,0.9568666666666666,0.0,
153,0.0,2323.1,-4.23472,0.0,0.0,,,1.39839,-4.23512,1.39839,175.765,,,monload-670a_residential2,,,,,2.4,0.9679583333333333,0.0,
154,0.0,2299.35,-4.70735,0.0,0.0,,,1.25832,-4.70671,1.25832,175.293,,,monload-670a_residential2,,,,,2.4,0.9580624999999999,0.0,
155,0.0,2347.32,-3.74364,0.0,0.0,,,1.26652,-3.74277,1.26652,176.257,,,monload-670a_residential2,,,,,2.4,0.9780500000000001,0.0,
156,0.0,2347.66,-3.73806,0.0,0.0,,,1.4516,-3.7389,1.4516,176.261,,,monload-670a_residential2,,,,,2.4,0.9781916666666666,0.0,
157,0.0,2377.6,-3.12771,0.0,0.0,,,1.56738,-3.12851,1.56738,176.871,,,monload-670a_residential2,,,,,2.4,0.9906666666666666,0.0,
158,0.0,2352.08,-3.65252,0.0,0.0,,,1.50189,-3.65165,1.50189,176.348,,,monload-670a_residential2,,,,,2.4,0.9800333333333333,0.0,
159,0.0,2348.6,-3.72892,0.0,0.0,,,1.53714,-3.72862,1.53714,176.271,,,monload-670a_residential2,,,,,2.4,0.9785833333333332,0.0,
160,0.0,2325.11,-4.20421,0.0,0.0,,,1.85986,-4.20333,1.85986,175.797,,,monload-670a_residential2,,,,,2.4,0.9687958333333334,0.0,
161,0.0,2299.77,-4.70785,0.0,0.0,,,2.23252,-4.70706,2.23252,175.293,,,monload-670a_residential2,,,,,2.4,0.9582375,0.0,
162,0.0,2278.09,-5.12953,0.0,0.0,,,2.50114,-5.12972,2.50114,174.87,,,monload-670a_residential2,,,,,2.4,0.9492041666666667,0.0,
163,0.0,2281.27,-5.07091,0.0,0.0,,,2.75227,-5.07085,2.75227,174.929,,,monload-670a_residential2,,,,,2.4,0.9505291666666666,0.0,
164,0.0,2288.62,-4.92533,0.0,0.0,,,2.65745,-4.9254,2.65745,175.075,,,monload-670a_residential2,,,,,2.4,0.9535916666666666,0.0,
165,0.0,2310.25,-4.49789,0.0,0.0,,,2.5899,-4.49883,2.5899,175.501,,,monload-670a_residential2,,,,,2.4,0.9626041666666667,0.0,
166,0.0,2321.47,-4.26902,0.0,0.0,,,2.22854,-4.26984,2.22854,175.73,,,monload-670a_residential2,,,,,2.4,0.9672791666666666,0.0,
167,0.0,2336.23,-3.96528,0.0,0.0,,,1.73862,-3.96466,1.73862,176.035,,,monload-670a_residential2,,,,,2.4,0.9734291666666667,0.0,
168,0.0,2336.34,-3.96408,0.0,0.0,,,1.33538,-3.96336,1.33538,176.037,,,monload-670a_residential2,,,,,2.4,0.9734750000000001,0.0,
169,0.0,2345.57,-3.77432,0.0,0.0,,,1.08839,-3.7745,1.08839,176.225,,,monload-670a_residential2,,,,,2.4,0.9773208333333334,0.0,
170,0.0,2347.17,-3.74052,0.0,0.0,,,1.0454,-3.74185,1.0454,176.258,,,monload-670a_residential2,,,,,2.4,0.9779875,0.0,
171,0.0,2347.58,-3.73174,0.0,0.0,,,1.02732,-3.73201,1.02732,176.268,,,monload-670a_residential2,,,,,2.4,0.9781583333333334,0.0,
172,0.0,2347.6,-3.73136,0.0,0.0,,,1.0187,-3.73136,1.0187,176.269,,,monload-670a_residential2,,,,,2.4,0.9781666666666666,0.0,
173,0.0,2340.47,-3.87619,0.0,0.0,,,1.14402,-3.87204,1.14402,176.128,,,monload-670a_residential2,,,,,2.4,0.9751958333333333,0.0,
174,0.0,2337.77,-3.93111,0.0,0.0,,,1.41496,-3.92976,1.41496,176.07,,,monload-670a_residential2,,,,,2.4,0.9740708333333333,0.0,
175,0.0,2316.16,-4.36972,0.0,0.0,,,1.74655,-4.36951,1.74655,175.63,,,monload-670a_residential2,,,,,2.4,0.9650666666666666,0.0,
176,0.0,2321.14,-4.27373,0.0,0.0,,,1.61366,-4.27497,1.61366,175.725,,,monload-670a_residential2,,,,,2.4,0.9671416666666666,0.0,
177,0.0,2339.35,-3.91455,0.0,0.0,,,1.76738,-3.91387,1.76738,176.086,,,monload-670a_residential2,,,,,2.4,0.9747291666666666,0.0,
178,0.0,2379.87,-3.07756,0.0,0.0,,,2.21584,-3.07781,2.21584,176.922,,,monload-670a_residential2,,,,,2.4,0.9916125,0.0,
179,0.0,2314.27,-4.41782,0.0,0.0,,,2.54734,-4.41562,2.54734,175.584,,,monload-670a_residential2,,,,,2.4,0.9642791666666667,0.0,
180,0.0,2316.45,-4.37692,0.0,0.0,,,2.64987,-4.37768,2.64987,175.622,,,monload-670a_residential2,,,,,2.4,0.9651875,0.0,
181,0.0,2345.32,-3.79903,0.0,0.0,,,2.69046,-3.80124,2.69046,176.199,,,monload-670a_residential2,,,,,2.4,0.9772166666666667,0.0,
182,0.0,2353.93,-3.62471,0.0,0.0,,,2.88177,-3.62557,2.88177,176.374,,,monload-670a_residential2,,,,,2.4,0.9808041666666666,0.0,
183,0.0,2339.37,-3.91992,0.0,0.0,,,3.16532,-3.91893,3.16532,176.081,,,monload-670a_residential2,,,,,2.4,0.9747374999999999,0.0,
184,0.0,2318.95,-4.33005,0.0,0.0,,,3.26758,-4.32908,3.26758,175.671,,,monload-670a_residential2,,,,,2.4,0.9662291666666666,0.0,
185,0.0,2304.0,-4.62501,0.0,0.0,,,3.47426,-4.62447,3.47426,175.376,,,monload-670a_residential2,,,,,2.4,0.96,0.0,
186,0.0,2296.91,-4.76163,0.0,0.0,,,3.48838,-4.76697,3.48838,175.233,,,monload-670a_residential2,,,,,2.4,0.9570458333333333,0.0,
187,0.0,2298.19,-4.73742,0.0,0.0,,,3.32093,-4.73938,3.32093,175.261,,,monload-670a_residential2,,,,,2.4,0.9575791666666666,0.0,
188,0.0,2305.31,-4.59562,0.0,0.0,,,2.91137,-4.59622,2.91137,175.404,,,monload-670a_residential2,,,,,2.4,0.9605458333333333,0.0,
189,0.0,2314.75,-4.40726,0.0,0.0,,,2.64628,-4.40754,2.64628,175.592,,,monload-670a_residential2,,,,,2.4,0.9644791666666667,0.0,
190,0.0,2322.08,-4.25833,0.0,0.0,,,2.20916,-4.2586,2.20916,175.741,,,monload-670a_residential2,,,,,2.4,0.9675333333333334,0.0,
191,0.0,2339.43,-3.8998,0.0,0.0,,,1.69955,-3.90049,1.69955,176.1,,,monload-670a_residential2,,,,,2.4,0.9747625,0.0,
192,0.0,2339.59,-3.8974,0.0,0.0,,,1.3174,-3.89731,1.3174,176.103,,,monload-670a_residential2,,,,,2.4,0.9748291666666667,0.0,
193,0.0,2344.33,-3.79695,0.0,0.0,,,1.09257,-3.80309,1.09257,176.197,,,monload-670a_residential2,,,,,2.4,0.9768041666666666,0.0,
194,0.0,2346.03,-3.75952,0.0,0.0,,,1.07812,-3.76214,1.07812,176.238,,,monload-670a_residential2,,,,,2.4,0.9775125000000001,0.0,
195,0.0,2346.12,-3.75616,0.0,0.0,,,1.08415,-3.75663,1.08415,176.243,,,monload-670a_residential2,,,,,2.4,0.9775499999999999,0.0,
196,0.0,2345.66,-3.76473,0.0,0.0,,,1.0995,-3.76454,1.0995,176.235,,,monload-670a_residential2,,,,,2.4,0.9773583333333332,0.0,
197,0.0,2324.0,-4.19827,0.0,0.0,,,1.24886,-4.19798,1.24886,175.802,,,monload-670a_residential2,,,,,2.4,0.9683333333333334,0.0,
198,0.0,2321.36,-4.25128,0.0,0.0,,,1.53243,-4.25024,1.53243,175.75,,,monload-670a_residential2,,,,,2.4,0.9672333333333334,0.0,
199,0.0,2273.73,-5.18482,0.0,0.0,,,1.88144,-5.18491,1.88144,174.815,,,monload-670a_residential2,,,,,2.4,0.9473875,0.0,
200,0.0,2318.4,-4.32714,0.0,0.0,,,1.69711,-4.32852,1.69711,175.671,,,monload-670a_residential2,,,,,2.4,0.9660000000000001,0.0,
201,0.0,2307.07,-4.55141,0.0,0.0,,,1.63547,-4.55064,1.63547,175.449,,,monload-670a_residential2,,,,,2.4,0.9612791666666667,0.0,
202,0.0,2303.23,-4.61797,0.0,0.0,,,1.61189,-4.61565,1.61189,175.384,,,monload-670a_residential2,,,,,2.4,0.9596791666666666,0.0,
203,0.0,2293.71,-4.81499,0.0,0.0,,,1.79425,-4.81417,1.79425,175.186,,,monload-670a_residential2,,,,,2.4,0.9557125,0.0,
204,0.0,2298.84,-4.70792,0.0,0.0,,,2.23501,-4.70874,2.23501,175.291,,,monload-670a_residential2,,,,,2.4,0.9578500000000001,0.0,
205,0.0,2300.52,-4.68235,0.0,0.0,,,2.61154,-4.68212,2.61154,175.318,,,monload-670a_residential2,,,,,2.4,0.95855,0.0,
206,0.0,2285.91,-4.97539,0.0,0.0,,,2.89228,-4.97491,2.89228,175.025,,,monload-670a_residential2,,,,,2.4,0.9524625,0.0,
207,0.0,2286.66,-4.9608,0.0,0.0,,,3.15715,-4.96177,3.15715,175.038,,,monload-670a_residential2,,,,,2.4,0.9527749999999999,0.0,
208,0.0,2284.96,-4.99399,0.0,0.0,,,2.95207,-4.99409,2.95207,175.006,,,monload-670a_residential2,,,,,2.4,0.9520666666666667,0.0,
209,0.0,2282.32,-5.04511,0.0,0.0,,,3.09689,-5.04505,3.09689,174.955,,,monload-670a_residential2,,,,,2.4,0.9509666666666667,0.0,
210,0.0,2290.87,-4.88399,0.0,0.0,,,3.05934,-4.88402,3.05934,175.116,,,monload-670a_residential2,,,,,2.4,0.9545291666666667,0.0,
211,0.0,2307.9,-4.54693,0.0,0.0,,,3.0235,-4.54693,3.0235,175.453,,,monload-670a_residential2,,,,,2.4,0.9616250000000001,0.0,
212,0.0,2310.8,-4.48986,0.0,0.0,,,2.73426,-4.49004,2.73426,175.51,,,monload-670a_residential2,,,,,2.4,0.9628333333333334,0.0,
213,0.0,2338.29,-3.939,0.0,0.0,,,2.58425,-3.94074,2.58425,176.059,,,monload-670a_residential2,,,,,2.4,0.9742875,0.0,
214,0.0,2355.37,-3.59227,0.0,0.0,,,2.21355,-3.59121,2.21355,176.409,,,monload-670a_residential2,,,,,2.4,0.9814041666666666,0.0,
215,0.0,2374.72,-3.19202,0.0,0.0,,,1.74907,-3.19312,1.74907,176.807,,,monload-670a_residential2,,,,,2.4,0.9894666666666666,0.0,
216,0.0,2371.73,-3.25318,0.0,0.0,,,1.37786,-3.25286,1.37786,176.747,,,monload-670a_residential2,,,,,2.4,0.9882208333333333,0.0,
217,0.0,2376.71,-3.14928,0.0,0.0,,,1.13341,-3.1564,1.13341,176.844,,,monload-670a_residential2,,,,,2.4,0.9902958333333334,0.0,
218,0.0,2396.79,-2.7302,0.0,0.0,,,1.08515,-2.73033,1.08515,177.27,,,monload-670a_residential2,,,,,2.4,0.9986625,0.0,
219,0.0,2392.99,-2.80895,0.0,0.0,,,1.0493,-2.80855,1.0493,177.191,,,monload-670a_residential2,,,,,2.4,0.9970791666666666,0.0,
220,0.0,2380.53,-3.06617,0.0,0.0,,,1.03871,-3.06609,1.03871,176.934,,,monload-670a_residential2,,,,,2.4,0.9918875,0.0,
221,0.0,2362.84,-3.43371,0.0,0.0,,,1.17226,-3.43347,1.17226,176.567,,,monload-670a_residential2,,,,,2.4,0.9845166666666667,0.0,
222,0.0,2361.06,-3.47125,0.0,0.0,,,1.44546,-3.47251,1.44546,176.527,,,monload-670a_residential2,,,,,2.4,0.983775,0.0,
223,0.0,2323.79,-4.22931,0.0,0.0,,,1.80326,-4.23001,1.80326,175.77,,,monload-670a_residential2,,,,,2.4,0.9682458333333334,0.0,
224,0.0,2307.77,-4.54678,0.0,0.0,,,1.74275,-4.54645,1.74275,175.454,,,monload-670a_residential2,,,,,2.4,0.9615708333333334,0.0,
225,0.0,2293.61,-4.82276,0.0,0.0,,,1.96002,-4.823,1.96002,175.177,,,monload-670a_residential2,,,,,2.4,0.9556708333333334,0.0,
226,0.0,2284.31,-5.00678,0.0,0.0,,,2.17479,-5.00725,2.17479,174.993,,,monload-670a_residential2,,,,,2.4,0.9517958333333333,0.0,
227,0.0,2285.57,-4.98077,0.0,0.0,,,2.61361,-4.98046,2.61361,175.02,,,monload-670a_residential2,,,,,2.4,0.9523208333333334,0.0,
228,0.0,2291.93,-4.84266,0.0,0.0,,,2.86199,-4.84348,2.86199,175.157,,,monload-670a_residential2,,,,,2.4,0.9549708333333332,0.0,
229,0.0,2287.06,-4.94956,0.0,0.0,,,2.68653,-4.95008,2.68653,175.05,,,monload-670a_residential2,,,,,2.4,0.9529416666666667,0.0,
230,0.0,2285.54,-4.97375,0.0,0.0,,,2.67416,-4.97354,2.67416,175.026,,,monload-670a_residential2,,,,,2.4,0.9523083333333333,0.0,
231,0.0,2286.23,-4.95945,0.0,0.0,,,2.69111,-4.96031,2.69111,175.04,,,monload-670a_residential2,,,,,2.4,0.9525958333333333,0.0,
232,0.0,2283.64,-5.01265,0.0,0.0,,,2.60061,-5.01276,2.60061,174.987,,,monload-670a_residential2,,,,,2.4,0.9515166666666666,0.0,
233,0.0,2276.84,-5.15122,0.0,0.0,,,2.89789,-5.15821,2.89789,174.842,,,monload-670a_residential2,,,,,2.4,0.9486833333333334,0.0,
234,0.0,2279.95,-5.09829,0.0,0.0,,,3.18185,-5.09831,3.18185,174.902,,,monload-670a_residential2,,,,,2.4,0.9499791666666666,0.0,
235,0.0,2312.0,-4.46609,0.0,0.0,,,3.24487,-4.46666,3.24487,175.533,,,monload-670a_residential2,,,,,2.4,0.9633333333333334,0.0,
236,0.0,2300.36,-4.69833,0.0,0.0,,,3.06812,-4.69834,3.06812,175.302,,,monload-670a_residential2,,,,,2.4,0.9584833333333334,0.0,
237,0.0,2333.47,-4.03731,0.0,0.0,,,2.94849,-4.03924,2.94849,175.961,,,monload-670a_residential2,,,,,2.4,0.9722791666666666,0.0,
238,0.0,2357.89,-3.54122,0.0,0.0,,,2.46029,-3.54015,2.46029,176.46,,,monload-670a_residential2,,,,,2.4,0.9824541666666666,0.0,
239,0.0,2378.44,-3.11537,0.0,0.0,,,1.85647,-3.11588,1.85647,176.884,,,monload-670a_residential2,,,,,2.4,0.9910166666666667,0.0,
240,0.0,2375.17,-3.18138,0.0,0.0,,,1.416,-3.18112,1.416,176.819,,,monload-670a_residential2,,,,,2.4,0.9896541666666667,0.0,
241,0.0,2378.75,-3.10423,0.0,0.0,,,1.12822,-3.1041,1.12822,176.896,,,monload-670a_residential2,,,,,2.4,0.9911458333333333,0.0,
242,0.0,2380.99,-3.05655,0.0,0.0,,,1.05305,-3.05777,1.05305,176.942,,,monload-670a_residential2,,,,,2.4,0.9920791666666666,0.0,
243,0.0,2381.9,-3.03715,0.0,0.0,,,1.01787,-3.03748,1.01787,176.963,,,monload-670a_residential2,,,,,2.4,0.9924583333333333,0.0,
244,0.0,2382.81,-3.01821,0.0,0.0,,,1.00357,-3.01855,1.00357,176.981,,,monload-670a_residential2,,,,,2.4,0.9928374999999999,0.0,
245,0.0,2369.09,-3.30302,0.0,0.0,,,1.1319,-3.30294,1.1319,176.697,,,monload-670a_residential2,,,,,2.4,0.9871208333333334,0.0,
246,0.0,2367.79,-3.33079,0.0,0.0,,,1.4,-3.33084,1.4,176.669,,,monload-670a_residential2,,,,,2.4,0.9865791666666667,0.0,
247,0.0,2330.37,-4.09486,0.0,0.0,,,1.73807,-4.09518,1.73807,175.905,,,monload-670a_residential2,,,,,2.4,0.9709875,0.0,
248,0.0,2253.12,-5.58713,0.0,0.0,,,1.60756,-5.58715,1.60756,174.413,,,monload-670a_residential2,,,,,2.4,0.9388,0.0,
249,0.0,2262.3,-5.40913,0.0,0.0,,,1.59056,-5.40932,1.59056,174.591,,,monload-670a_residential2,,,,,2.4,0.942625,0.0,
250,0.0,2293.49,-4.80426,0.0,0.0,,,1.43433,-4.80618,1.43433,175.194,,,monload-670a_residential2,,,,,2.4,0.9556208333333333,0.0,
251,0.0,2302.71,-4.60984,0.0,0.0,,,1.27645,-4.60965,1.27645,175.39,,,monload-670a_residential2,,,,,2.4,0.9594625,0.0,
252,0.0,2302.79,-4.609,0.0,0.0,,,1.45452,-4.61012,1.45452,175.39,,,monload-670a_residential2,,,,,2.4,0.9594958333333333,0.0,
253,0.0,2336.26,-3.94651,0.0,0.0,,,1.97014,-3.9476,1.97014,176.052,,,monload-670a_residential2,,,,,2.4,0.9734416666666668,0.0,
254,0.0,2300.87,-4.65355,0.0,0.0,,,2.70098,-4.65208,2.70098,175.348,,,monload-670a_residential2,,,,,2.4,0.9586958333333333,0.0,
255,0.0,2292.12,-4.83324,0.0,0.0,,,3.15084,-4.83262,3.15084,175.167,,,monload-670a_residential2,,,,,2.4,0.95505,0.0,
256,0.0,2277.62,-5.11707,0.0,0.0,,,3.27577,-5.11658,3.27577,174.883,,,monload-670a_residential2,,,,,2.4,0.9490083333333333,0.0,
257,0.0,2236.7,-5.90392,0.0,0.0,,,3.3325,-5.90156,3.3325,174.098,,,monload-670a_residential2,,,,,2.4,0.9319583333333332,0.0,
258,0.0,2236.71,-6.17894,0.0,0.0,,,3.20204,-6.17861,3.20204,173.821,,,monload-670a_residential2,,,,,2.4,0.9319625,0.0,
259,0.0,2266.18,-5.62779,0.0,0.0,,,3.36918,-5.6282,3.36918,174.372,,,monload-670a_residential2,,,,,2.4,0.9442416666666666,0.0,
260,0.0,2259.08,-5.75917,0.0,0.0,,,2.94669,-5.75654,2.94669,174.243,,,monload-670a_residential2,,,,,2.4,0.9412833333333332,0.0,
261,0.0,2294.57,-5.07952,0.0,0.0,,,2.58818,-5.08053,2.58818,174.919,,,monload-670a_residential2,,,,,2.4,0.9560708333333334,0.0,
262,0.0,2318.51,-4.60469,0.0,0.0,,,2.16591,-4.60324,2.16591,175.397,,,monload-670a_residential2,,,,,2.4,0.9660458333333334,0.0,
263,0.0,2348.11,-4.0144,0.0,0.0,,,1.68669,-4.01561,1.68669,175.984,,,monload-670a_residential2,,,,,2.4,0.9783791666666667,0.0,
264,0.0,2349.38,-3.99042,0.0,0.0,,,1.31254,-3.99025,1.31254,176.01,,,monload-670a_residential2,,,,,2.4,0.9789083333333334,0.0,
265,0.0,2341.63,-3.85314,0.0,0.0,,,1.08345,-3.85297,1.08345,176.147,,,monload-670a_residential2,,,,,2.4,0.9756791666666668,0.0,
266,0.0,2343.25,-3.81876,0.0,0.0,,,1.05182,-3.81988,1.05182,176.18,,,monload-670a_residential2,,,,,2.4,0.9763541666666666,0.0,
267,0.0,2344.42,-3.79477,0.0,0.0,,,1.04234,-3.79537,1.04234,176.205,,,monload-670a_residential2,,,,,2.4,0.9768416666666667,0.0,
268,0.0,2345.16,-3.77966,0.0,0.0,,,1.04278,-3.78005,1.04278,176.22,,,monload-670a_residential2,,,,,2.4,0.97715,0.0,
269,0.0,2323.56,-4.21279,0.0,0.0,,,1.18166,-4.21267,1.18166,175.787,,,monload-670a_residential2,,,,,2.4,0.96815,0.0,
270,0.0,2317.72,-4.32891,0.0,0.0,,,1.45945,-4.32942,1.45945,175.671,,,monload-670a_residential2,,,,,2.4,0.9657166666666666,0.0,
271,0.0,2263.93,-5.37957,0.0,0.0,,,1.79896,-5.3779,1.79896,174.622,,,monload-670a_residential2,,,,,2.4,0.9433041666666666,0.0,
272,0.0,2241.64,-5.79638,0.0,0.0,,,1.66025,-5.79681,1.66025,174.203,,,monload-670a_residential2,,,,,2.4,0.9340166666666666,0.0,
273,0.0,2258.72,-5.46937,0.0,0.0,,,1.68612,-5.46965,1.68612,174.53,,,monload-670a_residential2,,,,,2.4,0.9411333333333333,0.0,
274,0.0,2293.14,-4.80127,0.0,0.0,,,1.56542,-4.80496,1.56542,175.195,,,monload-670a_residential2,,,,,2.4,0.955475,0.0,
275,0.0,2310.68,-4.44032,0.0,0.0,,,1.42077,-4.44011,1.42077,175.56,,,monload-670a_residential2,,,,,2.4,0.9627833333333332,0.0,
276,0.0,2311.0,-4.43723,0.0,0.0,,,1.42526,-4.43785,1.42526,175.562,,,monload-670a_residential2,,,,,2.4,0.9629166666666666,0.0,
277,0.0,2346.9,-3.72112,0.0,0.0,,,1.31183,-3.72201,1.31183,176.278,,,monload-670a_residential2,,,,,2.4,0.977875,0.0,
278,0.0,2315.76,-4.34823,0.0,0.0,,,1.30459,-4.34729,1.30459,175.653,,,monload-670a_residential2,,,,,2.4,0.9649000000000001,0.0,
279,0.0,2305.94,-4.54805,0.0,0.0,,,1.2917,-4.54769,1.2917,175.452,,,monload-670a_residential2,,,,,2.4,0.9608083333333334,0.0,
280,0.0,2306.1,-4.54472,0.0,0.0,,,1.36099,-4.54475,1.36099,175.455,,,monload-670a_residential2,,,,,2.4,0.9608749999999999,0.0,
281,0.0,2267.74,-5.29867,0.0,0.0,,,1.8138,-5.29931,1.8138,174.701,,,monload-670a_residential2,,,,,2.4,0.9448916666666666,0.0,
282,0.0,2237.49,-5.89321,0.0,0.0,,,2.19335,-5.89337,2.19335,174.107,,,monload-670a_residential2,,,,,2.4,0.9322874999999999,0.0,
283,0.0,2266.07,-5.35334,0.0,0.0,,,2.62988,-5.35322,2.62988,174.647,,,monload-670a_residential2,,,,,2.4,0.9441958333333335,0.0,
284,0.0,2268.32,-5.30889,0.0,0.0,,,2.58882,-5.30807,2.58882,174.692,,,monload-670a_residential2,,,,,2.4,0.9451333333333334,0.0,
285,0.0,2290.03,-4.88622,0.0,0.0,,,2.58859,-4.88602,2.58859,175.114,,,monload-670a_residential2,,,,,2.4,0.9541791666666668,0.0,
286,0.0,2304.96,-4.58296,0.0,0.0,,,2.27774,-4.58362,2.27774,175.416,,,monload-670a_residential2,,,,,2.4,0.9604,0.0,
287,0.0,2331.33,-4.05536,0.0,0.0,,,1.86355,-4.05673,1.86355,175.943,,,monload-670a_residential2,,,,,2.4,0.9713875,0.0,
288,0.0,2332.89,-4.02765,0.0,0.0,,,1.54979,-4.02766,1.54979,175.972,,,monload-670a_residential2,,,,,2.4,0.9720375,0.0,
289,0.0,2340.53,-3.86834,0.0,0.0,,,1.37923,-3.86888,1.37923,176.131,,,monload-670a_residential2,,,,,2.4,0.9752208333333334,0.0,
290,0.0,2341.64,-3.84407,0.0,0.0,,,1.3908,-3.84606,1.3908,176.154,,,monload-670a_residential2,,,,,2.4,0.9756833333333332,0.0,
291,0.0,2342.4,-3.82867,0.0,0.0,,,1.41201,-3.82973,1.41201,176.17,,,monload-670a_residential2,,,,,2.4,0.9760000000000001,0.0,
292,0.0,2341.75,-3.84113,0.0,0.0,,,1.43314,-3.84022,1.43314,176.16,,,monload-670a_residential2,,,,,2.4,0.9757291666666666,0.0,
293,0.0,2318.7,-4.30445,0.0,0.0,,,1.59852,-4.30367,1.59852,175.696,,,monload-670a_residential2,,,,,2.4,0.9661249999999999,0.0,
294,0.0,2314.81,-4.38185,0.0,0.0,,,1.89499,-4.37863,1.89499,175.621,,,monload-670a_residential2,,,,,2.4,0.9645041666666666,0.0,
295,0.0,2271.31,-5.22727,0.0,0.0,,,2.24071,-5.22714,2.24071,174.773,,,monload-670a_residential2,,,,,2.4,0.9463791666666667,0.0,
