solar_634,solar_634_existing,diesel_634,battery_634
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.011777967784827297,0.011777967784827297,0.0,0.0
0.03571086670380596,0.03571086670380596,0.0,0.0
0.050409820737791766,0.050409820737791766,0.0,0.0
0.1549047240398023,0.1549047240398023,0.0,-0.3786683148704508
0.03552247224879902,0.03552247224879902,0.0,0.0
0.08301130673743227,0.08301130673743227,0.0,-0.025758145713883428
0.1241868337116108,0.1241868337116108,0.0,-0.22756660211100013
0.13370424247566504,0.13370424247566504,0.0,-0.2727369053268594
0.06680484818477059,0.06680484818477059,0.0,0.0
0.004428490767834396,0.004428490767834396,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.008538478082054556
0.03090549980630259,0.03090549980630259,0.0,0.0
0.07848861874209441,0.07848861874209441,0.0,0.0
0.10986536634487964,0.10986536634487964,0.0,0.0
0.004334293540330927,0.004334293540330927,0.0,0.07439429886007977
0.23584281957560732,0.23584281957560732,0.0,-0.5146319936388302
0.08433050402075633,0.08433050402075633,0.0,0.0
0.3062282090413709,0.3062282090413709,0.0,-0.8505858318004323
0.21059098503226986,0.21059098503226986,0.0,-0.3836033283925814
0.1111841275299282,0.1111841275299282,0.0,0.0
0.009516623787158365,0.009516623787158365,0.0,0.05029389974890534
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.02395089185927754
0.09064389875486616,0.09064389875486616,0.0,0.0
0.21134456285229763,0.21134456285229763,0.0,-0.39294753163613705
0.28078710784647554,0.28078710784647554,0.0,-0.73909249764437
0.11900511400236903,0.11900511400236903,0.0,0.0
0.21162715453480804,0.21162715453480804,0.0,-0.41120695424706705
0.21106197116978723,0.21106197116978723,0.0,-0.39380252623292245
0.1724297693382024,0.1724297693382024,0.0,-0.2071295554078106
0.1497221321340096,0.1497221321340096,0.0,-0.09280407819592877
0.07858281596959789,0.07858281596959789,0.0,0.0
0.006218761408330886,0.006218761408330886,0.0,0.27830435151397437
0.0,0.0,0.0,0.5254423873186019
0.0,0.0,0.0,0.5176930696741168
0.0,0.0,0.0,0.4515594712178513
0.0,0.0,0.0,0.41212056248238016
0.0,0.0,0.0,0.318394806057428
0.0,0.0,0.0,0.31739964841198925
0.0,0.0,0.0,0.2994906334226926
0.0,0.0,0.0,0.2967005392814691
0.0,0.0,0.0,0.29646650946386915
0.0,0.0,0.0,0.2969647253913551
0.0,0.0,0.0,0.3463428932223919
0.0,0.0,0.0,0.35550530923920937
0.0,0.0,0.0,0.5119846109653263
0.0,0.0,0.0,0.5532023162091616
0.13794398990987208,0.13794398990987208,0.0,-0.05938113740326325
0.31602733729138455,0.31602733729138455,0.0,-0.906196583194921
0.33448912168551354,0.33448912168551354,0.0,-0.9999996416648881
0.33783661204809057,0.33783661204809057,0.0,-0.9999996416648881
0.3349766795574991,0.3349766795574991,0.0,-0.9999996416648881
0.3386721763439084,0.3386721763439084,0.0,-0.9999996416648881
0.33976416642570784,0.33976416642570784,0.0,-0.9999996416648881
0.3411649140865465,0.3411649140865465,0.0,-0.9999996416648881
0.20145123737478046,0.20145123737478046,0.0,-0.30436490962374013
0.03957408688696444,0.03957408688696444,0.0,0.48102429246384876
0.0,0.0,0.0,0.5663198786170696
0.0,0.0,0.0,0.5583802790156247
0.0,0.0,0.0,0.4893257675727259
0.0,0.0,0.0,0.44634880370003577
0.0,0.0,0.0,0.35239241534957216
0.0,0.0,0.0,0.35064462460651613
0.0,0.0,0.0,0.33479643116893465
0.0,0.0,0.0,0.33011753376297964
0.0,0.0,0.0,0.32918183922909083
0.0,0.0,0.0,0.3258744160173832
0.0,0.0,0.0,0.3701791062236804
0.0,0.0,0.0,0.3840968722184456
0.0,0.0,0.0,0.5278323796663968
0.0,0.0,0.0,0.5808033936445809
0.15000472381652,0.15000472381652,0.0,-0.07897932949708812
0.3346836215163772,0.3346836215163772,0.0,-0.9348578029619727
0.35138792986032574,0.35138792986032574,0.0,-0.9999996416648881
0.35046252931975924,0.35046252931975924,0.0,-0.9999996416648881
0.34622801506485795,0.34622801506485795,0.0,-0.9999996416648881
0.3502750070613033,0.3502750070613033,0.0,-0.9999996416648881
0.3501956371751661,0.3501956371751661,0.0,-0.9999996416648881
0.34965836409977596,0.34965836409977596,0.0,-0.9999996416648881
0.2033351819248499,0.2033351819248499,0.0,-0.28134121756812996
0.038631852952964466,0.038631852952964466,0.0,0.35787279055191756
0.0,0.0,0.0,0.5616197443855611
0.0,0.0,0.0,0.5515241822539212
0.0,0.0,0.0,0.48214517211656444
0.0,0.0,0.0,0.4329203341660241
0.0,0.0,0.0,0.3351247524919923
0.0,0.0,0.0,0.330053398549808
0.0,0.0,0.0,0.3111866027280469
0.0,0.0,0.0,0.30703437859581956
0.0,0.0,0.0,0.30582048164717945
0.0,0.0,0.0,0.3051612905819977
0.0,0.0,0.0,0.3609211244918721
0.0,0.0,0.0,0.372020763735683
0.0,0.0,0.0,0.5143325543985252
0.0,0.0,0.0,0.5675796471089052
0.11853412786485168,0.11853412786485168,0.0,0.07815321698305558
0.28069378281552304,0.28069378281552304,0.0,-0.6769875249956104
0.3497237788410978,0.3497237788410978,0.0,-0.9999996416648881
0.3530956907071016,0.3530956907071016,0.0,-0.9999996416648881
0.3507582039505341,0.3507582039505341,0.0,-0.9999996416648881
0.35504504999849285,0.35504504999849285,0.0,-0.9999996416648881
0.3538047865030305,0.3538047865030305,0.0,-0.9999996416648881
0.3502305250372044,0.3502305250372044,0.0,-0.987932877385369
0.18957889792313953,0.18957889792313953,0.0,-0.20548285195438945
0.035428187801640455,0.035428187801640455,0.0,0.0
0.0,0.0,0.0,0.24110465366486808
0.0,0.0,0.0,0.5640496619653965
0.0,0.0,0.0,0.49622816061413605
0.0,0.0,0.0,0.4286479096011638
0.0,0.0,0.0,0.3259457717512431
0.0,0.0,0.0,0.3224688786716182
0.0,0.0,0.0,0.3043708559348951
0.0,0.0,0.0,0.3027827661200017
0.0,0.0,0.0,0.3030397317091995
0.0,0.0,0.0,0.30258483890584276
0.0,0.0,0.0,0.31761711350565747
0.0,0.0,0.0,0.324149561045925
0.0,0.0,0.0,0.3985120046676745
0.0,0.0,0.0,0.42833700247506
0.12032387518741759,0.12032387518741759,0.0,-0.13649120151512917
0.11947610013988637,0.11947610013988637,0.0,-0.08305255263825626
0.31019059797237325,0.31019059797237325,0.0,-0.9999996416648881
0.31296418300441986,0.31296418300441986,0.0,-0.9999996416648881
0.3096289033935563,0.3096289033935563,0.0,-0.9999996416648881
0.3085185971841867,0.3085185971841867,0.0,-0.9999996416648881
0.30586275868651946,0.30586275868651946,0.0,-0.9999996416648881
0.1809101364031675,0.1809101364031675,0.0,-0.4115080924334162
0.09554302678159753,0.09554302678159753,0.0,0.0
0.010176178818992842,0.010176178818992842,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.20012352665769917
0.0,0.0,0.0,0.319686429787594
0.0,0.0,0.0,0.29735803140060657
0.0,0.0,0.0,0.2932355388241542
0.0,0.0,0.0,0.2921826170132099
0.0,0.0,0.0,0.29209299760937396
0.0,0.0,0.0,0.30851416060038994
0.0,0.0,0.0,0.3161288367708657
0.0,0.0,0.0,0.3664061717958393
0.0,0.0,0.0,0.3505571288852356
0.12249128361654836,0.12249128361654836,0.0,-0.20548115300834519
0.2855929108422544,0.2855929108422544,0.0,-0.9890924080605921
0.07537923803792897,0.07537923803792897,0.0,0.06210284896620439
0.09931178807828726,0.09931178807828726,0.0,-0.046506099543176714
