hour,671_hospital,634a_supermarket,634b_supermarket,634c_supermarket,645_warehouse1,646_med_office,692_warehouse2,675a_residential1,675b_residential1,675c_residential1,611_hotel,652_med_apartment,670a_residential2,670b_residential2,670c_residential2
3113,702.785,122.6506667,122.6506667,40.88355556,29.61766667,189.4066667,29.61766667,297.5462125,44.63193188,178.5277275,231.985,125.10695,14.87731063,59.5092425,119.018485
3114,534.323,113.378,113.378,37.79266667,9.141666667,133.4816667,9.141666667,290.35282,43.552923,174.211692,252.999,122.0824,14.517641,58.070564,116.141128
3115,529.76,109.431,109.431,36.477,13.1,123.339,13.1,260.8788304,39.13182456,156.5272982,266.698,109.6897,13.04394152,52.17576608,104.3515322
3116,453.952,100.0263333,100.0263333,33.34211111,32.89233333,108.988,32.89233333,237.1931131,35.57896697,142.3158679,297.062,99.73075,11.85965566,47.43862262,94.87724524
3117,433.141,72.72833333,72.72833333,24.24277778,32.89233333,107.5336667,32.89233333,206.4756111,30.97134167,123.8853667,282.225,86.8152,10.32378056,41.29512222,82.59024444
3118,375.782,45.241,45.241,15.08033333,32.89233333,40.896,32.89233333,175.4263314,26.31394971,105.2557988,223.255,73.76015,8.77131657,35.08526628,70.17053256
3119,375.411,54.31233333,54.31233333,18.10411111,32.89233333,37.28666667,32.89233333,142.7707244,21.41560866,85.66243464,165.306,60.0297,7.13853622,28.55414488,57.10828976
3120,368.791,48.73133333,48.73133333,16.24377778,32.89233333,37.28666667,32.89233333,125.6418382,18.84627573,75.38510292,149.328,52.82765,6.28209191,25.12836764,50.25673528
3121,366.289,45.77866667,45.77866667,15.25955556,32.89233333,37.28666667,32.89233333,118.5283578,17.77925367,71.11701468,141.298,49.8367,5.92641789,23.70567156,47.41134312
3122,362.609,45.188,45.188,15.06266667,32.89233333,37.28666667,32.89233333,111.7087206,16.75630809,67.02523236,132.008,46.9693,5.58543603,22.34174412,44.68348824
3123,360.835,45.02233333,45.02233333,15.00744444,32.89233333,37.28666667,32.89233333,104.7070219,15.70605329,62.82421314,128.374,44.02535,5.235351095,20.94140438,41.88280876
3124,424.713,47.68966667,47.68966667,15.89655556,32.89233333,37.28666667,32.89233333,107.9813943,16.19720915,64.78883658,128.641,45.4021,5.399069715,21.59627886,43.19255772
3125,424.366,47.141,47.141,15.71366667,32.89233333,40.896,32.89233333,119.5685225,17.93527838,71.7411135,145.01,50.27405,5.978426125,23.9137045,47.827409
3126,563.815,64.16833333,64.16833333,21.38944444,35.36666667,85.881,35.36666667,125.5369537,18.83054306,75.32217222,200.136,52.78355,6.276847685,25.10739074,50.21478148
3127,638.194,67.727,67.727,22.57566667,49.15066667,95.792,49.15066667,143.5622342,21.53433513,86.13734052,239.072,60.3625,7.17811171,28.71244684,57.42489368
3128,663.32,98.258,98.258,32.75266667,76.60166667,186.229,76.60166667,185.9918459,27.89877689,111.5951075,226.716,78.20255,9.299592295,37.19836918,74.39673836
3129,684.602,115.9823333,115.9823333,38.66077778,94.62166667,185.1256667,94.62166667,195.762402,29.3643603,117.4574412,226.764,82.3107,9.7881201,39.1524804,78.3049608
3130,691.462,115.4106667,115.4106667,38.47022222,95.72433333,186.6133333,95.72433333,197.2687203,29.59030805,118.3612322,187.27,82.94405,9.863436015,39.45374406,78.90748812
3131,694.522,123.2753333,123.2753333,41.09177778,96.722,193.6486667,96.722,216.2684046,32.44026069,129.7610428,192.84,90.9327,10.81342023,43.25368092,86.50736184
3132,677.81,123.3336667,123.3336667,41.11122222,88.61566667,194.435,88.61566667,231.6285231,34.74427847,138.9771139,199.788,97.39105,11.58142616,46.32570462,92.65140924
3133,697.786,126.1403333,126.1403333,42.04677778,103.2,198.987,103.2,232.9992764,34.94989146,139.7995658,201.894,97.9674,11.64996382,46.59985528,93.19971056
3134,703.469,124.077,124.077,41.359,107.0803333,196.3206667,107.0803333,234.1448013,35.1217202,140.4868808,201.538,98.44905,11.70724007,46.82896026,93.65792052
3135,709.632,123.4546667,123.4546667,41.15155556,110.8246667,202.0816667,110.8246667,247.7173634,37.15760451,148.630418,202.6,104.1558,12.38586817,49.54347268,99.08694536
3136,715.106,122.922,122.922,40.974,110.1993333,206.7746667,110.1993333,276.5264896,41.47897344,165.9158938,208.477,116.26895,13.82632448,55.30529792,110.6105958
3137,715.112,122.8903333,122.8903333,40.96344444,29.61766667,188.6993333,29.61766667,295.1764397,44.27646596,177.1058638,229.851,124.11055,14.75882199,59.03528794,118.0705759
3138,541.503,113.8356667,113.8356667,37.94522222,9.141666667,133.1266667,9.141666667,291.7506863,43.76260295,175.0504118,252.75,122.67015,14.58753432,58.35013726,116.7002745
3139,532.301,109.881,109.881,36.627,13.1,122.7196667,13.1,260.143806,39.0215709,156.0862836,266.197,109.38065,13.0071903,52.0287612,104.0575224
3140,457.941,100.8506667,100.8506667,33.61688889,32.89233333,109.1896667,32.89233333,242.7626975,36.41440463,145.6576185,298.975,102.07255,12.13813488,48.5525395,97.105079
3141,440.13,73.33333333,73.33333333,24.44444444,32.89233333,106.7,32.89233333,209.4459134,31.41688701,125.667548,282.966,88.0641,10.47229567,41.88918268,83.77836536
3142,385.101,45.28333333,45.28333333,15.09444444,32.89233333,40.896,32.89233333,179.1849328,26.87773992,107.5109597,224.517,75.3405,8.95924664,35.83698656,71.67397312
3143,384.411,54.48,54.48,18.16,32.89233333,37.28666667,32.89233333,148.842732,22.3264098,89.3056392,167.136,62.58275,7.4421366,29.7685464,59.5370928
3144,376.164,48.75533333,48.75533333,16.25177778,32.89233333,37.28666667,32.89233333,128.7159549,19.30739324,77.22957294,150.272,54.1202,6.435797745,25.74319098,51.48638196
3145,374.247,45.87733333,45.87733333,15.29244444,32.89233333,37.28666667,32.89233333,125.1825818,18.77738727,75.10954908,144.088,52.63455,6.25912909,25.03651636,50.07303272
3146,373.494,45.26733333,45.26733333,15.08911111,32.89233333,37.28666667,32.89233333,117.396865,17.60952975,70.438119,134.148,49.36095,5.86984325,23.479373,46.958746
3147,372.4,45.076,45.076,15.02533333,32.89233333,37.28666667,32.89233333,109.2409604,16.38614406,65.54457624,129.919,45.9317,5.46204802,21.84819208,43.69638416
3148,436.267,54.17666667,54.17666667,18.05888889,32.89233333,37.28666667,32.89233333,111.5486586,16.73229879,66.92919516,129.468,46.902,5.57743293,22.30973172,44.61946344
3149,434.999,54.028,54.028,18.00933333,32.89233333,40.896,32.89233333,126.9412415,19.04118623,76.1647449,147.827,53.374,6.347062075,25.3882483,50.7764966
3150,570.06,73.07033333,73.07033333,24.35677778,35.36666667,86.043,35.36666667,140.7956362,21.11934543,84.47738172,206.178,59.19925,7.03978181,28.15912724,56.31825448
3151,644.088,73.26966667,73.26966667,24.42322222,49.15066667,96.399,49.15066667,155.2719656,23.29079484,93.16317936,244.872,65.286,7.76359828,31.05439312,62.10878624
3152,670.139,99.278,99.278,33.09266667,77.09633333,184.498,77.09633333,184.9237357,27.73856036,110.9542414,228.975,77.75345,9.246186785,36.98474714,73.96949428
3153,692.542,116.7876667,116.7876667,38.92922222,95.28633333,183.7903333,95.28633333,189.6613786,28.44920679,113.7968272,227.533,79.74545,9.48306893,37.93227572,75.86455144
3154,702.499,117.1936667,117.1936667,39.06455556,96.29133333,189.08,96.29133333,199.5131549,29.92697324,119.7078929,189.995,83.88775,9.975657745,39.90263098,79.80526196
3155,711.601,125.873,125.873,41.95766667,97.76766667,199.643,97.76766667,230.0996106,34.51494159,138.0597664,198.743,96.7482,11.50498053,46.01992212,92.03984424
3156,697.888,124.3473333,124.3473333,41.44911111,88.78,195.127,88.78,228.1221441,34.21832162,136.8732865,199.741,95.91675,11.40610721,45.62442882,91.24885764
3157,715.789,125.8286667,125.8286667,41.94288889,99.59833333,198.142,99.59833333,222.0659524,33.30989286,133.2395714,199.831,93.37035,11.10329762,44.41319048,88.82638096
3158,720.354,124.807,124.807,41.60233333,106.187,198.9616667,106.187,236.3445232,35.45167848,141.8067139,204.441,99.37395,11.81722616,47.26890464,94.53780928
3159,721.977,123.7583333,123.7583333,41.25277778,111.434,205.524,111.434,256.5566826,38.48350239,153.9340096,207.663,107.8724,12.82783413,51.31133652,102.622673
3160,724.671,123.3903333,123.3903333,41.13011111,110.0916667,206.8443333,110.0916667,280.763493,42.11452395,168.4580958,212.447,118.05045,14.03817465,56.1526986,112.3053972
3161,725.097,123.137,123.137,41.04566667,29.61766667,185.079,29.61766667,290.1656451,43.52484677,174.0993871,230.736,122.0037,14.50828226,58.03312902,116.066258
3162,549.082,114.2986667,114.2986667,38.09955556,9.141666667,133.4843333,9.141666667,293.3560623,44.00340935,176.0136374,254.515,123.34515,14.66780312,58.67121246,117.3424249
3163,538.957,107.22,107.22,35.74,13.1,124.918,13.1,267.2066279,40.08099419,160.3239767,269.23,112.3503,13.3603314,53.44132558,106.8826512
3164,464.08,99.70066667,99.70066667,33.23355556,32.89233333,110.9516667,32.89233333,253.5713967,38.03570951,152.142838,303.709,106.6172,12.67856984,50.71427934,101.4285587
3165,448.579,72.744,72.744,24.248,32.89233333,108.1633333,32.89233333,220.6961505,33.10442258,132.4176903,287.772,92.7944,11.03480753,44.1392301,88.2784602
3166,393.944,45.362,45.362,15.12066667,32.89233333,40.896,32.89233333,182.5449253,27.3817388,109.5269552,226.116,76.75325,9.127246265,36.50898506,73.01797012
3167,391.88,54.47766667,54.47766667,18.15922222,32.89233333,37.28666667,32.89233333,148.7272639,22.30908959,89.23635834,167.273,62.5342,7.436363195,29.74545278,59.49090556
3168,378.158,48.56833333,48.56833333,16.18944444,32.89233333,37.28666667,32.89233333,124.8197668,18.72296502,74.89186008,148.772,52.482,6.24098834,24.96395336,49.92790672
3169,370.336,44.88866667,44.88866667,14.96288889,32.89233333,32.68833333,32.89233333,117.1928039,17.57892059,70.31568234,150.085,49.27515,5.859640195,23.43856078,46.87712156
3170,366.368,44.32433333,44.32433333,14.77477778,32.89233333,32.68833333,32.89233333,109.5210093,16.4281514,65.71260558,131.605,46.04945,5.476050465,21.90420186,43.80840372
3171,363.969,44.06166667,44.06166667,14.68722222,32.89233333,32.68833333,32.89233333,99.17287462,14.87593119,59.50372477,126.547,41.69845,4.958643731,19.83457492,39.66914985
3172,378.886,46.52566667,46.52566667,15.50855556,32.89233333,32.68833333,32.89233333,98.40205631,14.76030845,59.04123379,124.992,41.37435,4.920102816,19.68041126,39.36082252
3173,377.084,46.03766667,46.03766667,15.34588889,32.89233333,32.68833333,32.89233333,110.7371708,16.61057562,66.44230248,130.275,46.5608,5.53685854,22.14743416,44.29486832
3174,416.045,57.78366667,57.78366667,19.26122222,24.97566667,85.70066667,24.97566667,125.0899456,18.76349184,75.05396736,167.259,52.5956,6.25449728,25.01798912,50.03597824
3175,483.645,62.172,62.172,20.724,19.533,77.545,19.533,153.3640654,23.00460981,92.01843924,201.702,64.4838,7.66820327,30.67281308,61.34562616
3176,494.634,86.97466667,86.97466667,28.99155556,21.72566667,114.6253333,21.72566667,182.2940109,27.34410164,109.3764065,282.618,76.64775,9.114700545,36.45880218,72.91760436
3177,558.825,102.2893333,102.2893333,34.09644444,36.65,122.0983333,36.65,199.3628441,29.90442662,119.6177065,263.125,83.82455,9.968142205,39.87256882,79.74513764
3178,571.175,117.217,117.217,39.07233333,38.03666667,127.2173333,38.03666667,207.4935384,31.12403076,124.496123,210.632,87.2432,10.37467692,41.49870768,82.99741536
3179,578.41,125.4356667,125.4356667,41.81188889,38.76366667,130.603,38.76366667,220.8199428,33.12299142,132.4919657,205.406,92.84645,11.04099714,44.16398856,88.32797712
3180,565.553,125.1736667,125.1736667,41.72455556,22.41266667,130.2966667,22.41266667,227.1327569,34.06991354,136.2796541,208.543,95.50075,11.35663785,45.42655138,90.85310276
3181,561,128.904,128.904,42.968,23.20833333,129.7586667,23.20833333,232.0035865,34.80053798,139.2021519,213.171,97.54875,11.60017933,46.4007173,92.8014346
3182,555.988,128.6756667,128.6756667,42.89188889,27.36266667,94.055,27.36266667,239.1482232,35.87223348,143.4889339,216.391,100.5528,11.95741116,47.82964464,95.65928928
3183,507.131,127.8526667,127.8526667,42.61755556,31.88166667,95.77966667,31.88166667,260.9363861,39.14045792,156.5618317,220.32,109.7139,13.04681931,52.18727722,104.3745544
3184,508.528,128.4673333,128.4673333,42.82244444,9.141666667,96.71233333,9.141666667,291.7176274,43.75764411,175.0305764,226.196,122.65625,14.58588137,58.34352548,116.687051
3185,492.814,127.9513333,127.9513333,42.65044444,9.141666667,84.84266667,9.141666667,317.3010181,47.59515272,190.3806109,237.478,133.4131,15.86505091,63.46020362,126.9204072
3186,468.125,111.4196667,111.4196667,37.13988889,9.141666667,55.019,9.141666667,307.7310745,46.15966118,184.6386447,279.127,129.3893,15.38655373,61.5462149,123.0924298
3187,463.794,94.288,94.288,31.42933333,13.1,53.34833333,13.1,283.2852414,42.49278621,169.9711448,289.155,119.11075,14.16426207,56.65704828,113.3140966
3188,403.242,92.31266667,92.31266667,30.77088889,32.89233333,32.68833333,32.89233333,278.5649604,41.78474406,167.1389762,318.869,117.12605,13.92824802,55.71299208,111.4259842
3189,404.144,71.83933333,71.83933333,23.94644444,32.89233333,32.68833333,32.89233333,246.5073856,36.97610784,147.9044314,312.446,103.64705,12.32536928,49.30147712,98.60295424
3190,388.972,45.59333333,45.59333333,15.19777778,32.89233333,32.68833333,32.89233333,207.9813348,31.19720022,124.7888009,257.717,87.4483,10.39906674,41.59626696,83.19253392
3191,388.226,54.42766667,54.42766667,18.14255556,32.89233333,32.68833333,32.89233333,177.0338479,26.55507719,106.2203087,191.035,74.43605,8.851692395,35.40676958,70.81353916
3192,378.969,48.84033333,48.84033333,16.28011111,32.89233333,32.68833333,32.89233333,153.207452,22.9811178,91.9244712,168.941,64.41795,7.6603726,30.6414904,61.2829808
3193,368.481,46.34033333,46.34033333,15.44677778,32.89233333,32.68833333,32.89233333,144.547935,21.68219025,86.728761,165.451,60.77695,7.22739675,28.909587,57.819174
3194,367.361,45.62433333,45.62433333,15.20811111,32.89233333,32.68833333,32.89233333,139.4514014,20.91771021,83.67084084,147.672,58.63405,6.97257007,27.89028028,55.78056056
3195,366.796,45.57366667,45.57366667,15.19122222,32.89233333,32.68833333,32.89233333,135.5580673,20.3337101,81.33484038,145.255,56.99705,6.777903365,27.11161346,54.22322692
3196,380.98,48.43266667,48.43266667,16.14422222,32.89233333,32.68833333,32.89233333,141.4277976,21.21416964,84.85667856,146.513,59.46505,7.07138988,28.28555952,56.57111904
3197,379.128,48.07733333,48.07733333,16.02577778,32.89233333,32.68833333,32.89233333,155.9451532,23.39177298,93.56709192,152.555,65.56905,7.79725766,31.18903064,62.37806128
3198,420.814,64.154,64.154,21.38466667,24.97566667,27.59633333,24.97566667,166.9200981,25.03801472,100.1520589,188.147,70.1836,8.346004905,33.38401962,66.76803924
3199,420.705,66.982,66.982,22.32733333,9.141666667,45.52466667,9.141666667,182.4484838,27.36727257,109.4690903,219.652,76.7127,9.12242419,36.48969676,72.97939352
3200,465.302,77.11133333,77.11133333,25.70377778,9.141666667,54.66933333,9.141666667,185.5685023,27.83527535,111.3411014,293.077,78.02455,9.278425115,37.11370046,74.22740092
3201,466.64,72.13333333,72.13333333,24.04444444,9.141666667,53.63033333,9.141666667,205.6056162,30.84084243,123.3633697,273.133,86.4494,10.28028081,41.12112324,82.24224648
3202,471.955,89.29333333,89.29333333,29.76444444,9.141666667,63.36233333,9.141666667,213.1060517,31.96590776,127.863631,219.581,89.60305,10.65530259,42.62121034,85.24242068
3203,475.292,96.114,96.114,32.038,9.141666667,54.42233333,9.141666667,239.241335,35.88620025,143.544801,216.643,100.59195,11.96206675,47.848267,95.696534
3204,478.828,110.6116667,110.6116667,36.87055556,9.141666667,65.366,9.141666667,255.4664539,38.31996809,153.2798723,221.957,107.414,12.7733227,51.09329078,102.1865816
3205,476.371,113.9886667,113.9886667,37.99622222,9.141666667,56.20366667,9.141666667,258.996973,38.84954595,155.3981838,225.354,108.89845,12.94984865,51.7993946,103.5987892
3206,478.298,112.969,112.969,37.65633333,9.141666667,66.69133333,9.141666667,259.8166661,38.97249992,155.8899997,224.899,109.2431,12.99083331,51.96333322,103.9266664
3207,477.979,111.5606667,111.5606667,37.18688889,9.141666667,56.39166667,9.141666667,270.5618638,40.58427957,162.3371183,225.483,113.76105,13.52809319,54.11237276,108.2247455
3208,463.694,110.7573333,110.7573333,36.91911111,9.141666667,66.735,9.141666667,293.3997047,44.00995571,176.0398228,229.487,123.3635,14.66998524,58.67994094,117.3598819
3209,440.495,97.45133333,97.45133333,32.48377778,9.141666667,54.103,9.141666667,308.0545281,46.20817922,184.8327169,237.908,129.5253,15.40272641,61.61090562,123.2218112
3210,417.078,92.86533333,92.86533333,30.95511111,9.141666667,63.08633333,9.141666667,314.7282544,47.20923816,188.8369526,283.821,132.33135,15.73641272,62.94565088,125.8913018
3211,414.321,89.71233333,89.71233333,29.90411111,13.1,55.67666667,13.1,297.6936693,44.6540504,178.6162016,296.191,125.16895,14.88468347,59.53873386,119.0774677
3212,406.074,87.175,87.175,29.05833333,32.89233333,42.996,32.89233333,287.7353437,43.16030156,172.6412062,324.173,120.98185,14.38676719,57.54706874,115.0941375
3213,408.101,81.724,81.724,27.24133333,32.89233333,32.68833333,32.89233333,255.9096566,38.38644849,153.545794,317.251,107.60035,12.79548283,51.18193132,102.3638626
3214,391.854,45.973,45.973,15.32433333,32.89233333,41.37833333,32.89233333,219.8332906,32.97499359,131.8999744,263.266,92.4316,10.99166453,43.96665812,87.93331624
3215,390.157,54.692,54.692,18.23066667,32.89233333,36.53466667,32.89233333,187.4150414,28.11225621,112.4490248,196.066,78.80095,9.37075207,37.48300828,74.96601656
3216,380.973,49.24433333,49.24433333,16.41477778,32.89233333,32.68833333,32.89233333,163.7089893,24.5563484,98.22539358,173.592,68.83345,8.185449465,32.74179786,65.48359572
3217,386.99,47.50733333,47.50733333,15.83577778,32.89233333,49.565,32.89233333,156.6322541,23.49483812,93.97935246,160.841,65.85795,7.831612705,31.32645082,62.65290164
3218,383.967,46.71166667,46.71166667,15.57055556,32.89233333,37.28666667,32.89233333,149.7784878,22.46677317,89.86709268,151.306,62.9762,7.48892439,29.95569756,59.91139512
3219,381.128,46.36066667,46.36066667,15.45355556,32.89233333,37.28666667,32.89233333,138.6325407,20.79488111,83.17952442,146.063,58.28975,6.931627035,27.72650814,55.45301628
3220,442.37,49.10766667,49.10766667,16.36922222,32.89233333,37.28666667,32.89233333,141.7504187,21.26256281,85.05025122,146.36,59.6007,7.087520935,28.35008374,56.70016748
3221,439.528,48.79233333,48.79233333,16.26411111,32.89233333,52.99333333,32.89233333,160.0649048,24.00973572,96.03894288,166.326,67.30125,8.00324524,32.01298096,64.02596192
3222,572.261,71.37733333,71.37733333,23.79244444,31.40833333,90.545,31.40833333,173.7330759,26.05996139,104.2398455,227.249,73.0482,8.686653795,34.74661518,69.49323036
3223,647.53,74.25833333,74.25833333,24.75277778,49.43166667,108.7793333,49.43166667,194.51556,29.177334,116.709336,267.448,81.78645,9.725778,38.903112,77.806224
3224,673.976,103.515,103.515,34.505,79.35633333,195.7006667,79.35633333,209.9268127,31.48902191,125.9560876,245.896,88.2663,10.49634064,41.98536254,83.97072508
3225,696.514,121.9046667,121.9046667,40.63488889,97.28166667,199.4543333,97.28166667,232.7796372,34.91694558,139.6677823,247.1,97.87505,11.63898186,46.55592744,93.11185488
3226,704.324,123.774,123.774,41.258,98.33966667,205.711,98.33966667,248.5037599,37.27556399,149.1022559,209.82,104.48645,12.425188,49.70075198,99.40150396
3227,708.454,130.3913333,130.3913333,43.46377778,105.306,212.03,105.306,263.6239044,39.54358566,158.1743426,212.841,110.8439,13.18119522,52.72478088,105.4495618
3228,693.483,131.1643333,131.1643333,43.72144444,100.027,209.199,100.027,268.7413674,40.31120511,161.2448204,216.494,112.9956,13.43706837,53.74827348,107.496547
3229,714.138,134.3516667,134.3516667,44.78388889,114.6253333,215.2823333,114.6253333,273.0107162,40.95160743,163.8064297,219.972,114.7907,13.65053581,54.60214324,109.2042865
3230,718.911,133.5323333,133.5323333,44.51077778,120.2306667,215.2903333,120.2306667,282.7633159,42.41449739,169.6579895,222.479,118.8913,14.1381658,56.55266318,113.1053264
3231,722.787,132.1353333,132.1353333,44.04511111,122.6846667,219.313,122.6846667,293.1838708,43.97758062,175.9103225,222.302,123.27275,14.65919354,58.63677416,117.2735483
3232,726.375,132.4296667,132.4296667,44.14322222,124.1676667,226.436,124.1676667,329.2230159,49.38345239,197.5338095,230.737,138.42585,16.4611508,65.84460318,131.6892064
3233,722.014,131.78,131.78,43.92666667,41.00033333,207.915,41.00033333,349.8851562,52.48277343,209.9310937,252.573,147.1135,17.49425781,69.97703124,139.9540625
3234,545.273,122.4886667,122.4886667,40.82955556,19.48633333,152.8366667,19.48633333,349.4272078,52.41408117,209.6563247,277.458,146.92095,17.47136039,69.88544156,139.7708831
3235,534.442,118.4923333,118.4923333,39.49744444,13.1,140.052,13.1,312.0564331,46.80846497,187.2338599,289.788,131.20795,15.60282166,62.41128662,124.8225732
3236,456.079,110.8706667,110.8706667,36.95688889,32.89233333,124.6386667,32.89233333,297.2176456,44.58264684,178.3305874,325.124,124.9688,14.86088228,59.44352912,118.8870582
3237,432.044,82.66466667,82.66466667,27.55488889,32.89233333,121.4203333,32.89233333,263.2029391,39.48044087,157.9217635,309.204,110.6669,13.16014696,52.64058782,105.2811756
3238,368.485,46.56233333,46.56233333,15.52077778,32.89233333,40.896,32.89233333,224.5469124,33.68203686,134.7281474,247.014,94.4135,11.22734562,44.90938248,89.81876496
3239,361.546,55.42166667,55.42166667,18.47388889,32.89233333,49.526,32.89233333,193.608582,29.0412873,116.1651492,189.009,81.4051,9.6804291,38.7217164,77.4434328
3240,351.722,50.03,50.03,16.67666667,32.89233333,41.71866667,32.89233333,170.2855607,25.54283411,102.1713364,169.95,71.59865,8.514278035,34.05711214,68.11422428
3241,348.014,47.51266667,47.51266667,15.83755556,32.89233333,44.99666667,32.89233333,161.3081793,24.1962269,96.78490758,161.103,67.824,8.065408965,32.26163586,64.52327172
3242,343.865,47.03633333,47.03633333,15.67877778,32.89233333,46.448,32.89233333,157.6420951,23.64631427,94.58525706,153.068,66.28255,7.882104755,31.52841902,63.05683804
3243,340.891,46.76966667,46.76966667,15.58988889,32.89233333,48.67933333,32.89233333,154.6702469,23.20053704,92.80214814,151.285,65.033,7.733512345,30.93404938,61.86809876
3244,406.097,56.449,56.449,18.81633333,32.89233333,37.28666667,32.89233333,161.4110423,24.21165635,96.84662538,152.94,67.86725,8.070552115,32.28220846,64.56441692
3245,404.817,56.42966667,56.42966667,18.80988889,32.89233333,62.04033333,32.89233333,179.3122926,26.89684389,107.5873756,172.039,75.39405,8.96561463,35.86245852,71.72491704
3246,536.882,82.56633333,82.56633333,27.52211111,31.40833333,90.30966667,31.40833333,192.7862727,28.91794091,115.6717636,232.155,81.05935,9.639313635,38.55725454,77.11450908
3247,607.828,79.63133333,79.63133333,26.54377778,51.49033333,107.6943333,51.49033333,211.4954434,31.72431651,126.897266,270.207,88.92585,10.57477217,42.29908868,84.59817736
3248,630.019,104.46,104.46,34.82,80.53333333,201.4753333,80.53333333,231.453002,34.7179503,138.8718012,249.293,97.31725,11.5726501,46.2906004,92.5812008
3249,651.629,123.8906667,123.8906667,41.29688889,97.888,204.5873333,97.888,244.3591547,36.65387321,146.6154928,249.367,102.7438,12.21795774,48.87183094,97.74366188
3250,660.906,125.0683333,125.0683333,41.68944444,101.5423333,209.2543333,101.5423333,254.97069,38.2456035,152.982414,211.204,107.20555,12.7485345,50.994138,101.988276
3251,664.862,130.8066667,130.8066667,43.60222222,109.125,212.5666667,109.125,264.8140231,39.72210347,158.8884139,212.425,111.3443,13.24070116,52.96280462,105.9256092
3252,648.594,130.6653333,130.6653333,43.55511111,102.5453333,208.6783333,102.5453333,267.0077992,40.05116988,160.2046795,215.038,112.2667,13.35038996,53.40155984,106.8031197
3253,671.016,132.603,132.603,44.201,114.469,212.6456667,114.469,266.6803025,40.00204538,160.0081815,217.071,112.129,13.33401513,53.3360605,106.672121
3254,679.792,133.017,133.017,44.339,121.1086667,214.4143333,121.1086667,279.7560304,41.96340456,167.8536182,220.677,117.62685,13.98780152,55.95120608,111.9024122
3255,686.251,132.5936667,132.5936667,44.19788889,124.6946667,220.3226667,124.6946667,295.2690759,44.29036139,177.1614455,222.468,124.1495,14.7634538,59.05381518,118.1076304
3256,692.148,131.5566667,131.5566667,43.85222222,123.3253333,223.0866667,123.3253333,320.9227463,48.13841195,192.5536478,226.82,134.9359,16.04613732,64.18454926,128.3690985
3257,695.673,130.256,130.256,43.41866667,39.92333333,203.452,39.92333333,336.1018736,50.41528104,201.6611242,247.556,141.31815,16.80509368,67.22037472,134.4407494
3258,520.455,121.1913333,121.1913333,40.39711111,17.80866667,147.6346667,17.80866667,334.984413,50.24766195,200.9906478,271.867,140.8483,16.74922065,66.9968826,133.9937652
3259,513.524,113.6753333,113.6753333,37.89177778,13.1,135.555,13.1,300.2207689,45.03311534,180.1324613,284.352,126.2315,15.01103845,60.04415378,120.0883076
3260,437.808,105.8666667,105.8666667,35.28888889,32.89233333,121.333,32.89233333,286.4427187,42.96640781,171.8656312,319.919,120.43835,14.32213594,57.28854374,114.5770875
3261,418.195,79.23333333,79.23333333,26.41111111,32.89233333,119.2766667,32.89233333,255.9354615,38.39031923,153.5612769,305.634,107.6112,12.79677308,51.1870923,102.3741846
3262,361.296,46.48433333,46.48433333,15.49477778,32.89233333,40.896,32.89233333,220.4901867,33.07352801,132.294112,244.728,92.7078,11.02450934,44.09803734,88.19607468
3263,359.78,55.35933333,55.35933333,18.45311111,32.89233333,49.02766667,32.89233333,188.4348714,28.26523071,113.0609228,185.768,79.22975,9.42174357,37.68697428,75.37394856
3264,350.381,49.87866667,49.87866667,16.62622222,32.89233333,37.28666667,32.89233333,164.9264589,24.73896884,98.95587534,166.837,69.34535,8.246322945,32.98529178,65.97058356
3265,345.717,47.35833333,47.35833333,15.78611111,32.89233333,52.50133333,32.89233333,157.3970077,23.60955116,94.43820462,158.373,66.1795,7.869850385,31.47940154,62.95880308
3266,341.616,46.613,46.613,15.53766667,32.89233333,43.71533333,32.89233333,151.6980419,22.75470629,91.01882514,149.346,63.7833,7.584902095,30.33960838,60.67921676
3267,337.523,46.458,46.458,15.486,32.89233333,48.64633333,32.89233333,148.2933367,22.24400051,88.97600202,147.315,62.35175,7.414666835,29.65866734,59.31733468
3268,399.81,49.35166667,49.35166667,16.45055556,32.89233333,44.06,32.89233333,154.978479,23.24677185,92.9870874,148.923,65.1626,7.74892395,30.9956958,61.9913916
3269,399.881,49.15166667,49.15166667,16.38388889,32.89233333,55.21133333,32.89233333,173.5522036,26.03283054,104.1313222,168.482,72.97215,8.67761018,34.71044072,69.42088144
3270,534.915,73.95933333,73.95933333,24.65311111,31.40833333,87.78733333,31.40833333,188.5929117,28.28893676,113.155747,229.356,79.2962,9.429645585,37.71858234,75.43716468
3271,608.459,74.79933333,74.79933333,24.93311111,51.456,107.3976667,51.456,202.0739079,30.31108619,121.2443447,267.8,84.96445,10.1036954,40.41478158,80.82956316
3272,630.977,103.9236667,103.9236667,34.64122222,80.41366667,201.5236667,80.41366667,233.1505385,34.97258078,139.8903231,249.265,98.031,11.65752693,46.6301077,93.2602154
3273,651.295,123.65,123.65,41.21666667,97.911,203.9866667,97.911,245.3447367,36.80171051,147.206842,249.105,103.1582,12.26723684,49.06894734,98.13789468
3274,658.259,125.2033333,125.2033333,41.73444444,102.6866667,208.162,102.6866667,254.2024879,38.13037319,152.5214927,211.834,106.88255,12.7101244,50.84049758,101.6809952
3275,657.993,130.8843333,130.8843333,43.62811111,109.4433333,211.9473333,109.4433333,264.977058,39.7465587,158.9862348,213.695,111.41285,13.2488529,52.9954116,105.9908232
