hour,671_hospital,634a_supermarket,634b_supermarket,634c_supermarket,645_warehouse1,646_med_office,692_warehouse2,675a_residential1,675b_residential1,675c_residential1,611_hotel,652_med_apartment,670a_residential2,670b_residential2,670c_residential2
917,380.118,45.818,45.818,15.27266667,32.89233333,37.28666667,32.89233333,76.44883696,11.46732554,45.86930218,112.438,32.14385,3.822441848,15.28976739,30.57953478
918,381.495,45.23033333,45.23033333,15.07677778,32.89233333,40.896,32.89233333,91.89612147,13.78441822,55.13767288,128.878,38.63885,4.594806074,18.37922429,36.75844859
919,519.991,62.642,62.642,20.88066667,43.28366667,91.277,43.28366667,110.7814078,16.61721117,66.46884468,198.775,46.5794,5.53907039,22.15628156,44.31256312
920,591.885,62.75066667,62.75066667,20.91688889,49.15066667,92.102,49.15066667,100.5024827,15.07537241,60.30148962,216.655,42.2575,5.025124135,20.10049654,40.20099308
921,608.953,90.99933333,90.99933333,30.33311111,76.57566667,165.1673333,76.57566667,114.8904569,17.23356854,68.93427414,197.357,48.3071,5.744522845,22.97809138,45.95618276
922,626.979,106.0053333,106.0053333,35.33511111,92.66633333,157.47,92.66633333,112.1357506,16.82036259,67.28145036,195.258,47.14885,5.60678753,22.42715012,44.85430024
923,629.294,103.4713333,103.4713333,34.49044444,92.66633333,157.962,92.66633333,117.4337292,17.61505938,70.46023752,160.058,49.37645,5.87168646,23.48674584,46.97349168
924,634.075,109.8223333,109.8223333,36.60744444,92.66633333,162.6206667,92.66633333,133.3503781,20.00255672,80.01022686,166.295,56.0688,6.667518905,26.67007562,53.34015124
925,633.401,105.6243333,105.6243333,35.20811111,83.52466667,163.2236667,83.52466667,137.9347373,20.6902106,82.76084238,169.694,57.99635,6.896736865,27.58694746,55.17389492
926,661.2,105.6126667,105.6126667,35.20422222,92.66633333,167.9206667,92.66633333,148.9991075,22.34986613,89.3994645,175.667,62.6485,7.449955375,29.7998215,59.599643
927,664.377,104.123,104.123,34.70766667,92.66633333,166.968,92.66633333,160.7522435,24.11283653,96.4513461,179.066,67.59025,8.037612175,32.1504487,64.3008974
928,667.007,102.384,102.384,34.128,92.66633333,169.8193333,92.66633333,168.0135375,25.20203063,100.8081225,177.048,70.64335,8.400676875,33.6027075,67.205415
929,666.624,102.301,102.301,34.10033333,92.66633333,172.955,92.66633333,191.6507368,28.74761052,114.9904421,180.252,80.5819,9.58253684,38.33014736,76.66029472
930,666.889,101.4336667,101.4336667,33.81122222,29.61766667,149.793,29.61766667,187.6312321,28.14468482,112.5787393,190.798,78.89185,9.381561605,37.52624642,75.05249284
931,505.99,99.50866667,99.50866667,33.16955556,32.89233333,116.0166667,32.89233333,183.8814305,27.58221458,110.3288583,230.418,77.3152,9.194071525,36.7762861,73.5525722
932,495.297,94.612,94.612,31.53733333,32.89233333,114.825,32.89233333,162.1561745,24.32342618,97.2937047,236.815,68.18055,8.107808725,32.4312349,64.8624698
933,411.347,83.713,83.713,27.90433333,32.89233333,99.327,32.89233333,154.6824953,23.2023743,92.80949718,255.365,65.03815,7.734124765,30.93649906,61.87299812
934,390.454,58.56766667,58.56766667,19.52255556,32.89233333,100.944,32.89233333,131.2279521,19.68419282,78.73677126,239.775,55.1764,6.561397605,26.24559042,52.49118084
935,335.993,38.22033333,38.22033333,12.74011111,32.89233333,40.896,32.89233333,103.9423872,15.59135808,62.36543232,178.749,43.70385,5.19711936,20.78847744,41.57695488
936,334,48.163,48.163,16.05433333,33.257,37.28666667,33.257,82.01461606,12.30219241,49.20876964,121.434,34.48405,4.100730803,16.40292321,32.80584642
937,324.237,39.991,39.991,13.33033333,33.90966667,37.28666667,33.90966667,69.28909789,10.39336468,41.57345873,103.387,29.13345,3.464454895,13.85781958,27.71563916
938,322.215,36.975,36.975,12.325,34.12,37.28666667,34.12,67.82749224,10.17412384,40.69649534,95.643,28.5189,3.391374612,13.56549845,27.1309969
939,321.119,36.807,36.807,12.269,34.95433333,37.28666667,34.95433333,67.53174631,10.12976195,40.51904779,87.807,28.39455,3.376587316,13.50634926,27.01269852
940,319.285,36.62866667,36.62866667,12.20955556,34.79033333,37.28666667,34.79033333,67.5473244,10.13209866,40.52839464,86.565,28.4011,3.37736622,13.50946488,27.01892976
941,383.612,38.76566667,38.76566667,12.92188889,35.27066667,37.28666667,35.27066667,75.45183902,11.31777585,45.27110341,89.058,31.72465,3.772591951,15.0903678,30.18073561
942,387.008,38.27166667,38.27166667,12.75722222,35.06933333,40.896,35.06933333,92.67181537,13.90077231,55.60308922,106.376,38.965,4.633590769,18.53436307,37.06872615
943,519.181,55.20666667,55.20666667,18.40222222,43.28366667,117.8666667,43.28366667,112.6832433,16.9024865,67.60994598,171.699,47.37905,5.634162165,22.53664866,45.07329732
944,587.709,53.35633333,53.35633333,17.78544444,49.15066667,103.095,49.15066667,98.9632244,14.84448366,59.37793464,190.028,41.6103,4.94816122,19.79264488,39.58528976
945,604.508,81.91033333,81.91033333,27.30344444,76.57566667,161.193,76.57566667,100.9650688,15.14476032,60.57904128,171.756,42.452,5.04825344,20.19301376,40.38602752
946,625.345,97.48966667,97.48966667,32.49655556,92.66633333,152.3436667,92.66633333,96.9045378,14.53568067,58.14272268,174.68,40.7447,4.84522689,19.38090756,38.76181512
947,636.926,94.86166667,94.86166667,31.62055556,92.66633333,151.7393333,92.66633333,93.98751017,14.09812653,56.3925061,140.567,39.5182,4.699375509,18.79750203,37.59500407
948,646.514,103.9923333,103.9923333,34.66411111,92.66633333,155.4073333,92.66633333,101.7867835,15.26801753,61.0720701,146.07,42.7975,5.089339175,20.3573567,40.7147134
949,633.007,99.535,99.535,33.17833333,83.52466667,157.1216667,83.52466667,108.1141054,16.21711581,64.86846324,152.175,45.4579,5.40570527,21.62282108,43.24564216
950,658.855,99.62566667,99.62566667,33.20855556,92.66633333,157.8243333,92.66633333,114.6478667,17.19718001,68.78872002,157.036,48.2051,5.732393335,22.92957334,45.85914668
951,666.25,98.67666667,98.67666667,32.89222222,92.66633333,155.7623333,92.66633333,120.6724266,18.10086399,72.40345596,160.737,50.7382,6.03362133,24.13448532,48.26897064
952,670.941,97.87,97.87,32.62333333,92.66633333,157.159,92.66633333,126.3769815,18.95654723,75.8261889,159.046,53.13675,6.318849075,25.2753963,50.5507926
953,676.444,97.94933333,97.94933333,32.64977778,92.66633333,160.1043333,92.66633333,150.8735921,22.63103882,90.52415526,163.037,63.43665,7.543679605,30.17471842,60.34943684
954,671.508,97.497,97.497,32.499,29.61766667,140.8243333,29.61766667,152.0765538,22.81148307,91.24593228,174.994,63.94245,7.60382769,30.41531076,60.83062152
955,505.314,96.511,96.511,32.17033333,32.89233333,115.557,32.89233333,163.4943446,24.52415169,98.09660676,218.82,68.7432,8.17471723,32.69886892,65.39773784
956,490.631,91.74333333,91.74333333,30.58111111,32.89233333,116.7243333,32.89233333,153.0282445,22.95423668,91.8169467,227.174,64.3426,7.651412225,30.6056489,61.2112978
957,402.989,80.304,80.304,26.768,32.89233333,103.4736667,32.89233333,149.9333174,22.48999761,89.95999044,245.548,63.0413,7.49666587,29.98666348,59.97332696
958,379.015,55.70866667,55.70866667,18.56955556,33.55266667,106.7803333,33.55266667,129.4463415,19.41695123,77.6678049,230.308,54.4273,6.472317075,25.8892683,51.7785366
959,322.588,36.13466667,36.13466667,12.04488889,34.008,40.896,34.008,104.4562265,15.66843398,62.6737359,171.446,43.9199,5.222811325,20.8912453,41.7824906
960,320.783,46.811,46.811,15.60366667,34.74866667,37.28666667,34.74866667,83.99089336,12.598634,50.39453602,115.588,35.315,4.199544668,16.79817867,33.59635734
961,313.547,38.102,38.102,12.70066667,35.28233333,37.28666667,35.28233333,72.19720676,10.82958101,43.31832406,98.059,30.3562,3.609860338,14.43944135,28.8788827
962,311.972,34.851,34.851,11.617,36.13566667,37.28666667,36.13566667,71.54732678,10.73209902,42.92839607,91.532,30.08295,3.577366339,14.30946536,28.61893071
963,310.502,34.426,34.426,11.47533333,36.278,37.28666667,36.278,72.07531711,10.81129757,43.24519027,85.352,30.30495,3.603765856,14.41506342,28.83012684
964,309.57,34.13733333,34.13733333,11.37911111,37.02533333,37.28666667,37.02533333,73.28945702,10.99341855,43.97367421,85.247,30.81545,3.664472851,14.6578914,29.31578281
965,374.895,40.99766667,40.99766667,13.66588889,36.84633333,37.28666667,36.84633333,82.02959957,12.30443994,49.21775974,88.604,34.49035,4.101479979,16.40591991,32.81183983
966,378.206,40.724,40.724,13.57466667,37.50966667,40.896,37.50966667,99.41677285,14.91251593,59.65006371,106.317,41.801,4.970838643,19.88335457,39.76670914
967,512.165,57.99766667,57.99766667,19.33255556,43.28366667,136.6073333,43.28366667,119.0691911,17.86037867,71.44151466,167.244,50.0641,5.953459555,23.81383822,47.62767644
968,581.004,53.77533333,53.77533333,17.92511111,49.15066667,118.4156667,49.15066667,105.1402355,15.77103533,63.0841413,180.451,44.2075,5.257011775,21.0280471,42.0560942
969,598.538,79.128,79.128,26.376,76.57566667,163.616,76.57566667,103.3849055,15.50773583,62.0309433,162.114,43.46945,5.169245275,20.6769811,41.3539622
970,622.972,94.19466667,94.19466667,31.39822222,92.66633333,150.9723333,92.66633333,91.03349944,13.65502492,54.62009966,164.219,38.27615,4.551674972,18.20669989,36.41339978
971,639.222,91.51,91.51,30.50333333,92.66633333,149.5333333,92.66633333,86.11343825,12.91701574,51.66806295,131.977,36.20745,4.305671913,17.22268765,34.4453753
972,655.961,101.4896667,101.4896667,33.82988889,92.66633333,151.225,92.66633333,90.17943941,13.52691591,54.10766365,135.752,37.91705,4.508971971,18.03588788,36.07177576
973,651.935,96.86533333,96.86533333,32.28844444,83.52466667,152.236,83.52466667,92.25834186,13.83875128,55.35500512,141.365,38.79115,4.612917093,18.45166837,36.90333674
974,684.349,96.13933333,96.13933333,32.04644444,92.66633333,151.317,92.66633333,89.97288104,13.49593216,53.98372862,140.029,37.8302,4.498644052,17.99457621,35.98915242
975,687.2,94.69066667,94.69066667,31.56355556,92.66633333,147.641,92.66633333,91.52177157,13.72826574,54.91306294,141.43,38.48145,4.576088579,18.30435431,36.60870863
976,687.418,93.48933333,93.48933333,31.16311111,92.66633333,147.706,92.66633333,97.50387817,14.62558173,58.5023269,141.366,40.9967,4.875193909,19.50077563,39.00155127
977,690.284,93.40133333,93.40133333,31.13377778,92.66633333,149.1216667,92.66633333,117.199701,17.57995515,70.3198206,142.663,49.27805,5.85998505,23.4399402,46.8798804
978,687.674,92.34966667,92.34966667,30.78322222,29.61766667,135.0026667,29.61766667,125.3343195,18.80014793,75.2005917,154.039,52.69835,6.266715975,25.0668639,50.1337278
979,529.267,91.45266667,91.45266667,30.48422222,32.89233333,119.6573333,32.89233333,154.5967563,23.18951345,92.75805378,203.407,65.0021,7.729837815,30.91935126,61.83870252
980,518.381,83.891,83.891,27.96366667,34.29733333,122.195,34.29733333,151.586498,22.7379747,90.9518988,214.571,63.7364,7.5793249,30.3172996,60.6345992
981,430.191,73.25266667,73.25266667,24.41755556,34.44133333,110.5926667,34.44133333,151.3305891,22.69958837,90.79835346,234.646,63.6288,7.566529455,30.26611782,60.53223564
982,406.561,50.01833333,50.01833333,16.67277778,35.551,112.5733333,35.551,132.3248401,19.84872602,79.39490406,220.697,55.6376,6.616242005,26.46496802,52.92993604
983,350.663,32.23566667,32.23566667,10.74522222,34.92966667,40.896,34.92966667,107.2732451,16.09098677,64.36394706,164.066,45.10435,5.363662255,21.45464902,42.90929804
984,346.047,43.41,43.41,14.47,35.63366667,37.28666667,35.63366667,86.01164552,12.90174683,51.60698731,111.631,36.16465,4.300582276,17.2023291,34.40465821
985,337.006,33.731,33.731,11.24366667,34.982,32.68833333,34.982,73.03735353,10.95560303,43.82241212,100.488,30.70945,3.651867677,14.60747071,29.21494141
986,332.804,31.60233333,31.60233333,10.53411111,35.74533333,32.68833333,35.74533333,71.48537116,10.72280567,42.8912227,99.716,30.0569,3.574268558,14.29707423,28.59414846
987,329.354,32.24433333,32.24433333,10.74811111,35.14833333,32.68833333,35.14833333,71.38726485,10.70808973,42.83235891,85.655,30.01565,3.569363243,14.27745297,28.55490594
988,327.044,32.621,32.621,10.87366667,36.16233333,32.68833333,36.16233333,71.72724781,10.75908717,43.03634869,85.218,30.1586,3.586362391,14.34544956,28.69089912
989,338.199,34.42766667,34.42766667,11.47588889,35.47666667,32.68833333,35.47666667,80.08459737,12.01268961,48.05075842,88.087,33.67255,4.004229869,16.01691947,32.03383895
990,338.031,33.82366667,33.82366667,11.27455556,36.56966667,32.68833333,36.56966667,97.15794938,14.57369241,58.29476963,96.294,40.85125,4.857897469,19.43158988,38.86317975
991,382.789,45.84566667,45.84566667,15.28188889,35.68466667,130.5343333,35.68466667,116.4182991,17.46274487,69.85097946,142.362,48.9495,5.820914955,23.28365982,46.56731964
992,450.919,43.90733333,43.90733333,14.63577778,19.533,102.9903333,19.533,102.2460399,15.33690599,61.34762394,144.571,42.9906,5.112301995,20.44920798,40.89841596
993,455.324,66.94266667,66.94266667,22.31422222,21.72566667,122.733,21.72566667,93.19219502,13.97882925,55.91531701,204.598,39.1838,4.659609751,18.638439,37.27687801
994,532.414,78.493,78.493,26.16433333,35.83933333,113.8243333,35.83933333,80.01859858,12.00278979,48.01115915,183.135,33.6448,4.000929929,16.00371972,32.00743943
995,553.495,91.611,91.611,30.537,35.83933333,107.6146667,35.83933333,67.33042027,10.09956304,40.39825216,132.915,28.3099,3.366521014,13.46608405,26.93216811
996,556.937,101.3443333,101.3443333,33.78144444,35.83933333,107.1256667,35.83933333,67.10281363,10.06542204,40.26168818,126.136,28.2142,3.355140682,13.42056273,26.84112545
997,546.516,95.73133333,95.73133333,31.91044444,19.533,102.8573333,19.533,65.82862076,9.874293114,39.49717246,129.566,27.67845,3.291431038,13.16572415,26.3314483
998,546.483,95.62366667,95.62366667,31.87455556,19.533,97.529,19.533,63.63199074,9.544798611,38.17919444,132.437,26.75485,3.181599537,12.72639815,25.4527963
999,546.562,94.74266667,94.74266667,31.58088889,19.533,68.256,19.533,63.58204571,9.537306857,38.14922743,133.894,26.73385,3.179102286,12.71640914,25.43281828
1000,499.443,93.45466667,93.45466667,31.15155556,19.533,68.65633333,19.533,68.1461891,10.22192837,40.88771346,131.746,28.6529,3.407309455,13.62923782,27.25847564
1001,501.817,93.818,93.818,31.27266667,9.141666667,73.951,9.141666667,95.34363668,14.3015455,57.20618201,135.588,40.0884,4.767181834,19.06872734,38.13745467
1002,473.994,93.98833333,93.98833333,31.32944444,9.141666667,74.03866667,9.141666667,122.0221316,18.30331974,73.21327896,146.35,51.3057,6.10110658,24.40442632,48.80885264
1003,454.606,87.833,87.833,29.27766667,32.89233333,32.68833333,32.89233333,154.4962717,23.17444076,92.69776302,219.211,64.95985,7.724813585,30.89925434,61.79850868
1004,453.783,71.21433333,71.21433333,23.73811111,33.492,32.68833333,33.492,151.619319,22.74289785,90.9715914,226.021,63.7502,7.58096595,30.3238638,60.6477276
1005,385.914,67.35933333,67.35933333,22.45311111,34.49266667,32.68833333,34.49266667,151.235099,22.68526485,90.7410594,237.21,63.58865,7.56175495,30.2470198,60.4940396
1006,381.917,49.161,49.161,16.387,34.741,32.68833333,34.741,132.304981,19.84574715,79.3829886,232.114,55.62925,6.61524905,26.4609962,52.9219924
1007,363.226,34.969,34.969,11.65633333,35.595,32.68833333,35.595,108.0437067,16.20655601,64.82622402,181.297,45.4283,5.402185335,21.60874134,43.21748268
1008,359.572,45.69766667,45.69766667,15.23255556,35.47833333,32.68833333,35.47833333,88.49415138,13.27412271,53.09649083,117.666,37.20845,4.424707569,17.69883028,35.39766055
1009,346.36,37.415,37.415,12.47166667,36.601,32.68833333,36.601,76.79976026,11.51996404,46.07985616,99.25,32.2914,3.839988013,15.35995205,30.7199041
1010,351.073,34.98066667,34.98066667,11.66022222,35.952,32.68833333,35.952,75.32768994,11.29915349,45.19661396,98.65,31.67245,3.766384497,15.06553799,30.13107598
1011,348.925,34.61166667,34.61166667,11.53722222,36.84333333,32.68833333,36.84333333,74.7498735,11.21248103,44.8499241,85.7,31.4295,3.737493675,14.9499747,29.8999494
1012,340.831,34.24733333,34.24733333,11.41577778,36.22466667,32.68833333,36.22466667,75.20044903,11.28006735,45.12026942,86.016,31.61895,3.760022452,15.04008981,30.08017961
1013,347.295,35.58033333,35.58033333,11.86011111,37.73966667,32.68833333,37.73966667,85.24094613,12.78614192,51.14456768,89.55,35.8406,4.262047307,17.04818923,34.09637845
1014,339.512,34.476,34.476,11.492,37.35066667,32.68833333,37.35066667,103.9811541,15.59717312,62.38869246,98.425,43.72015,5.199057705,20.79623082,41.59246164
1015,378.674,45.844,45.844,15.28133333,38.71433333,32.68833333,38.71433333,123.6944577,18.55416866,74.21667462,144.536,52.00885,6.184722885,24.73889154,49.47778308
1016,375.729,43.35166667,43.35166667,14.45055556,13.69866667,17.412,13.69866667,108.298902,16.2448353,64.9793412,144.262,45.5356,5.4149451,21.6597804,43.3195608
1017,413.541,54.55433333,54.55433333,18.18477778,13.59133333,17.412,13.59133333,95.28025405,14.29203811,57.16815243,203.67,40.06175,4.764012703,19.05605081,38.11210162
1018,413.869,47.597,47.597,15.86566667,11.00133333,17.412,11.00133333,79.29320647,11.89398097,47.57592388,188.681,33.3398,3.964660324,15.85864129,31.71728259
1019,417.106,64.13033333,64.13033333,21.37677778,9.141666667,17.412,9.141666667,72.92723663,10.93908549,43.75634198,147.251,30.66315,3.646361832,14.58544733,29.17089465
1020,410.089,75.27766667,75.27766667,25.09255556,9.141666667,27.83466667,9.141666667,86.99377887,13.04906683,52.19626732,152.255,36.5776,4.349688944,17.39875577,34.79751155
1021,406.927,84.44166667,84.44166667,28.14722222,9.141666667,39.21366667,9.141666667,96.809999,14.52149985,58.0859994,159.422,40.70495,4.84049995,19.3619998,38.7239996
1022,402.453,85.55666667,85.55666667,28.51888889,9.141666667,38.79,9.141666667,102.2406887,15.33610331,61.34441322,164.378,42.98835,5.112034435,20.44813774,40.89627548
1023,402.636,84.603,84.603,28.201,9.141666667,41.42066667,9.141666667,109.9831198,16.49746797,65.98987188,168.85,46.24375,5.49915599,21.99662396,43.99324792
1024,402.313,83.59,83.59,27.86333333,9.141666667,39.97766667,9.141666667,119.9297916,17.98946874,71.95787496,168.757,50.42595,5.99648958,23.98595832,47.97191664
1025,390.138,83.87233333,83.87233333,27.95744444,9.141666667,35.585,9.141666667,139.1003592,20.86505388,83.46021552,168.982,58.48645,6.95501796,27.82007184,55.64014368
1026,364.705,71.82666667,71.82666667,23.94222222,9.141666667,20.634,9.141666667,144.7317803,21.70976705,86.83906818,169.807,60.85425,7.236589015,28.94635606,57.89271212
1027,348.832,75.23633333,75.23633333,25.07877778,32.89233333,32.68833333,32.89233333,160.284544,24.0426816,96.1707264,235.978,67.3936,8.0142272,32.0569088,64.1138176
1028,345.149,70.858,70.858,23.61933333,32.89233333,32.68833333,32.89233333,151.3934961,22.70902442,90.83609766,241.143,63.65525,7.569674805,30.27869922,60.55739844
1029,329.857,66.65833333,66.65833333,22.21944444,32.89233333,32.68833333,32.89233333,148.6497301,22.29745952,89.18983806,251.373,62.5016,7.432486505,29.72994602,59.45989204
1030,329.759,59.72066667,59.72066667,19.90688889,32.94833333,32.68833333,32.94833333,128.4488679,19.26733019,77.06932074,244.57,54.0079,6.422443395,25.68977358,51.37954716
1031,313.778,39.00933333,39.00933333,13.00311111,33.47866667,32.68833333,33.47866667,103.4789687,15.52184531,62.08738122,191.944,43.509,5.173948435,20.69579374,41.39158748
1032,314.116,48.84666667,48.84666667,16.28222222,34.235,32.68833333,34.235,82.85357366,12.42803605,49.7121442,127.119,34.8368,4.142678683,16.57071473,33.14142946
1033,326.657,41.63333333,41.63333333,13.87777778,34.23733333,37.28666667,34.23733333,70.39656949,10.55948542,42.23794169,102.444,29.5991,3.519828475,14.0793139,28.1586278
1034,344.556,38.367,38.367,12.789,35.16466667,37.28666667,35.16466667,69.35545343,10.40331801,41.61327206,94.349,29.16135,3.467772672,13.87109069,27.74218137
1035,334.88,38.03766667,38.03766667,12.67922222,34.91333333,37.28666667,34.91333333,69.46414333,10.4196215,41.678486,86.817,29.20705,3.473207167,13.89282867,27.78565733
1036,321.585,37.74666667,37.74666667,12.58222222,35.79166667,37.28666667,35.79166667,69.63122135,10.4446832,41.77873281,86.05,29.2773,3.481561068,13.92624427,27.85248854
1037,387.066,39.28033333,39.28033333,13.09344444,35.243,37.28666667,35.243,78.09952023,11.71492803,46.85971214,88.438,32.8379,3.904976012,15.61990405,31.23980809
1038,397.79,37.416,37.416,12.472,36.53433333,40.896,36.53433333,96.12587099,14.41888065,57.67552259,105.624,40.4173,4.80629355,19.2251742,38.4503484
1039,535.762,53.33533333,53.33533333,17.77844444,43.28366667,151.4436667,43.28366667,115.9026762,17.38540143,69.54160572,169.746,48.7327,5.79513381,23.18053524,46.36107048
1040,604.745,51.586,51.586,17.19533333,49.15066667,128.0633333,49.15066667,100.4047331,15.06070997,60.24283986,187.346,42.2164,5.020236655,20.08094662,40.16189324
1041,618.015,81.28533333,81.28533333,27.09511111,76.57566667,167.3683333,76.57566667,100.0765229,15.01147844,60.04591374,172.126,42.0784,5.003826145,20.01530458,40.03060916
1042,630.574,99.29366667,99.29366667,33.09788889,92.66633333,156.8763333,92.66633333,100.0318102,15.00477153,60.01908612,182.846,42.0596,5.00159051,20.00636204,40.01272408
1043,633.861,99.46133333,99.46133333,33.15377778,92.66633333,157.9823333,92.66633333,109.4372919,16.41559379,65.66237514,157.041,46.01425,5.471864595,21.88745838,43.77491676
1044,633.328,110.3436667,110.3436667,36.78122222,92.66633333,162.645,92.66633333,125.2623749,18.78935624,75.15742494,166.274,52.6681,6.263118745,25.05247498,50.10494996
1045,612.153,107.2713333,107.2713333,35.75711111,83.52466667,163.8473333,83.52466667,130.2534294,19.53801441,78.15205764,170.98,54.76665,6.51267147,26.05068588,52.10137176
1046,630.202,106.93,106.93,35.64333333,92.66633333,164.5256667,92.66633333,136.3254371,20.44881557,81.79526226,175.118,57.3197,6.816271855,27.26508742,54.53017484
1047,630.643,105.2163333,105.2163333,35.07211111,92.66633333,161.64,92.66633333,140.6070343,21.09105515,84.36422058,175.827,59.11995,7.030351715,28.12140686,56.24281372
1048,631.26,104.06,104.06,34.68666667,92.66633333,160.8083333,92.66633333,140.6194016,21.09291024,84.37164096,171.262,59.12515,7.03097008,28.12388032,56.24776064
1049,635.141,103.883,103.883,34.62766667,92.66633333,163.1603333,92.66633333,163.6085047,24.54127571,98.16510282,174.086,68.7912,8.180425235,32.72170094,65.44340188
1050,635.668,103.264,103.264,34.42133333,29.61766667,144.5503333,29.61766667,162.5751182,24.38626773,97.54507092,185.521,68.3567,8.12875591,32.51502364,65.03004728
1051,485.016,102.0633333,102.0633333,34.02111111,32.89233333,120.195,32.89233333,169.6329456,25.44494184,101.7797674,228.462,71.32425,8.48164728,33.92658912,67.85317824
1052,478.209,98.01866667,98.01866667,32.67288889,32.89233333,121.5686667,32.89233333,156.7099068,23.50648602,94.02594408,238.041,65.8906,7.83549534,31.34198136,62.68396272
1053,396.5,87.997,87.997,29.33233333,32.89233333,106.926,32.89233333,152.1121099,22.81681649,91.26726594,258.285,63.9574,7.605605495,30.42242198,60.84484396
1054,378.404,61.582,61.582,20.52733333,32.89233333,107.8143333,32.89233333,130.6974645,19.60461968,78.4184787,244.04,54.95335,6.534873225,26.1394929,52.2789858
1055,325.959,40.84933333,40.84933333,13.61644444,32.89233333,40.896,32.89233333,104.0038672,15.60058008,62.40232032,184.243,43.7297,5.20019336,20.80077344,41.60154688
1056,323.51,50.91666667,50.91666667,16.97222222,32.89233333,37.28666667,32.89233333,81.46141538,12.21921231,48.87684923,128.388,34.25145,4.073070769,16.29228308,32.58456615
1057,315.761,43.914,43.914,14.638,32.89233333,37.28666667,32.89233333,67.55778908,10.13366836,40.53467345,111.855,28.4055,3.377889454,13.51155782,27.02311563
1058,314.952,40.95933333,40.95933333,13.65311111,32.89233333,37.28666667,32.89233333,65.4019475,9.810292125,39.2411685,105.542,27.49905,3.270097375,13.0803895,26.160779
1059,312.883,41.00766667,41.00766667,13.66922222,32.89233333,37.28666667,32.89233333,64.38509046,9.657763569,38.63105428,98.114,27.0715,3.219254523,12.87701809,25.75403618
1060,310.834,40.84333333,40.84333333,13.61444444,32.89233333,37.28666667,32.89233333,64.07222051,9.610833077,38.44333231,95.767,26.93995,3.203611026,12.8144441,25.6288882
1061,375.282,48.774,48.774,16.258,32.89233333,37.28666667,32.89233333,72.20077427,10.83011614,43.32046456,96.024,30.3577,3.610038714,14.44015485,28.88030971
1062,378.952,47.868,47.868,15.956,33.19,40.896,33.19,89.72291805,13.45843771,53.83375083,111.442,37.7251,4.486145903,17.94458361,35.88916722
1063,513.076,65.595,65.595,21.865,43.28366667,110.2886667,43.28366667,109.4397892,16.41596838,65.66387352,181.424,46.0153,5.47198946,21.88795784,43.77591568
1064,579.928,63.05,63.05,21.01666667,49.15066667,101.5883333,49.15066667,95.74914276,14.36237141,57.44948566,203.278,40.2589,4.787457138,19.14982855,38.2996571
1065,598.979,89.97766667,89.97766667,29.99255556,76.57566667,165.8446667,76.57566667,110.3932636,16.55898954,66.23595816,193.48,46.4162,5.51966318,22.07865272,44.15730544
1066,620.305,107.324,107.324,35.77466667,92.66633333,161.1086667,92.66633333,123.3780203,18.50670305,74.02681218,204.227,51.8758,6.168901015,24.67560406,49.35120812
1067,634.702,105.8146667,105.8146667,35.27155556,92.66633333,161.48,92.66633333,128.7649486,19.31474229,77.25896916,169.933,54.1408,6.43824743,25.75298972,51.50597944
1068,648.283,112.707,112.707,37.569,92.66633333,164.137,92.66633333,136.8981401,20.53472102,82.13888406,172.484,57.5605,6.844907005,27.37962802,54.75925604
1069,643.96,109.4023333,109.4023333,36.46744444,83.52466667,165.0116667,83.52466667,141.6359019,21.24538529,84.98154114,175.153,59.55255,7.081795095,28.32718038,56.65436076
1070,674.724,110.1016667,110.1016667,36.70055556,92.66633333,169.0833333,92.66633333,154.1467754,23.12201631,92.48806524,181.006,64.8129,7.70733877,30.82935508,61.65871016
1071,677.317,107.7413333,107.7413333,35.91377778,92.66633333,165.974,92.66633333,158.7803661,23.81705492,95.26821966,181.444,66.76115,7.939018305,31.75607322,63.51214644
1072,679.488,106.5583333,106.5583333,35.51944444,92.66633333,164.4306667,92.66633333,155.2522254,23.28783381,93.15133524,175.536,65.2777,7.76261127,31.05044508,62.10089016
1073,684.519,106.633,106.633,35.54433333,92.66633333,167.2173333,92.66633333,177.6186804,26.64280206,106.5712082,178.633,74.68195,8.88093402,35.52373608,71.04747216
1074,685.259,105.9886667,105.9886667,35.32955556,29.61766667,147.38,29.61766667,176.180977,26.42714655,105.7085862,190.399,74.07745,8.80904885,35.2361954,70.4723908
1075,534.811,104.196,104.196,34.732,32.89233333,119.7963333,32.89233333,184.3459193,27.6518879,110.6075516,235.242,77.5105,9.217295965,36.86918386,73.73836772
1076,526.3,98.29133333,98.29133333,32.76377778,32.89233333,120.386,32.89233333,169.1666731,25.37500097,101.5000039,246.279,71.1282,8.458333655,33.83333462,67.66666924
1077,431.999,88.63433333,88.63433333,29.54477778,32.89233333,104.2636667,32.89233333,162.6388576,24.39582864,97.58331456,266.788,68.3835,8.13194288,32.52777152,65.05554304
1078,401.479,62.061,62.061,20.687,32.89233333,103.9206667,32.89233333,139.4473582,20.91710373,83.66841492,253.157,58.63235,6.97236791,27.88947164,55.77894328
1079,338.862,42.69433333,42.69433333,14.23144444,32.89233333,40.896,32.89233333,110.2147696,16.53221544,66.12886176,194.034,46.34115,5.51073848,22.04295392,44.08590784
1080,338.77,52.56366667,52.56366667,17.52122222,32.89233333,37.28666667,32.89233333,86.03887745,12.90583162,51.62332647,138.371,36.1761,4.301943873,17.20777549,34.41555098
